company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Tyler Technologies Inc,TYL,,860731,2014.0,FY,,2014-12-31,2016-02-24 12:20:57+00:00,4119000.0,112660000.0,39508000.0,-46000.0,206167000.0,0.0,201870000.0,189212000.0,19000.0,,124142000.0,34722000.0,,737000.0,65910000.0,,5504000.0,,1761000.0,339000.0,,,,17851000.0,261150000.0,,569812000.0,336973000.0,337036000.0,232839000.0,336973000.0,336973000.0,232839000.0,569812000.0,166866000.0,,0.0,-126001000.0
Tyler Technologies Inc,TYL,,860731,2014.0,Q3,,2014-09-30,2014-10-22 16:26:16+00:00,3397000.0,111803000.0,32120000.0,-46000.0,157431000.0,0.0,185174000.0,185844000.0,7759000.0,,124017000.0,36359000.0,,0.0,66694000.0,,,4911000.0,1454000.0,446000.0,,739000.0,,15561000.0,245833000.0,,522263000.0,295991000.0,293000000.0,221361000.0,295991000.0,295991000.0,226272000.0,522263000.0,162569000.0,4911000.0,0.0,-134970000.0
Tyler Technologies Inc,TYL,,860731,2014.0,Q2,,2014-06-30,2014-07-23 17:21:55+00:00,2584000.0,144234000.0,28602000.0,-46000.0,88092000.0,0.0,186899000.0,184578000.0,11470000.0,,121011000.0,35804000.0,,0.0,67160000.0,,,4574000.0,1127000.0,598000.0,,683000.0,,15838000.0,228833000.0,800000.0,486817000.0,266479000.0,261032000.0,215764000.0,266479000.0,266479000.0,220338000.0,486817000.0,158625000.0,4574000.0,0.0,-149207000.0
Tyler Technologies Inc,TYL,,860731,2014.0,Q1,,2014-03-31,2014-04-23 16:41:45+00:00,2572000.0,82334000.0,19512000.0,-46000.0,97145000.0,0.0,187860000.0,139298000.0,12049000.0,,121011000.0,37376000.0,,1280000.0,66222000.0,,,6155000.0,526000.0,933000.0,,207000.0,0.0,15158000.0,214093000.0,,434241000.0,266704000.0,207619000.0,161382000.0,266704000.0,266704000.0,167537000.0,434241000.0,160400000.0,6155000.0,,-135203000.0
Tyler Technologies Inc,TYL,,860731,2015.0,FY,,2015-12-31,2017-02-22 16:17:30+00:00,6789000.0,176360000.0,49156000.0,-46000.0,33087000.0,0.0,608236000.0,281627000.0,21080000.0,,653666000.0,295378000.0,66000000.0,35422000.0,101112000.0,3115000.0,,91026000.0,2777000.0,1931000.0,,,,22334000.0,326019000.0,13423000.0,1356570000.0,858857000.0,268215000.0,337572000.0,858857000.0,858857000.0,497713000.0,1356570000.0,987243000.0,160141000.0,0.0,-75352000.0
Tyler Technologies Inc,TYL,,860731,2015.0,Q3,,2015-09-30,2015-10-21 16:38:43+00:00,4385000.0,129228000.0,37199000.0,-46000.0,238614000.0,0.0,231321000.0,200890000.0,9674000.0,,125932000.0,35701000.0,,36080000.0,68092000.0,,,4813000.0,1072000.0,6821000.0,,,,18044000.0,317401000.0,9124000.0,678382000.0,431095000.0,411505000.0,242474000.0,431095000.0,431095000.0,247287000.0,678382000.0,198785000.0,4813000.0,0.0,-117581000.0
Tyler Technologies Inc,TYL,,860731,2015.0,Q2,,2015-06-30,2015-07-22 16:33:19+00:00,4385000.0,152178000.0,34810000.0,-46000.0,204103000.0,0.0,222319000.0,201549000.0,9674000.0,,131960000.0,31507000.0,,15000000.0,67908000.0,,,4673000.0,391000.0,10590000.0,,3744000.0,,18979000.0,297259000.0,,646034000.0,400617000.0,395524000.0,240744000.0,400617000.0,400617000.0,245417000.0,646034000.0,182602000.0,4673000.0,0.0,-118915000.0
Tyler Technologies Inc,TYL,,860731,2015.0,Q1,,2015-03-31,2015-04-22 16:50:36+00:00,5373000.0,105790000.0,22759000.0,-46000.0,194721000.0,0.0,210391000.0,164706000.0,9674000.0,4816000.0,124142000.0,33115000.0,,,67301000.0,,,4340000.0,311000.0,238000.0,,15738000.0,,17352000.0,278423000.0,,568382000.0,366388000.0,327775000.0,197654000.0,366388000.0,366388000.0,201994000.0,568382000.0,173306000.0,4340000.0,0.0,-122380000.0
Tyler Technologies Inc,TYL,,860731,2016.0,FY,,2016-12-31,2018-02-21 16:45:40+00:00,7295000.0,200334000.0,55989000.0,-46000.0,36151000.0,0.0,557144000.0,298217000.0,2895000.0,,650237000.0,267259000.0,10000000.0,30741000.0,124268000.0,2140000.0,,68779000.0,2480000.0,2268000.0,,,,21039000.0,435876000.0,20273000.0,1357945000.0,915525000.0,282960000.0,361501000.0,915525000.0,915525000.0,442420000.0,1357945000.0,950717000.0,80919000.0,0.0,-77449000.0
Tyler Technologies Inc,TYL,,860731,2016.0,Q3,,2016-09-30,2016-10-26 16:49:07+00:00,5992000.0,188429000.0,54184000.0,-46000.0,23314000.0,0.0,595643000.0,288316000.0,17680000.0,,647525000.0,276326000.0,34000000.0,27881000.0,120963000.0,2924000.0,,85095000.0,2744000.0,2756000.0,,,,21384000.0,384234000.0,23764000.0,1352766000.0,882255000.0,277327000.0,348492000.0,882255000.0,882255000.0,470511000.0,1352766000.0,954476000.0,122019000.0,0.0,-97576000.0
Tyler Technologies Inc,TYL,,860731,2016.0,Q2,,2016-06-30,2016-07-27 17:48:01+00:00,6574000.0,209483000.0,49875000.0,-46000.0,41327000.0,0.0,605660000.0,296481000.0,23994000.0,,655393000.0,285491000.0,135000000.0,29752000.0,115886000.0,3704000.0,,92110000.0,2579000.0,3529000.0,,,,22976000.0,361970000.0,22642000.0,1413052000.0,829308000.0,323951000.0,352930000.0,829308000.0,829308000.0,583744000.0,1413052000.0,973215000.0,230814000.0,0.0,-138276000.0
Tyler Technologies Inc,TYL,,860731,2016.0,Q1,,2016-03-31,2016-04-27 16:48:34+00:00,6316000.0,137332000.0,33260000.0,-46000.0,35341000.0,0.0,608977000.0,250108000.0,11798000.0,,655167000.0,286475000.0,140000000.0,33442000.0,114291000.0,4561000.0,,91775000.0,3098000.0,1749000.0,,,,20984000.0,343098000.0,18332000.0,1318009000.0,791989000.0,225536000.0,289684000.0,791989000.0,791989000.0,526020000.0,1318009000.0,978182000.0,236336000.0,0.0,-160040000.0
Tyler Technologies Inc,TYL,,860731,2017.0,FY,,2017-12-31,2019-02-20 16:43:24+00:00,8174000.0,246188000.0,64675000.0,-46000.0,185926000.0,0.0,627348000.0,298613000.0,11339000.0,,657987000.0,229617000.0,0.0,38510000.0,152315000.0,1274000.0,,46879000.0,12107000.0,1997000.0,,,,32206000.0,624463000.0,43159000.0,1611351000.0,1191736000.0,520815000.0,371462000.0,1191736000.0,1191736000.0,419615000.0,1611351000.0,938221000.0,48153000.0,0.0,-60029000.0
Tyler Technologies Inc,TYL,,860731,2017.0,Q3,,2017-09-30,2017-10-25 16:28:45+00:00,4563000.0,206444000.0,57583000.0,-46000.0,124603000.0,0.0,604805000.0,297163000.0,3362000.0,,655068000.0,245520000.0,0.0,39800000.0,149142000.0,1468000.0,,54563000.0,3867000.0,2182000.0,,,,23219000.0,538023000.0,39911000.0,1493118000.0,1077778000.0,399721000.0,359309000.0,1077778000.0,1077778000.0,415340000.0,1493118000.0,944255000.0,56031000.0,0.0,-65004000.0
Tyler Technologies Inc,TYL,,860731,2017.0,Q2,,2017-06-30,2017-07-26 16:31:33+00:00,9448000.0,233831000.0,46006000.0,-46000.0,55072000.0,0.0,586518000.0,304128000.0,12206000.0,,651721000.0,252874000.0,0.0,31347000.0,147956000.0,1643000.0,,59682000.0,2333000.0,2784000.0,,,,23676000.0,499760000.0,24709000.0,1438509000.0,1017602000.0,352278000.0,359582000.0,1017602000.0,1017602000.0,420907000.0,1438509000.0,938275000.0,61325000.0,0.0,-68630000.0
Tyler Technologies Inc,TYL,,860731,2017.0,Q1,,2017-03-31,2017-04-26 16:49:39+00:00,6130000.0,163723000.0,41226000.0,-46000.0,63731000.0,0.0,570244000.0,270208000.0,0.0,4681000.0,650237000.0,258280000.0,0.0,30903000.0,142109000.0,1908000.0,,64691000.0,2577000.0,2620000.0,,,,21445000.0,468182000.0,20056000.0,1355681000.0,966837000.0,271575000.0,322245000.0,966837000.0,966837000.0,388844000.0,1355681000.0,941997000.0,66599000.0,0.0,-71543000.0
Tyler Technologies Inc,TYL,,860731,2018.0,FY,,2018-12-31,2020-02-19 16:54:07+00:00,6910000.0,298912000.0,66480000.0,-46000.0,134279000.0,0.0,731916000.0,350512000.0,4697000.0,,753718000.0,276852000.0,0.0,70338000.0,155177000.0,424000.0,,41791000.0,16020000.0,3406000.0,,,,33258000.0,771925000.0,44306000.0,1790963000.0,1324846000.0,518858000.0,423902000.0,1324846000.0,1324846000.0,466117000.0,1790963000.0,1116928000.0,42215000.0,0.0,-178949000.0
Tyler Technologies Inc,TYL,,860731,2018.0,Q3,,2018-09-30,2018-10-31 16:34:30+00:00,4597000.0,281523000.0,66020000.0,-46000.0,219452000.0,0.0,725416000.0,326421000.0,13281000.0,,749502000.0,282806000.0,,61156000.0,156498000.0,493000.0,,44965000.0,12966000.0,2299000.0,,,,32790000.0,740373000.0,52349000.0,1864622000.0,1422126000.0,601694000.0,397038000.0,1422126000.0,1422126000.0,442496000.0,1864622000.0,1106430000.0,45458000.0,0.0,-43617000.0
Tyler Technologies Inc,TYL,,860731,2018.0,Q2,,2018-06-30,2018-08-01 16:38:21+00:00,4839000.0,299253000.0,52959000.0,-46000.0,93247000.0,0.0,687263000.0,316084000.0,13100000.0,,740146000.0,293194000.0,,57580000.0,154464000.0,785000.0,,44803000.0,12387000.0,1944000.0,,,,34985000.0,701449000.0,59459000.0,1759759000.0,1340289000.0,501988000.0,373882000.0,1340289000.0,1340289000.0,419470000.0,1759759000.0,1103307000.0,45588000.0,0.0,-48377000.0
Tyler Technologies Inc,TYL,,860731,2018.0,Q1,,2018-03-31,2018-05-10 16:13:37+00:00,6421000.0,216516000.0,44996000.0,-46000.0,210616000.0,0.0,653390000.0,268132000.0,7286000.0,,657727000.0,221069000.0,,48388000.0,154254000.0,641000.0,,44220000.0,11550000.0,2098000.0,,,,30262000.0,662288000.0,65858000.0,1625624000.0,1261214000.0,532636000.0,319549000.0,1261214000.0,1261214000.0,364410000.0,1625624000.0,938734000.0,44861000.0,0.0,-54418000.0
Tyler Technologies Inc,TYL,,860731,2019.0,FY,,2019-12-31,2020-04-29 16:53:24+00:00,14977000.0,374089000.0,75234000.0,-46000.0,232682000.0,0.0,739959000.0,412495000.0,6482000.0,0.0,840117000.0,378914000.0,0.0,79601000.0,171861000.0,199000.0,,48442000.0,22432000.0,2328000.0,6387000.0,18992000.0,16822000.0,24717000.0,917336000.0,39399000.0,2191614000.0,1617058000.0,679697000.0,509093000.0,1617058000.0,1617058000.0,574556000.0,2191614000.0,1340056000.0,65463000.0,0.0,-40191000.0
Tyler Technologies Inc,TYL,,860731,2019.0,Q3,,2019-09-30,2019-10-30 16:41:08+00:00,9060000.0,347982000.0,69781000.0,-46000.0,161438000.0,0.0,693067000.0,391560000.0,4000.0,0.0,826040000.0,377580000.0,0.0,71104000.0,169950000.0,241000.0,,40303000.0,20437000.0,2907000.0,6413000.0,20172000.0,18134000.0,24544000.0,870546000.0,32931000.0,2055089000.0,1519597000.0,569806000.0,476814000.0,1519597000.0,1519597000.0,535492000.0,2055089000.0,1315333000.0,58678000.0,0.0,-43970000.0
Tyler Technologies Inc,TYL,,860731,2019.0,Q2,,2019-06-30,2019-08-02 16:21:41+00:00,8062000.0,381379000.0,70894000.0,-46000.0,11187000.0,0.0,716401000.0,368488000.0,0.0,249000.0,835911000.0,377478000.0,15000000.0,71462000.0,170150000.0,551000.0,,39749000.0,20511000.0,2939000.0,6039000.0,20349000.0,18769000.0,26881000.0,830156000.0,31184000.0,1949431000.0,1421630000.0,453570000.0,453732000.0,1421630000.0,1421630000.0,527801000.0,1949431000.0,1325711000.0,74069000.0,0.0,-124881000.0
Tyler Technologies Inc,TYL,,860731,2019.0,Q1,,2019-03-31,2019-05-08 16:45:02+00:00,6011000.0,298980000.0,63824000.0,-46000.0,39437000.0,0.0,731554000.0,319900000.0,0.0,7868000.0,834572000.0,389633000.0,85000000.0,75318000.0,164617000.0,442000.0,,42779000.0,22821000.0,3060000.0,5777000.0,20067000.0,18956000.0,23839000.0,798157000.0,36958000.0,1909302000.0,1358745000.0,402274000.0,403380000.0,1358745000.0,1358745000.0,550557000.0,1909302000.0,1342411000.0,147177000.0,0.0,-170920000.0
Tyler Technologies Inc,TYL,,860731,2020.0,Q1,,2020-03-31,2020-04-29 16:53:24+00:00,12958000.0,318144000.0,59765000.0,-46000.0,301985000.0,0.0,798570000.0,365959000.0,16657000.0,0.0,840028000.0,366506000.0,0.0,85776000.0,175460000.0,167000.0,,45774000.0,21394000.0,3220000.0,6373000.0,17992000.0,15548000.0,33964000.0,964886000.0,38250000.0,2219376000.0,1712832000.0,712220000.0,445055000.0,1712832000.0,1712832000.0,506544000.0,2219376000.0,1331696000.0,61489000.0,0.0,-50578000.0
