company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Tyler Technologies Inc,TYL,,860731,2010.0,FY,,2010-12-31,2012-02-23 15:18:33+00:00,2626000.0,81860000.0,19433000.0,-275000.0,2114000.0,0.0,154057000.0,102590000.0,3106000.0,,92831000.0,32307000.0,26500000.0,2126000.0,34851000.0,,,5911000.0,1231000.0,3543000.0,,2237000.0,,7801000.0,102558000.0,25000.0,264032000.0,106972000.0,98449000.0,124649000.0,106972000.0,106972000.0,157060000.0,264032000.0,130732000.0,32411000.0,0.0,-149368000.0
Tyler Technologies Inc,TYL,,860731,2011.0,FY,,2011-12-31,2013-02-20 16:21:03+00:00,3211000.0,90012000.0,24751000.0,-355000.0,1326000.0,,153340000.0,123678000.0,5095000.0,,106094000.0,35628000.0,60700000.0,1953000.0,40915000.0,,,4941000.0,2095000.0,2286000.0,,1614000.0,,8348000.0,130115000.0,25000.0,295391000.0,78110000.0,107092000.0,151640000.0,78110000.0,78110000.0,217281000.0,295391000.0,147384000.0,65641000.0,0.0,-204990000.0
Tyler Technologies Inc,TYL,,860731,2011.0,Q3,,2011-09-30,2011-10-26 17:43:03+00:00,3736000.0,75456000.0,21202000.0,-275000.0,5280000.0,0.0,154247000.0,108114000.0,3106000.0,,92831000.0,28812000.0,58000000.0,2101000.0,40780000.0,,,5972000.0,1212000.0,2483000.0,,1667000.0,,8008000.0,121416000.0,,261736000.0,64712000.0,94333000.0,133052000.0,64712000.0,64712000.0,197024000.0,261736000.0,126623000.0,63972000.0,0.0,-210676000.0
Tyler Technologies Inc,TYL,,860731,2011.0,Q2,,2011-06-30,2011-07-27 19:03:50+00:00,2331000.0,90486000.0,20466000.0,-275000.0,1412000.0,0.0,152811000.0,110455000.0,3106000.0,,92831000.0,29958000.0,31500000.0,2101000.0,40511000.0,,,5952000.0,631000.0,4067000.0,,1788000.0,,8238000.0,113910000.0,25000.0,275154000.0,104450000.0,107334000.0,133252000.0,104450000.0,104450000.0,170704000.0,275154000.0,127309000.0,37452000.0,0.0,-161996000.0
Tyler Technologies Inc,TYL,,860731,2012.0,FY,,2012-12-31,2014-02-19 12:27:53+00:00,3167000.0,99212000.0,26018000.0,-268000.0,6406000.0,0.0,154499000.0,140550000.0,6361000.0,,121011000.0,45800000.0,18000000.0,2037000.0,45381000.0,,,5632000.0,1187000.0,1074000.0,,1197000.0,0.0,9000000.0,163109000.0,,338666000.0,145299000.0,122053000.0,169735000.0,145299000.0,145299000.0,193367000.0,338666000.0,171232000.0,23632000.0,,-172041000.0
Tyler Technologies Inc,TYL,,860731,2012.0,Q3,,2012-09-30,2012-10-24 17:36:02+00:00,2169000.0,78218000.0,22358000.0,-273000.0,103000.0,0.0,155729000.0,120127000.0,5051000.0,,112750000.0,42319000.0,28000000.0,2029000.0,43017000.0,,,5431000.0,681000.0,2521000.0,,1234000.0,,8171000.0,153733000.0,,296094000.0,118009000.0,94064000.0,144654000.0,118009000.0,118009000.0,178085000.0,296094000.0,159013000.0,33431000.0,0.0,-191180000.0
Tyler Technologies Inc,TYL,,860731,2012.0,Q2,,2012-06-30,2012-07-25 17:50:25+00:00,1768000.0,100460000.0,22523000.0,-355000.0,312000.0,0.0,154469000.0,125721000.0,5095000.0,,112750000.0,43990000.0,65700000.0,1903000.0,42500000.0,,,5127000.0,576000.0,3184000.0,,1467000.0,,8159000.0,142901000.0,50000.0,320446000.0,99607000.0,117260000.0,150012000.0,99607000.0,99607000.0,220839000.0,320446000.0,160686000.0,70827000.0,0.0,-197408000.0
Tyler Technologies Inc,TYL,,860731,2012.0,Q1,,2012-03-31,2012-04-25 17:50:48+00:00,2582000.0,58888000.0,14933000.0,-355000.0,9932000.0,0.0,154493000.0,109381000.0,5095000.0,2126000.0,108166000.0,40359000.0,56000000.0,1953000.0,40721000.0,,,4994000.0,1400000.0,1403000.0,,1485000.0,,8361000.0,135796000.0,,277763000.0,87747000.0,83679000.0,129022000.0,87747000.0,87747000.0,190016000.0,277763000.0,153363000.0,60994000.0,0.0,-202187000.0
Tyler Technologies Inc,TYL,,860731,2013.0,FY,,2013-12-31,2015-02-18 11:58:43+00:00,2533000.0,106570000.0,32839000.0,-46000.0,78876000.0,0.0,182657000.0,156738000.0,17480000.0,,121011000.0,38986000.0,,,64844000.0,,,6059000.0,588000.0,787000.0,,1824000.0,0.0,13522000.0,202210000.0,,444488000.0,246319000.0,217235000.0,192110000.0,246319000.0,246319000.0,198169000.0,444488000.0,162409000.0,6059000.0,,-138502000.0
Tyler Technologies Inc,TYL,,860731,2013.0,Q3,,2013-09-30,2013-10-23 21:15:48+00:00,6974000.0,90503000.0,23162000.0,-209000.0,52121000.0,0.0,166778000.0,151510000.0,5512000.0,,121011000.0,40628000.0,,2078000.0,63145000.0,,,4141000.0,1098000.0,4522000.0,,690000.0,,12107000.0,191698000.0,,393415000.0,207628000.0,164765000.0,181646000.0,207628000.0,207628000.0,185787000.0,393415000.0,165505000.0,4141000.0,0.0,-150639000.0
Tyler Technologies Inc,TYL,,860731,2013.0,Q2,,2013-06-30,2013-07-24 17:42:53+00:00,3776000.0,121256000.0,23583000.0,-209000.0,3068000.0,0.0,159645000.0,155903000.0,5512000.0,,121011000.0,42289000.0,,2103000.0,55378000.0,,,5511000.0,800000.0,4905000.0,,795000.0,,11811000.0,180649000.0,,368928000.0,180155000.0,146552000.0,183262000.0,180155000.0,180155000.0,188773000.0,368928000.0,166998000.0,5511000.0,0.0,-159930000.0
Tyler Technologies Inc,TYL,,860731,2013.0,Q1,,2013-03-31,2013-04-24 17:44:18+00:00,2528000.0,76220000.0,21900000.0,-268000.0,4495000.0,0.0,157085000.0,125385000.0,5544000.0,,121011000.0,44031000.0,,2012000.0,48170000.0,,,5363000.0,1621000.0,1035000.0,,980000.0,,10255000.0,171602000.0,,315374000.0,160198000.0,97549000.0,149813000.0,160198000.0,160198000.0,155176000.0,315374000.0,169655000.0,5363000.0,0.0,-168221000.0
