company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Tyler Technologies Inc,TYL,,860731,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 15:18:33+00:00,-2934000.0,9497000.0,,976000.0,1494000.0,,-21349000.0,-13658000.0,42941000.0,-21349000.0,-13658000.0,42941000.0,7934000.0,27010000.0,27010000.0,5458000.0,3420000.0,-872000.0,,-12352000.0,-8000000.0,-18263000.0,2500000.0
Tyler Technologies Inc,TYL,,860731,2010.0,Q4,2010-10-01,2010-12-31,,,2711000.0,,-3720000.0,497000.0,10000000.0,-11513000.0,-908000.0,8086000.0,-11513000.0,-908000.0,8086000.0,-4335000.0,7210000.0,7210000.0,1885000.0,2109000.0,-175000.0,,-733000.0,,-24119000.0,
Tyler Technologies Inc,TYL,,860731,2010.0,FY,2010-01-01,2010-12-31,2013-02-20 16:21:03+00:00,-9661000.0,10788000.0,,-5785000.0,1901000.0,26500000.0,-34238000.0,-8694000.0,35350000.0,-34238000.0,-8694000.0,35350000.0,-7582000.0,25054000.0,25054000.0,5293000.0,5181000.0,5822000.0,,-4930000.0,-2027000.0,-65793000.0,75000.0
Tyler Technologies Inc,TYL,,860731,2010.0,Q3,2010-07-01,2010-09-30,,,2759000.0,,16660000.0,453000.0,1850000.0,-26696000.0,4315000.0,27638000.0,-26696000.0,4315000.0,27638000.0,5257000.0,6723000.0,6723000.0,1496000.0,304000.0,4994000.0,,-704000.0,-2027000.0,-27276000.0,25000.0
Tyler Technologies Inc,TYL,,860731,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-26 17:43:03+00:00,-9661000.0,8077000.0,,-2065000.0,1404000.0,16500000.0,-22725000.0,-7786000.0,27264000.0,-22725000.0,-7786000.0,27264000.0,-3247000.0,17844000.0,17844000.0,3408000.0,3072000.0,5997000.0,,-4197000.0,-2027000.0,-41674000.0,75000.0
Tyler Technologies Inc,TYL,,860731,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-27 19:03:50+00:00,-9661000.0,5318000.0,,-18725000.0,951000.0,14650000.0,3971000.0,-12101000.0,-374000.0,3971000.0,-12101000.0,-374000.0,-8504000.0,11121000.0,11121000.0,1912000.0,2768000.0,1003000.0,,-3493000.0,,-14398000.0,50000.0
Tyler Technologies Inc,TYL,,860731,2011.0,Q4,2011-10-01,2011-12-31,,-17298000.0,2898000.0,,-871000.0,573000.0,2700000.0,3848000.0,-19132000.0,11330000.0,3848000.0,-19132000.0,11330000.0,-3954000.0,8699000.0,8699000.0,604000.0,3852000.0,518000.0,,-2352000.0,,-3277000.0,
Tyler Technologies Inc,TYL,,860731,2011.0,FY,2011-01-01,2011-12-31,2014-02-19 12:27:53+00:00,-17298000.0,10676000.0,,14734000.0,2045000.0,34200000.0,-28414000.0,-28809000.0,56435000.0,-28414000.0,-28809000.0,56435000.0,-788000.0,27557000.0,27557000.0,3468000.0,7143000.0,717000.0,,-12278000.0,,-71802000.0,50000.0
Tyler Technologies Inc,TYL,,860731,2011.0,Q3TTM,2010-10-01,2011-09-30,,,10489000.0,,11885000.0,1969000.0,41500000.0,-43775000.0,-10585000.0,53191000.0,-43775000.0,-10585000.0,53191000.0,-1169000.0,26068000.0,26068000.0,4749000.0,5400000.0,24000.0,,-10659000.0,,-92644000.0,50000.0
Tyler Technologies Inc,TYL,,860731,2011.0,Q3,2011-07-01,2011-09-30,,,2559000.0,,14126000.0,548000.0,26500000.0,-20410000.0,-1500000.0,25778000.0,-20410000.0,-1500000.0,25778000.0,3868000.0,7506000.0,7506000.0,1587000.0,183000.0,-15000.0,,-1510000.0,,-47641000.0,25000.0
