company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Allegion PLC,ALLE,,1579241,2013.0,FY,,2013-12-31,2015-02-27 16:04:24+00:00,211300000.0,418800000.0,111500000.0,-96700000.0,227400000.0,29500000.0,38100000.0,23900000.0,71800000.0,504900000.0,146100000.0,1272000000.0,187500000.0,200200000.0,31100000.0,78500000.0,86700000.0,110600000.0,34800000.0,,100000.0,124100000.0,75800000.0,40200000.0,1100000.0,71900000.0,2000600000.0,-66100000.0,946800000.0,490500000.0,-66100000.0,-35000000.0,2035600000.0,2000600000.0,853600000.0,1545100000.0
Allegion PLC,ALLE,,1579241,2014.0,FY,,2014-12-31,2016-02-26 16:10:27+00:00,175600000.0,230400000.0,98800000.0,-148200000.0,290500000.0,1000000.0,32700000.0,33500000.0,71500000.0,484400000.0,125400000.0,1215000000.0,169300000.0,207200000.0,23300000.0,72200000.0,57000000.0,122000000.0,22900000.0,255900000.0,103500000.0,125000000.0,70900000.0,0.0,142400000.0,49600000.0,2015900000.0,-4800000.0,1001700000.0,532500000.0,-4800000.0,18500000.0,1997400000.0,2015900000.0,807000000.0,1464900000.0
Allegion PLC,ALLE,,1579241,2014.0,Q3,,2014-09-30,2014-10-30 06:08:10+00:00,222900000.0,440900000.0,211000000.0,-129700000.0,251400000.0,3600000.0,,,,509900000.0,133100000.0,1249200000.0,180700000.0,212500000.0,36700000.0,,,,61000000.0,0.0,,202700000.0,272800000.0,0.0,95400000.0,30300000.0,1992200000.0,-30700000.0,934000000.0,464200000.0,-30700000.0,6000000.0,1986200000.0,1992200000.0,845700000.0,1522000000.0
Allegion PLC,ALLE,,1579241,2014.0,Q2,,2014-06-30,2014-07-30 17:04:19+00:00,219800000.0,443800000.0,186900000.0,-104300000.0,193200000.0,6600000.0,,,,517800000.0,144900000.0,1256900000.0,174100000.0,210300000.0,31000000.0,,,,72600000.0,3900000.0,,207500000.0,285000000.0,0.0,55500000.0,30700000.0,1968100000.0,-42200000.0,887600000.0,437400000.0,-42200000.0,-11200000.0,1979300000.0,1968100000.0,870200000.0,1541900000.0
Allegion PLC,ALLE,,1579241,2014.0,Q1,,2014-03-31,2014-04-30 17:04:09+00:00,213600000.0,427900000.0,177400000.0,-109800000.0,205400000.0,21400000.0,,,,507100000.0,143500000.0,1264400000.0,167200000.0,208900000.0,32100000.0,,,,73300000.0,,,204500000.0,280300000.0,40100000.0,28000000.0,70500000.0,1977900000.0,-60400000.0,913900000.0,461500000.0,-60400000.0,-28300000.0,2006200000.0,1977900000.0,855100000.0,1544700000.0
Allegion PLC,ALLE,,1579241,2015.0,FY,,2015-12-31,2017-02-17 07:58:26+00:00,175100000.0,303400000.0,124900000.0,-232200000.0,199700000.0,25400000.0,10500000.0,9100000.0,72400000.0,714100000.0,372400000.0,1457500000.0,204100000.0,224800000.0,4100000.0,91900000.0,120000000.0,145400000.0,17400000.0,0.0,,124700000.0,63300000.0,,232400000.0,65600000.0,2263000000.0,25600000.0,735100000.0,447100000.0,25600000.0,29700000.0,2233300000.0,2263000000.0,1303100000.0,1786200000.0
Allegion PLC,ALLE,,1579241,2015.0,Q3,,2015-09-30,2015-10-29 06:19:09+00:00,180200000.0,273100000.0,196300000.0,-174600000.0,175200000.0,18900000.0,,,,823400000.0,260300000.0,1575900000.0,216300000.0,227900000.0,13500000.0,,,,56800000.0,154300000.0,81700000.0,221700000.0,287900000.0,,170200000.0,59000000.0,2409000000.0,14500000.0,875700000.0,517200000.0,14500000.0,28000000.0,2381000000.0,2409000000.0,1305400000.0,1863800000.0
Allegion PLC,ALLE,,1579241,2015.0,Q2,,2015-06-30,2015-07-30 06:18:09+00:00,233800000.0,461100000.0,183400000.0,-173100000.0,201000000.0,13300000.0,,,,527500000.0,122500000.0,1190500000.0,205900000.0,207800000.0,25400000.0,,,,55200000.0,,,208600000.0,247400000.0,,207100000.0,61800000.0,1989600000.0,47300000.0,923200000.0,479000000.0,47300000.0,72700000.0,1916900000.0,1989600000.0,858600000.0,1437900000.0
Allegion PLC,ALLE,,1579241,2015.0,Q1,,2015-03-31,2015-04-30 06:19:16+00:00,231500000.0,432900000.0,201200000.0,-178700000.0,229600000.0,6100000.0,,,,498600000.0,111700000.0,1202700000.0,184900000.0,206300000.0,21300000.0,,,,56300000.0,,,207100000.0,241100000.0,,152800000.0,49400000.0,1927400000.0,-19800000.0,903700000.0,482100000.0,-19800000.0,1500000.0,1925900000.0,1927400000.0,817400000.0,1443800000.0
Allegion PLC,ALLE,,1579241,2016.0,FY,,2016-12-31,2018-02-20 16:02:17+00:00,179900000.0,260000000.0,117800000.0,-264300000.0,312400000.0,1000000.0,11900000.0,2700000.0,81000000.0,716800000.0,357400000.0,1415600000.0,220600000.0,226600000.0,3100000.0,72300000.0,118700000.0,134500000.0,22200000.0,2200000.0,,45000000.0,32600000.0,,376600000.0,48200000.0,2247400000.0,113300000.0,829300000.0,429600000.0,113300000.0,116400000.0,2131000000.0,2247400000.0,1191500000.0,1701400000.0
