company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2010.0,Q3TTM,2009-08-01,2010-07-31,,2.79,2.79,1.12,2.79,1027900000.0,1192100000.0,1192100000.0,1185000000.0,7100000.0,16389000000.0,23560100000.0,300000.0,576600000.0,1016600000.0,3643300000.0,16389000000.0,7171100000.0,868100000.0,4659900000.0,2511200000.0,-291500000.0,2219700000.0,23560100000.0,425500000.0,424500000.0,429000000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2010.0,Q3,2010-05-01,2010-07-31,2011-09-01 15:51:41+00:00,1.45,1.45,0.28,1.44,308100000.0,619500000.0,619500000.0,617000000.0,2500000.0,4519600000.0,6672400000.0,5900000.0,164500000.0,256300000.0,946200000.0,4519600000.0,2152800000.0,193100000.0,1202500000.0,950300000.0,-28600000.0,921700000.0,6672400000.0,425500000.0,424500000.0,429000000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2010.0,Q2YTD,2009-11-01,2010-04-30,,1.86,1.86,0.56,1.86,558300000.0,795400000.0,795400000.0,790700000.0,4700000.0,7970700000.0,11687800000.0,500000.0,277900000.0,501700000.0,1714300000.0,7970700000.0,3717100000.0,425800000.0,2216000000.0,1501100000.0,-147900000.0,1353200000.0,11687800000.0,424400000.0,424400000.0,429000000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2010.0,Q2TTM,2009-05-01,2010-04-30,,2.33,2.33,0.84,2.33,807700000.0,992100000.0,992100000.0,988000000.0,4100000.0,15927000000.0,22630100000.0,-6900000.0,554300000.0,1003600000.0,3522800000.0,15927000000.0,6703100000.0,924300000.0,4526400000.0,2176700000.0,-370000000.0,1806700000.0,22630100000.0,424400000.0,424400000.0,429000000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2010.0,Q2,2010-02-01,2010-04-30,2011-05-27 10:17:25+00:00,1.29,1.29,0.28,1.28,448400000.0,549800000.0,549800000.0,547500000.0,2300000.0,4765200000.0,6983300000.0,9300000.0,147600000.0,266000000.0,903500000.0,4765200000.0,2218100000.0,207300000.0,1169500000.0,1048600000.0,-59700000.0,988900000.0,6983300000.0,424400000.0,424400000.0,429000000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2010.0,Q1TTM,2009-02-01,2010-01-31,,2.15,2.15,1.12,2.15,496400000.0,914500000.0,914500000.0,912800000.0,1700000.0,15918200000.0,22275900000.0,-18800000.0,525400000.0,993300000.0,3473700000.0,15918200000.0,6357700000.0,986400000.0,4467000000.0,1890700000.0,-461000000.0,1429700000.0,22275900000.0,426700000.0,423600000.0,427500000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2010.0,Q1,2009-11-01,2010-01-31,2011-02-25 12:38:59+00:00,0.57,0.57,0.28,0.57,109900000.0,245600000.0,245600000.0,243200000.0,2400000.0,3205500000.0,4704500000.0,-8800000.0,130300000.0,235700000.0,810800000.0,3205500000.0,1499000000.0,218500000.0,1046500000.0,452500000.0,-88200000.0,364300000.0,4704500000.0,426700000.0,423600000.0,427500000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2011.0,Q4,2011-08-01,2011-10-31,,1.63,1.63,0.52,1.62,383000000.0,672000000.0,672000000.0,669600000.0,2400000.0,5926200000.0,8404900000.0,-2000000.0,206800000.0,346800000.0,1101400000.0,5926200000.0,2478700000.0,180300000.0,1448200000.0,1030500000.0,26500000.0,1057000000.0,8404900000.0,417300000.0,417400000.0,422400000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2011.0,FY,2010-11-01,2011-10-31,2013-12-16 12:34:48+00:00,6.71,6.71,1.52,6.63,1423600000.0,2807800000.0,2807800000.0,2799900000.0,7900000.0,21919400000.0,31388700000.0,8600000.0,623800000.0,1226200000.0,3884700000.0,21919400000.0,9469300000.0,759400000.0,5110900000.0,4358400000.0,-135600000.0,4222800000.0,31388700000.0,417300000.0,417400000.0,422400000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2011.0,Q3YTD,2010-11-01,2011-07-31,,5.08,5.08,1.0,5.01,1040600000.0,2135800000.0,2135800000.0,2130300000.0,5500000.0,15993200000.0,22983800000.0,10600000.0,417000000.0,879400000.0,2783300000.0,15993200000.0,6990600000.0,579100000.0,3662700000.0,3327900000.0,-162100000.0,3165800000.0,22983800000.0,416500000.0,417400000.0,422000000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2011.0,Q3TTM,2010-08-01,2011-07-31,,6.17,6.17,1.32,6.07,1335800000.0,2595200000.0,2595200000.0,2587600000.0,7600000.0,20901700000.0,30628200000.0,14900000.0,-25400000.0,1173800000.0,3839600000.0,20901700000.0,9726500000.0,771600000.0,5013400000.0,4713100000.0,-797000000.0,3916100000.0,30628200000.0,416500000.0,417400000.0,422000000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2011.0,Q3,2011-05-01,2011-07-31,2012-08-30 13:57:29+00:00,1.71,1.71,0.35,1.69,369500000.0,714800000.0,714800000.0,712300000.0,2500000.0,5792200000.0,8213800000.0,5200000.0,158100000.0,312000000.0,1004300000.0,5792200000.0,2421600000.0,184300000.0,1316300000.0,1105300000.0,-26200000.0,1079100000.0,8213800000.0,416500000.0,417400000.0,422000000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2011.0,Q2YTD,2010-11-01,2011-04-30,,3.37,3.37,0.65,3.32,671100000.0,1421000000.0,1421000000.0,1418000000.0,3000000.0,10201000000.0,14770000000.0,5400000.0,258900000.0,567400000.0,1779000000.0,10201000000.0,4569000000.0,394800000.0,2346400000.0,2222600000.0,-135900000.0,2086700000.0,14770000000.0,420600000.0,420700000.0,426400000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2011.0,Q2TTM,2010-05-01,2011-04-30,,5.91,5.91,1.25,5.82,1274400000.0,2499900000.0,2499900000.0,2492300000.0,7600000.0,19629100000.0,29086800000.0,15600000.0,-19000000.0,1118100000.0,3781500000.0,19629100000.0,9457700000.0,780400000.0,4899600000.0,4558100000.0,-799400000.0,3758700000.0,29086800000.0,420600000.0,420700000.0,426400000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2011.0,Q2,2011-02-01,2011-04-30,2012-05-31 14:11:07+00:00,2.15,2.15,0.35,2.12,438900000.0,906700000.0,906700000.0,904300000.0,2400000.0,6106900000.0,8796100000.0,4900000.0,113600000.0,298500000.0,971300000.0,6106900000.0,2689200000.0,192300000.0,1269800000.0,1419400000.0,-78700000.0,1340700000.0,8796100000.0,420600000.0,420700000.0,426400000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2011.0,Q1TTM,2010-02-01,2011-01-31,,5.05,5.05,1.18,4.98,1283900000.0,2143000000.0,2143000000.0,2135500000.0,7500000.0,18287400000.0,27274000000.0,20000000.0,15000000.0,1085600000.0,3713700000.0,18287400000.0,8986600000.0,795400000.0,4799300000.0,4187300000.0,-780400000.0,3406900000.0,27274000000.0,421100000.0,421800000.0,427500000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2011.0,Q1,2010-11-01,2011-01-31,2012-03-01 15:18:09+00:00,1.22,1.22,0.3,1.2,232200000.0,514300000.0,514300000.0,513700000.0,600000.0,4094100000.0,5973900000.0,500000.0,145300000.0,268900000.0,807700000.0,4094100000.0,1879800000.0,202500000.0,1076600000.0,803200000.0,-57200000.0,746000000.0,5973900000.0,421100000.0,421800000.0,427500000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2012.0,FY,2011-11-01,2012-10-31,2014-12-19 10:46:48+00:00,7.72,7.72,1.79,7.63,1659400000.0,3071600000.0,3071600000.0,3064700000.0,6900000.0,25007800000.0,36157100000.0,-3400000.0,,1433600000.0,4198500000.0,25007800000.0,11149300000.0,782800000.0,5632100000.0,5517200000.0,-782800000.0,4734400000.0,36157100000.0,397000000.0,397100000.0,401500000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2012.0,Q4,2012-08-01,2012-10-31,,1.76,1.76,0.51,1.74,425100000.0,688900000.0,688900000.0,687600000.0,1300000.0,6841300000.0,10251000000.0,-8400000.0,-459400000.0,401300000.0,1226500000.0,6841300000.0,3409700000.0,200100000.0,1627800000.0,1781900000.0,-659500000.0,1122400000.0,10251000000.0,397000000.0,397100000.0,401500000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2012.0,Q3YTD,2011-11-01,2012-07-31,,5.96,5.96,1.28,5.89,1234300000.0,2382700000.0,2382700000.0,2377100000.0,5600000.0,18166500000.0,25906100000.0,5000000.0,459400000.0,1032300000.0,2972000000.0,18166500000.0,7739600000.0,582700000.0,4004300000.0,3735300000.0,-123300000.0,3612000000.0,25906100000.0,394000000.0,394700000.0,398800000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2012.0,Q3TTM,2011-08-01,2012-07-31,,7.59,7.59,1.8,7.51,1617300000.0,3054700000.0,3054700000.0,3046700000.0,8000000.0,24092700000.0,34311000000.0,3000000.0,666200000.0,1379100000.0,4073400000.0,24092700000.0,10218300000.0,763000000.0,5452500000.0,4765800000.0,-96800000.0,4669000000.0,34311000000.0,394000000.0,394700000.0,398800000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2012.0,Q3,2012-05-01,2012-07-31,2013-08-29 12:56:43+00:00,2.0,2.0,0.46,1.98,426800000.0,790200000.0,790200000.0,788000000.0,2200000.0,6756000000.0,9423500000.0,2300000.0,166900000.0,367800000.0,1057000000.0,6756000000.0,2667500000.0,194900000.0,1424800000.0,1242700000.0,-28000000.0,1214700000.0,9423500000.0,394000000.0,394700000.0,398800000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2012.0,Q2YTD,2011-11-01,2012-04-30,,3.96,3.96,0.82,3.91,807500000.0,1592500000.0,1592500000.0,1589100000.0,3400000.0,11410500000.0,16482600000.0,2700000.0,292500000.0,664500000.0,1915000000.0,11410500000.0,5072100000.0,387800000.0,2579500000.0,2492600000.0,-95300000.0,2397300000.0,16482600000.0,400100000.0,400200000.0,404700000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2012.0,Q2TTM,2011-05-01,2012-04-30,,7.3,7.3,1.69,7.22,1560000000.0,2979300000.0,2979300000.0,2971000000.0,8300000.0,23128900000.0,33101300000.0,5900000.0,657400000.0,1323300000.0,4020700000.0,23128900000.0,9972400000.0,752400000.0,5344000000.0,4628400000.0,-95000000.0,4533400000.0,33101300000.0,400100000.0,400200000.0,404700000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2012.0,Q2,2012-02-01,2012-04-30,2013-05-30 12:23:10+00:00,2.64,2.64,0.41,2.61,541300000.0,1058100000.0,1058100000.0,1056200000.0,1900000.0,6834500000.0,9888500000.0,2400000.0,120100000.0,352000000.0,1029400000.0,6834500000.0,3054000000.0,195700000.0,1381400000.0,1672600000.0,-75600000.0,1597000000.0,9888500000.0,400100000.0,400200000.0,404700000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2012.0,Q1TTM,2011-02-01,2012-01-31,,6.81,6.81,1.63,6.73,1457600000.0,2827900000.0,2827900000.0,2819100000.0,8800000.0,22401300000.0,32008900000.0,8400000.0,650900000.0,1269800000.0,3962600000.0,22401300000.0,9607600000.0,749000000.0,5232400000.0,4375200000.0,-98100000.0,4277100000.0,32008900000.0,403700000.0,404000000.0,408400000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2012.0,Q1,2011-11-01,2012-01-31,2013-02-28 13:53:37+00:00,1.32,1.32,0.41,1.3,266200000.0,534400000.0,534400000.0,532900000.0,1500000.0,4576000000.0,6594100000.0,300000.0,172400000.0,312500000.0,885600000.0,4576000000.0,2018100000.0,192100000.0,1198100000.0,820000000.0,-19700000.0,800300000.0,6594100000.0,403700000.0,404000000.0,408400000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2013.0,FY,2012-11-01,2013-10-31,2015-12-18 13:02:26+00:00,9.18,9.18,1.99,9.09,1945900000.0,3537600000.0,3537600000.0,3537300000.0,300000.0,25667300000.0,37795400000.0,100000.0,,1477300000.0,4426100000.0,25667300000.0,12128100000.0,741300000.0,5903400000.0,6224700000.0,-741300000.0,5483400000.0,37795400000.0,385300000.0,385300000.0,389200000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2013.0,Q4,2013-08-01,2013-10-31,,2.14,2.14,0.56,2.12,437000000.0,807100000.0,807100000.0,806900000.0,200000.0,6332400000.0,9877900000.0,-100000.0,-427300000.0,405300000.0,1281100000.0,6332400000.0,3545500000.0,187600000.0,1686400000.0,1859100000.0,-614900000.0,1244200000.0,9877900000.0,385300000.0,385300000.0,389200000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2013.0,Q3YTD,2012-11-01,2013-07-31,,7.04,7.04,1.43,6.97,1508900000.0,2730500000.0,2730500000.0,2730400000.0,100000.0,19334900000.0,27917500000.0,200000.0,427300000.0,1072000000.0,3145000000.0,19334900000.0,8582600000.0,553700000.0,4217000000.0,4365600000.0,-126400000.0,4239200000.0,27917500000.0,386200000.0,386000000.0,389600000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2013.0,Q3TTM,2012-08-01,2013-07-31,,8.8,8.8,1.94,8.71,1934000000.0,3419400000.0,3419400000.0,3418000000.0,1400000.0,26176200000.0,38168500000.0,-8200000.0,-32100000.0,1473300000.0,4371500000.0,26176200000.0,11992300000.0,753800000.0,5844800000.0,6147500000.0,-785900000.0,5361600000.0,38168500000.0,386200000.0,386000000.0,389600000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2013.0,Q3,2013-05-01,2013-07-31,2014-08-28 13:10:16+00:00,2.58,2.58,0.51,2.56,553500000.0,996600000.0,996600000.0,996500000.0,100000.0,6837900000.0,9846500000.0,800000.0,163400000.0,338700000.0,1101400000.0,6837900000.0,3008600000.0,182600000.0,1440100000.0,1568500000.0,-19200000.0,1549300000.0,9846500000.0,386200000.0,386000000.0,389600000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2013.0,Q2YTD,2012-11-01,2013-04-30,,4.46,4.46,0.92,4.41,955400000.0,1733900000.0,1733900000.0,1733900000.0,,12497000000.0,18071000000.0,-600000.0,263900000.0,733300000.0,2043600000.0,12497000000.0,5574000000.0,371100000.0,2776900000.0,2797100000.0,-107200000.0,2689900000.0,18071000000.0,388600000.0,389200000.0,393100000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2013.0,Q2TTM,2012-05-01,2013-04-30,,8.22,8.22,1.89,8.13,1807300000.0,3213000000.0,3213000000.0,3209500000.0,3500000.0,26094300000.0,37745500000.0,-6700000.0,-28600000.0,1502400000.0,4327100000.0,26094300000.0,11651200000.0,766100000.0,5829500000.0,5821700000.0,-794700000.0,5027000000.0,37745500000.0,388600000.0,389200000.0,393100000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2013.0,Q2,2013-02-01,2013-04-30,2014-05-29 14:22:20+00:00,2.79,2.79,0.46,2.76,666400000.0,1084300000.0,1084300000.0,1084200000.0,100000.0,7482200000.0,10777200000.0,6900000.0,136300000.0,376800000.0,1119700000.0,7482200000.0,3295000000.0,191000000.0,1496500000.0,1798500000.0,-54700000.0,1743800000.0,10777200000.0,388600000.0,389200000.0,393100000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2013.0,Q1TTM,2012-02-01,2013-01-31,,8.07,8.07,1.84,7.98,1682200000.0,3186800000.0,3186800000.0,3181500000.0,5300000.0,25446600000.0,36856800000.0,-11200000.0,-44800000.0,1477600000.0,4236800000.0,25446600000.0,11410200000.0,770800000.0,5714400000.0,5695800000.0,-815600000.0,4880200000.0,36856800000.0,389000000.0,388400000.0,393000000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2013.0,Q1,2012-11-01,2013-01-31,2014-02-27 11:25:04+00:00,1.67,1.67,0.46,1.65,289000000.0,649600000.0,649600000.0,649700000.0,-100000.0,5014800000.0,7293800000.0,-7500000.0,127600000.0,356500000.0,923900000.0,5014800000.0,2279000000.0,180100000.0,1280400000.0,998600000.0,-52500000.0,946100000.0,7293800000.0,389000000.0,388400000.0,393000000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2014.0,FY,2013-11-01,2014-10-31,2016-02-01 14:46:56+00:00,8.71,8.71,2.22,8.63,1626500000.0,3163300000.0,3163300000.0,3161700000.0,1600000.0,24775800000.0,36066900000.0,-7600000.0,,1452000000.0,4377700000.0,24775800000.0,11291100000.0,664000000.0,5829700000.0,5461400000.0,-664000000.0,4797400000.0,36066900000.0,363000000.0,363000000.0,366100000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2014.0,Q4,2014-08-01,2014-10-31,,1.86,1.86,0.69,1.84,416800000.0,649900000.0,649900000.0,649200000.0,700000.0,6097200000.0,8964800000.0,-9800000.0,,412100000.0,1206400000.0,6097200000.0,2867600000.0,172600000.0,1618500000.0,1249100000.0,-172600000.0,1076500000.0,8964800000.0,363000000.0,363000000.0,366100000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2014.0,Q3YTD,2013-11-01,2014-07-31,,6.85,6.85,1.53,6.79,1209700000.0,2513400000.0,2513400000.0,2512500000.0,900000.0,18678600000.0,27102100000.0,2200000.0,,1039900000.0,3171300000.0,18678600000.0,8423500000.0,491400000.0,4211200000.0,4212300000.0,-491400000.0,3720900000.0,27102100000.0,362000000.0,361900000.0,365100000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2014.0,Q3TTM,2013-08-01,2014-07-31,,8.99,8.99,2.09,8.91,1646700000.0,3320500000.0,3320500000.0,3319400000.0,1100000.0,25011000000.0,36980000000.0,2100000.0,-427300000.0,1445200000.0,4452400000.0,25011000000.0,11969000000.0,679000000.0,5897600000.0,6071400000.0,-1106300000.0,4965100000.0,36980000000.0,362000000.0,361900000.0,365100000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2014.0,Q3,2014-05-01,2014-07-31,2015-08-27 09:31:07+00:00,2.35,2.35,0.51,2.33,450200000.0,850900000.0,850900000.0,850700000.0,200000.0,6611300000.0,9500200000.0,8900000.0,,362100000.0,1080700000.0,6611300000.0,2888900000.0,153900000.0,1442800000.0,1446100000.0,-153900000.0,1292200000.0,9500200000.0,362000000.0,361900000.0,365100000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2014.0,Q2YTD,2013-11-01,2014-04-30,,4.5,4.5,1.02,4.46,759500000.0,1662500000.0,1662500000.0,1661800000.0,700000.0,12067300000.0,17601900000.0,-6700000.0,,677800000.0,2090600000.0,12067300000.0,5534600000.0,337500000.0,2768400000.0,2766200000.0,-337500000.0,2428700000.0,17601900000.0,367300000.0,366600000.0,369800000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2014.0,Q2TTM,2013-05-01,2014-04-30,,9.22,9.22,2.09,9.14,1750000000.0,3466200000.0,3466200000.0,3465200000.0,1000000.0,25237600000.0,37326300000.0,-6000000.0,-263900000.0,1421800000.0,4473100000.0,25237600000.0,12088700000.0,707700000.0,5894900000.0,6193800000.0,-971600000.0,5222200000.0,37326300000.0,367300000.0,366600000.0,369800000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2014.0,Q2,2014-02-01,2014-04-30,2015-05-28 09:21:55+00:00,2.67,2.67,0.51,2.65,479000000.0,981200000.0,981200000.0,980700000.0,500000.0,6871800000.0,9947900000.0,-3600000.0,,354100000.0,1092400000.0,6871800000.0,3076100000.0,165800000.0,1446500000.0,1629600000.0,-165800000.0,1463800000.0,9947900000.0,367300000.0,366600000.0,369800000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2014.0,Q1TTM,2013-02-01,2014-01-31,,9.34,9.34,2.04,9.25,1937400000.0,3569300000.0,3569300000.0,3568700000.0,600000.0,25848000000.0,38155600000.0,4500000.0,-127600000.0,1444500000.0,4500400000.0,25848000000.0,12307600000.0,732900000.0,5944900000.0,6362700000.0,-860500000.0,5502200000.0,38155600000.0,372200000.0,371900000.0,375400000.0
Deere & Co,DE,PWFTNG3EI0Y73OXWDH08,315189,2014.0,Q1,2013-11-01,2014-01-31,2015-02-26 10:01:51+00:00,1.83,1.83,0.51,1.81,280500000.0,681300000.0,681300000.0,681100000.0,200000.0,5195500000.0,7654000000.0,-3100000.0,,323700000.0,998200000.0,5195500000.0,2458500000.0,171700000.0,1321900000.0,1136600000.0,-171700000.0,964900000.0,7654000000.0,372200000.0,371900000.0,375400000.0
