company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,othergains,otherincome,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 15:59:07+00:00,97600000.0,3.6,3.6,3.47,965400000.0,1831000000.0,1831000000.0,,1831000000.0,,19542900000.0,27599600000.0,,,,-64300000.0,5046400000.0,19542900000.0,8056700000.0,180600000.0,5079700000.0,2977000000.0,-180600000.0,2796400000.0,27599600000.0,508600000.0,508600000.0,527700000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 15:59:07+00:00,108200000.0,2.91,2.91,2.83,790100000.0,1384100000.0,1384100000.0,,1384100000.0,,22724200000.0,30950700000.0,,,,-43800000.0,5751500000.0,22724200000.0,8226500000.0,236400000.0,5815900000.0,2410600000.0,-236400000.0,2174200000.0,30950700000.0,475600000.0,475600000.0,489100000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2008.0,Q3,2008-07-01,2008-09-30,2009-10-29 16:05:31+00:00,25400000.0,0.59,0.59,0.58,145400000.0,277300000.0,277300000.0,,277300000.0,,5681300000.0,7624600000.0,,,,0.0,1434700000.0,5681300000.0,1943300000.0,60500000.0,1460100000.0,483200000.0,-60500000.0,422700000.0,7624600000.0,470000000.0,470000000.0,478100000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2009.0,Q4,2009-10-01,2009-12-31,,24300000.0,0.39,0.39,0.39,72700000.0,2088000000.0,2088000000.0,,512500000.0,,6641500000.0,8756200000.0,1575500000.0,346600000.0,1575500000.0,,1791200000.0,6641500000.0,2114700000.0,60600000.0,1815500000.0,299200000.0,1514900000.0,1814100000.0,8756200000.0,441700000.0,441700000.0,449500000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2009.0,FY,2009-01-01,2009-12-31,2011-02-25 16:45:01+00:00,97200000.0,2.89,2.89,2.84,624700000.0,1276500000.0,1276500000.0,,1276500000.0,,26139300000.0,34764100000.0,,,,0.0,6383000000.0,26139300000.0,8624800000.0,243400000.0,6480200000.0,2144600000.0,-243400000.0,1901200000.0,34764100000.0,441700000.0,441700000.0,449500000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2009.0,Q3,2009-07-01,2009-09-30,2009-10-29 16:05:31+00:00,23900000.0,0.75,0.75,0.73,152100000.0,-1249300000.0,-1249300000.0,,326200000.0,,6584100000.0,8722400000.0,-1575500000.0,,-1575500000.0,0.0,1575500000.0,6584100000.0,2138300000.0,60600000.0,1599400000.0,538900000.0,-1636100000.0,-1097200000.0,8722400000.0,434900000.0,434900000.0,446800000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2009.0,Q3YTD,2009-01-01,2009-09-30,,72900000.0,2.5,2.5,2.45,552000000.0,-811500000.0,-811500000.0,,764000000.0,,19497800000.0,26007900000.0,-1575500000.0,-346600000.0,-1575500000.0,,4591800000.0,19497800000.0,6510100000.0,182800000.0,4664700000.0,1845400000.0,-1758300000.0,87100000.0,26007900000.0,434900000.0,434900000.0,446800000.0
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2009.0,Q2,2009-04-01,2009-06-30,2009-07-31 08:41:36+00:00,24500000.0,0.78,0.78,0.77,168800000.0,,0.0,0.0,,,6606200000.0,8670800000.0,,-346600000.0,,0.0,1464000000.0,6606200000.0,2064600000.0,60700000.0,1488500000.0,576100000.0,-60700000.0,515400000.0,8670800000.0,,,
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2009.0,Q2YTD,2009-01-01,2009-06-30,,49000000.0,1.75,1.75,1.72,399900000.0,437800000.0,437800000.0,,437800000.0,,12913700000.0,17285500000.0,,-346600000.0,,,3016300000.0,12913700000.0,4371800000.0,122200000.0,3065300000.0,1306500000.0,-122200000.0,1184300000.0,17285500000.0,,,
Aetna Inc,AET,549300QKBENKLBXQ8968,1122304,2009.0,Q1,2009-01-01,2009-03-31,2010-04-29 16:06:13+00:00,24500000.0,0.97,0.97,0.95,231100000.0,437800000.0,437800000.0,,437800000.0,,6307500000.0,8614700000.0,,,,,1552300000.0,6307500000.0,2307200000.0,61500000.0,1576800000.0,730400000.0,-61500000.0,668900000.0,8614700000.0,451300000.0,451300000.0,460800000.0
