company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2008.0,FY,,2008-12-31,2010-02-26 17:10:45+00:00,548945000.0,1356979000.0,1133390000.0,21317889000.0,21764000.0,1555529000.0,1181450000.0,,4687047000.0,303203000.0,,111907000.0,,189252000.0,45276406000.0,4808975000.0,,498567000.0,23958517000.0,,3166657000.0,93377000.0,613595000.0,,,573862000.0,626168000.0,13880000.0,225399000.0,,,11929827000.0,112598000.0,791999000.0,29186485000.0,16410334000.0,4450974000.0,2520435000.0,16508721000.0,16508721000.0,12677764000.0,29186485000.0,776994000.0,10157329000.0,98387000.0,-228304000.0
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2009.0,FY,,2009-12-31,2011-04-07 17:25:20+00:00,1320000000.0,1546000000.0,90000000.0,26527000000.0,-290000000.0,1637000000.0,2048000000.0,,4849000000.0,,,152000000.0,,189000000.0,49428000000.0,4950000000.0,,533000000.0,22901000000.0,,2765000000.0,231000000.0,714000000.0,,,510000000.0,662000000.0,,228000000.0,,,11437000000.0,117000000.0,,28186000000.0,15779000000.0,4586000000.0,2393000000.0,15779000000.0,15779000000.0,12407000000.0,28186000000.0,699000000.0,10014000000.0,,-217000000.0
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2009.0,Q3,,2009-09-30,2009-11-06 15:57:37+00:00,391900000.0,1590913000.0,776796000.0,25911605000.0,-206706000.0,1623347000.0,1357364000.0,0.0,4778790000.0,292332000.0,50311000.0,122216000.0,75153000.0,189252000.0,48457136000.0,5010030000.0,,539442000.0,22545531000.0,,2643522000.0,138889000.0,530904000.0,,,471011000.0,606326000.0,0.0,71596000.0,,,10904323000.0,39669000.0,29166000.0,27225496000.0,15256935000.0,4019702000.0,1986949000.0,15355322000.0,15355322000.0,11870174000.0,27225496000.0,660263000.0,9883225000.0,98387000.0,-219472000.0
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2009.0,Q2,,2009-06-30,2009-08-07 17:26:10+00:00,389347000.0,1536649000.0,782763000.0,25288255000.0,-172744000.0,1585116000.0,771557000.0,,4742116000.0,308516000.0,78089000.0,92428000.0,89749000.0,189252000.0,47578563000.0,4954667000.0,,571612000.0,22290308000.0,,2502554000.0,176791000.0,363323000.0,,,437282000.0,592540000.0,0.0,52045000.0,,,10514200000.0,12656000.0,67915000.0,26401927000.0,14860308000.0,3485085000.0,1808355000.0,14958695000.0,14958695000.0,11443232000.0,26401927000.0,626534000.0,9634877000.0,98387000.0,-223264000.0
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2010.0,FY,,2010-12-31,2012-02-28 19:30:55+00:00,779000000.0,2134000000.0,1816000000.0,29595000000.0,-141000000.0,2465000000.0,134000000.0,0.0,9104000000.0,,,,,1032000000.0,67746000000.0,8095000000.0,,564000000.0,38151000000.0,,4249000000.0,259000000.0,883000000.0,,,762000000.0,715000000.0,,222000000.0,,,14223000000.0,46000000.0,167000000.0,43425000000.0,23222000000.0,3480000000.0,3524000000.0,24449000000.0,24377000000.0,19048000000.0,43425000000.0,1794000000.0,15524000000.0,1227000000.0,36000000.0
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2010.0,Q3,,2010-09-30,2010-11-09 10:18:49+00:00,598037000.0,1756874000.0,1130015000.0,28678895000.0,49828000.0,1948718000.0,1211439000.0,0.0,7099123000.0,254242000.0,,125168000.0,,189252000.0,57025011000.0,6380579000.0,,528725000.0,28346116000.0,,3581675000.0,213195000.0,538141000.0,,,4142521000.0,545265000.0,,67866000.0,,,13610838000.0,135369000.0,218119000.0,36928349000.0,20718332000.0,4250460000.0,2526730000.0,21945382000.0,21945382000.0,14982967000.0,36928349000.0,4331773000.0,12456237000.0,1227050000.0,-41457000.0
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2010.0,Q2,,2010-06-30,2010-08-06 15:12:22+00:00,485601000.0,1647952000.0,987983000.0,27893628000.0,22950000.0,1874743000.0,1805347000.0,0.0,4964508000.0,137556000.0,,97250000.0,,189252000.0,53017083000.0,4896127000.0,,508702000.0,25123455000.0,,3247065000.0,205965000.0,515796000.0,,,612760000.0,535877000.0,,201418000.0,,,12900582000.0,116205000.0,,30432407000.0,17675760000.0,4506940000.0,2202835000.0,17675760000.0,17675760000.0,12756647000.0,30432407000.0,802012000.0,10553812000.0,,-212280000.0
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2010.0,Q1,,2010-03-31,2010-05-07 12:56:30+00:00,536613000.0,1818139000.0,1016223000.0,27164979000.0,-40374000.0,1652137000.0,2125634000.0,0.0,4923462000.0,130119000.0,,92062000.0,,189252000.0,50569836000.0,4950755000.0,,497749000.0,23404857000.0,,3015580000.0,466614000.0,482194000.0,,,595797000.0,610427000.0,,,,,12091022000.0,113634000.0,,29228161000.0,16758536000.0,5038255000.0,2240726000.0,16758536000.0,16758536000.0,12469625000.0,29228161000.0,785049000.0,10228899000.0,,-215574000.0
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2011.0,FY,,2011-12-31,2013-02-28 18:34:31+00:00,1048000000.0,3079000000.0,,33771000000.0,-9000000.0,3440000000.0,295000000.0,0.0,9307000000.0,,,,,1114000000.0,79219000000.0,6785000000.0,,655000000.0,45448000000.0,,7197000000.0,229000000.0,3484000000.0,,,686000000.0,673000000.0,,241000000.0,,,18500000000.0,431000000.0,304000000.0,52051000000.0,27830000000.0,4803000000.0,4963000000.0,29057000000.0,28993000000.0,23058000000.0,52051000000.0,1800000000.0,18095000000.0,1227000000.0,32000000.0
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2011.0,Q3,,2011-09-30,2011-11-08 17:30:26+00:00,2181000000.0,2560000000.0,158000000.0,32624000000.0,62000000.0,2603000000.0,586000000.0,0.0,9258000000.0,,267000000.0,143000000.0,,1032000000.0,73760000000.0,6785000000.0,,566000000.0,41136000000.0,,5535000000.0,277000000.0,858000000.0,,,738000000.0,632000000.0,,587000000.0,,,17388000000.0,417000000.0,,47482000000.0,26676000000.0,4576000000.0,4024000000.0,27903000000.0,27903000000.0,19579000000.0,47482000000.0,1770000000.0,15555000000.0,1227000000.0,-32000000.0
