company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:10:45+00:00,-20363000.0,797589000.0,181138000.0,2347791000.0,67483000.0,371879000.0,43961000.0,2018016000.0,,253795000.0,-5945929000.0,5677433000.0,,,,253795000.0,-5945929000.0,5677433000.0,-14701000.0,2812358000.0,2812358000.0,,145405000.0,,-687412000.0,,-204753000.0,,-5305637000.0,-1585250000.0,-18179000.0,0.0,0.0,
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2008.0,FY,2008-01-01,2008-12-31,2011-04-07 17:25:20+00:00,-150000000.0,1695000000.0,171000000.0,7850000000.0,308000000.0,-1547000000.0,31000000.0,833000000.0,,525000000.0,-6535000000.0,7065000000.0,,,,525000000.0,-6535000000.0,7065000000.0,1055000000.0,712000000.0,712000000.0,,50000000.0,,-757000000.0,,-239000000.0,-792000000.0,-5144000000.0,-100000000.0,,,,
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2008.0,Q4,2008-10-01,2008-12-31,,-150000000.0,182136000.0,33894000.0,6000956000.0,1299000.0,-2003042000.0,-4378000.0,786334000.0,,801310000.0,-2301523000.0,1036432000.0,,,,801310000.0,-2301523000.0,1036432000.0,-463781000.0,-2945567000.0,-2945567000.0,,-15915000.0,,-279797000.0,,-51265000.0,-792000000.0,-1081025000.0,69395000.0,1224000.0,,,
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 15:57:37+00:00,,1512864000.0,137106000.0,1849044000.0,306701000.0,456042000.0,35378000.0,46666000.0,,-276310000.0,-4233477000.0,6028568000.0,,,,-276310000.0,-4233477000.0,6028568000.0,1518781000.0,3657567000.0,3657567000.0,,65915000.0,,-477203000.0,,-187735000.0,,-4062975000.0,-169395000.0,-1224000.0,,0.0,
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2008.0,Q3,2008-07-01,2008-09-30,,,419112000.0,46790000.0,600887000.0,6764000.0,519454000.0,3436000.0,5527000.0,,-29578000.0,-1624915000.0,2290655000.0,,,,-29578000.0,-1624915000.0,2290655000.0,636162000.0,1190825000.0,1190825000.0,,-20511000.0,,-111781000.0,,-51590000.0,,-1519898000.0,13309000.0,-260000.0,,,
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 17:26:10+00:00,,1093752000.0,90316000.0,1248157000.0,299937000.0,-63412000.0,31942000.0,41139000.0,,-246732000.0,-2608562000.0,3737913000.0,,,,-246732000.0,-2608562000.0,3737913000.0,882619000.0,2466742000.0,2466742000.0,,86426000.0,,-365422000.0,,-136145000.0,,-2543077000.0,-182704000.0,-964000.0,,0.0,
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2009.0,Q4,2009-10-01,2009-12-31,,77210000.0,224976000.0,43430000.0,3433126000.0,3000000.0,276161000.0,3628000.0,25516000.0,,-122113000.0,-731330000.0,1544529000.0,,,,-122113000.0,-731330000.0,1544529000.0,691086000.0,585204000.0,585204000.0,,-2749962000.0,,-117868000.0,,-53875000.0,,-693673000.0,,618000.0,-98000000.0,1000.0,
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 19:30:55+00:00,,686000000.0,243000000.0,5213000000.0,3000000.0,-992000000.0,28000000.0,269000000.0,,-110000000.0,-3247000000.0,4224000000.0,,,,-110000000.0,-3247000000.0,4224000000.0,867000000.0,-285000000.0,-285000000.0,,288000000.0,,-587000000.0,,-209000000.0,,-3455000000.0,-100000000.0,,-98000000.0,792000000.0,
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2009.0,Q3TTM,2008-10-01,2009-09-30,,-227210000.0,643160000.0,233464000.0,7780830000.0,1299000.0,-3271203000.0,19994000.0,1029818000.0,,813423000.0,-4817193000.0,3715903000.0,,,,813423000.0,-4817193000.0,3715903000.0,-287867000.0,-3815771000.0,-3815771000.0,,3022047000.0,,-748929000.0,,-206390000.0,-792000000.0,-3842352000.0,-30605000.0,606000.0,,791999000.0,
Apache Corp,APA,72ZZ1XRHOOU9P9X16K08,6769,2009.0,Q3,2009-07-01,2009-09-30,,-77210000.0,272773000.0,77450000.0,-2192263000.0,,182982000.0,11732000.0,86221000.0,,45944000.0,-772879000.0,1312742000.0,,,,45944000.0,-772879000.0,1312742000.0,585807000.0,442016000.0,442016000.0,,2880007000.0,,-51757000.0,,-51794000.0,,-643912000.0,,-215000.0,,,
