company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2007.0,FY,2007-01-01,2007-12-31,2010-02-22 09:57:43+00:00,1.71,1.71,0.165,1.68,,98481000.0,259711000.0,259711000.0,259654000.0,57000.0,969050000.0,2009833000.0,,,656000.0,10527000.0,675365000.0,969050000.0,1040783000.0,23783000.0,26428000.0,685892000.0,354891000.0,3301000.0,358192000.0,2009833000.0,151800000.0,151707000.0,154721000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2008.0,FY,2008-01-01,2008-12-31,2010-02-22 09:57:43+00:00,1.9,1.9,0.185,1.87,,71603000.0,283270000.0,283270000.0,283869000.0,-599000.0,1041779000.0,2193723000.0,,,-10110000.0,32355000.0,739168000.0,1041779000.0,1151944000.0,32527000.0,17089000.0,771523000.0,380421000.0,-25548000.0,354873000.0,2193723000.0,149400000.0,149069000.0,151679000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2008.0,Q3,2008-07-01,2008-09-30,2009-10-30 12:15:48+00:00,0.44,0.44,0.045,0.44,,9204000.0,66066000.0,66066000.0,66047000.0,19000.0,249770000.0,529953000.0,,,-1030000.0,18539000.0,180729000.0,249770000.0,280183000.0,9284000.0,4669000.0,199268000.0,80915000.0,-5645000.0,75270000.0,529953000.0,150100000.0,148775000.0,151697000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2008.0,Q2,2008-04-01,2008-06-30,2009-07-30 17:29:15+00:00,0.53,0.53,0.045,0.52,,31297000.0,78699000.0,78699000.0,78648000.0,51000.0,279361000.0,594847000.0,,,51000.0,1458000.0,200867000.0,279361000.0,315486000.0,7901000.0,4685000.0,202325000.0,113161000.0,-3165000.0,109996000.0,594847000.0,148400000.0,148851000.0,151790000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2009.0,Q4,2009-10-01,2009-12-31,,0.51,0.51,0.05,0.5,,23374000.0,76049000.0,76049000.0,74833000.0,1216000.0,287502000.0,568181000.0,,,306000.0,985000.0,176264000.0,287502000.0,280679000.0,5019000.0,706000.0,177249000.0,103430000.0,-4007000.0,99423000.0,568181000.0,148200000.0,148319000.0,150102000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:38:19+00:00,1.85,1.85,0.2,1.83,,88944000.0,274412000.0,274412000.0,274258000.0,154000.0,1053015000.0,2159378000.0,,0.0,-1023000.0,6890000.0,718230000.0,1053015000.0,1106363000.0,21896000.0,5032000.0,725120000.0,381243000.0,-17887000.0,363356000.0,2159378000.0,148200000.0,148319000.0,150102000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2009.0,Q3,2009-07-01,2009-09-30,2009-10-30 12:15:48+00:00,0.45,0.45,0.05,0.45,,19999000.0,67853000.0,67853000.0,67483000.0,370000.0,258051000.0,531032000.0,,,-480000.0,1210000.0,178841000.0,258051000.0,272981000.0,5456000.0,858000.0,180051000.0,92930000.0,-5078000.0,87852000.0,531032000.0,150000000.0,148547000.0,150638000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.34,1.34,0.15,1.33,,65570000.0,198363000.0,198363000.0,199425000.0,-1062000.0,765513000.0,1591197000.0,,,-1329000.0,5905000.0,541966000.0,765513000.0,825684000.0,16877000.0,4326000.0,547871000.0,277813000.0,-13880000.0,263933000.0,1591197000.0,150000000.0,148547000.0,150638000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2009.0,Q2,2009-04-01,2009-06-30,2009-07-30 17:29:15+00:00,0.47,0.47,0.05,0.47,,24440000.0,70580000.0,70580000.0,70199000.0,381000.0,266245000.0,553216000.0,,,68000.0,3125000.0,185138000.0,266245000.0,286971000.0,5268000.0,1512000.0,188263000.0,98708000.0,-3688000.0,95020000.0,553216000.0,149400000.0,148577000.0,150057000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.89,0.89,0.1,0.88,,45571000.0,130510000.0,130510000.0,131942000.0,-1432000.0,507462000.0,1060165000.0,,,-849000.0,4695000.0,363125000.0,507462000.0,552703000.0,11421000.0,3468000.0,367820000.0,184883000.0,-8802000.0,176081000.0,1060165000.0,149400000.0,148577000.0,150057000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2009.0,Q1,2009-01-01,2009-03-31,2010-04-29 17:16:14+00:00,0.42,0.42,0.05,0.41,,21131000.0,59930000.0,59930000.0,61743000.0,-1813000.0,241217000.0,506949000.0,,,-917000.0,1570000.0,177987000.0,241217000.0,265732000.0,6153000.0,1956000.0,179557000.0,86175000.0,-5114000.0,81061000.0,506949000.0,147000000.0,148514000.0,149705000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2010.0,Q4,2010-10-01,2010-12-31,,0.48,0.48,0.05,0.48,,21640000.0,67983000.0,67983000.0,67826000.0,157000.0,280458000.0,568169000.0,,-1096000.0,470000.0,5723000.0,186427000.0,280458000.0,287711000.0,6684000.0,1372000.0,192150000.0,95561000.0,-4842000.0,90719000.0,568169000.0,143600000.0,143980000.0,145985000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2010.0,FY,2010-01-01,2010-12-31,2013-02-20 11:28:57+00:00,1.85,1.85,0.2,1.82,,89225000.0,267335000.0,267335000.0,265708000.0,1627000.0,1090856000.0,2221014000.0,,-1096000.0,-1782000.0,10984000.0,738901000.0,1090856000.0,1130158000.0,25089000.0,4254000.0,749885000.0,380273000.0,-22617000.0,357656000.0,2221014000.0,143600000.0,143980000.0,145985000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2010.0,Q3,2010-07-01,2010-09-30,2010-10-28 16:38:46+00:00,0.45,0.45,0.05,0.44,,21288000.0,63815000.0,63815000.0,63653000.0,162000.0,269001000.0,541815000.0,,,-585000.0,338000.0,182057000.0,269001000.0,272814000.0,5999000.0,1268000.0,182395000.0,90419000.0,-5316000.0,85103000.0,541815000.0,141500000.0,142501000.0,144063000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.37,1.37,0.15,1.34,,67585000.0,199352000.0,199352000.0,197882000.0,1470000.0,810398000.0,1652845000.0,,,-2252000.0,5261000.0,552474000.0,810398000.0,842447000.0,18405000.0,2882000.0,557735000.0,284712000.0,-17775000.0,266937000.0,1652845000.0,141500000.0,142501000.0,144063000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2010.0,Q3TTM,2009-10-01,2010-09-30,,1.88,1.88,0.2,1.84,,90959000.0,275401000.0,275401000.0,272715000.0,2686000.0,1097900000.0,2221026000.0,,,-1946000.0,6246000.0,728738000.0,1097900000.0,1123126000.0,23424000.0,3588000.0,734984000.0,388142000.0,-21782000.0,366360000.0,2221026000.0,141500000.0,142501000.0,144063000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2010.0,Q2,2010-04-01,2010-06-30,2010-07-29 15:15:55+00:00,0.5,0.5,0.05,0.49,,25042000.0,73346000.0,73346000.0,72386000.0,960000.0,277491000.0,565086000.0,,,-722000.0,243000.0,182383000.0,277491000.0,287595000.0,6686000.0,827000.0,182626000.0,104969000.0,-6581000.0,98388000.0,565086000.0,144800000.0,144779000.0,146939000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.92,0.92,0.1,0.9,,46297000.0,135537000.0,135537000.0,134229000.0,1308000.0,541397000.0,1111030000.0,,,-1667000.0,4923000.0,370417000.0,541397000.0,569633000.0,12406000.0,1614000.0,375340000.0,194293000.0,-12459000.0,181834000.0,1111030000.0,144800000.0,144779000.0,146939000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2010.0,Q2TTM,2009-07-01,2010-06-30,,1.88,1.88,0.2,1.85,,89670000.0,279439000.0,279439000.0,276545000.0,2894000.0,1086950000.0,2210243000.0,,,-1841000.0,7118000.0,725522000.0,1086950000.0,1123293000.0,22881000.0,3178000.0,732640000.0,390653000.0,-21544000.0,369109000.0,2210243000.0,144800000.0,144779000.0,146939000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2010.0,Q1,2010-01-01,2010-03-31,2010-04-29 17:16:14+00:00,0.42,0.42,0.05,0.41,,21255000.0,62191000.0,62191000.0,61843000.0,348000.0,263906000.0,545944000.0,,,-945000.0,4680000.0,188034000.0,263906000.0,282038000.0,5720000.0,787000.0,192714000.0,89324000.0,-5878000.0,83446000.0,545944000.0,147200000.0,146776000.0,149294000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2010.0,Q1TTM,2009-04-01,2010-03-31,,1.85,1.85,0.2,1.83,,89068000.0,276673000.0,276673000.0,274358000.0,2315000.0,1075704000.0,2198373000.0,,,-1051000.0,10000000.0,728277000.0,1075704000.0,1122669000.0,21463000.0,3863000.0,738277000.0,384392000.0,-18651000.0,365741000.0,2198373000.0,147200000.0,146776000.0,149294000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2011.0,Q4,2011-10-01,2011-12-31,,0.28,0.28,0.15,0.28,,9974000.0,41393000.0,43083000.0,40603000.0,790000.0,377056000.0,738013000.0,-1690000.0,2351000.0,-354000.0,2016000.0,293603000.0,377056000.0,360957000.0,15839000.0,1561000.0,295619000.0,65338000.0,-14632000.0,50706000.0,738013000.0,141300000.0,141386000.0,143553000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 17:06:41+00:00,1.73,1.73,0.205,1.7,,11016000.0,247446000.0,247446000.0,244520000.0,2926000.0,1264278000.0,2537718000.0,,2351000.0,-9040000.0,35865000.0,936847000.0,1264278000.0,1273440000.0,43814000.0,8237000.0,972712000.0,300728000.0,-44617000.0,256111000.0,2537718000.0,141300000.0,141386000.0,143553000.0
