company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,notereceivable,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2011.0,Q2,,2011-06-30,2011-07-28 17:07:25+00:00,113870000.0,283616000.0,103513000.0,671710000.0,0.0,228699000.0,24440000.0,1391289000.0,86770000.0,654873000.0,337200000.0,442957000.0,39003000.0,81324000.0,404661000.0,183214000.0,408787000.0,138842000.0,2449463000.0,8500000.0,,3656643000.0,2042230000.0,1552413000.0,430426000.0,2042230000.0,2081233000.0,1575410000.0,3656643000.0,1661273000.0,1144984000.0,0.0,-739445000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2011.0,Q1,,2011-03-31,2011-04-28 14:09:33+00:00,111943000.0,214972000.0,88265000.0,575264000.0,0.0,225376000.0,23643000.0,1350780000.0,79468000.0,652290000.0,332282000.0,432716000.0,37161000.0,79963000.0,385357000.0,162017000.0,360286000.0,119165000.0,2382336000.0,11453000.0,,3437049000.0,1945338000.0,1412068000.0,362011000.0,1945338000.0,1982499000.0,1454550000.0,3437049000.0,1592265000.0,1092539000.0,0.0,-750639000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2012.0,FY,,2012-12-31,2014-02-20 17:06:41+00:00,165290000.0,424336000.0,-144200000.0,80132000.0,0.0,248176000.0,39191000.0,2210953000.0,830642000.0,1222035000.0,402940000.0,614705000.0,40745000.0,232641000.0,442412000.0,204901000.0,340398000.0,185612000.0,2818461000.0,298963000.0,,4972297000.0,2208698000.0,1111096000.0,927780000.0,2208698000.0,2249443000.0,2722854000.0,4972297000.0,3246496000.0,1795074000.0,0.0,-713739000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2012.0,Q3,,2012-09-30,2012-10-25 15:07:11+00:00,137669000.0,373005000.0,-95779000.0,56075000.0,0.0,243472000.0,18206000.0,2207413000.0,841751000.0,1237244000.0,415922000.0,602670000.0,38796000.0,319834000.0,467296000.0,196610000.0,318757000.0,189685000.0,2699546000.0,411840000.0,,4977422000.0,2122071000.0,1128978000.0,940720000.0,2122071000.0,2160867000.0,2816555000.0,4977422000.0,3245774000.0,1875835000.0,0.0,-725168000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2012.0,Q2,,2012-06-30,2012-07-31 16:51:24+00:00,145850000.0,347906000.0,-203712000.0,53210000.0,0.0,232490000.0,12646000.0,2036084000.0,947747000.0,1482783000.0,403195000.0,587285000.0,37430000.0,334673000.0,462233000.0,194458000.0,316098000.0,186544000.0,2654044000.0,241801000.0,,4870756000.0,1951569000.0,1105182000.0,748203000.0,1951569000.0,1988999000.0,2881757000.0,4870756000.0,3178289000.0,2133554000.0,0.0,-731253000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2012.0,Q1,,2012-03-31,2012-05-02 14:57:03+00:00,163419000.0,323845000.0,-68031000.0,67346000.0,0.0,226469000.0,19182000.0,2109451000.0,998538000.0,1481217000.0,403052000.0,604160000.0,38358000.0,321362000.0,461352000.0,183727000.0,371024000.0,187435000.0,2581134000.0,288037000.0,,5015061000.0,2008617000.0,1119185000.0,794483000.0,2008617000.0,2046975000.0,2968086000.0,5015061000.0,3291716000.0,2173603000.0,0.0,-730955000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2013.0,FY,,2013-12-31,2015-02-20 16:57:30+00:00,132789000.0,339308000.0,-69062000.0,74954000.0,0.0,256900000.0,14446000.0,2281596000.0,795323000.0,1166178000.0,438559000.0,637172000.0,42921000.0,238394000.0,472802000.0,220154000.0,299096000.0,157487000.0,3095721000.0,309862000.0,,5078047000.0,2535053000.0,1143802000.0,796405000.0,2535053000.0,2577974000.0,2500073000.0,5078047000.0,3297073000.0,1703668000.0,0.0,-748506000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2013.0,Q3,,2013-09-30,2013-10-29 16:35:10+00:00,136945000.0,335745000.0,-120104000.0,50658000.0,0.0,251781000.0,33923000.0,2218136000.0,800470000.0,1164794000.0,448277000.0,628509000.0,40577000.0,226668000.0,502370000.0,209719000.0,361938000.0,151840000.0,3030252000.0,270948000.0,,5009979000.0,2438441000.0,1153145000.0,777561000.0,2438441000.0,2479018000.0,2530961000.0,5009979000.0,3228325000.0,1753400000.0,0.0,-723488000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2013.0,Q2,,2013-06-30,2013-08-01 17:25:09+00:00,147455000.0,308148000.0,-223222000.0,57027000.0,0.0,246226000.0,17947000.0,2158529000.0,786667000.0,1123792000.0,433189000.0,605028000.0,37911000.0,218624000.0,499006000.0,154426000.0,353556000.0,180811000.0,2959391000.0,417065000.0,,4874683000.0,2250185000.0,1170033000.0,890615000.0,2250185000.0,2288096000.0,2586587000.0,4874683000.0,3099622000.0,1695972000.0,0.0,-732210000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2013.0,Q1,,2013-03-31,2013-05-09 16:36:55+00:00,148715000.0,347397000.0,-199101000.0,56203000.0,0.0,240573000.0,14615000.0,2167241000.0,805646000.0,1207722000.0,417094000.0,608850000.0,35892000.0,226100000.0,468537000.0,159872000.0,372747000.0,218685000.0,2881126000.0,315438000.0,,4902128000.0,2233502000.0,1160519000.0,826165000.0,2233502000.0,2269394000.0,2632734000.0,4902128000.0,3132759000.0,1806569000.0,0.0,-689096000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2014.0,FY,,2014-12-31,2015-10-30 15:42:34+00:00,132600000.0,379200000.0,-441100000.0,151600000.0,0.0,223300000.0,29000000.0,2089300000.0,670800000.0,1150100000.0,387100000.0,588900000.0,900000.0,165600000.0,426600000.0,90500000.0,356000000.0,241700000.0,3380700000.0,111800000.0,,4646500000.0,2321300000.0,1207000000.0,652600000.0,2321300000.0,2322200000.0,2324300000.0,4646500000.0,2850600000.0,1671700000.0,0.0,-841600000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2014.0,Q3,,2014-09-30,2014-10-29 16:00:27+00:00,128233000.0,443516000.0,-253055000.0,97652000.0,0.0,228655000.0,47567000.0,2160696000.0,710112000.0,1165566000.0,422485000.0,606924000.0,1136000.0,215482000.0,476856000.0,148628000.0,272200000.0,260708000.0,3305448000.0,115253000.0,,4884061000.0,2495108000.0,1257701000.0,734569000.0,2495108000.0,2496244000.0,2387817000.0,4884061000.0,3019436000.0,1653248000.0,0.0,-785940000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2014.0,Q2,,2014-06-30,2014-07-31 16:14:14+00:00,143562000.0,412849000.0,-97999000.0,66929000.0,0.0,218902000.0,38604000.0,2278798000.0,765105000.0,1065881000.0,461203000.0,639212000.0,1311000.0,231005000.0,503972000.0,157984000.0,294404000.0,199170000.0,3239641000.0,301294000.0,,5072373000.0,2583463000.0,1231274000.0,896309000.0,2583463000.0,2584774000.0,2487599000.0,5072373000.0,3201887000.0,1591290000.0,0.0,-777081000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2014.0,Q1,,2014-03-31,2014-05-06 14:49:39+00:00,141591000.0,398881000.0,-75665000.0,55823000.0,0.0,213095000.0,23829000.0,2286715000.0,785997000.0,1065463000.0,455074000.0,642318000.0,1565000.0,236269000.0,496221000.0,172080000.0,295657000.0,195205000.0,3159123000.0,403145000.0,,5089433000.0,2523033000.0,1202323000.0,967446000.0,2523033000.0,2524598000.0,2564835000.0,5089433000.0,3244792000.0,1597389000.0,0.0,-773520000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2015.0,FY,,2015-12-31,2017-03-01 16:14:12+00:00,133600000.0,310100000.0,-594000000.0,284600000.0,0.0,239400000.0,20200000.0,1987600000.0,600700000.0,1141000000.0,340400000.0,558800000.0,1400000.0,160300000.0,399900000.0,59100000.0,286200000.0,171800000.0,3591000000.0,12100000.0,,4402900000.0,2338000000.0,1196700000.0,476000000.0,2338000000.0,2339400000.0,2063500000.0,4402900000.0,2647400000.0,1587500000.0,0.0,-898400000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2015.0,Q3,,2015-09-30,2015-10-30 15:42:34+00:00,137500000.0,309100000.0,-587500000.0,236400000.0,0.0,233600000.0,33600000.0,1984300000.0,600400000.0,701900000.0,361300000.0,555200000.0,1400000.0,152900000.0,429800000.0,54200000.0,332500000.0,180600000.0,3542700000.0,453200000.0,,4402200000.0,2280100000.0,1208100000.0,933400000.0,2280100000.0,2281500000.0,2120700000.0,4402200000.0,2638900000.0,1187300000.0,0.0,-908700000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2015.0,Q2,,2015-06-30,2015-07-30 17:04:58+00:00,132966000.0,296280000.0,-475006000.0,96472000.0,0.0,226630000.0,64023000.0,1998608000.0,616669000.0,1077779000.0,374820000.0,568036000.0,1419000.0,155587000.0,447500000.0,43113000.0,334128000.0,351538000.0,3468364000.0,119704000.0,,4496756000.0,2314870000.0,1270330000.0,612973000.0,2314870000.0,2316289000.0,2180467000.0,4496756000.0,2658390000.0,1567494000.0,0.0,-905118000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2015.0,Q1,,2015-03-31,2015-05-06 16:34:11+00:00,134090000.0,240040000.0,-573567000.0,100619000.0,0.0,212742000.0,40072000.0,1953271000.0,613457000.0,1078823000.0,380098000.0,556766000.0,1459000.0,150470000.0,409865000.0,61254000.0,319452000.0,309500000.0,3434484000.0,247631000.0,,4384830000.0,2172793000.0,1200082000.0,661833000.0,2172793000.0,2174252000.0,2210578000.0,4384830000.0,2627982000.0,1548745000.0,0.0,-900866000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2016.0,FY,,2016-12-31,2018-03-15 16:08:24+00:00,223000000.0,462700000.0,-705700000.0,383900000.0,0.0,6519300000.0,60800000.0,5952000000.0,2957600000.0,1511100000.0,517100000.0,799800000.0,11600000.0,751700000.0,636000000.0,102900000.0,399500000.0,206500000.0,3948000000.0,21100000.0,,11555800000.0,8114300000.0,1743500000.0,767600000.0,8114300000.0,8125900000.0,3429900000.0,11555800000.0,9012500000.0,2662300000.0,0.0,-1647300000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2016.0,Q3,,2016-09-30,2016-11-04 15:09:07+00:00,224000000.0,482800000.0,-479400000.0,330700000.0,0.0,6511900000.0,47000000.0,6056700000.0,3135600000.0,1569800000.0,556400000.0,822900000.0,13000000.0,854500000.0,672100000.0,95600000.0,400800000.0,282400000.0,3859000000.0,16400000.0,,11952400000.0,8344100000.0,1841600000.0,770200000.0,8344100000.0,8357100000.0,3595300000.0,11952400000.0,9287900000.0,2825100000.0,0.0,-1547400000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2016.0,Q2,,2016-06-30,2016-08-05 16:03:54+00:00,227100000.0,466100000.0,-514600000.0,311600000.0,0.0,6501400000.0,19500000.0,5794700000.0,3028500000.0,1171800000.0,523100000.0,794100000.0,4100000.0,849800000.0,637200000.0,95700000.0,391700000.0,266500000.0,3784700000.0,9800000.0,,11451400000.0,8311500000.0,1738400000.0,722500000.0,8311500000.0,8315600000.0,3135800000.0,11451400000.0,8918900000.0,2413300000.0,0.0,-1460000000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2016.0,Q1,,2016-03-31,2016-05-06 16:35:06+00:00,287400000.0,500200000.0,-431200000.0,323100000.0,0.0,6492300000.0,55700000.0,5836000000.0,3138100000.0,1169100000.0,562100000.0,816500000.0,3600000.0,875500000.0,625200000.0,86300000.0,398200000.0,295100000.0,3697500000.0,10900000.0,,11682400000.0,8381800000.0,1805500000.0,854200000.0,8381800000.0,8385400000.0,3297000000.0,11682400000.0,9060400000.0,2442800000.0,0.0,-1376800000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2017.0,FY,,2017-12-31,2019-03-08 08:33:04+00:00,284400000.0,585800000.0,-291000000.0,320600000.0,0.0,6546500000.0,54200000.0,4539200000.0,2800700000.0,1611600000.0,623100000.0,876000000.0,11600000.0,718000000.0,746200000.0,156100000.0,462500000.0,312600000.0,2316200000.0,30100000.0,,10374500000.0,6616300000.0,2002500000.0,954500000.0,6616300000.0,6627900000.0,3746600000.0,10374500000.0,7496000000.0,2792100000.0,0.0,-1955400000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2017.0,Q3,,2017-09-30,2017-11-09 16:13:44+00:00,249000000.0,538300000.0,-318600000.0,370000000.0,0.0,6547500000.0,39700000.0,5074900000.0,3109200000.0,1600700000.0,624400000.0,859900000.0,12000000.0,818200000.0,734400000.0,182600000.0,441900000.0,243600000.0,2986000000.0,21400000.0,,11199000000.0,7477800000.0,1972400000.0,848400000.0,7477800000.0,7489800000.0,3709200000.0,11199000000.0,8366700000.0,2860800000.0,0.0,-1737100000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2017.0,Q2,,2017-06-30,2017-08-09 16:32:28+00:00,245600000.0,455100000.0,-438000000.0,268400000.0,0.0,6530000000.0,31400000.0,5023600000.0,3059400000.0,1587300000.0,596800000.0,841000000.0,11700000.0,802400000.0,664200000.0,160300000.0,432400000.0,236300000.0,2915600000.0,21600000.0,,10850000000.0,7262500000.0,1765700000.0,753700000.0,7262500000.0,7274200000.0,3575800000.0,10850000000.0,8243300000.0,2822100000.0,0.0,-1745100000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2017.0,Q1,,2017-03-31,2017-05-10 15:54:20+00:00,258400000.0,424300000.0,-658000000.0,363300000.0,0.0,6518800000.0,42100000.0,5958200000.0,2955100000.0,1528100000.0,565100000.0,807100000.0,11400000.0,753200000.0,598600000.0,153000000.0,401600000.0,193600000.0,3986400000.0,22700000.0,,11594000000.0,8152200000.0,1720600000.0,747500000.0,8152200000.0,8163600000.0,3430400000.0,11594000000.0,9066300000.0,2682900000.0,0.0,-1695000000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2018.0,FY,,2018-12-31,2020-03-02 07:34:56+00:00,283900000.0,578900000.0,-478700000.0,309600000.0,0.0,6524900000.0,58100000.0,3431300000.0,2420300000.0,1564900000.0,598900000.0,870600000.0,11900000.0,552800000.0,701900000.0,76800000.0,423000000.0,277600000.0,1225900000.0,92400000.0,,8687000000.0,5121100000.0,1888000000.0,1013300000.0,5121100000.0,5133000000.0,3554000000.0,8687000000.0,5928400000.0,2540700000.0,0.0,-2151000000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2018.0,Q3,,2018-09-30,2018-11-08 16:23:13+00:00,287800000.0,568500000.0,-466500000.0,233100000.0,0.0,6531300000.0,69000000.0,3443600000.0,2488000000.0,1574800000.0,672000000.0,865700000.0,12300000.0,513700000.0,702000000.0,69100000.0,446300000.0,295700000.0,1243600000.0,154800000.0,,8769200000.0,5142000000.0,1902800000.0,1080100000.0,5142000000.0,5154300000.0,3614900000.0,8769200000.0,6000700000.0,2534800000.0,0.0,-2166400000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2018.0,Q2,,2018-06-30,2018-08-07 16:46:46+00:00,292400000.0,575300000.0,-440800000.0,239300000.0,0.0,6528800000.0,31900000.0,3457800000.0,2546800000.0,1586600000.0,666300000.0,857600000.0,12900000.0,538000000.0,710300000.0,67400000.0,439600000.0,276500000.0,1216200000.0,218100000.0,,8822000000.0,5127200000.0,1892400000.0,1117700000.0,5127200000.0,5140100000.0,3681900000.0,8822000000.0,6072000000.0,2564200000.0,0.0,-2177000000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2018.0,Q1,,2018-03-31,2018-05-07 07:49:23+00:00,286800000.0,531700000.0,-281000000.0,317100000.0,,6534300000.0,54300000.0,4573200000.0,2811400000.0,1645500000.0,696600000.0,888200000.0,12100000.0,641400000.0,670400000.0,99500000.0,485300000.0,316400000.0,2375900000.0,22600000.0,,10372800000.0,6693100000.0,2000500000.0,895400000.0,6693100000.0,6705200000.0,3667600000.0,10372800000.0,7484100000.0,2772200000.0,0.0,-1936100000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2019.0,FY,,2019-12-31,2020-05-11 16:11:56+00:00,307900000.0,629200000.0,-599700000.0,404900000.0,0.0,6589300000.0,56100000.0,3396500000.0,2176300000.0,1433100000.0,561700000.0,802400000.0,2400000.0,479600000.0,782000000.0,227800000.0,599800000.0,251300000.0,1404200000.0,2300000.0,,8602900000.0,5092500000.0,1999900000.0,995500000.0,5092500000.0,5094900000.0,3508000000.0,8602900000.0,5800600000.0,2512500000.0,0.0,-2301300000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2019.0,Q3,,2019-09-30,2019-11-07 07:17:44+00:00,246300000.0,541000000.0,-609100000.0,226100000.0,0.0,6569800000.0,69900000.0,3355700000.0,2167700000.0,1403900000.0,605100000.0,782500000.0,1800000.0,500700000.0,698400000.0,249600000.0,534200000.0,281700000.0,1324300000.0,11700000.0,,8366800000.0,5057300000.0,1811300000.0,868900000.0,5057300000.0,5059100000.0,3307700000.0,8366800000.0,5773000000.0,2438800000.0,0.0,-2227700000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2019.0,Q2,,2019-06-30,2019-08-02 07:18:02+00:00,248100000.0,524400000.0,-502600000.0,250100000.0,0.0,6553900000.0,52000000.0,3412700000.0,2295900000.0,1441300000.0,608300000.0,819600000.0,1800000.0,519800000.0,700100000.0,218800000.0,550500000.0,269800000.0,1261800000.0,56300000.0,,8575300000.0,5181100000.0,1828300000.0,880800000.0,5181100000.0,5182900000.0,3392400000.0,8575300000.0,5927400000.0,2511600000.0,0.0,-2132000000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2019.0,Q1,,2019-03-31,2019-05-03 07:46:35+00:00,269000000.0,511100000.0,-537400000.0,225400000.0,0.0,6523000000.0,69800000.0,3399200000.0,2324700000.0,1545100000.0,618200000.0,853900000.0,1800000.0,535100000.0,658500000.0,231100000.0,544200000.0,293500000.0,1245000000.0,20700000.0,,8604500000.0,5107700000.0,1795600000.0,870600000.0,5107700000.0,5109500000.0,3495000000.0,8604500000.0,5955000000.0,2624400000.0,0.0,-2122900000.0
Dentsply Sirona Inc,XRAY,9NHEHR1SOZCYXDO8HO28,818479,2020.0,Q1,,2020-03-31,2020-05-11 16:11:56+00:00,271100000.0,522900000.0,-712200000.0,235900000.0,0.0,6556500000.0,64500000.0,3191800000.0,2045400000.0,1421200000.0,590500000.0,776600000.0,2700000.0,464700000.0,709100000.0,239400000.0,590800000.0,269700000.0,1242200000.0,33000000.0,,8058400000.0,4687500000.0,1805200000.0,891500000.0,4687500000.0,4690200000.0,3368200000.0,8058400000.0,5476600000.0,2476700000.0,0.0,-2399000000.0
