company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 13:38:57+00:00,-16000000.0,807000000.0,8000000.0,-433000000.0,172000000.0,2171000000.0,0.0,-1427000000.0,-898000000.0,2429000000.0,-1427000000.0,-898000000.0,2429000000.0,112000000.0,1951000000.0,1951000000.0,104000000.0,349000000.0,-36000000.0,-933000000.0,-13000000.0,-989000000.0,-373000000.0,-2813000000.0,,59000000.0,97000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2008.0,Q4,2008-10-01,2008-12-31,,,179000000.0,-2000000.0,-20000000.0,,342000000.0,,-625000000.0,-211000000.0,678000000.0,-625000000.0,-211000000.0,678000000.0,-160000000.0,454000000.0,454000000.0,65000000.0,9000000.0,-66000000.0,-241000000.0,-238000000.0,-253000000.0,-642000000.0,-80000000.0,-13000000.0,321000000.0,25000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2008.0,FY,2008-01-01,2008-12-31,2011-02-23 13:08:22+00:00,-98000000.0,775000000.0,-31000000.0,-184000000.0,,551000000.0,,-1747000000.0,-847000000.0,2516000000.0,-1747000000.0,-847000000.0,2516000000.0,-109000000.0,1829000000.0,1829000000.0,96000000.0,113000000.0,14000000.0,-950000000.0,-247000000.0,-906000000.0,-761000000.0,-653000000.0,-47000000.0,362000000.0,28000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 15:29:59+00:00,-98000000.0,596000000.0,-29000000.0,-164000000.0,,209000000.0,,-1122000000.0,-636000000.0,1838000000.0,-1122000000.0,-636000000.0,1838000000.0,51000000.0,1375000000.0,1375000000.0,31000000.0,104000000.0,80000000.0,-709000000.0,-9000000.0,-653000000.0,-119000000.0,-573000000.0,-34000000.0,41000000.0,3000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2009.0,Q4,2009-10-01,2009-12-31,,-293000000.0,220000000.0,6000000.0,276000000.0,,,,-419000000.0,-540000000.0,1001000000.0,-419000000.0,-540000000.0,1001000000.0,48000000.0,522000000.0,522000000.0,-17000000.0,125000000.0,-11000000.0,-264000000.0,-77000000.0,-285000000.0,-266000000.0,-1000000.0,-13000000.0,110000000.0,16000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 11:39:21+00:00,-458000000.0,783000000.0,29000000.0,1246000000.0,,2000000.0,,-1788000000.0,-1288000000.0,3481000000.0,-1788000000.0,-1288000000.0,3481000000.0,434000000.0,1994000000.0,1994000000.0,-542000000.0,165000000.0,0.0,-1279000000.0,-270000000.0,-848000000.0,-616000000.0,-7000000.0,-53000000.0,263000000.0,25000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2009.0,Q3TTM,2008-10-01,2009-09-30,,-165000000.0,742000000.0,21000000.0,950000000.0,,344000000.0,,-1994000000.0,-959000000.0,3158000000.0,-1994000000.0,-959000000.0,3158000000.0,226000000.0,1926000000.0,1926000000.0,-460000000.0,49000000.0,-55000000.0,-1256000000.0,-431000000.0,-816000000.0,-992000000.0,-86000000.0,-53000000.0,474000000.0,34000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2009.0,Q3,2009-07-01,2009-09-30,,,196000000.0,,147000000.0,,-2000000.0,,-480000000.0,-152000000.0,791000000.0,-480000000.0,-152000000.0,791000000.0,159000000.0,611000000.0,611000000.0,-163000000.0,17000000.0,27000000.0,-249000000.0,-54000000.0,-167000000.0,-232000000.0,,-14000000.0,35000000.0,7000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 11:20:27+00:00,-165000000.0,563000000.0,23000000.0,970000000.0,,2000000.0,,-1369000000.0,-748000000.0,2480000000.0,-1369000000.0,-748000000.0,2480000000.0,386000000.0,1472000000.0,1472000000.0,-525000000.0,40000000.0,11000000.0,-1015000000.0,-193000000.0,-563000000.0,-350000000.0,-6000000.0,-40000000.0,153000000.0,9000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2009.0,Q2,2009-04-01,2009-06-30,,-154000000.0,190000000.0,23000000.0,713000000.0,,-243000000.0,,-594000000.0,-427000000.0,997000000.0,-594000000.0,-427000000.0,997000000.0,-1000000.0,430000000.0,430000000.0,-336000000.0,7000000.0,-61000000.0,-248000000.0,-139000000.0,-185000000.0,-91000000.0,-6000000.0,-13000000.0,113000000.0,-1000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 10:17:14+00:00,-165000000.0,367000000.0,23000000.0,823000000.0,,4000000.0,,-889000000.0,-596000000.0,1689000000.0,-889000000.0,-596000000.0,1689000000.0,227000000.0,861000000.0,861000000.0,-362000000.0,23000000.0,-16000000.0,-766000000.0,-139000000.0,-396000000.0,-118000000.0,-6000000.0,-26000000.0,118000000.0,2000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2009.0,Q1,2009-01-01,2009-03-31,2010-05-14 15:30:06+00:00,-11000000.0,177000000.0,0.0,110000000.0,,247000000.0,,-295000000.0,-169000000.0,692000000.0,-295000000.0,-169000000.0,692000000.0,228000000.0,431000000.0,431000000.0,-26000000.0,16000000.0,45000000.0,-518000000.0,,-211000000.0,-27000000.0,0.0,-13000000.0,5000000.0,3000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,Q4,2010-10-01,2010-12-31,,,206000000.0,17000000.0,167000000.0,,88000000.0,,-353000000.0,-269000000.0,948000000.0,-353000000.0,-269000000.0,948000000.0,343000000.0,520000000.0,520000000.0,55000000.0,14000000.0,-2000000.0,-270000000.0,-17000000.0,-353000000.0,-63000000.0,-108000000.0,-14000000.0,98000000.0,5000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 11:35:40+00:00,,813000000.0,-26000000.0,12000000.0,,515000000.0,,-1859000000.0,-781000000.0,2744000000.0,-1859000000.0,-781000000.0,2744000000.0,78000000.0,1943000000.0,1943000000.0,-24000000.0,131000000.0,10000000.0,-1066000000.0,-131000000.0,-964000000.0,-582000000.0,-803000000.0,-54000000.0,295000000.0,9000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,Q3TTM,2009-10-01,2010-09-30,,-293000000.0,827000000.0,-37000000.0,121000000.0,,427000000.0,,-1925000000.0,-1052000000.0,2797000000.0,-1925000000.0,-1052000000.0,2797000000.0,-217000000.0,1945000000.0,1945000000.0,-96000000.0,242000000.0,1000000.0,-1060000000.0,-191000000.0,-896000000.0,-785000000.0,-696000000.0,-53000000.0,307000000.0,20000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,Q3,2010-07-01,2010-09-30,,,205000000.0,20000000.0,43000000.0,,295000000.0,,-594000000.0,-223000000.0,745000000.0,-594000000.0,-223000000.0,745000000.0,-52000000.0,489000000.0,489000000.0,8000000.0,81000000.0,20000000.0,-271000000.0,-19000000.0,-248000000.0,-477000000.0,-209000000.0,-13000000.0,23000000.0,1000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-04 18:27:17+00:00,,607000000.0,-43000000.0,-155000000.0,,427000000.0,,-1506000000.0,-512000000.0,1796000000.0,-1506000000.0,-512000000.0,1796000000.0,-265000000.0,1423000000.0,1423000000.0,-79000000.0,117000000.0,12000000.0,-796000000.0,-114000000.0,-611000000.0,-519000000.0,-695000000.0,-40000000.0,197000000.0,4000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,Q2TTM,2009-07-01,2010-06-30,,-293000000.0,818000000.0,-57000000.0,225000000.0,,130000000.0,,-1811000000.0,-981000000.0,2843000000.0,-1811000000.0,-981000000.0,2843000000.0,-6000000.0,2067000000.0,2067000000.0,-267000000.0,178000000.0,8000000.0,-1038000000.0,-226000000.0,-815000000.0,-540000000.0,-487000000.0,-54000000.0,319000000.0,26000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,Q2,2010-04-01,2010-06-30,,,209000000.0,-6000000.0,-127000000.0,,132000000.0,,-495000000.0,-170000000.0,587000000.0,-495000000.0,-170000000.0,587000000.0,-84000000.0,523000000.0,523000000.0,-18000000.0,15000000.0,-2000000.0,-275000000.0,-51000000.0,-179000000.0,-8000000.0,-345000000.0,-14000000.0,59000000.0,3000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 15:06:05+00:00,,402000000.0,-63000000.0,-198000000.0,,132000000.0,,-912000000.0,-289000000.0,1051000000.0,-912000000.0,-289000000.0,1051000000.0,-213000000.0,934000000.0,934000000.0,-87000000.0,36000000.0,-8000000.0,-525000000.0,-95000000.0,-363000000.0,-42000000.0,-486000000.0,-27000000.0,174000000.0,3000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 15:35:59+00:00,,193000000.0,-57000000.0,-71000000.0,,,,-417000000.0,-119000000.0,464000000.0,-417000000.0,-119000000.0,464000000.0,-129000000.0,411000000.0,411000000.0,-69000000.0,21000000.0,-6000000.0,-250000000.0,-44000000.0,-184000000.0,-34000000.0,-141000000.0,-13000000.0,115000000.0,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,Q1TTM,2009-04-01,2010-03-31,,-447000000.0,799000000.0,-28000000.0,1065000000.0,,-245000000.0,,-1910000000.0,-1238000000.0,3253000000.0,-1910000000.0,-1238000000.0,3253000000.0,77000000.0,1974000000.0,1974000000.0,-585000000.0,170000000.0,-51000000.0,-1011000000.0,-314000000.0,-821000000.0,-623000000.0,-148000000.0,-53000000.0,373000000.0,22000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,Q4,2011-10-01,2011-12-31,,,270000000.0,11000000.0,-33000000.0,,39000000.0,,-710000000.0,-286000000.0,517000000.0,-710000000.0,-286000000.0,517000000.0,-468000000.0,422000000.0,422000000.0,-142000000.0,141000000.0,1000000.0,-275000000.0,-36000000.0,-312000000.0,-598000000.0,,-17000000.0,33000000.0,28000000.0
