company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,FY,2011-01-01,2011-12-31,2014-02-14 10:34:41+00:00,0.0,1091000000.0,22000000.0,12000000.0,,852000000.0,,-1741000000.0,-681000000.0,2288000000.0,-1741000000.0,-681000000.0,2288000000.0,-112000000.0,1684000000.0,1684000000.0,-499000000.0,435000000.0,5000000.0,-1099000000.0,-158000000.0,-968000000.0,-626000000.0,-1246000000.0,-57000000.0,389000000.0,51000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,Q3TTM,2010-10-01,2011-09-30,,,1027000000.0,28000000.0,212000000.0,,901000000.0,,-1384000000.0,-664000000.0,2719000000.0,-1384000000.0,-664000000.0,2719000000.0,699000000.0,1782000000.0,1782000000.0,-302000000.0,308000000.0,2000000.0,-1094000000.0,-139000000.0,-1009000000.0,-91000000.0,-1354000000.0,-54000000.0,454000000.0,28000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,Q3,2011-07-01,2011-09-30,,,291000000.0,-25000000.0,-29000000.0,,-187000000.0,,-438000000.0,37000000.0,750000000.0,-438000000.0,37000000.0,750000000.0,324000000.0,458000000.0,458000000.0,30000000.0,92000000.0,3000000.0,-275000000.0,-44000000.0,-221000000.0,-15000000.0,-40000000.0,-13000000.0,276000000.0,23000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-05 12:45:40+00:00,,821000000.0,11000000.0,45000000.0,,813000000.0,,-1031000000.0,-395000000.0,1771000000.0,-1031000000.0,-395000000.0,1771000000.0,356000000.0,1262000000.0,1262000000.0,-357000000.0,294000000.0,4000000.0,-824000000.0,-122000000.0,-656000000.0,-28000000.0,-1246000000.0,-40000000.0,356000000.0,23000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,Q2TTM,2010-07-01,2011-06-30,,,941000000.0,73000000.0,284000000.0,,1383000000.0,,-1540000000.0,-924000000.0,2714000000.0,-1540000000.0,-924000000.0,2714000000.0,323000000.0,1813000000.0,1813000000.0,-324000000.0,297000000.0,19000000.0,-1090000000.0,-114000000.0,-1036000000.0,-553000000.0,-1523000000.0,-54000000.0,201000000.0,6000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,Q2,2011-04-01,2011-06-30,,,287000000.0,27000000.0,180000000.0,,291000000.0,,-261000000.0,-214000000.0,771000000.0,-261000000.0,-214000000.0,771000000.0,323000000.0,432000000.0,432000000.0,-128000000.0,121000000.0,,-280000000.0,-35000000.0,-201000000.0,14000000.0,-394000000.0,-13000000.0,22000000.0,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-03 10:27:03+00:00,,530000000.0,36000000.0,74000000.0,,1000000000.0,,-593000000.0,-432000000.0,1021000000.0,-593000000.0,-432000000.0,1021000000.0,32000000.0,804000000.0,804000000.0,-387000000.0,202000000.0,1000000.0,-549000000.0,-78000000.0,-435000000.0,-13000000.0,-1206000000.0,-27000000.0,80000000.0,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,Q1TTM,2010-04-01,2011-03-31,,,863000000.0,40000000.0,-23000000.0,,1224000000.0,,-1774000000.0,-880000000.0,2530000000.0,-1774000000.0,-880000000.0,2530000000.0,-84000000.0,1904000000.0,1904000000.0,-214000000.0,191000000.0,17000000.0,-1085000000.0,-130000000.0,-1014000000.0,-575000000.0,-1474000000.0,-55000000.0,238000000.0,9000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 11:33:44+00:00,,243000000.0,9000000.0,-106000000.0,,709000000.0,,-332000000.0,-218000000.0,250000000.0,-332000000.0,-218000000.0,250000000.0,-291000000.0,372000000.0,372000000.0,-259000000.0,81000000.0,1000000.0,-269000000.0,-43000000.0,-234000000.0,-27000000.0,-812000000.0,-14000000.0,58000000.0,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2012.0,Q4,2012-10-01,2012-12-31,,,215000000.0,9000000.0,358000000.0,,-216000000.0,,-816000000.0,-455000000.0,1119000000.0,-816000000.0,-455000000.0,1119000000.0,-143000000.0,286000000.0,286000000.0,260000000.0,42000000.0,-3000000.0,-292000000.0,-151000000.0,-330000000.0,-21000000.0,-322000000.0,-7000000.0,26000000.0,3000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2012.0,FY,2012-01-01,2012-12-31,2015-02-18 09:11:32+00:00,-5000000.0,857000000.0,40000000.0,343000000.0,,588000000.0,,-1802000000.0,-1184000000.0,3288000000.0,-1802000000.0,-1184000000.0,3288000000.0,342000000.0,1828000000.0,1828000000.0,260000000.0,565000000.0,-1000000.0,-1151000000.0,-212000000.0,-1093000000.0,-492000000.0,-1284000000.0,-28000000.0,118000000.0,9000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2012.0,Q3TTM,2011-10-01,2012-09-30,,-5000000.0,912000000.0,42000000.0,-48000000.0,,843000000.0,,-1696000000.0,-1015000000.0,2686000000.0,-1696000000.0,-1015000000.0,2686000000.0,17000000.0,1964000000.0,1964000000.0,-142000000.0,664000000.0,3000000.0,-1134000000.0,-97000000.0,-1075000000.0,-1069000000.0,-962000000.0,-38000000.0,125000000.0,34000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2012.0,Q3,2012-07-01,2012-09-30,,-5000000.0,210000000.0,16000000.0,120000000.0,,213000000.0,,-348000000.0,-257000000.0,844000000.0,-348000000.0,-257000000.0,844000000.0,255000000.0,537000000.0,537000000.0,-23000000.0,99000000.0,7000000.0,-292000000.0,-24000000.0,-277000000.0,-50000000.0,-311000000.0,-7000000.0,42000000.0,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-01 11:57:38+00:00,-5000000.0,642000000.0,31000000.0,-15000000.0,,804000000.0,,-986000000.0,-729000000.0,2169000000.0,-986000000.0,-729000000.0,2169000000.0,485000000.0,1542000000.0,1542000000.0,0.0,523000000.0,2000000.0,-859000000.0,-61000000.0,-763000000.0,-471000000.0,-962000000.0,-21000000.0,92000000.0,6000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2012.0,Q2TTM,2011-07-01,2012-06-30,,,993000000.0,1000000.0,-197000000.0,,443000000.0,,-1786000000.0,-721000000.0,2592000000.0,-1786000000.0,-721000000.0,2592000000.0,86000000.0,1885000000.0,1885000000.0,-89000000.0,657000000.0,-1000000.0,-1117000000.0,-117000000.0,-1019000000.0,-1034000000.0,-691000000.0,-44000000.0,359000000.0,57000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2012.0,Q2,2012-04-01,2012-06-30,,,214000000.0,-7000000.0,-35000000.0,,-104000000.0,,-303000000.0,-221000000.0,740000000.0,-303000000.0,-221000000.0,740000000.0,209000000.0,518000000.0,518000000.0,43000000.0,309000000.0,-4000000.0,-290000000.0,-2000000.0,-227000000.0,2000000.0,-213000000.0,-7000000.0,7000000.0,5000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-02 10:31:26+00:00,,432000000.0,15000000.0,-135000000.0,,591000000.0,,-638000000.0,-472000000.0,1325000000.0,-638000000.0,-472000000.0,1325000000.0,230000000.0,1005000000.0,1005000000.0,23000000.0,424000000.0,-5000000.0,-567000000.0,-37000000.0,-486000000.0,-421000000.0,-651000000.0,-14000000.0,50000000.0,6000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2012.0,Q1TTM,2011-04-01,2012-03-31,,,1066000000.0,35000000.0,18000000.0,,838000000.0,,-1744000000.0,-714000000.0,2623000000.0,-1744000000.0,-714000000.0,2623000000.0,200000000.0,1799000000.0,1799000000.0,-260000000.0,469000000.0,3000000.0,-1107000000.0,-150000000.0,-993000000.0,-1022000000.0,-872000000.0,-50000000.0,374000000.0,52000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2012.0,Q1,2012-01-01,2012-03-31,2013-05-02 09:53:13+00:00,,218000000.0,22000000.0,-100000000.0,,695000000.0,,-335000000.0,-251000000.0,585000000.0,-335000000.0,-251000000.0,585000000.0,21000000.0,487000000.0,487000000.0,-20000000.0,115000000.0,-1000000.0,-277000000.0,-35000000.0,-259000000.0,-423000000.0,-438000000.0,-7000000.0,43000000.0,1000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2013.0,FY,2013-01-01,2013-12-31,2016-02-11 11:19:13+00:00,-32000000.0,863000000.0,-63000000.0,-7000000.0,,890000000.0,,-2185000000.0,-844000000.0,3040000000.0,-2185000000.0,-844000000.0,3040000000.0,-52000000.0,2221000000.0,2221000000.0,-37000000.0,232000000.0,-15000000.0,-1223000000.0,-93000000.0,-953000000.0,-841000000.0,-1216000000.0,-27000000.0,120000000.0,129000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2013.0,Q4,2013-10-01,2013-12-31,,,222000000.0,16000000.0,124000000.0,,-28000000.0,,-832000000.0,-254000000.0,945000000.0,-832000000.0,-254000000.0,945000000.0,-125000000.0,558000000.0,558000000.0,41000000.0,68000000.0,-5000000.0,-310000000.0,-47000000.0,-256000000.0,-299000000.0,-257000000.0,-6000000.0,38000000.0,16000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2013.0,Q3TTM,2012-10-01,2013-09-30,,-32000000.0,856000000.0,-70000000.0,227000000.0,,702000000.0,,-2169000000.0,-1045000000.0,3214000000.0,-2169000000.0,-1045000000.0,3214000000.0,-70000000.0,1949000000.0,1949000000.0,182000000.0,206000000.0,-13000000.0,-1205000000.0,-197000000.0,-1027000000.0,-563000000.0,-1281000000.0,-28000000.0,108000000.0,116000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2013.0,Q3,2013-07-01,2013-09-30,,-32000000.0,208000000.0,-18000000.0,87000000.0,,24000000.0,,-676000000.0,-199000000.0,912000000.0,-676000000.0,-199000000.0,912000000.0,19000000.0,565000000.0,565000000.0,52000000.0,18000000.0,3000000.0,-311000000.0,-46000000.0,-203000000.0,-235000000.0,-165000000.0,-7000000.0,52000000.0,27000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-21 11:18:59+00:00,-32000000.0,641000000.0,-79000000.0,-131000000.0,,918000000.0,,-1353000000.0,-590000000.0,2095000000.0,-1353000000.0,-590000000.0,2095000000.0,73000000.0,1663000000.0,1663000000.0,-78000000.0,164000000.0,-10000000.0,-913000000.0,-46000000.0,-697000000.0,-542000000.0,-959000000.0,-21000000.0,82000000.0,113000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2013.0,Q2TTM,2012-07-01,2013-06-30,,-5000000.0,858000000.0,-36000000.0,260000000.0,,891000000.0,,-1841000000.0,-1103000000.0,3146000000.0,-1841000000.0,-1103000000.0,3146000000.0,166000000.0,1921000000.0,1921000000.0,107000000.0,287000000.0,-9000000.0,-1186000000.0,-175000000.0,-1101000000.0,-378000000.0,-1427000000.0,-28000000.0,98000000.0,89000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2013.0,Q2,2013-04-01,2013-06-30,,,212000000.0,-22000000.0,-111000000.0,,500000000.0,,-291000000.0,-212000000.0,576000000.0,-291000000.0,-212000000.0,576000000.0,51000000.0,547000000.0,547000000.0,-72000000.0,96000000.0,-14000000.0,-313000000.0,,-220000000.0,-259000000.0,-308000000.0,-7000000.0,10000000.0,12000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-22 11:23:00+00:00,,433000000.0,-61000000.0,-218000000.0,,894000000.0,,-677000000.0,-391000000.0,1183000000.0,-677000000.0,-391000000.0,1183000000.0,54000000.0,1098000000.0,1098000000.0,-130000000.0,146000000.0,-13000000.0,-602000000.0,0.0,-494000000.0,-307000000.0,-794000000.0,-14000000.0,30000000.0,86000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2013.0,Q1TTM,2012-04-01,2013-03-31,,-5000000.0,860000000.0,-21000000.0,336000000.0,,287000000.0,,-1853000000.0,-1112000000.0,3310000000.0,-1853000000.0,-1112000000.0,3310000000.0,324000000.0,1892000000.0,1892000000.0,222000000.0,500000000.0,1000000.0,-1163000000.0,-177000000.0,-1108000000.0,-117000000.0,-1332000000.0,-28000000.0,95000000.0,82000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2013.0,Q1,2013-01-01,2013-03-31,2014-04-21 13:08:41+00:00,,221000000.0,-39000000.0,-107000000.0,,394000000.0,,-386000000.0,-179000000.0,607000000.0,-386000000.0,-179000000.0,607000000.0,3000000.0,551000000.0,551000000.0,-58000000.0,50000000.0,1000000.0,-289000000.0,0.0,-274000000.0,-48000000.0,-486000000.0,-7000000.0,20000000.0,74000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2014.0,FY,2014-01-01,2014-12-31,2017-02-08 12:05:32+00:00,,862000000.0,-447000000.0,-113000000.0,,1978000000.0,,-1893000000.0,-770000000.0,2845000000.0,-1893000000.0,-770000000.0,2845000000.0,-265000000.0,1595000000.0,1595000000.0,501000000.0,7000000.0,54000000.0,-1256000000.0,-151000000.0,-1039000000.0,-683000000.0,-1939000000.0,,366000000.0,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2014.0,Q4,2014-10-01,2014-12-31,,,207000000.0,-417000000.0,-107000000.0,,1204000000.0,,-570000000.0,-245000000.0,590000000.0,-570000000.0,-245000000.0,590000000.0,-642000000.0,-63000000.0,-63000000.0,553000000.0,-91000000.0,13000000.0,-314000000.0,-28000000.0,-309000000.0,-552000000.0,-817000000.0,,79000000.0,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-21 10:55:35+00:00,,655000000.0,-30000000.0,-6000000.0,,774000000.0,,-1323000000.0,-525000000.0,2255000000.0,-1323000000.0,-525000000.0,2255000000.0,377000000.0,1658000000.0,1658000000.0,-52000000.0,98000000.0,41000000.0,-942000000.0,-123000000.0,-730000000.0,-131000000.0,-1122000000.0,,287000000.0,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2014.0,Q3TTM,2013-10-01,2014-09-30,,,877000000.0,-14000000.0,118000000.0,,746000000.0,,-2155000000.0,-779000000.0,3200000000.0,-2155000000.0,-779000000.0,3200000000.0,252000000.0,2216000000.0,2216000000.0,-11000000.0,166000000.0,36000000.0,-1252000000.0,-170000000.0,-986000000.0,-430000000.0,-1379000000.0,-6000000.0,325000000.0,16000000.0
