company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2008.0,FY,,2008-12-31,2010-02-24 13:38:57+00:00,1603000000.0,2492000000.0,1723000000.0,,-2386000000.0,364000000.0,1084000000.0,131000000.0,103000000.0,240000000.0,2743000000.0,,,4882000000.0,324000000.0,2493000000.0,7667000000.0,383000000.0,189000000.0,193000000.0,2593000000.0,603000000.0,,192000000.0,,939000000.0,1219000000.0,,9465000000.0,1083000000.0,141000000.0,18089000000.0,3878000000.0,5813000000.0,4752000000.0,3878000000.0,4261000000.0,13828000000.0,18089000000.0,4609000000.0,9076000000.0,0.0,-4285000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2009.0,FY,,2009-12-31,2011-02-23 13:08:22+00:00,1920000000.0,2566000000.0,2064000000.0,,-1833000000.0,798000000.0,997000000.0,136000000.0,79000000.0,250000000.0,3275000000.0,,310000000.0,4792000000.0,355000000.0,2033000000.0,8033000000.0,284000000.0,168000000.0,377000000.0,1989000000.0,607000000.0,,331000000.0,,765000000.0,1270000000.0,,10329000000.0,610000000.0,,19209000000.0,5406000000.0,5864000000.0,4923000000.0,5406000000.0,5690000000.0,13519000000.0,19209000000.0,5312000000.0,8596000000.0,0.0,-4087000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2009.0,Q3,,2009-09-30,2009-11-06 15:29:59+00:00,1668000000.0,2449000000.0,1974000000.0,8732000000.0,,750000000.0,5191000000.0,,,,3073000000.0,16658000000.0,,4442000000.0,368000000.0,2014000000.0,7926000000.0,308000000.0,,340000000.0,1758000000.0,606000000.0,,571000000.0,460000000.0,831000000.0,1237000000.0,,,1210000000.0,,18588000000.0,5191000000.0,5784000000.0,5312000000.0,5191000000.0,5499000000.0,13089000000.0,18588000000.0,4878000000.0,7777000000.0,,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,FY,,2010-12-31,2012-02-29 11:39:21+00:00,2206000000.0,2472000000.0,2013000000.0,,-1466000000.0,876000000.0,1023000000.0,,,269000000.0,3403000000.0,,287000000.0,5120000000.0,374000000.0,2373000000.0,8356000000.0,285000000.0,,,1810000000.0,393000000.0,218000000.0,389000000.0,506000000.0,723000000.0,1394000000.0,,11086000000.0,344000000.0,,19864000000.0,5917000000.0,6328000000.0,5338000000.0,5917000000.0,6202000000.0,13662000000.0,19864000000.0,5180000000.0,8324000000.0,0.0,-4726000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,Q3,,2010-09-30,2010-11-08 11:20:27+00:00,2123000000.0,2413000000.0,1975000000.0,9418000000.0,,533000000.0,5660000000.0,,,,3348000000.0,17606000000.0,,4710000000.0,402000000.0,2402000000.0,8188000000.0,274000000.0,213000000.0,402000000.0,1789000000.0,392000000.0,218000000.0,526000000.0,330000000.0,1064000000.0,1279000000.0,,,731000000.0,,19486000000.0,5660000000.0,6092000000.0,5159000000.0,5660000000.0,5934000000.0,13552000000.0,19486000000.0,5206000000.0,8393000000.0,,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,Q2,,2010-06-30,2010-08-09 10:17:14+00:00,2055000000.0,2390000000.0,1903000000.0,9015000000.0,,585000000.0,5015000000.0,,,,3212000000.0,16871000000.0,,4442000000.0,394000000.0,2233000000.0,7856000000.0,272000000.0,190000000.0,336000000.0,1762000000.0,609000000.0,,413000000.0,341000000.0,1021000000.0,1240000000.0,,,1157000000.0,,18713000000.0,5015000000.0,5621000000.0,5456000000.0,5015000000.0,5287000000.0,13426000000.0,18713000000.0,5236000000.0,7970000000.0,,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2010.0,Q1,,2010-03-31,2010-05-14 15:30:06+00:00,1995000000.0,2557000000.0,1839000000.0,8984000000.0,,669000000.0,5396000000.0,,,,3277000000.0,16942000000.0,,4387000000.0,398000000.0,2104000000.0,7958000000.0,282000000.0,201000000.0,409000000.0,1807000000.0,608000000.0,,389000000.0,421000000.0,1037000000.0,1259000000.0,,,1001000000.0,,18997000000.0,5396000000.0,5719000000.0,5256000000.0,5396000000.0,5678000000.0,13319000000.0,18997000000.0,5320000000.0,8063000000.0,,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,FY,,2011-12-31,2013-02-22 11:35:40+00:00,2388000000.0,2602000000.0,2026000000.0,10191000000.0,-1866000000.0,764000000.0,976000000.0,,,277000000.0,3340000000.0,,265000000.0,5426000000.0,338000000.0,2356000000.0,8049000000.0,280000000.0,,,1460000000.0,394000000.0,,561000000.0,,704000000.0,1561000000.0,,8244000000.0,706000000.0,,19373000000.0,5249000000.0,6283000000.0,5397000000.0,5249000000.0,5529000000.0,13844000000.0,19373000000.0,5041000000.0,8447000000.0,0.0,-2105000000.0
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,Q3,,2011-09-30,2011-11-04 18:27:17+00:00,2262000000.0,2434000000.0,1978000000.0,10146000000.0,,1232000000.0,5179000000.0,,,,3321000000.0,18193000000.0,,5422000000.0,372000000.0,2421000000.0,8047000000.0,284000000.0,254000000.0,493000000.0,1394000000.0,394000000.0,0.0,452000000.0,818000000.0,957000000.0,788000000.0,,,758000000.0,,19630000000.0,5179000000.0,6539000000.0,5816000000.0,5179000000.0,5463000000.0,14167000000.0,19630000000.0,5044000000.0,8351000000.0,,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,Q2,,2011-06-30,2011-08-05 15:06:05+00:00,2358000000.0,2537000000.0,1984000000.0,10171000000.0,,908000000.0,5556000000.0,,,,3486000000.0,18585000000.0,,5424000000.0,420000000.0,2521000000.0,8414000000.0,301000000.0,264000000.0,526000000.0,1437000000.0,393000000.0,220000000.0,536000000.0,838000000.0,1045000000.0,784000000.0,,,1008000000.0,,20480000000.0,5556000000.0,6722000000.0,6188000000.0,5556000000.0,5857000000.0,14623000000.0,20480000000.0,5344000000.0,8435000000.0,,
Kimberly-Clark Corp,KMB,MP3J6QPYPGN75NVW2S34,55785,2011.0,Q1,,2011-03-31,2011-05-09 15:35:59+00:00,2195000000.0,2696000000.0,1887000000.0,9822000000.0,,585000000.0,5434000000.0,,,,3426000000.0,18235000000.0,,5406000000.0,413000000.0,2400000000.0,8413000000.0,287000000.0,277000000.0,431000000.0,1562000000.0,393000000.0,219000000.0,400000000.0,991000000.0,1047000000.0,803000000.0,,,719000000.0,,19992000000.0,5434000000.0,6300000000.0,5792000000.0,5434000000.0,5721000000.0,14271000000.0,19992000000.0,5279000000.0,8479000000.0,,
