company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 15:37:05+00:00,83953000.0,,-92133000.0,797984000.0,6325000.0,-663291000.0,-614564000.0,1552960000.0,-663291000.0,-614564000.0,1552960000.0,182972000.0,17795000.0,281141000.0,281141000.0,389882000.0,14974000.0,-138281000.0,-46978000.0,-2647986000.0,-78947000.0,-102123000.0,-553284000.0,2250650000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 14:57:21+00:00,78875000.0,,7390000.0,-301459000.0,333589000.0,173385000.0,-1116234000.0,316054000.0,173385000.0,-1116234000.0,316054000.0,-619405000.0,,309057000.0,309057000.0,229581000.0,26948000.0,144023000.0,-28843000.0,-5068863000.0,-30455000.0,-11165000.0,-147144000.0,3839061000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2009.0,Q4,2009-10-01,2009-12-31,,22708000.0,,-3371000.0,21646000.0,10903000.0,-106087000.0,-262261000.0,150757000.0,-106087000.0,-262261000.0,150757000.0,-220962000.0,-18497000.0,134294000.0,134294000.0,-27891000.0,24384000.0,-57096000.0,,-1062135000.0,-13348000.0,-7575000.0,-115302000.0,870318000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2009.0,Q3,2009-07-01,2009-09-30,,8340000.0,,-31015000.0,40184000.0,322686000.0,317181000.0,-495814000.0,174529000.0,317181000.0,-495814000.0,174529000.0,-35119000.0,3145000.0,97722000.0,97722000.0,28283000.0,1208000.0,56054000.0,-9643000.0,-1521805000.0,-5250000.0,-215000.0,,975187000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 09:56:47+00:00,56167000.0,,10761000.0,-323105000.0,322686000.0,279472000.0,-853973000.0,165297000.0,279472000.0,-853973000.0,165297000.0,-398443000.0,18497000.0,174763000.0,174763000.0,257472000.0,2564000.0,201119000.0,-28843000.0,-4006728000.0,-17107000.0,-3590000.0,-31842000.0,2968743000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 11:50:02+00:00,47827000.0,,41776000.0,-363289000.0,,-37709000.0,-358159000.0,-9232000.0,-37709000.0,-358159000.0,-9232000.0,-363324000.0,15352000.0,77041000.0,77041000.0,229189000.0,1356000.0,145065000.0,-19200000.0,-2484923000.0,-11857000.0,-3375000.0,-31842000.0,1993556000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 14:27:25+00:00,82867000.0,,-2066000.0,-98461000.0,309030000.0,-359075000.0,37347000.0,451316000.0,-359075000.0,37347000.0,451316000.0,127522000.0,,446405000.0,446405000.0,20505000.0,14935000.0,-297000.0,-49348000.0,-3003342000.0,-49605000.0,-162685000.0,-471007000.0,3090591000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2010.0,Q4,2010-10-01,2010-12-31,,18804000.0,,-1566000.0,-73855000.0,3393000.0,-154145000.0,-184134000.0,60599000.0,-154145000.0,-184134000.0,60599000.0,-279246000.0,-8649000.0,123969000.0,123969000.0,-8319000.0,10451000.0,-56426000.0,-18401000.0,-890194000.0,-12917000.0,10775000.0,-151714000.0,775403000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2010.0,Q3TTM,2009-10-01,2010-09-30,,86771000.0,,-3871000.0,-2960000.0,316540000.0,-311017000.0,-40780000.0,541474000.0,-311017000.0,-40780000.0,541474000.0,185806000.0,-9848000.0,456730000.0,456730000.0,933000.0,28868000.0,-967000.0,-30947000.0,-3175283000.0,-50036000.0,-181035000.0,-434595000.0,3185506000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2010.0,Q3,2010-07-01,2010-09-30,,21595000.0,,9735000.0,77315000.0,305637000.0,60941000.0,-133988000.0,204047000.0,60941000.0,-133988000.0,204047000.0,140735000.0,-1066000.0,93619000.0,93619000.0,11518000.0,895000.0,683000.0,-1751000.0,-679708000.0,-16381000.0,-155185000.0,-87589000.0,561418000.0
