company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,premiumsearned,propertyliabilityinsuranceclaims,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 15:37:05+00:00,1.68,1.68,,1.62,44919000.0,84623000.0,281403000.0,281403000.0,281141000.0,262000.0,-84623000.0,176549000.0,137280000.0,1609202000.0,105399000.0,4289580000.0,2688661000.0,84623000.0,4297863000.0,4708808000.0,326322000.0,4624185000.0,167300000.0,167300000.0,173500000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 14:57:21+00:00,1.93,1.93,,1.86,73150000.0,87989000.0,309080000.0,309080000.0,309057000.0,23000.0,-87989000.0,340600000.0,189347000.0,1624252000.0,95382000.0,3805849000.0,2336707000.0,87989000.0,3960959000.0,4431178000.0,382230000.0,4343189000.0,160357000.0,160357000.0,160357000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 09:56:47+00:00,0.61,0.61,,0.59,27987000.0,21599000.0,97788000.0,97788000.0,97722000.0,66000.0,-21599000.0,119455000.0,51201000.0,402971000.0,22513000.0,943140000.0,585964000.0,21599000.0,988935000.0,1136309000.0,125775000.0,1114710000.0,160200000.0,160200000.0,165600000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 11:50:02+00:00,0.61,0.61,,0.59,27881000.0,20213000.0,97432000.0,97432000.0,97387000.0,45000.0,-20213000.0,128210000.0,49942000.0,412305000.0,25774000.0,951172000.0,597267000.0,20213000.0,1009572000.0,1155098000.0,125313000.0,1134885000.0,159700000.0,159700000.0,165100000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2010.0,Q4,2010-10-01,2010-12-31,,0.86,0.86,,0.83,47186000.0,54203000.0,124010000.0,124010000.0,123969000.0,41000.0,-54203000.0,172021000.0,47966000.0,414431000.0,21759000.0,989596000.0,591512000.0,54203000.0,1005943000.0,1231342000.0,171196000.0,1177139000.0,148752000.0,148752000.0,148752000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 14:27:25+00:00,3.0,3.0,,2.88,152226000.0,106969000.0,446684000.0,446684000.0,446405000.0,279000.0,-106969000.0,587106000.0,214454000.0,1708323000.0,86927000.0,3835582000.0,2309867000.0,106969000.0,4018190000.0,4724069000.0,598910000.0,4617100000.0,148752000.0,148752000.0,148752000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2010.0,Q3YTD,2010-01-01,2010-09-30,,2.14,2.14,,2.05,105040000.0,52766000.0,322674000.0,322674000.0,322436000.0,238000.0,-52766000.0,415085000.0,166488000.0,1293892000.0,65168000.0,2845986000.0,1718355000.0,52766000.0,3012247000.0,3492727000.0,427714000.0,3439961000.0,147079000.0,147079000.0,147079000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2010.0,Q3,2010-07-01,2010-09-30,2011-11-07 10:55:13+00:00,0.64,0.64,,0.61,27631000.0,26725000.0,93669000.0,93669000.0,93619000.0,50000.0,-26725000.0,124347000.0,61983000.0,430180000.0,22485000.0,967297000.0,597907000.0,26725000.0,1028087000.0,1176112000.0,121300000.0,1149387000.0,147079000.0,147079000.0,147079000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 10:53:52+00:00,0.73,0.73,,0.7,35598000.0,,110224000.0,110224000.0,110207000.0,17000.0,,141265000.0,52929000.0,446771000.0,20746000.0,948128000.0,570475000.0,,1017246000.0,1163068000.0,145822000.0,1163068000.0,151215000.0,151215000.0,151215000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.5,1.5,,1.44,77409000.0,26041000.0,229005000.0,229005000.0,228817000.0,188000.0,-26041000.0,290738000.0,104505000.0,863712000.0,42683000.0,1878689000.0,1120448000.0,26041000.0,1984160000.0,2316615000.0,306414000.0,2290574000.0,151215000.0,151215000.0,151215000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 11:14:00+00:00,0.77,0.77,,0.74,41811000.0,26041000.0,118781000.0,118781000.0,118610000.0,171000.0,-26041000.0,149473000.0,51576000.0,416941000.0,21937000.0,930561000.0,549973000.0,26041000.0,966914000.0,1153547000.0,160592000.0,1127506000.0,154000000.0,154000000.0,160300000.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2011.0,Q4,2011-10-01,2011-12-31,,0.27,0.27,,0.26,4755000.0,63000.0,34935000.0,34935000.0,34843000.0,92000.0,-63000.0,-2803000.0,16601000.0,41513000.0,-1853000.0,88059000.0,18738000.0,63000.0,60251000.0,100004000.0,39690000.0,99941000.0,139687546.0,139687546.0,139687546.0
W. R. Berkley Corp,WRB,SQOAGCLKBDWNVYV1OV80,11544,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 16:51:18+00:00,2.8,2.8,,2.69,121945000.0,112512000.0,391141000.0,391141000.0,391211000.0,-70000.0,-112512000.0,651832000.0,248678000.0,1872021000.0,94607000.0,4160867000.0,2658365000.0,112512000.0,4530386000.0,5155984000.0,513086000.0,5043472000.0,139687546.0,139687546.0,139687546.0
