company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Cerner Corp,CERN,549300L4UJ40IEVVI304,804753,2009.0,FY,,2010-01-02,2011-02-16 17:16:58+00:00,36893000.0,461411000.0,79008000.0,-3254000.0,241723000.0,558371000.0,137095000.0,8055000.0,80093000.0,151479000.0,266984000.0,95506000.0,0.0,11242000.0,509178000.0,120000.0,15788000.0,98372000.0,,74591000.0,,106791000.0,1053563000.0,25014000.0,317113000.0,2148567000.0,1580678000.0,1146335000.0,358103000.0,1580678000.0,1580798000.0,567769000.0,2148567000.0,493054000.0,209666000.0,-28002000.0
Cerner Corp,CERN,549300L4UJ40IEVVI304,804753,2010.0,FY,,2011-01-01,2012-02-15 17:10:03+00:00,65035000.0,476905000.0,19788000.0,-4191000.0,214511000.0,618653000.0,109351000.0,3836000.0,86921000.0,161374000.0,283316000.0,67923000.0,264467000.0,11036000.0,498829000.0,120000.0,17303000.0,126215000.0,,68743000.0,,83272000.0,1290835000.0,24837000.0,356501000.0,2422790000.0,1905297000.0,1146061000.0,305932000.0,1905297000.0,1905417000.0,517373000.0,2422790000.0,777900000.0,211441000.0,
Cerner Corp,CERN,549300L4UJ40IEVVI304,804753,2010.0,Q3,,2010-10-02,2010-10-29 16:01:46+00:00,56671000.0,463368000.0,46593000.0,-2109000.0,211747000.0,619154000.0,117847000.0,2285000.0,78072000.0,161974000.0,283192000.0,93282000.0,205323000.0,8058000.0,500667000.0,120000.0,18578000.0,112228000.0,,69512000.0,,98741000.0,1220198000.0,25751000.0,353516000.0,2358383000.0,1809241000.0,1137715000.0,324934000.0,1809241000.0,1809361000.0,549022000.0,2358383000.0,720001000.0,224088000.0,-28002000.0
Cerner Corp,CERN,549300L4UJ40IEVVI304,804753,2010.0,Q2,,2010-07-03,2010-07-30 16:39:52+00:00,47485000.0,441567000.0,60815000.0,-21937000.0,255795000.0,598218000.0,111420000.0,7985000.0,78113000.0,160401000.0,279666000.0,90665000.0,45129000.0,9176000.0,507045000.0,120000.0,18974000.0,104840000.0,,67444000.0,,94755000.0,1159326000.0,25638000.0,376712000.0,2245675000.0,1707605000.0,1185990000.0,323471000.0,1707605000.0,1707725000.0,537950000.0,2245675000.0,552640000.0,214479000.0,-28002000.0
Cerner Corp,CERN,549300L4UJ40IEVVI304,804753,2011.0,FY,,2011-12-31,2013-02-08 16:05:05+00:00,85545000.0,563209000.0,51087000.0,-11967000.0,243146000.0,725186000.0,153139000.0,46795000.0,109227000.0,211826000.0,324116000.0,86821000.0,359324000.0,23296000.0,488996000.0,120000.0,13787000.0,150229000.0,,113783000.0,,94232000.0,1597462000.0,39722000.0,531635000.0,3000358000.0,2310681000.0,1502313000.0,438720000.0,2310681000.0,2310801000.0,689557000.0,3000358000.0,1009049000.0,250837000.0,
Cerner Corp,CERN,549300L4UJ40IEVVI304,804753,2011.0,Q3,,2011-10-01,2011-10-28 16:03:54+00:00,79345000.0,548048000.0,32262000.0,-11656000.0,231194000.0,712620000.0,137924000.0,10560000.0,93411000.0,187857000.0,302360000.0,99281000.0,334765000.0,12286000.0,493594000.0,120000.0,11913000.0,147518000.0,,101860000.0,,97033000.0,1506270000.0,34560000.0,524011000.0,2843568000.0,2207234000.0,1423132000.0,377502000.0,2207234000.0,2207354000.0,636214000.0,2843568000.0,926842000.0,258712000.0,
Cerner Corp,CERN,549300L4UJ40IEVVI304,804753,2011.0,Q2,,2011-07-02,2011-08-01 16:24:30+00:00,72571000.0,504290000.0,24931000.0,11702000.0,214056000.0,690879000.0,132721000.0,8737000.0,90908000.0,189194000.0,303855000.0,84871000.0,329990000.0,13076000.0,497770000.0,120000.0,13946000.0,140903000.0,,86676000.0,,105197000.0,1427435000.0,29820000.0,467966000.0,2720807000.0,2130016000.0,1313322000.0,350951000.0,2130016000.0,2130136000.0,590671000.0,2720807000.0,909715000.0,239720000.0,
Cerner Corp,CERN,549300L4UJ40IEVVI304,804753,2011.0,Q1,,2011-04-02,2011-04-29 16:18:56+00:00,68159000.0,469180000.0,19555000.0,7500000.0,184567000.0,687677000.0,123198000.0,8573000.0,76796000.0,162628000.0,286262000.0,74314000.0,337852000.0,13657000.0,495600000.0,120000.0,15042000.0,134673000.0,,75386000.0,,101525000.0,1355391000.0,27121000.0,426314000.0,2561544000.0,2022566000.0,1203816000.0,314829000.0,2022566000.0,2022686000.0,538858000.0,2561544000.0,862128000.0,224029000.0,-28002000.0
Cerner Corp,CERN,549300L4UJ40IEVVI304,804753,2012.0,FY,,2012-12-29,2014-02-05 16:05:13+00:00,141212000.0,577848000.0,64413000.0,-5255000.0,317120000.0,844211000.0,189652000.0,38620000.0,125253000.0,247616000.0,399352000.0,136557000.0,509467000.0,23681000.0,569708000.0,,10937000.0,143212000.0,,187819000.0,,113572000.0,1994694000.0,59582000.0,719665000.0,3704468000.0,2833650000.0,1790506000.0,580112000.0,2833650000.0,2833650000.0,870818000.0,3704468000.0,1344254000.0,290706000.0,0.0
Cerner Corp,CERN,549300L4UJ40IEVVI304,804753,2012.0,Q3,,2012-09-29,2012-10-26 16:04:38+00:00,134775000.0,542415000.0,17628000.0,-6174000.0,288101000.0,819845000.0,179783000.0,11520000.0,108842000.0,211793000.0,327353000.0,141678000.0,462999000.0,24308000.0,551663000.0,120000.0,13941000.0,122153000.0,,170868000.0,,128541000.0,1882886000.0,54979000.0,750895000.0,3470456000.0,2696557000.0,1745780000.0,496007000.0,2696557000.0,2696677000.0,773779000.0,3470456000.0,1173013000.0,277772000.0,
