company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-27 17:00:34+00:00,-48465000.0,16887000.0,45336000.0,20678000.0,107330000.0,-8022000.0,-13695000.0,,60844000.0,-415332000.0,-155629000.0,590405000.0,-415332000.0,-155629000.0,592585000.0,13602000.0,426710000.0,426710000.0,,53173000.0,33746000.0,-24137000.0,,-124162000.0,-91799000.0,-5819000.0,-379941000.0,8772000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2009.0,Q4,2009-10-01,2009-12-31,,-1347000.0,6899000.0,77121000.0,3185000.0,35575000.0,124000.0,56936000.0,,485458000.0,-182906000.0,-24204000.0,243545000.0,-182906000.0,-24204000.0,243545000.0,36559000.0,65338000.0,65338000.0,,78797000.0,10044000.0,1067000.0,,-37927000.0,-27772000.0,-386340000.0,-254141000.0,3848000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 15:07:32+00:00,-15440000.0,25718000.0,146385000.0,41106000.0,145186000.0,-2840000.0,133912000.0,,491736000.0,-682830000.0,-130399000.0,859186000.0,-682830000.0,-130399000.0,859186000.0,43117000.0,435848000.0,435848000.0,,118522000.0,44241000.0,-29230000.0,,-162561000.0,-91328000.0,-525883000.0,-530363000.0,5599000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2009.0,Q3TTM,2008-10-01,2009-09-30,,-34316000.0,0.0,133336000.0,82172000.0,0.0,2450000.0,0.0,,-41181000.0,-84592000.0,49434000.0,899289000.0,-84592000.0,49434000.0,899289000.0,-8157000.0,420676000.0,420676000.0,,478613000.0,687733000.0,168601000.0,-874738000.0,-165583000.0,-88960000.0,-275740000.0,-289821000.0,4109000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2009.0,Q3,2009-07-01,2009-09-30,,-35000.0,6623000.0,42388000.0,13724000.0,36411000.0,-10348000.0,114767000.0,,1798000.0,-341031000.0,-14327000.0,349217000.0,-341031000.0,-14327000.0,349217000.0,-16489000.0,175208000.0,175208000.0,,16208000.0,19013000.0,8121000.0,,-41444000.0,-22660000.0,-93543000.0,-226855000.0,247000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-28 11:47:33+00:00,-14093000.0,18819000.0,69264000.0,37921000.0,109611000.0,-2964000.0,76976000.0,,6278000.0,-499924000.0,-106195000.0,615641000.0,-499924000.0,-106195000.0,615641000.0,6558000.0,370510000.0,370510000.0,,39725000.0,34197000.0,-30297000.0,,-124634000.0,-63556000.0,-139543000.0,-276222000.0,1751000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2009.0,Q2,2009-04-01,2009-06-30,,-1040000.0,5968000.0,14215000.0,5804000.0,37317000.0,11530000.0,167147000.0,,-245107000.0,-341942000.0,-41266000.0,378692000.0,-341942000.0,-41266000.0,378692000.0,7014000.0,158023000.0,158023000.0,,10237000.0,6870000.0,-22996000.0,,-41547000.0,-18460000.0,-35101000.0,-27057000.0,1230000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-27 15:31:45+00:00,-14058000.0,12196000.0,26876000.0,24197000.0,73200000.0,7384000.0,-37791000.0,,4480000.0,-158893000.0,-91868000.0,266424000.0,-158893000.0,-91868000.0,266424000.0,23047000.0,195302000.0,195302000.0,,23517000.0,15184000.0,-38418000.0,,-83190000.0,-40896000.0,-46000000.0,-49367000.0,1504000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 14:51:00+00:00,-13018000.0,6228000.0,12661000.0,18393000.0,35883000.0,-4146000.0,-204938000.0,,249587000.0,183049000.0,-50602000.0,-112268000.0,183049000.0,-50602000.0,-112268000.0,16033000.0,37279000.0,37279000.0,,13280000.0,8314000.0,-15422000.0,,-41643000.0,-22436000.0,-10899000.0,-22310000.0,274000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2010.0,Q4,2010-10-01,2010-12-31,,-33821000.0,13190000.0,41809000.0,24004000.0,39674000.0,-5816000.0,124105000.0,,45586000.0,-146626000.0,-82901000.0,228980000.0,-146626000.0,-82901000.0,228980000.0,-6363000.0,72918000.0,72918000.0,,-20907000.0,34457000.0,-3535000.0,,-38738000.0,-49046000.0,-65812000.0,-122119000.0,3501000.0
