company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2010.0,Q3YTD,2010-01-01,2010-09-30,,,3.6,3.6,0.36,3.54,,184518000.0,389567000.0,389567000.0,,389567000.0,3245359000.0,5880805000.0,-292000.0,2013976000.0,3245359000.0,2635446000.0,49220000.0,2127000.0,2013976000.0,621470000.0,-47385000.0,574085000.0,5880805000.0,107500000.0,106454042.0,108397737.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2010.0,Q3TTM,2009-10-01,2010-09-30,,,4.19,4.19,1.78,4.14,14144000.0,200333000.0,454905000.0,454905000.0,,454905000.0,4085957000.0,7479641000.0,-22841000.0,2645951000.0,4085957000.0,3393684000.0,58217000.0,2707000.0,2660095000.0,733589000.0,-78351000.0,655238000.0,7479641000.0,107500000.0,106454042.0,108397737.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2010.0,Q3,2010-07-01,2010-09-30,2011-10-27 12:06:02+00:00,,1.63,1.63,,1.6,,80121000.0,175258000.0,175258000.0,,175258000.0,1200674000.0,2172259000.0,-3049000.0,702855000.0,1200674000.0,971585000.0,11310000.0,1008000.0,702855000.0,268730000.0,-13351000.0,255379000.0,2172259000.0,107500000.0,106454042.0,108397737.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2010.0,Q2YTD,2010-01-01,2010-06-30,,,1.97,1.97,0.36,1.94,,104397000.0,214309000.0,214309000.0,,214309000.0,2044685000.0,3708546000.0,2757000.0,1311121000.0,2044685000.0,1663861000.0,37910000.0,1119000.0,1311121000.0,352740000.0,-34034000.0,318706000.0,3708546000.0,108800000.0,107686335.0,109832652.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2010.0,Q2TTM,2009-07-01,2010-06-30,,,4.09,4.09,1.78,4.05,14144000.0,203652000.0,454855000.0,454855000.0,,454855000.0,3953209000.0,7304291000.0,-21059000.0,2604211000.0,3953209000.0,3351082000.0,55378000.0,2217000.0,2618355000.0,732727000.0,-74220000.0,658507000.0,7304291000.0,108800000.0,107686335.0,109832652.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2010.0,Q2,2010-04-01,2010-06-30,2011-07-27 15:28:01+00:00,,1.67,1.67,,1.64,,77542000.0,181706000.0,181706000.0,,181706000.0,1171171000.0,2143064000.0,9555000.0,696340000.0,1171171000.0,971893000.0,26340000.0,480000.0,696340000.0,275553000.0,-16305000.0,259248000.0,2143064000.0,108800000.0,107686335.0,109832652.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2010.0,Q1TTM,2009-04-01,2010-03-31,,,3.78,3.78,1.78,3.76,14144000.0,200210000.0,431172000.0,431172000.0,,431172000.0,3834523000.0,7109054000.0,-28084000.0,2563923000.0,3834523000.0,3274531000.0,39394000.0,2396000.0,2578067000.0,696464000.0,-65082000.0,631382000.0,7109054000.0,108700000.0,107959598.0,109494011.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2010.0,Q1,2010-01-01,2010-03-31,2011-04-26 12:15:46+00:00,,0.3,0.3,0.36,0.3,,26855000.0,32603000.0,32603000.0,,32603000.0,873514000.0,1565482000.0,-6798000.0,614781000.0,873514000.0,691968000.0,11570000.0,639000.0,614781000.0,77187000.0,-17729000.0,59458000.0,1565482000.0,108700000.0,107959598.0,109494011.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,Q4,2011-10-01,2011-12-31,,,0.15,0.15,1.1,0.14,5492000.0,114991000.0,14552000.0,14552000.0,,14552000.0,1184342000.0,2070442000.0,11432000.0,754614000.0,1184342000.0,886100000.0,9623000.0,1740000.0,760106000.0,125994000.0,3549000.0,129543000.0,2070442000.0,103471323.0,103471323.0,103471323.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 14:26:31+00:00,,4.22,4.22,1.46,4.14,5492000.0,299688000.0,441860000.0,441860000.0,,441860000.0,5021137000.0,8765699000.0,4809000.0,2963545000.0,5021137000.0,3744562000.0,42497000.0,3711000.0,2969037000.0,775525000.0,-33977000.0,741548000.0,8765699000.0,103471323.0,103471323.0,103471323.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,Q3YTD,2011-01-01,2011-09-30,,,4.07,4.07,0.37,4.0,,184697000.0,427308000.0,427308000.0,,427308000.0,3836795000.0,6695257000.0,-6623000.0,2208931000.0,3836795000.0,2858462000.0,32874000.0,1971000.0,2208931000.0,649531000.0,-37526000.0,612005000.0,6695257000.0,103400000.0,102151164.0,104123272.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,Q3TTM,2010-10-01,2011-09-30,,,4.75,4.75,1.44,4.67,4484000.0,215478000.0,500226000.0,500226000.0,,500226000.0,4886782000.0,8590876000.0,-5550000.0,2926880000.0,4886782000.0,3704094000.0,54249000.0,2773000.0,2931364000.0,772730000.0,-57026000.0,715704000.0,8590876000.0,103400000.0,102151164.0,104123272.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,Q3,2011-07-01,2011-09-30,2012-10-26 09:13:52+00:00,,1.74,1.74,,1.71,,80399000.0,179877000.0,179877000.0,,179877000.0,1446621000.0,2484920000.0,-6632000.0,761779000.0,1446621000.0,1038299000.0,10452000.0,840000.0,761779000.0,276520000.0,-16244000.0,260276000.0,2484920000.0,103400000.0,102151164.0,104123272.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,Q2YTD,2011-01-01,2011-06-30,,,2.33,2.33,0.37,2.29,,104298000.0,247431000.0,247431000.0,,247431000.0,2390174000.0,4210337000.0,9000.0,1447152000.0,2390174000.0,1820163000.0,22422000.0,1131000.0,1447152000.0,373011000.0,-21282000.0,351729000.0,4210337000.0,106000000.0,104676477.0,106876461.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,Q2TTM,2010-07-01,2011-06-30,,,4.64,4.64,1.44,4.56,4484000.0,215200000.0,495607000.0,495607000.0,,495607000.0,4640835000.0,8278215000.0,-1967000.0,2867956000.0,4640835000.0,3637380000.0,55107000.0,2941000.0,2872440000.0,764940000.0,-54133000.0,710807000.0,8278215000.0,106000000.0,104676477.0,106876461.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,Q2,2011-04-01,2011-06-30,2012-07-25 14:47:14+00:00,,1.69,1.69,,1.66,,77901000.0,179115000.0,179115000.0,,179115000.0,1331996000.0,2354751000.0,57000.0,754857000.0,1331996000.0,1022755000.0,11747000.0,808000.0,754857000.0,267898000.0,-10882000.0,257016000.0,2354751000.0,106000000.0,104676477.0,106876461.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,Q1TTM,2010-04-01,2011-03-31,,,4.62,4.62,1.44,4.54,4484000.0,214841000.0,498198000.0,498198000.0,,498198000.0,4480010000.0,8066528000.0,7531000.0,2809439000.0,4480010000.0,3586518000.0,69700000.0,2613000.0,2813923000.0,772595000.0,-59556000.0,713039000.0,8066528000.0,106700000.0,104991014.0,107362669.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,Q1,2011-01-01,2011-03-31,2012-04-25 15:01:03+00:00,,0.64,0.64,0.365,0.63,,26397000.0,68316000.0,68316000.0,,68316000.0,1058178000.0,1855586000.0,-48000.0,692295000.0,1058178000.0,797408000.0,10675000.0,323000.0,692295000.0,105113000.0,-10400000.0,94713000.0,1855586000.0,106700000.0,104991014.0,107362669.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,Q4,2012-10-01,2012-12-31,,,0.66,0.66,0.78,0.66,4086000.0,26141000.0,68052000.0,68052000.0,,68052000.0,1226362000.0,2221870000.0,1659000.0,887978000.0,1226362000.0,995508000.0,11863000.0,953000.0,892064000.0,103444000.0,-9251000.0,94193000.0,2221870000.0,101714901.0,101714901.0,101714901.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 14:18:55+00:00,,6.15,6.15,1.56,6.02,4086000.0,276275000.0,631034000.0,631034000.0,,631034000.0,5328236000.0,9534462000.0,9940000.0,3264896000.0,5328236000.0,4206226000.0,42788000.0,2913000.0,3268982000.0,937244000.0,-29935000.0,907309000.0,9534462000.0,101714901.0,101714901.0,101714901.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,Q3YTD,2012-01-01,2012-09-30,,,5.49,5.49,0.78,5.36,,250134000.0,562982000.0,562982000.0,,562982000.0,4101874000.0,7312592000.0,8281000.0,2376918000.0,4101874000.0,3210718000.0,30925000.0,1960000.0,2376918000.0,833800000.0,-20684000.0,813116000.0,7312592000.0,102600000.0,101525658.0,104019320.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,Q3TTM,2011-10-01,2012-09-30,,,5.64,5.64,1.88,5.5,5492000.0,365125000.0,577534000.0,577534000.0,,577534000.0,5286216000.0,9383034000.0,19713000.0,3131532000.0,5286216000.0,4096818000.0,40548000.0,3700000.0,3137024000.0,959794000.0,-17135000.0,942659000.0,9383034000.0,102600000.0,101525658.0,104019320.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,Q3,2012-07-01,2012-09-30,2013-10-30 14:39:26+00:00,,2.29,2.29,0.39,2.24,,108045000.0,234953000.0,234953000.0,,234953000.0,1452944000.0,2603226000.0,3190000.0,800909000.0,1452944000.0,1150282000.0,10358000.0,793000.0,800909000.0,349373000.0,-6375000.0,342998000.0,2603226000.0,102600000.0,101525658.0,104019320.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,Q2YTD,2012-01-01,2012-06-30,,,3.2,3.2,0.39,3.12,,142089000.0,328029000.0,328029000.0,,328029000.0,2648930000.0,4709366000.0,5091000.0,1576009000.0,2648930000.0,2060436000.0,20567000.0,1167000.0,1576009000.0,484427000.0,-14309000.0,470118000.0,4709366000.0,102200000.0,101446643.0,104003128.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,Q2TTM,2011-07-01,2012-06-30,,,5.09,5.09,1.49,4.97,5492000.0,337479000.0,522458000.0,522458000.0,,522458000.0,5279893000.0,9264728000.0,9891000.0,3092402000.0,5279893000.0,3984835000.0,40642000.0,3747000.0,3097894000.0,886941000.0,-27004000.0,859937000.0,9264728000.0,102200000.0,101446643.0,104003128.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,Q2,2012-04-01,2012-06-30,2013-07-24 16:32:48+00:00,,2.23,2.23,,2.17,,99990000.0,227813000.0,227813000.0,,227813000.0,1422425000.0,2573022000.0,104000.0,813293000.0,1422425000.0,1150597000.0,10230000.0,625000.0,813293000.0,337304000.0,-9501000.0,327803000.0,2573022000.0,102200000.0,101446643.0,104003128.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,Q1TTM,2011-04-01,2012-03-31,,,4.55,4.55,1.49,4.46,5492000.0,315390000.0,473760000.0,473760000.0,,473760000.0,5189464000.0,9046457000.0,9844000.0,3033966000.0,5189464000.0,3856993000.0,42159000.0,3930000.0,3039458000.0,817535000.0,-28385000.0,789150000.0,9046457000.0,103300000.0,102070349.0,104458088.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,Q1,2012-01-01,2012-03-31,2013-04-24 12:05:37+00:00,,0.97,0.97,0.39,0.95,,42099000.0,100216000.0,100216000.0,,100216000.0,1226505000.0,2136344000.0,4987000.0,762716000.0,1226505000.0,909839000.0,10337000.0,542000.0,762716000.0,147123000.0,-4808000.0,142315000.0,2136344000.0,103300000.0,102070349.0,104458088.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2013.0,Q4,2013-10-01,2013-12-31,,,1.17,1.17,0.5,1.14,,33105000.0,116123000.0,116123000.0,,116123000.0,1332880000.0,2457058000.0,552000.0,959441000.0,1332880000.0,1124178000.0,16940000.0,879000.0,959441000.0,164737000.0,-15509000.0,149228000.0,2457058000.0,100897512.0,100897512.0,100897512.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2013.0,FY,2013-01-01,2013-12-31,2015-02-25 14:18:55+00:00,,7.41,7.41,2.0,7.26,,333397000.0,752561000.0,752561000.0,,752561000.0,5568966000.0,10185532000.0,-936000.0,3470200000.0,5568966000.0,4616566000.0,62714000.0,3242000.0,3470200000.0,1146366000.0,-60408000.0,1085958000.0,10185532000.0,100897512.0,100897512.0,100897512.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2013.0,Q3YTD,2013-01-01,2013-09-30,,,6.24,6.24,1.5,6.12,,300292000.0,636438000.0,636438000.0,,636438000.0,4236086000.0,7728474000.0,-1488000.0,2510759000.0,4236086000.0,3492388000.0,45774000.0,2363000.0,2510759000.0,981629000.0,-44899000.0,936730000.0,7728474000.0,101100000.0,100460185.0,102622514.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2013.0,Q3TTM,2012-10-01,2013-09-30,,,6.9,6.9,2.28,6.78,4086000.0,326433000.0,704490000.0,704490000.0,,704490000.0,5462448000.0,9950344000.0,171000.0,3398737000.0,5462448000.0,4487896000.0,57637000.0,3316000.0,3402823000.0,1085073000.0,-54150000.0,1030923000.0,9950344000.0,101100000.0,100460185.0,102622514.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2013.0,Q3,2013-07-01,2013-09-30,2014-10-29 15:58:18+00:00,,2.6,2.6,0.5,2.55,,124496000.0,262966000.0,262966000.0,,262966000.0,1551459000.0,2847417000.0,-3494000.0,890524000.0,1551459000.0,1295958000.0,15394000.0,916000.0,890524000.0,405434000.0,-17972000.0,387462000.0,2847417000.0,101100000.0,100460185.0,102622514.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2013.0,Q2YTD,2013-01-01,2013-06-30,,,3.64,3.64,1.0,3.57,,175796000.0,373472000.0,373472000.0,,373472000.0,2684627000.0,4881057000.0,2006000.0,1620235000.0,2684627000.0,2196430000.0,30380000.0,1447000.0,1620235000.0,576195000.0,-26927000.0,549268000.0,4881057000.0,102500000.0,101665737.0,103896780.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2013.0,Q2TTM,2012-07-01,2013-06-30,,,6.59,6.59,2.17,6.47,4086000.0,309982000.0,676477000.0,676477000.0,,676477000.0,5363933000.0,9706153000.0,6855000.0,3309122000.0,5363933000.0,4342220000.0,52601000.0,3193000.0,3313208000.0,1029012000.0,-42553000.0,986459000.0,9706153000.0,102500000.0,101665737.0,103896780.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2013.0,Q2,2013-04-01,2013-06-30,2014-07-24 09:58:47+00:00,,2.51,2.51,0.5,2.46,,123597000.0,257287000.0,257287000.0,,257287000.0,1480310000.0,2713889000.0,-715000.0,837609000.0,1480310000.0,1233579000.0,15069000.0,698000.0,837609000.0,395970000.0,-15086000.0,380884000.0,2713889000.0,102500000.0,101665737.0,103896780.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2013.0,Q1TTM,2012-04-01,2013-03-31,,,6.31,6.31,1.67,6.18,4086000.0,286375000.0,647003000.0,647003000.0,,647003000.0,5306048000.0,9565286000.0,7674000.0,3284806000.0,5306048000.0,4259238000.0,47762000.0,3120000.0,3288892000.0,970346000.0,-36968000.0,933378000.0,9565286000.0,102800000.0,101961059.0,104256263.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2013.0,Q1,2013-01-01,2013-03-31,2014-04-23 11:54:17+00:00,,1.13,1.13,0.5,1.11,,52199000.0,116185000.0,116185000.0,,116185000.0,1204317000.0,2167168000.0,2721000.0,782626000.0,1204317000.0,962851000.0,15311000.0,749000.0,782626000.0,180225000.0,-11841000.0,168384000.0,2167168000.0,102800000.0,101961059.0,104256263.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 14:13:20+00:00,,9.0,9.0,2.2,8.77,,392339000.0,865887000.0,865887000.0,,865887000.0,5965049000.0,11129533000.0,-22082000.0,3822966000.0,5965049000.0,5164484000.0,64205000.0,2995000.0,3822966000.0,1341518000.0,-83292000.0,1258226000.0,11129533000.0,96190101.0,96190101.0,96190101.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2014.0,Q4,2014-10-01,2014-12-31,,,1.42,1.42,0.55,1.34,,56128000.0,132743000.0,132743000.0,,132743000.0,1351437000.0,2569412000.0,-29248000.0,985329000.0,1351437000.0,1217975000.0,15412000.0,885000.0,985329000.0,232646000.0,-43775000.0,188871000.0,2569412000.0,96190101.0,96190101.0,96190101.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2014.0,Q3,2014-07-01,2014-09-30,2015-10-29 13:26:58+00:00,,3.42,3.42,0.55,3.35,,147808000.0,326240000.0,326240000.0,,326240000.0,1679615000.0,3150570000.0,2720000.0,984366000.0,1679615000.0,1470955000.0,16025000.0,764000.0,984366000.0,486589000.0,-12541000.0,474048000.0,3150570000.0,95400000.0,94800191.0,96714043.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2014.0,Q3YTD,2014-01-01,2014-09-30,,,7.58,7.58,1.65,7.43,,336211000.0,733144000.0,733144000.0,,733144000.0,4613612000.0,8560121000.0,7166000.0,2837637000.0,4613612000.0,3946509000.0,48793000.0,2110000.0,2837637000.0,1108872000.0,-39517000.0,1069355000.0,8560121000.0,95400000.0,94800191.0,96714043.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2014.0,Q3TTM,2013-10-01,2014-09-30,,,8.75,8.75,2.15,8.57,,369316000.0,849267000.0,849267000.0,,849267000.0,5946492000.0,11017179000.0,7718000.0,3797078000.0,5946492000.0,5070687000.0,65733000.0,2989000.0,3797078000.0,1273609000.0,-55026000.0,1218583000.0,11017179000.0,95400000.0,94800191.0,96714043.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2014.0,Q2YTD,2014-01-01,2014-06-30,,,4.16,4.16,1.1,4.08,,188403000.0,406904000.0,406904000.0,,406904000.0,2933997000.0,5409551000.0,4446000.0,1853271000.0,2933997000.0,2475554000.0,32768000.0,1346000.0,1853271000.0,622283000.0,-26976000.0,595307000.0,5409551000.0,97100000.0,96599869.0,98541909.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2014.0,Q2TTM,2013-07-01,2014-06-30,,,7.93,7.93,2.1,7.77,,346004000.0,785993000.0,785993000.0,,785993000.0,5818336000.0,10714026000.0,1504000.0,3703236000.0,5818336000.0,4895690000.0,65102000.0,3141000.0,3703236000.0,1192454000.0,-60457000.0,1131997000.0,10714026000.0,97100000.0,96599869.0,98541909.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2014.0,Q2,2014-04-01,2014-06-30,2015-07-22 12:02:03+00:00,,3.0,3.0,0.55,2.94,,137783000.0,291447000.0,291447000.0,,291447000.0,1633342000.0,3042995000.0,4377000.0,969183000.0,1633342000.0,1409653000.0,16374000.0,757000.0,969183000.0,440470000.0,-11240000.0,429230000.0,3042995000.0,97100000.0,96599869.0,98541909.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2014.0,Q1TTM,2013-04-01,2014-03-31,,,7.44,7.44,2.05,7.29,,331818000.0,751833000.0,751833000.0,,751833000.0,5665304000.0,10384920000.0,-3588000.0,3571662000.0,5665304000.0,4719616000.0,63797000.0,3082000.0,3571662000.0,1147954000.0,-64303000.0,1083651000.0,10384920000.0,99500000.0,98833210.0,100858881.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2014.0,Q1,2014-01-01,2014-03-31,2015-04-22 12:58:48+00:00,,1.16,1.16,0.55,1.14,,50620000.0,115457000.0,115457000.0,,115457000.0,1300655000.0,2366556000.0,69000.0,884088000.0,1300655000.0,1065901000.0,16394000.0,589000.0,884088000.0,181813000.0,-15736000.0,166077000.0,2366556000.0,99500000.0,98833210.0,100858881.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 14:11:44+00:00,28237000.0,11.43,11.43,2.68,11.15,0.0,495117000.0,1053849000.0,1053849000.0,0.0,1053849000.0,5779691000.0,11339304000.0,-36350000.0,3885668000.0,5779691000.0,5559613000.0,62000000.0,1399000.0,3913905000.0,1645708000.0,-96951000.0,1549000000.0,11339304000.0,92197207.0,92197207.0,92197207.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2015.0,Q4,2015-10-01,2015-12-31,,28237000.0,2.16,2.16,0.67,2.1,,99204000.0,198017000.0,198017000.0,,198017000.0,1281970000.0,2604596000.0,-14442000.0,963622000.0,1281970000.0,1322626000.0,19769000.0,456000.0,991859000.0,330767000.0,-33755000.0,297255000.0,2604596000.0,92197207.0,92197207.0,92197207.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2015.0,Q3,2015-07-01,2015-09-30,2016-10-26 10:09:33+00:00,,4.06,4.06,0.67,3.97,,176231000.0,374491000.0,374491000.0,,374491000.0,1577733000.0,3152285000.0,-13178000.0,993625000.0,1577733000.0,1574552000.0,16995000.0,-32000.0,993625000.0,580927000.0,-30205000.0,550722000.0,3152285000.0,92200000.0,92196458.0,94433075.0
