company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2008.0,FY,,2008-12-31,2011-02-23 15:33:52+00:00,738093000.0,769985000.0,1396357000.0,-410618000.0,26212000.0,227147000.0,97568000.0,58510000.0,194787000.0,215637000.0,1006712000.0,2256482000.0,299963000.0,303727000.0,864200000.0,860125000.0,,,248603000.0,151240000.0,415338000.0,799609000.0,124117000.0,321045000.0,4245141000.0,530008000.0,4415759000.0,1388895000.0,1909205000.0,1936736000.0,1605648000.0,1605648000.0,2810111000.0,4415759000.0,1646429000.0,873375000.0,216753000.0,-3472384000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2008.0,Q3,,2008-09-30,2009-10-27 17:00:34+00:00,882313000.0,1072964000.0,1392675000.0,-221481000.0,40927000.0,226761000.0,103725000.0,204719000.0,183775000.0,412537000.0,1002802000.0,2277592000.0,337354000.0,297391000.0,863459000.0,884917000.0,,,265218000.0,195816000.0,410640000.0,739780000.0,154655000.0,357402000.0,4235925000.0,729412000.0,5069156000.0,1521533000.0,2276891000.0,2410859000.0,1738286000.0,1738286000.0,3330870000.0,5069156000.0,1907348000.0,920011000.0,216753000.0,-3459452000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2009.0,FY,,2009-12-31,2012-02-23 15:07:32+00:00,674766000.0,696055000.0,1402472000.0,-317455000.0,69329000.0,1297610000.0,121276000.0,76499000.0,176538000.0,245301000.0,1014825000.0,2221157000.0,279413000.0,782670000.0,738488000.0,818685000.0,,,283784000.0,144871000.0,430924000.0,-216753000.0,195612000.0,372783000.0,4518428000.0,34941000.0,4323855000.0,1274197000.0,1770019000.0,1393668000.0,1490950000.0,1490950000.0,2832905000.0,4323855000.0,1735151000.0,1439237000.0,216753000.0,-4007633000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2009.0,Q3,,2009-09-30,2010-10-28 11:47:33+00:00,728420000.0,901199000.0,1397160000.0,-334150000.0,32770000.0,228421000.0,99389000.0,140053000.0,180833000.0,215525000.0,1011015000.0,2229773000.0,298430000.0,289421000.0,726493000.0,832613000.0,,,250795000.0,162863000.0,415252000.0,852829000.0,169153000.0,320266000.0,4492042000.0,421558000.0,4449450000.0,1486099000.0,1922714000.0,1886116000.0,1702852000.0,1702852000.0,2746598000.0,4449450000.0,1694123000.0,860482000.0,216753000.0,-3753043000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2009.0,Q2,,2009-06-30,2010-07-27 15:31:45+00:00,704747000.0,908660000.0,1377089000.0,-368066000.0,49259000.0,227964000.0,98848000.0,117484000.0,172836000.0,215648000.0,1011284000.0,2219392000.0,300423000.0,291025000.0,769992000.0,842303000.0,,,250090000.0,151012000.0,398943000.0,825367000.0,154681000.0,323267000.0,4358169000.0,509720000.0,4502110000.0,1517245000.0,1977771000.0,1903730000.0,1733998000.0,1733998000.0,2768112000.0,4502110000.0,1682036000.0,864382000.0,216753000.0,-3526189000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2009.0,Q1,,2009-03-31,2010-04-28 14:51:00+00:00,629965000.0,785640000.0,1365471000.0,-414814000.0,42245000.0,227793000.0,97676000.0,51436000.0,127151000.0,214816000.0,1009069000.0,2213940000.0,299629000.0,297754000.0,838816000.0,848469000.0,,,249384000.0,143312000.0,373482000.0,809686000.0,132684000.0,321107000.0,4241586000.0,780118000.0,4412356000.0,1365206000.0,1907689000.0,1962152000.0,1581959000.0,1581959000.0,2830397000.0,4412356000.0,1656198000.0,868245000.0,216753000.0,-3499045000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2010.0,FY,,2010-12-31,2013-02-28 11:06:52+00:00,909649000.0,916661000.0,1474057000.0,-278321000.0,58585000.0,1454255000.0,127348000.0,62547000.0,253247000.0,248333000.0,1102458000.0,2426175000.0,320504000.0,648326000.0,917701000.0,952118000.0,,,295896000.0,193427000.0,442030000.0,-216753000.0,332100000.0,551633000.0,4824489000.0,396467000.0,5169235000.0,1392687000.0,2213722000.0,2063940000.0,1609440000.0,1609440000.0,3559795000.0,5169235000.0,2003395000.0,1495855000.0,216753000.0,-4390983000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2010.0,Q3,,2010-09-30,2011-10-27 12:06:02+00:00,927616000.0,1069890000.0,1512770000.0,-292164000.0,64948000.0,1413536000.0,121438000.0,139956000.0,233771000.0,250679000.0,1085703000.0,2425650000.0,339188000.0,705472000.0,858988000.0,912880000.0,0.0,,285104000.0,209838000.0,462888000.0,-216753000.0,267131000.0,421870000.0,4790309000.0,360870000.0,5180683000.0,1426383000.0,2325102000.0,2125101000.0,1643136000.0,1643136000.0,3537547000.0,5180683000.0,1942701000.0,1412446000.0,216753000.0,-4268545000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2010.0,Q2,,2010-06-30,2011-07-27 15:28:01+00:00,881141000.0,986327000.0,1477575000.0,-323983000.0,48401000.0,230461000.0,120948000.0,134854000.0,205119000.0,248959000.0,1011949000.0,2305088000.0,276429000.0,699815000.0,793828000.0,827513000.0,,,284660000.0,190418000.0,403671000.0,944520000.0,235514000.0,391044000.0,4653954000.0,208756000.0,4740286000.0,1314473000.0,2139922000.0,1833541000.0,1531226000.0,1531226000.0,3209060000.0,4740286000.0,1772851000.0,1375519000.0,216753000.0,-4190479000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2010.0,Q1,,2010-03-31,2011-04-26 12:15:46+00:00,705309000.0,797816000.0,1410582000.0,-306984000.0,91173000.0,229453000.0,121142000.0,62408000.0,140900000.0,247145000.0,1014911000.0,2218304000.0,273377000.0,783082000.0,787316000.0,807722000.0,,,284228000.0,152951000.0,391471000.0,884841000.0,215593000.0,388948000.0,4511663000.0,257654000.0,4509146000.0,1278393000.0,1950398000.0,1557742000.0,1495146000.0,1495146000.0,3014000000.0,4509146000.0,1751026000.0,1456258000.0,216753000.0,-4040580000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,FY,,2011-12-31,2014-02-27 14:26:31+00:00,965149000.0,989873000.0,1516420000.0,-367878000.0,32696000.0,1405079000.0,149207000.0,120555000.0,251060000.0,228350000.0,1108008000.0,2472950000.0,305873000.0,639231000.0,926809000.0,956530000.0,,,297528000.0,163008000.0,471761000.0,-160273000.0,368898000.0,612913000.0,756372000.0,354136000.0,5229252000.0,1356646000.0,2261593000.0,2162661000.0,1516919000.0,1516919000.0,3712333000.0,5229252000.0,2011129000.0,1549672000.0,160273000.0,-276654000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,Q3,,2011-09-30,2012-10-26 09:13:52+00:00,996734000.0,1173581000.0,1527666000.0,-317859000.0,46026000.0,1411404000.0,127090000.0,142717000.0,234878000.0,264293000.0,1106654000.0,2467152000.0,316476000.0,641257000.0,966756000.0,939486000.0,14625000.0,,297200000.0,195940000.0,452817000.0,-175737000.0,353837000.0,547026000.0,779509000.0,527583000.0,5490139000.0,1459565000.0,2509393000.0,2354729000.0,1635302000.0,1649927000.0,3840212000.0,5490139000.0,2041260000.0,1485483000.0,175737000.0,-237752000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,Q2,,2011-06-30,2012-07-25 14:47:14+00:00,1019310000.0,1183825000.0,1531849000.0,-245156000.0,71563000.0,1396234000.0,128492000.0,120867000.0,227509000.0,253117000.0,1113721000.0,2490155000.0,319751000.0,644255000.0,1067011000.0,958306000.0,,,296778000.0,187291000.0,441489000.0,-194275000.0,350692000.0,556112000.0,637434000.0,580637000.0,5633769000.0,1552537000.0,2638182000.0,2389812000.0,1746812000.0,1746812000.0,3886957000.0,5633769000.0,2037281000.0,1497145000.0,194275000.0,-41700000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2011.0,Q1,,2011-03-31,2012-04-25 15:01:03+00:00,954217000.0,1012150000.0,1496513000.0,-257548000.0,53947000.0,1368059000.0,128040000.0,75356000.0,174624000.0,250947000.0,1112291000.0,2442932000.0,322117000.0,650881000.0,1064103000.0,946419000.0,,,296339000.0,208160000.0,434555000.0,-203976000.0,345479000.0,561379000.0,497381000.0,688410000.0,5443653000.0,1403916000.0,2466400000.0,2327162000.0,1607892000.0,1607892000.0,3835761000.0,5443653000.0,2030834000.0,1508599000.0,203976000.0,
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,FY,,2012-12-31,2015-02-25 14:18:55+00:00,922999000.0,1032508000.0,1621695000.0,-370389000.0,862590000.0,1785411000.0,126730000.0,52104000.0,314892000.0,249911000.0,1156005000.0,2587591000.0,347553000.0,1632165000.0,920324000.0,965896000.0,,,320223000.0,207086000.0,513717000.0,-101086000.0,366134000.0,614109000.0,1226467000.0,72724000.0,6234737000.0,1690718000.0,3149238000.0,1876436000.0,1791804000.0,1791804000.0,4442933000.0,6234737000.0,2119603000.0,2566497000.0,101086000.0,-849685000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,Q3,,2012-09-30,2013-10-30 14:39:26+00:00,1034921000.0,1263079000.0,1607350000.0,-357350000.0,55181000.0,1662860000.0,149090000.0,157558000.0,300152000.0,235011000.0,1122924000.0,2550951000.0,316926000.0,635348000.0,963695000.0,943601000.0,,,299438000.0,178350000.0,465309000.0,-115321000.0,397408000.0,619045000.0,1198573000.0,334084000.0,5625265000.0,1664089000.0,2609395000.0,2292024000.0,1779410000.0,1779410000.0,3845855000.0,5625265000.0,2072269000.0,1553831000.0,115321000.0,-724673000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,Q2,,2012-06-30,2013-07-24 16:32:48+00:00,1102148000.0,1237832000.0,1578540000.0,-349288000.0,46616000.0,1538891000.0,148685000.0,126556000.0,231828000.0,232591000.0,1122274000.0,2516935000.0,314913000.0,635589000.0,1031478000.0,938395000.0,,,298798000.0,159391000.0,462040000.0,-128390000.0,394200000.0,620932000.0,1003693000.0,609231000.0,5626375000.0,1410863000.0,2624002000.0,2531803000.0,1539253000.0,1539253000.0,4087122000.0,5626375000.0,2063978000.0,1555319000.0,128390000.0,-654043000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2012.0,Q1,,2012-03-31,2013-04-24 12:05:37+00:00,999685000.0,1135174000.0,1558607000.0,-336320000.0,25493000.0,1500629000.0,148786000.0,66694000.0,198596000.0,230771000.0,1113075000.0,2509389000.0,303565000.0,637884000.0,1017195000.0,950782000.0,,,298167000.0,150478000.0,446309000.0,-143389000.0,381600000.0,617059000.0,816053000.0,683928000.0,5456919000.0,1365208000.0,2477126000.0,2395212000.0,1508597000.0,1508597000.0,3948322000.0,5456919000.0,2029011000.0,1553110000.0,143389000.0,-471765000.0
Sherwin-Williams Co,SHW,Z15BMIOX8DDH0X2OBP21,89800,2013.0,FY,,2013-12-31,2016-02-24 14:23:45+00:00,998484000.0,1097751000.0,1719997000.0,-321044000.0,744889000.0,1960703000.0,104496000.0,79504000.0,337637000.0,302446000.0,1178687000.0,2741380000.0,313299000.0,1122373000.0,970815000.0,1021383000.0,,,268874000.0,240766000.0,513433000.0,-40406000.0,407975000.0,688168000.0,1774050000.0,599499000.0,6382507000.0,1734129000.0,3158717000.0,2528557000.0,1774535000.0,1774535000.0,4607972000.0,6382507000.0,2202407000.0,2079415000.0,40406000.0,-1639174000.0
