company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity
Robert Half International Inc,RHI,,315213,2008.0,FY,2008-01-01,2008-12-31,2011-02-17 15:01:54+00:00,-272000.0,2617000.0,192205000.0,485000.0,70593000.0,-22651000.0,40605000.0,-284917000.0,-94801000.0,447125000.0,-284917000.0,-94801000.0,447125000.0,44756000.0,250181000.0,250181000.0,83129000.0,31168000.0,-21116000.0,-68608000.0,-73413000.0,-1980000.0,-245497000.0
Robert Half International Inc,RHI,,315213,2009.0,Q4,2009-10-01,2009-12-31,,,281000.0,11345000.0,121000.0,15560000.0,-2248000.0,4181000.0,-75801000.0,-11603000.0,47805000.0,-75801000.0,-11603000.0,47805000.0,-41847000.0,13528000.0,13528000.0,14255000.0,5194000.0,-1355000.0,-17755000.0,-10248000.0,-27000.0,-63213000.0
Robert Half International Inc,RHI,,315213,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 16:16:10+00:00,,1460000.0,21759000.0,441000.0,63806000.0,9222000.0,82066000.0,-192370000.0,-45967000.0,240153000.0,-192370000.0,-45967000.0,240153000.0,11038000.0,37263000.0,37263000.0,55558000.0,29702000.0,-4719000.0,-72149000.0,-41248000.0,-105000.0,-149818000.0
Robert Half International Inc,RHI,,315213,2009.0,Q3,2009-07-01,2009-09-30,,,281000.0,3729000.0,108000.0,15458000.0,6186000.0,27730000.0,-42244000.0,-8962000.0,66843000.0,-42244000.0,-8962000.0,66843000.0,21823000.0,9531000.0,9531000.0,13843000.0,4824000.0,-2110000.0,-18107000.0,-6852000.0,-27000.0,-28934000.0
Robert Half International Inc,RHI,,315213,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 13:20:04+00:00,,1179000.0,10414000.0,320000.0,48246000.0,11470000.0,77885000.0,-116569000.0,-34364000.0,192348000.0,-116569000.0,-34364000.0,192348000.0,52885000.0,23735000.0,23735000.0,41303000.0,24508000.0,-3364000.0,-54394000.0,-31000000.0,-78000.0,-86605000.0
Robert Half International Inc,RHI,,315213,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-02 16:41:56+00:00,,898000.0,6685000.0,212000.0,32788000.0,5284000.0,50155000.0,-74325000.0,-25402000.0,125505000.0,-74325000.0,-25402000.0,125505000.0,31062000.0,14204000.0,14204000.0,27460000.0,19684000.0,-1254000.0,-36287000.0,-24148000.0,-51000.0,-57671000.0
Robert Half International Inc,RHI,,315213,2010.0,Q4,2010-10-01,2010-12-31,,-585000.0,49000.0,14712000.0,145000.0,13177000.0,212000.0,25997000.0,-54105000.0,-16436000.0,74410000.0,-54105000.0,-16436000.0,74410000.0,4081000.0,24790000.0,24790000.0,10397000.0,37175000.0,-2812000.0,-18979000.0,-13039000.0,-29000.0,-72272000.0
Robert Half International Inc,RHI,,315213,2010.0,FY,2010-01-01,2010-12-31,2013-02-15 13:34:08+00:00,-585000.0,411000.0,38249000.0,599000.0,55547000.0,552000.0,-4244000.0,-187995000.0,-39097000.0,175883000.0,-187995000.0,-39097000.0,175883000.0,-50657000.0,66069000.0,66069000.0,58100000.0,44169000.0,-3424000.0,-76591000.0,-35088000.0,-113000.0,-155460000.0
Robert Half International Inc,RHI,,315213,2010.0,Q3TTM,2009-10-01,2010-09-30,,,643000.0,34882000.0,575000.0,57930000.0,-1908000.0,-26060000.0,-209691000.0,-34264000.0,149278000.0,-209691000.0,-34264000.0,149278000.0,-96585000.0,54807000.0,54807000.0,61958000.0,12188000.0,-1967000.0,-75367000.0,-32297000.0,-111000.0,-146401000.0
Robert Half International Inc,RHI,,315213,2010.0,Q3,2010-07-01,2010-09-30,,,47000.0,10697000.0,153000.0,13460000.0,8915000.0,-828000.0,-29534000.0,-8858000.0,50489000.0,-29534000.0,-8858000.0,50489000.0,21012000.0,20623000.0,20623000.0,17187000.0,900000.0,-1221000.0,-18978000.0,-7637000.0,-29000.0,-11427000.0
Robert Half International Inc,RHI,,315213,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-04 12:28:04+00:00,,362000.0,23537000.0,454000.0,42370000.0,340000.0,-30241000.0,-133890000.0,-22661000.0,101473000.0,-133890000.0,-22661000.0,101473000.0,-54738000.0,41279000.0,41279000.0,47703000.0,6994000.0,-612000.0,-57612000.0,-22049000.0,-84000.0,-83188000.0
Robert Half International Inc,RHI,,315213,2010.0,Q2TTM,2009-07-01,2010-06-30,,,877000.0,27914000.0,530000.0,59928000.0,-4637000.0,2498000.0,-222401000.0,-34368000.0,165632000.0,-222401000.0,-34368000.0,165632000.0,-95774000.0,43715000.0,43715000.0,58614000.0,16112000.0,-2856000.0,-74496000.0,-31512000.0,-109000.0,-163908000.0
Robert Half International Inc,RHI,,315213,2010.0,Q2,2010-04-01,2010-06-30,,,46000.0,10866000.0,149000.0,13987000.0,-5169000.0,-5152000.0,-84450000.0,-6166000.0,36465000.0,-84450000.0,-6166000.0,36465000.0,-59320000.0,12181000.0,12181000.0,15403000.0,2477000.0,-30000.0,-19042000.0,-6136000.0,-28000.0,-67857000.0
Robert Half International Inc,RHI,,315213,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-29 13:38:54+00:00,,315000.0,12840000.0,301000.0,28910000.0,-8575000.0,-29413000.0,-104356000.0,-13803000.0,50984000.0,-104356000.0,-13803000.0,50984000.0,-75750000.0,20656000.0,20656000.0,30516000.0,6094000.0,609000.0,-38634000.0,-14412000.0,-55000.0,-71761000.0
Robert Half International Inc,RHI,,315213,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 12:53:06+00:00,,269000.0,1974000.0,152000.0,14923000.0,-3406000.0,-24261000.0,-19906000.0,-7637000.0,14519000.0,-19906000.0,-7637000.0,14519000.0,-16430000.0,8475000.0,8475000.0,15113000.0,3617000.0,639000.0,-19592000.0,-8276000.0,-27000.0,-3904000.0
Robert Half International Inc,RHI,,315213,2011.0,Q4,2011-10-01,2011-12-31,,,35000.0,31565000.0,127000.0,12753000.0,-1320000.0,28914000.0,-41836000.0,-16882000.0,96648000.0,-41836000.0,-16882000.0,96648000.0,36610000.0,42624000.0,42624000.0,12322000.0,6154000.0,-2055000.0,-20279000.0,-14827000.0,1000.0,-27712000.0
Robert Half International Inc,RHI,,315213,2011.0,FY,2011-01-01,2011-12-31,2014-02-14 15:10:19+00:00,,153000.0,76422000.0,536000.0,51262000.0,-2738000.0,1611000.0,-225977000.0,-63402000.0,256316000.0,-225977000.0,-63402000.0,256316000.0,-35801000.0,149922000.0,149922000.0,53368000.0,22520000.0,-6867000.0,-80303000.0,-56535000.0,-91000.0,-168103000.0
Robert Half International Inc,RHI,,315213,2011.0,Q3TTM,2010-10-01,2011-09-30,,-585000.0,167000.0,59569000.0,554000.0,51686000.0,-1206000.0,-1306000.0,-238246000.0,-62956000.0,234078000.0,-238246000.0,-62956000.0,234078000.0,-68330000.0,132088000.0,132088000.0,51443000.0,53541000.0,-7624000.0,-79003000.0,-54747000.0,-121000.0,-212663000.0
Robert Half International Inc,RHI,,315213,2011.0,Q3,2011-07-01,2011-09-30,,,39000.0,25606000.0,136000.0,12806000.0,-7905000.0,539000.0,-66866000.0,-15360000.0,71786000.0,-66866000.0,-15360000.0,71786000.0,-18345000.0,44168000.0,44168000.0,14234000.0,1729000.0,-2027000.0,-19717000.0,-13333000.0,-32000.0,-48846000.0
Robert Half International Inc,RHI,,315213,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-08 17:11:10+00:00,,118000.0,44857000.0,409000.0,38509000.0,-1418000.0,-27303000.0,-184141000.0,-46520000.0,159668000.0,-184141000.0,-46520000.0,159668000.0,-72411000.0,107298000.0,107298000.0,41046000.0,16366000.0,-4812000.0,-60024000.0,-41708000.0,-92000.0,-140391000.0
Robert Half International Inc,RHI,,315213,2011.0,Q2TTM,2010-07-01,2011-06-30,,-585000.0,175000.0,44660000.0,571000.0,52340000.0,15614000.0,-2673000.0,-200914000.0,-56454000.0,212781000.0,-200914000.0,-56454000.0,212781000.0,-28973000.0,108543000.0,108543000.0,54396000.0,52712000.0,-6818000.0,-78264000.0,-49051000.0,-118000.0,-175244000.0
Robert Half International Inc,RHI,,315213,2011.0,Q2,2011-04-01,2011-06-30,,,40000.0,15039000.0,135000.0,12947000.0,2159000.0,5806000.0,-76266000.0,-15582000.0,68930000.0,-76266000.0,-15582000.0,68930000.0,-20759000.0,36425000.0,36425000.0,13712000.0,4355000.0,-1770000.0,-20013000.0,-13812000.0,-30000.0,-60578000.0
Robert Half International Inc,RHI,,315213,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-03 12:08:08+00:00,,79000.0,19251000.0,273000.0,25703000.0,6487000.0,-27842000.0,-117275000.0,-31160000.0,87882000.0,-117275000.0,-31160000.0,87882000.0,-54066000.0,63130000.0,63130000.0,26812000.0,14637000.0,-2785000.0,-40307000.0,-28375000.0,-60000.0,-91545000.0
Robert Half International Inc,RHI,,315213,2011.0,Q1TTM,2010-04-01,2011-03-31,,-585000.0,181000.0,40487000.0,585000.0,53380000.0,8286000.0,-13631000.0,-209098000.0,-47038000.0,180316000.0,-209098000.0,-47038000.0,180316000.0,-67534000.0,84299000.0,84299000.0,56087000.0,50834000.0,-5078000.0,-77293000.0,-41375000.0,-116000.0,-182523000.0
Robert Half International Inc,RHI,,315213,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 14:39:23+00:00,,39000.0,4212000.0,138000.0,12756000.0,4328000.0,-33648000.0,-41009000.0,-15578000.0,18952000.0,-41009000.0,-15578000.0,18952000.0,-33307000.0,26705000.0,26705000.0,13100000.0,10282000.0,-1015000.0,-20294000.0,-14563000.0,-30000.0,-30967000.0
Robert Half International Inc,RHI,,315213,2012.0,Q4,2012-10-01,2012-12-31,,-12868000.0,211000.0,136023000.0,405000.0,12003000.0,545000.0,22412000.0,-70328000.0,-29933000.0,97923000.0,-70328000.0,-29933000.0,97923000.0,-1793000.0,58619000.0,58619000.0,4678000.0,10467000.0,-2825000.0,-21438000.0,-14240000.0,-31000.0,-59326000.0
Robert Half International Inc,RHI,,315213,2012.0,FY,2012-01-01,2012-12-31,2015-02-13 16:12:53+00:00,-14393000.0,398000.0,136023000.0,405000.0,48326000.0,1764000.0,-9611000.0,-209616000.0,-73026000.0,289177000.0,-209616000.0,-73026000.0,289177000.0,8299000.0,209942000.0,209942000.0,40122000.0,51414000.0,-8577000.0,-84129000.0,-50056000.0,-107000.0,-176794000.0
Robert Half International Inc,RHI,,315213,2012.0,Q3TTM,2011-10-01,2012-09-30,,-1525000.0,222000.0,31565000.0,127000.0,49076000.0,-101000.0,-3109000.0,-181124000.0,-59975000.0,287902000.0,-181124000.0,-59975000.0,287902000.0,46702000.0,193947000.0,193947000.0,47766000.0,47101000.0,-7807000.0,-82970000.0,-50643000.0,-75000.0,-145180000.0
Robert Half International Inc,RHI,,315213,2012.0,Q3,2012-07-01,2012-09-30,,-41000.0,100000.0,,,12043000.0,2949000.0,-7325000.0,-34265000.0,-13802000.0,75968000.0,-34265000.0,-13802000.0,75968000.0,30850000.0,57660000.0,57660000.0,13490000.0,2661000.0,-2156000.0,-20817000.0,-11605000.0,-21000.0,-16088000.0
Robert Half International Inc,RHI,,315213,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-01 14:26:14+00:00,-1525000.0,187000.0,,,36323000.0,1219000.0,-32023000.0,-139288000.0,-43093000.0,191254000.0,-139288000.0,-43093000.0,191254000.0,10092000.0,151323000.0,151323000.0,35444000.0,40947000.0,-5752000.0,-62691000.0,-35816000.0,-76000.0,-117468000.0
Robert Half International Inc,RHI,,315213,2012.0,Q2TTM,2011-07-01,2012-06-30,,-1484000.0,161000.0,57171000.0,263000.0,49839000.0,-10955000.0,4755000.0,-213725000.0,-61533000.0,283720000.0,-213725000.0,-61533000.0,283720000.0,-2493000.0,180455000.0,180455000.0,48510000.0,46169000.0,-7678000.0,-81870000.0,-52371000.0,-86000.0,-177938000.0
Robert Half International Inc,RHI,,315213,2012.0,Q2,2012-04-01,2012-06-30,,-1484000.0,52000.0,-7028000.0,-107000.0,12034000.0,-4406000.0,21472000.0,-56100000.0,-17441000.0,92072000.0,-56100000.0,-17441000.0,92072000.0,14125000.0,45329000.0,45329000.0,13185000.0,9767000.0,-2118000.0,-20858000.0,-13839000.0,-23000.0,-44986000.0
Robert Half International Inc,RHI,,315213,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-02 12:41:13+00:00,-1484000.0,87000.0,,,24280000.0,-1730000.0,-24698000.0,-105023000.0,-29291000.0,115286000.0,-105023000.0,-29291000.0,115286000.0,-20758000.0,93663000.0,93663000.0,21954000.0,38286000.0,-3596000.0,-41874000.0,-24211000.0,-55000.0,-101380000.0
Robert Half International Inc,RHI,,315213,2012.0,Q1TTM,2011-04-01,2012-03-31,,,149000.0,79238000.0,505000.0,50752000.0,-4390000.0,-10911000.0,-233891000.0,-59674000.0,260578000.0,-233891000.0,-59674000.0,260578000.0,-37377000.0,171551000.0,171551000.0,49037000.0,40757000.0,-7330000.0,-81025000.0,-52344000.0,-93000.0,-193530000.0
Robert Half International Inc,RHI,,315213,2012.0,Q1,2012-01-01,2012-03-31,2013-05-06 12:44:19+00:00,,35000.0,7028000.0,107000.0,12246000.0,2676000.0,-46170000.0,-48923000.0,-11850000.0,23214000.0,-48923000.0,-11850000.0,23214000.0,-34883000.0,48334000.0,48334000.0,8769000.0,28519000.0,-1478000.0,-21016000.0,-10372000.0,-32000.0,-56394000.0
Robert Half International Inc,RHI,,315213,2013.0,FY,2013-01-01,2013-12-31,2016-02-17 16:05:36+00:00,0.0,1700000.0,168407000.0,315000.0,47072000.0,-3041000.0,-29981000.0,-220270000.0,-97777000.0,309217000.0,-220270000.0,-97777000.0,309217000.0,-11871000.0,252195000.0,252195000.0,38231000.0,41388000.0,-44052000.0,-89187000.0,-53725000.0,-4496000.0,-167975000.0
