company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netppe,noncurrentdeferredtaxassets,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Robert Half International Inc,RHI,,315213,2012.0,Q2,,2012-06-30,2012-08-03 12:08:08+00:00,123706000.0,531848000.0,38507000.0,258578000.0,0.0,770853000.0,101636000.0,25728000.0,346769000.0,190388000.0,567000.0,1487000.0,105504000.0,,148602000.0,,7276000.0,37235000.0,0.0,114000.0,1344399000.0,809360000.0,1040664000.0,496317000.0,809360000.0,809360000.0,535039000.0,1344399000.0,198231000.0,38722000.0,0.0
Robert Half International Inc,RHI,,315213,2012.0,Q1,,2012-03-31,2012-05-04 14:39:23+00:00,110247000.0,523453000.0,44959000.0,244453000.0,0.0,770721000.0,88862000.0,13776000.0,330776000.0,189848000.0,27000.0,1516000.0,104486000.0,,149781000.0,,7727000.0,36530000.0,0.0,112000.0,1308637000.0,815680000.0,1006549000.0,454911000.0,815680000.0,815680000.0,492957000.0,1308637000.0,197602000.0,38046000.0,0.0
Robert Half International Inc,RHI,,315213,2013.0,FY,,2013-12-31,2015-02-13 16:12:53+00:00,139683000.0,551905000.0,38071000.0,275764000.0,0.0,868257000.0,112881000.0,,396042000.0,200833000.0,556000.0,1300000.0,112644000.0,,231978000.0,,3710000.0,33475000.0,13315000.0,128000.0,1490271000.0,919643000.0,1172528000.0,535853000.0,919643000.0,919643000.0,570628000.0,1490271000.0,205099000.0,34775000.0,0.0
Robert Half International Inc,RHI,,315213,2013.0,Q3,,2013-09-30,2013-11-01 14:26:14+00:00,144060000.0,566077000.0,39293000.0,279747000.0,0.0,847856000.0,113281000.0,9817000.0,397926000.0,201022000.0,956000.0,1333000.0,102801000.0,,207109000.0,,3711000.0,22659000.0,11635000.0,125000.0,1474704000.0,898784000.0,1166214000.0,551928000.0,898784000.0,898784000.0,575920000.0,1474704000.0,205689000.0,23992000.0,0.0
Robert Half International Inc,RHI,,315213,2013.0,Q2,,2013-06-30,2013-08-02 12:41:13+00:00,127483000.0,557311000.0,32518000.0,246971000.0,0.0,829174000.0,110526000.0,15440000.0,391850000.0,200522000.0,1389000.0,1365000.0,101942000.0,,204291000.0,,5372000.0,30313000.0,59000.0,122000.0,1428324000.0,861751000.0,1119099000.0,534895000.0,861751000.0,861751000.0,566573000.0,1428324000.0,207283000.0,31678000.0,0.0
Robert Half International Inc,RHI,,315213,2013.0,Q1,,2013-03-31,2013-05-06 12:44:19+00:00,127773000.0,547500000.0,38008000.0,225351000.0,0.0,816516000.0,104225000.0,25869000.0,343628000.0,200835000.0,1822000.0,1397000.0,103374000.0,,199325000.0,,5313000.0,32743000.0,0.0,1811000.0,1387745000.0,854524000.0,1076401000.0,499081000.0,854524000.0,854524000.0,533221000.0,1387745000.0,207970000.0,34140000.0,0.0
Robert Half International Inc,RHI,,315213,2014.0,FY,,2014-12-31,2016-02-17 16:05:36+00:00,175107000.0,657676000.0,14730000.0,287119000.0,0.0,928292000.0,133151000.0,0.0,448115000.0,199488000.0,0.0,1159000.0,121754000.0,,245337000.0,,2742000.0,42888000.0,36836000.0,140000.0,1647267000.0,979858000.0,1323283000.0,623362000.0,979858000.0,979858000.0,667409000.0,1647267000.0,202230000.0,44047000.0,0.0
Robert Half International Inc,RHI,,315213,2014.0,Q3,,2014-09-30,2014-10-31 13:44:25+00:00,142661000.0,657105000.0,25076000.0,290876000.0,0.0,913114000.0,126894000.0,13060000.0,468047000.0,200074000.0,0.0,1196000.0,109708000.0,,239630000.0,,2726000.0,29329000.0,34393000.0,137000.0,1627013000.0,972583000.0,1314505000.0,623905000.0,972583000.0,972583000.0,654430000.0,1627013000.0,202800000.0,30525000.0,0.0
Robert Half International Inc,RHI,,315213,2014.0,Q2,,2014-06-30,2014-08-01 13:36:14+00:00,128507000.0,617200000.0,40357000.0,307778000.0,0.0,899768000.0,118643000.0,10674000.0,441575000.0,200889000.0,,1231000.0,109918000.0,,230298000.0,,3719000.0,30763000.0,35436000.0,134000.0,1588445000.0,975561000.0,1273919000.0,580890000.0,975561000.0,975561000.0,612884000.0,1588445000.0,204608000.0,31994000.0,0.0
Robert Half International Inc,RHI,,315213,2014.0,Q1,,2014-03-31,2014-05-09 13:24:26+00:00,137936000.0,587249000.0,38476000.0,267737000.0,0.0,886833000.0,111566000.0,7242000.0,392237000.0,200496000.0,222000.0,1266000.0,111587000.0,,220765000.0,,3709000.0,32373000.0,6837000.0,131000.0,1503331000.0,932146000.0,1187317000.0,537546000.0,932146000.0,932146000.0,571185000.0,1503331000.0,204427000.0,33639000.0,0.0
Robert Half International Inc,RHI,,315213,2015.0,FY,,2015-12-31,2017-02-13 17:08:23+00:00,148108000.0,704640000.0,-10294000.0,224577000.0,0.0,979608000.0,,2506000.0,504782000.0,208579000.0,4508000.0,1007000.0,142906000.0,117054000.0,268780000.0,,,10707000.0,34467000.0,153000.0,1671044000.0,1003781000.0,1197997000.0,655549000.0,1003781000.0,1003781000.0,667263000.0,1671044000.0,330141000.0,11714000.0,0.0
Robert Half International Inc,RHI,,315213,2015.0,Q3,,2015-09-30,2015-11-02 15:32:42+00:00,134991000.0,731574000.0,-6227000.0,251818000.0,0.0,964974000.0,141738000.0,20113000.0,508915000.0,197992000.0,,1046000.0,129229000.0,,258242000.0,,4679000.0,43581000.0,47729000.0,150000.0,1715272000.0,1006476000.0,1383372000.0,664169000.0,1006476000.0,1006476000.0,708796000.0,1715272000.0,202671000.0,44627000.0,0.0
Robert Half International Inc,RHI,,315213,2015.0,Q2,,2015-06-30,2015-08-03 14:10:14+00:00,152900000.0,687029000.0,1151000.0,313131000.0,0.0,953936000.0,137039000.0,29095000.0,481658000.0,198713000.0,,1085000.0,124649000.0,,260235000.0,,2404000.0,43641000.0,59588000.0,146000.0,1723200000.0,1014675000.0,1397434000.0,663799000.0,1014675000.0,1014675000.0,708525000.0,1723200000.0,201117000.0,44726000.0,0.0
Robert Half International Inc,RHI,,315213,2015.0,Q1,,2015-03-31,2015-05-08 14:11:11+00:00,141702000.0,661251000.0,-5232000.0,260885000.0,0.0,942496000.0,128970000.0,35134000.0,430726000.0,198260000.0,,1123000.0,120348000.0,,265183000.0,,2389000.0,43835000.0,47359000.0,143000.0,1637286000.0,984623000.0,1316289000.0,607705000.0,984623000.0,984623000.0,652663000.0,1637286000.0,200649000.0,44958000.0,0.0
Robert Half International Inc,RHI,,315213,2016.0,FY,,2016-12-31,2018-02-20 16:42:39+00:00,135540000.0,703228000.0,-20502000.0,260201000.0,0.0,1022539000.0,,5141000.0,539048000.0,209793000.0,3671000.0,840000.0,161509000.0,118764000.0,320805000.0,,,10636000.0,84562000.0,167000.0,1777971000.0,1086599000.0,1284234000.0,679896000.0,1086599000.0,1086599000.0,691372000.0,1777971000.0,332228000.0,11476000.0,0.0
Robert Half International Inc,RHI,,315213,2016.0,Q3,,2016-09-30,2016-11-03 16:20:50+00:00,156301000.0,742824000.0,-7239000.0,292451000.0,0.0,1011836000.0,156434000.0,12014000.0,561198000.0,209947000.0,3981000.0,883000.0,161215000.0,,301864000.0,,3265000.0,46492000.0,90333000.0,163000.0,1871981000.0,1094930000.0,1493573000.0,729676000.0,1094930000.0,1094930000.0,777051000.0,1871981000.0,217193000.0,47375000.0,0.0
Robert Half International Inc,RHI,,315213,2016.0,Q2,,2016-06-30,2016-08-04 14:11:55+00:00,151179000.0,732193000.0,-6501000.0,238714000.0,0.0,1001090000.0,147917000.0,9900000.0,506940000.0,210072000.0,4306000.0,925000.0,157170000.0,,289288000.0,,3348000.0,44396000.0,74919000.0,160000.0,1783008000.0,1069508000.0,1408112000.0,668179000.0,1069508000.0,1069508000.0,713500000.0,1783008000.0,217726000.0,45321000.0,0.0
Robert Half International Inc,RHI,,315213,2016.0,Q1,,2016-03-31,2016-05-06 14:39:11+00:00,139026000.0,734378000.0,-2308000.0,214119000.0,0.0,989556000.0,145397000.0,43419000.0,472716000.0,209115000.0,4220000.0,966000.0,147934000.0,,286307000.0,,3394000.0,43628000.0,57705000.0,156000.0,1744864000.0,1044953000.0,1380201000.0,655317000.0,1044953000.0,1044953000.0,699911000.0,1744864000.0,216729000.0,44594000.0,0.0
Robert Half International Inc,RHI,,315213,2017.0,FY,,2017-12-31,2019-02-15 15:40:42+00:00,126937000.0,732405000.0,3507000.0,294753000.0,0.0,1064725000.0,,7877000.0,612899000.0,210885000.0,4946000.0,657000.0,144887000.0,74867000.0,404711000.0,,,13636000.0,37033000.0,183000.0,1867454000.0,1105265000.0,1431869000.0,747896000.0,1105265000.0,1105265000.0,762189000.0,1867454000.0,290698000.0,14293000.0,0.0
Robert Half International Inc,RHI,,315213,2017.0,Q3,,2017-09-30,2017-11-03 13:21:50+00:00,132343000.0,737901000.0,1704000.0,348336000.0,0.0,1053698000.0,,23906000.0,621920000.0,210880000.0,5882000.0,704000.0,146607000.0,132160000.0,351086000.0,,,13982000.0,84416000.0,179000.0,1932852000.0,1139818000.0,1437323000.0,778348000.0,1139818000.0,1139818000.0,793034000.0,1932852000.0,348922000.0,14686000.0,0.0
Robert Half International Inc,RHI,,315213,2017.0,Q2,,2017-06-30,2017-08-03 14:13:59+00:00,127664000.0,708493000.0,-5506000.0,297798000.0,0.0,1043263000.0,,39972000.0,551632000.0,210393000.0,6255000.0,750000.0,153563000.0,118821000.0,340815000.0,,,11561000.0,66627000.0,175000.0,1836138000.0,1104384000.0,1347106000.0,719443000.0,1104384000.0,1104384000.0,731754000.0,1836138000.0,335469000.0,12311000.0,0.0
Robert Half International Inc,RHI,,315213,2017.0,Q1,,2017-03-31,2017-05-05 16:09:45+00:00,117308000.0,700419000.0,-15638000.0,260143000.0,0.0,1032394000.0,,18221000.0,546900000.0,209925000.0,3370000.0,795000.0,157782000.0,108211000.0,335360000.0,,,10872000.0,64187000.0,171000.0,1775210000.0,1080943000.0,1295922000.0,682600000.0,1080943000.0,1080943000.0,694267000.0,1775210000.0,321506000.0,11667000.0,0.0
Robert Half International Inc,RHI,,315213,2018.0,FY,,2018-12-31,2020-02-14 15:38:45+00:00,168031000.0,794446000.0,-16109000.0,276579000.0,0.0,1079307000.0,,12536000.0,638769000.0,209958000.0,3149000.0,457000.0,125176000.0,91204000.0,402585000.0,,,19906000.0,0.0,200000.0,1903097000.0,1063198000.0,1473610000.0,819536000.0,1063198000.0,1063198000.0,839899000.0,1903097000.0,304311000.0,20363000.0,0.0
Robert Half International Inc,RHI,,315213,2018.0,Q3,,2018-09-30,2018-11-01 15:14:25+00:00,167197000.0,834347000.0,-9792000.0,361740000.0,0.0,1097721000.0,,9932000.0,718956000.0,210481000.0,3547000.0,509000.0,125175000.0,83304000.0,416313000.0,,,18876000.0,31313000.0,195000.0,2034907000.0,1119242000.0,1612400000.0,896280000.0,1119242000.0,1119242000.0,915665000.0,2034907000.0,297332000.0,19385000.0,0.0
Robert Half International Inc,RHI,,315213,2018.0,Q2,,2018-06-30,2018-08-02 14:41:25+00:00,160864000.0,801875000.0,-6409000.0,308656000.0,0.0,1086667000.0,,17336000.0,630485000.0,210387000.0,3990000.0,559000.0,130010000.0,85067000.0,393598000.0,,,14650000.0,29240000.0,191000.0,1933583000.0,1109498000.0,1504129000.0,808876000.0,1109498000.0,1109498000.0,824085000.0,1933583000.0,299444000.0,15209000.0,0.0
Robert Half International Inc,RHI,,315213,2018.0,Q1,,2018-03-31,2018-05-03 15:29:46+00:00,146110000.0,784889000.0,9015000.0,291987000.0,0.0,1075280000.0,,9726000.0,608417000.0,210832000.0,4553000.0,608000.0,136837000.0,73182000.0,391580000.0,,,14015000.0,30502000.0,187000.0,1893860000.0,1114797000.0,1468456000.0,764440000.0,1114797000.0,1114797000.0,779063000.0,1893860000.0,288567000.0,14623000.0,0.0
Robert Half International Inc,RHI,,315213,2019.0,FY,,2019-12-31,2020-05-04 16:32:15+00:00,123841000.0,832797000.0,-19986000.0,270478000.0,0.0,1127602000.0,,1623000.0,743602000.0,210364000.0,1752000.0,239000.0,128385000.0,101029000.0,525574000.0,71408000.0,241029000.0,226794000.0,36067000.0,218000.0,2311408000.0,1143683000.0,1628849000.0,940692000.0,1143683000.0,1143683000.0,1167725000.0,2311408000.0,554174000.0,227033000.0,0.0
Robert Half International Inc,RHI,,315213,2019.0,Q3,,2019-09-30,2019-11-12 13:02:53+00:00,126820000.0,852843000.0,-25871000.0,312741000.0,0.0,1114106000.0,,6122000.0,773431000.0,209985000.0,2058000.0,295000.0,126220000.0,100755000.0,465599000.0,70853000.0,241369000.0,222005000.0,23595000.0,214000.0,2311570000.0,1111830000.0,1631183000.0,977440000.0,1111830000.0,1111830000.0,1199740000.0,2311570000.0,554167000.0,222300000.0,0.0
Robert Half International Inc,RHI,,315213,2019.0,Q2,,2019-06-30,2019-08-02 15:12:17+00:00,127482000.0,842294000.0,-15860000.0,269440000.0,0.0,1102219000.0,,15013000.0,696631000.0,210249000.0,2452000.0,350000.0,127988000.0,93105000.0,453185000.0,70200000.0,240706000.0,220332000.0,22868000.0,209000.0,2239419000.0,1109227000.0,1564919000.0,909510000.0,1109227000.0,1109227000.0,1130192000.0,2239419000.0,546512000.0,220682000.0,0.0
Robert Half International Inc,RHI,,315213,2019.0,Q1,,2019-03-31,2019-05-06 16:24:17+00:00,131722000.0,826366000.0,-18006000.0,269645000.0,0.0,1090550000.0,,27394000.0,670345000.0,210127000.0,2773000.0,404000.0,125522000.0,85477000.0,436006000.0,71100000.0,248691000.0,226444000.0,4485000.0,204000.0,2204607000.0,1077029000.0,1532017000.0,900730000.0,1077029000.0,1077029000.0,1127578000.0,2204607000.0,547068000.0,226848000.0,0.0
Robert Half International Inc,RHI,,315213,2020.0,Q1,,2020-03-31,2020-05-04 16:32:15+00:00,137345000.0,853529000.0,-33686000.0,249914000.0,0.0,1141126000.0,,19758000.0,684729000.0,209503000.0,1392000.0,181000.0,126602000.0,88822000.0,503212000.0,71299000.0,241878000.0,231392000.0,22485000.0,223000.0,2274852000.0,1129925000.0,1606655000.0,913354000.0,1129925000.0,1129925000.0,1144927000.0,2274852000.0,541595000.0,231573000.0,0.0
