company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Accenture PLC,ACN,,1467373,2009.0,FY,,2009-08-31,2010-10-25 19:06:01+00:00,717379000.0,2251341000.0,-227178000.0,4541662000.0,,,1725179000.0,479662000.0,282111000.0,2423883000.0,825152000.0,,361000.0,29011000.0,701144000.0,550985000.0,536065000.0,745228000.0,1174530000.0,678333000.0,1709945000.0,858312000.0,870699000.0,964685000.0,241280000.0,231501000.0,3947129000.0,594000.0,7904000.0,12255734000.0,2835204000.0,8990514000.0,6238959000.0,2835221000.0,3386206000.0,8869528000.0,12255734000.0,2564076000.0,2630569000.0,-1755446000.0
Accenture PLC,ACN,,1467373,2010.0,FY,,2010-08-31,2011-10-21 16:06:17+00:00,885328000.0,2534598000.0,-386292000.0,4838292000.0,0.0,1111772000.0,1772833000.0,569678000.0,290703000.0,2683492000.0,841234000.0,,1445000.0,41023000.0,659569000.0,438977000.0,497102000.0,532191000.0,1314936000.0,952747000.0,1618070000.0,671493000.0,,1197611000.0,226696000.0,263612000.0,4634329000.0,143000.0,2987000.0,12835253000.0,2835672000.0,9563625000.0,6567604000.0,2835746000.0,3274723000.0,9560530000.0,12835253000.0,2612059000.0,2992926000.0,-2524137000.0
Accenture PLC,ACN,,1467373,2010.0,Q3,,2010-05-31,2010-06-25 08:59:50+00:00,683094000.0,2350493000.0,-279258000.0,4312111000.0,,0.0,1688069000.0,510065000.0,267311000.0,2409544000.0,805282000.0,,198000.0,39590000.0,625534000.0,464770000.0,475770000.0,707193000.0,1270091000.0,673661000.0,1662627000.0,620887000.0,971150000.0,896669000.0,207484000.0,159576000.0,4180885000.0,573000.0,8094000.0,11917658000.0,2996555000.0,8843390000.0,5829054000.0,2996630000.0,3461400000.0,8456258000.0,11917658000.0,2448734000.0,2627204000.0,-1876222000.0
Accenture PLC,ACN,,1467373,2010.0,Q2,,2010-02-28,2010-03-26 16:04:45+00:00,683632000.0,2470983000.0,-198703000.0,4114751000.0,,0.0,1796394000.0,499068000.0,253366000.0,2137896000.0,813783000.0,,199000.0,30162000.0,646727000.0,481407000.0,497460000.0,716368000.0,1243115000.0,685971000.0,1682327000.0,679703000.0,862929000.0,908596000.0,213221000.0,258022000.0,4031834000.0,206000.0,7323000.0,11890088000.0,2959478000.0,8774452000.0,5809219000.0,2959496000.0,3440903000.0,8449185000.0,11890088000.0,2468909000.0,2639966000.0,-1736582000.0
Accenture PLC,ACN,,1467373,2010.0,Q1,,2009-11-30,2009-12-18 17:16:42+00:00,689769000.0,2503615000.0,-111606000.0,4000063000.0,,0.0,1747083000.0,492466000.0,293341000.0,2425854000.0,838818000.0,,855000.0,31250000.0,685052000.0,504610000.0,536725000.0,747578000.0,1215374000.0,705224000.0,1928111000.0,749559000.0,848502000.0,952810000.0,235595000.0,269829000.0,3744676000.0,1734000.0,5056000.0,12184819000.0,2809250000.0,8929311000.0,6177169000.0,2809267000.0,3313877000.0,8870942000.0,12184819000.0,2570456000.0,2693773000.0,-1672322000.0
Accenture PLC,ACN,,1467373,2011.0,FY,,2011-08-31,2012-10-30 08:19:09+00:00,949250000.0,3236059000.0,-134380000.0,5701078000.0,0.0,1309314000.0,2219270000.0,556160000.0,270650000.0,3259252000.0,1131991000.0,,0.0,40365000.0,785231000.0,471921000.0,553440000.0,756079000.0,1691333000.0,995695000.0,1972957000.0,855208000.0,,1546661000.0,233581000.0,348540000.0,6281517000.0,4419000.0,4929000.0,15731510000.0,3878877000.0,11471183000.0,7906589000.0,3878951000.0,4350872000.0,11380638000.0,15731510000.0,3475096000.0,3474049000.0,-3577574000.0
Accenture PLC,ACN,,1467373,2011.0,Q3,,2011-05-31,2011-06-24 16:10:45+00:00,862651000.0,3272697000.0,-152812000.0,5256684000.0,0.0,1186130000.0,2162514000.0,574521000.0,315182000.0,2931210000.0,983389000.0,,,41983000.0,740771000.0,462629000.0,563365000.0,637909000.0,1547179000.0,1022462000.0,2038693000.0,713857000.0,,1352657000.0,221865000.0,382631000.0,5674772000.0,4621000.0,4665000.0,14903969000.0,3713729000.0,11147260000.0,7372666000.0,3713803000.0,4176432000.0,10727537000.0,14903969000.0,3015938000.0,3354871000.0,-2994361000.0
Accenture PLC,ACN,,1467373,2011.0,Q2,,2011-02-28,2011-03-25 16:24:48+00:00,846365000.0,3072103000.0,-239481000.0,4677544000.0,,983326000.0,2114235000.0,567826000.0,228424000.0,2495790000.0,966819000.0,,4129000.0,37708000.0,694788000.0,454864000.0,523780000.0,574413000.0,1487607000.0,998073000.0,1956612000.0,623227000.0,,1340668000.0,215217000.0,308633000.0,5367504000.0,422000.0,5192000.0,13893673000.0,3592833000.0,10279277000.0,6617096000.0,3592907000.0,4047771000.0,9845902000.0,13893673000.0,2919608000.0,3228806000.0,-2518516000.0
Accenture PLC,ACN,,1467373,2011.0,Q1,,2010-11-30,2010-12-20 16:24:46+00:00,824354000.0,2846561000.0,-329250000.0,4160452000.0,,254213000.0,1769439000.0,560968000.0,206715000.0,2691323000.0,895233000.0,,0.0,40002000.0,673697000.0,401714000.0,503565000.0,557270000.0,1412292000.0,974856000.0,1898565000.0,660561000.0,688057000.0,1232962000.0,220200000.0,294127000.0,4860443000.0,332000.0,3164000.0,12868874000.0,2909322000.0,9469710000.0,6446851000.0,2909396000.0,3311110000.0,9557764000.0,12868874000.0,2725467000.0,3110913000.0,-2564141000.0
Accenture PLC,ACN,,1467373,2012.0,FY,,2012-08-31,2013-10-29 16:51:03+00:00,903847000.0,3080877000.0,-678148000.0,6640526000.0,0.0,2205290000.0,2275052000.0,685732000.0,275443000.0,3428838000.0,1215383000.0,,22000.0,28180000.0,779494000.0,478595000.0,553764000.0,808765000.0,1703134000.0,1352266000.0,2178535000.0,908392000.0,,1245662000.0,322596000.0,317622000.0,7904242000.0,11000.0,2261000.0,16665415000.0,4145759000.0,12587931000.0,8109205000.0,4145833000.0,4624428000.0,12040987000.0,16665415000.0,3297990000.0,3931782000.0,-5285625000.0
