company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Accenture PLC,ACN,,1467373,2008.0,FY,2007-09-01,2008-08-31,2010-10-25 19:06:01+00:00,2.77,2.77,0.42,2.64,910574000.0,2270789000.0,2197188000.0,2197188000.0,1691751000.0,505437000.0,18128241000.0,25313826000.0,-2213000.0,,,22872000.0,1880342000.0,18128241000.0,7185585000.0,22704000.0,121097000.0,4174003000.0,3011582000.0,96180000.0,3107762000.0,25313826000.0,610700000.0,610949205.0,824012720.0
Accenture PLC,ACN,,1467373,2009.0,Q4,2009-06-01,2009-08-31,,0.41,0.41,,0.39,116506000.0,552165000.0,305976000.0,305976000.0,254692000.0,51284000.0,3845095000.0,5505449000.0,-1078000.0,,,256001000.0,432602000.0,3845095000.0,1660354000.0,4222000.0,8196000.0,1240768000.0,419586000.0,2896000.0,422482000.0,5505449000.0,623500000.0,623007198.0,786891344.0
Accenture PLC,ACN,,1467373,2009.0,FY,2008-09-01,2009-08-31,2011-10-21 16:06:17+00:00,2.55,2.55,0.5,2.44,739590000.0,2159462000.0,1938146000.0,1938146000.0,1589963000.0,348183000.0,16329854000.0,23170968000.0,-3288000.0,,,249273000.0,1788514000.0,16329854000.0,6841114000.0,14121000.0,51280000.0,4197249000.0,2643865000.0,33871000.0,2677736000.0,23170968000.0,623500000.0,623007198.0,786891344.0
Accenture PLC,ACN,,1467373,2009.0,Q3YTD,2008-09-01,2009-05-31,,2.14,2.14,0.5,2.05,623084000.0,1607297000.0,1632170000.0,1632170000.0,1335271000.0,296899000.0,12484759000.0,17665519000.0,-2210000.0,,,-6728000.0,1355912000.0,12484759000.0,5180760000.0,9899000.0,43084000.0,2956481000.0,2224279000.0,30975000.0,2255254000.0,17665519000.0,625300000.0,623649189.0,784047232.0
Accenture PLC,ACN,,1467373,2009.0,Q3,2009-03-01,2009-05-31,2010-06-25 08:59:50+00:00,0.71,0.71,0.0,0.68,211242000.0,524879000.0,536529000.0,536529000.0,443969000.0,92560000.0,3866721000.0,5537348000.0,10524000.0,,,3176000.0,410532000.0,3866721000.0,1670627000.0,3285000.0,8492000.0,938587000.0,732040000.0,15731000.0,747771000.0,5537348000.0,625300000.0,623649189.0,784047232.0
Accenture PLC,ACN,,1467373,2009.0,Q2YTD,2008-09-01,2009-02-28,,1.43,1.43,0.5,1.37,411842000.0,1082418000.0,1095641000.0,1095641000.0,891302000.0,204339000.0,8618038000.0,12128171000.0,-12734000.0,,,-9904000.0,945380000.0,8618038000.0,3510133000.0,6614000.0,34592000.0,2017894000.0,1492239000.0,15244000.0,1507483000.0,12128171000.0,623400000.0,620461500.0,787147545.0
Accenture PLC,ACN,,1467373,2009.0,Q2,2008-12-01,2009-02-28,2010-03-26 16:04:45+00:00,0.66,0.66,0.0,0.63,196554000.0,519226000.0,502408000.0,502408000.0,411436000.0,90972000.0,4035238000.0,5657563000.0,13673000.0,,,-13009000.0,438641000.0,4035238000.0,1622325000.0,3214000.0,11036000.0,944858000.0,677467000.0,21495000.0,698962000.0,5657563000.0,623400000.0,620461500.0,787147545.0
Accenture PLC,ACN,,1467373,2009.0,Q1,2008-09-01,2008-11-30,2009-12-18 17:16:42+00:00,0.77,0.77,0.5,0.74,215288000.0,563192000.0,593233000.0,593233000.0,479866000.0,113367000.0,4582800000.0,6470608000.0,-26407000.0,,,3105000.0,506739000.0,4582800000.0,1887808000.0,3400000.0,23556000.0,1073036000.0,814772000.0,-6251000.0,808521000.0,6470608000.0,623200000.0,622243687.0,797586038.0
Accenture PLC,ACN,,1467373,2010.0,Q4,2010-06-01,2010-08-31,,0.7,0.7,,0.66,206331000.0,698325000.0,510263000.0,510263000.0,445482000.0,64781000.0,3988261000.0,5833073000.0,-1945000.0,,,60000.0,432793000.0,3988261000.0,1844812000.0,3616000.0,8521000.0,1131178000.0,713634000.0,2960000.0,716594000.0,5833073000.0,638200000.0,637170234.0,766578978.0
Accenture PLC,ACN,,1467373,2010.0,FY,2009-09-01,2010-08-31,2011-10-21 16:06:17+00:00,2.79,2.79,1.125,2.66,853910000.0,2658058000.0,2060459000.0,2060459000.0,1780656000.0,279803000.0,15843331000.0,23094078000.0,-15724000.0,,,9538000.0,1668306000.0,15843331000.0,7250747000.0,14677000.0,29925000.0,4335902000.0,2914845000.0,-476000.0,2914369000.0,23094078000.0,638200000.0,637170234.0,766578978.0
Accenture PLC,ACN,,1467373,2010.0,Q3YTD,2009-09-01,2010-05-31,,2.09,2.09,1.13,2.0,647579000.0,1959733000.0,1550196000.0,1550196000.0,1335174000.0,215022000.0,11855070000.0,17261005000.0,-13779000.0,,,9478000.0,1235513000.0,11855070000.0,5405935000.0,11061000.0,21404000.0,3204724000.0,2201211000.0,-3436000.0,2197775000.0,17261005000.0,645500000.0,641355607.0,767162321.0
Accenture PLC,ACN,,1467373,2010.0,Q3TTM,2009-06-01,2010-05-31,,2.5,2.5,1.13,2.39,764085000.0,2511898000.0,1856172000.0,1856172000.0,1589866000.0,266306000.0,15700165000.0,22766454000.0,-14857000.0,,,265479000.0,1668115000.0,15700165000.0,7066289000.0,15283000.0,29600000.0,4445492000.0,2620797000.0,-540000.0,2620257000.0,22766454000.0,645500000.0,641355607.0,767162321.0
Accenture PLC,ACN,,1467373,2010.0,Q3,2010-03-01,2010-05-31,2011-06-24 16:10:45+00:00,0.76,0.76,0.375,0.73,239761000.0,714487000.0,563519000.0,563519000.0,490597000.0,72922000.0,4043845000.0,5975495000.0,-5887000.0,,,3276000.0,410057000.0,4043845000.0,1931650000.0,2061000.0,7398000.0,1127820000.0,803830000.0,-550000.0,803280000.0,5975495000.0,645500000.0,641355607.0,767162321.0
Accenture PLC,ACN,,1467373,2010.0,Q2YTD,2009-09-01,2010-02-28,,1.33,1.33,0.75,1.27,407818000.0,1245246000.0,986677000.0,986677000.0,844577000.0,142100000.0,7811225000.0,11285510000.0,-7892000.0,,,6202000.0,825456000.0,7811225000.0,3474285000.0,9000000.0,14006000.0,2076904000.0,1397381000.0,-2886000.0,1394495000.0,11285510000.0,634500000.0,638695204.0,769188236.0
Accenture PLC,ACN,,1467373,2010.0,Q2TTM,2009-03-01,2010-02-28,,2.45,2.45,0.75,2.34,735566000.0,2322290000.0,1829182000.0,1829182000.0,1543238000.0,285944000.0,15523041000.0,22328307000.0,1554000.0,,,265379000.0,1668590000.0,15523041000.0,6805266000.0,16507000.0,30694000.0,4256259000.0,2549007000.0,15741000.0,2564748000.0,22328307000.0,634500000.0,638695204.0,769188236.0
Accenture PLC,ACN,,1467373,2010.0,Q2,2009-12-01,2010-02-28,2011-03-25 16:24:48+00:00,0.63,0.63,,0.6,177511000.0,623386000.0,461879000.0,461879000.0,399760000.0,62119000.0,3847492000.0,5537823000.0,-13791000.0,,,2637000.0,413335000.0,3847492000.0,1690331000.0,4519000.0,6727000.0,1039358000.0,650973000.0,-11583000.0,639390000.0,5537823000.0,634500000.0,638695204.0,769188236.0
Accenture PLC,ACN,,1467373,2010.0,Q1TTM,2008-12-01,2009-11-30,,2.48,2.48,0.75,2.37,754609000.0,2218130000.0,1869711000.0,1869711000.0,1554914000.0,314797000.0,15710787000.0,22448047000.0,29018000.0,,,249733000.0,1693896000.0,15710787000.0,6737260000.0,15202000.0,35003000.0,4161759000.0,2575501000.0,48819000.0,2624320000.0,22448047000.0,635500000.0,631527053.0,774377653.0
Accenture PLC,ACN,,1467373,2010.0,Q1,2009-09-01,2009-11-30,2010-12-20 16:24:46+00:00,0.7,0.7,0.75,0.67,230307000.0,621860000.0,524798000.0,524798000.0,444817000.0,79981000.0,3963733000.0,5747687000.0,5899000.0,,,3565000.0,412121000.0,3963733000.0,1783954000.0,4481000.0,7279000.0,1037546000.0,746408000.0,8697000.0,755105000.0,5747687000.0,635500000.0,631527053.0,774377653.0
Accenture PLC,ACN,,1467373,2011.0,Q4,2011-06-01,2011-08-31,,-2.58,0.95,,0.9,252533000.0,820841000.0,682865000.0,682865000.0,611933000.0,70932000.0,4958686000.0,7174073000.0,5008000.0,,,407000.0,471610000.0,4958686000.0,2215387000.0,3930000.0,11791000.0,1292858000.0,922529000.0,12869000.0,935398000.0,7174073000.0,,645631170.0,742823519.0
Accenture PLC,ACN,,1467373,2011.0,FY,2010-09-01,2011-08-31,2012-10-30 08:19:09+00:00,,3.53,0.9,3.39,958782000.0,3094465000.0,2553240000.0,2553240000.0,2277677000.0,275563000.0,18966195000.0,27352914000.0,16568000.0,,,1520000.0,1820277000.0,18966195000.0,8386719000.0,15000000.0,39997000.0,4916262000.0,3470457000.0,41565000.0,3512022000.0,27352914000.0,,645631170.0,742823519.0
Accenture PLC,ACN,,1467373,2011.0,Q3YTD,2010-09-01,2011-05-31,,2.58,2.58,0.9,2.49,706249000.0,2273624000.0,1870375000.0,1870375000.0,1665744000.0,204631000.0,14007509000.0,20178841000.0,11560000.0,,,1113000.0,1348667000.0,14007509000.0,6171332000.0,11070000.0,28206000.0,3623404000.0,2547928000.0,28696000.0,2576624000.0,20178841000.0,654200000.0,651339239.0,746204855.0
Accenture PLC,ACN,,1467373,2011.0,Q3TTM,2010-06-01,2011-05-31,,3.28,3.28,0.9,3.15,912580000.0,2971949000.0,2380638000.0,2380638000.0,2111226000.0,269412000.0,17995770000.0,26011914000.0,9615000.0,,,1173000.0,1781460000.0,17995770000.0,8016144000.0,14686000.0,36727000.0,4754582000.0,3261562000.0,31656000.0,3293218000.0,26011914000.0,654200000.0,651339239.0,746204855.0
Accenture PLC,ACN,,1467373,2011.0,Q3,2011-03-01,2011-05-31,2012-06-29 09:19:53+00:00,0.96,0.96,0.45,0.93,258780000.0,832374000.0,699069000.0,699069000.0,628013000.0,71056000.0,4894727000.0,7204355000.0,1421000.0,,,396000.0,527442000.0,4894727000.0,2309628000.0,2827000.0,9839000.0,1360212000.0,949416000.0,8433000.0,957849000.0,7204355000.0,654200000.0,651339239.0,746204855.0
