company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-22 20:24:23+00:00,-1209433000.0,227830000.0,5455000.0,395094000.0,0.0,-2711000.0,-64499000.0,35735000.0,,-583661000.0,-1428184000.0,1399245000.0,,,,-583661000.0,-1428184000.0,1399245000.0,-615311000.0,684455000.0,684455000.0,,384195000.0,-19396000.0,15415000.0,,,-52457000.0,-219388000.0,-600000000.0,,37679000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 17:11:07+00:00,,133162000.0,2994000.0,197289000.0,,-133717000.0,-80955000.0,2826000.0,,-614520000.0,-52059000.0,668527000.0,,,,-614520000.0,-52059000.0,668527000.0,-131769000.0,357113000.0,357113000.0,,195080000.0,-17346000.0,321000.0,,,-13594000.0,-90934000.0,-600000000.0,,52148000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2010.0,Q4,2010-10-01,2010-12-31,,-84000000.0,170974000.0,,191823000.0,-125000000.0,-59152000.0,-43947000.0,117148000.0,1789000000.0,1494086000.0,-893268000.0,854245000.0,,,,1494086000.0,-893268000.0,854245000.0,1395911000.0,559226000.0,559226000.0,,147143000.0,1276000.0,123924000.0,,,-863114000.0,-197555000.0,,-413338000.0,252477000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2010.0,FY,2010-01-01,2010-12-31,2013-01-31 20:09:24+00:00,-91000000.0,646000000.0,0.0,762000000.0,0.0,-120000000.0,-548000000.0,236000000.0,1789000000.0,1235000000.0,-2284000000.0,2746000000.0,,,,1235000000.0,-2284000000.0,2746000000.0,1577000000.0,1801000000.0,1801000000.0,,731000000.0,-79000000.0,119000000.0,,,-3024000000.0,-724000000.0,0.0,-711000000.0,1436000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2010.0,Q3TTM,2009-10-01,2010-09-30,,-7000000.0,539082000.0,129000.0,770961000.0,1905321000.0,-108076000.0,-382058000.0,169582000.0,,-422699000.0,-508532000.0,2662355000.0,,,,-422699000.0,-508532000.0,2662355000.0,1623048000.0,2596680000.0,2596680000.0,,-323228000.0,-87420000.0,-4326000.0,,,-2955751000.0,-699383000.0,-207199000.0,-297662000.0,1252607000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2010.0,Q3,2010-07-01,2010-09-30,,,26762000.0,,194338000.0,,260897000.0,-70897000.0,19213000.0,,-309449000.0,-555097000.0,747114000.0,,,,-309449000.0,-555097000.0,747114000.0,143465000.0,431929000.0,431929000.0,,191744000.0,-31000000.0,-151000.0,,,-818575000.0,-166988000.0,,-297662000.0,430617000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-20 19:48:31+00:00,-7000000.0,475026000.0,0.0,570177000.0,125000000.0,-60848000.0,-504053000.0,118852000.0,0.0,-259086000.0,-1390732000.0,1891755000.0,,,,-259086000.0,-1390732000.0,1891755000.0,181089000.0,1241774000.0,1241774000.0,,583857000.0,-80276000.0,-4924000.0,,,-2160886000.0,-526445000.0,0.0,-297662000.0,1183523000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2010.0,Q2TTM,2009-07-01,2010-06-30,,-7000000.0,562607000.0,595000.0,791691000.0,1905321000.0,-321191000.0,-326895000.0,166430000.0,,-311632000.0,-556834000.0,2653482000.0,,,,-311632000.0,-556834000.0,2653482000.0,1463825000.0,2514487000.0,2514487000.0,,-325801000.0,-62800000.0,-13701000.0,,,-2553090000.0,-707163000.0,-415262000.0,,818799000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2010.0,Q2,2010-04-01,2010-06-30,,-7000000.0,136822000.0,,187817000.0,,-205027000.0,-57645000.0,57522000.0,,57753000.0,-134666000.0,726379000.0,,,,57753000.0,-134666000.0,726379000.0,444439000.0,412192000.0,412192000.0,,184015000.0,231000.0,-357000.0,,,-397918000.0,-207201000.0,,,477810000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-21 21:55:38+00:00,-7000000.0,448264000.0,0.0,375839000.0,125000000.0,-321745000.0,-433156000.0,99639000.0,0.0,50363000.0,-835635000.0,1144641000.0,,,,50363000.0,-835635000.0,1144641000.0,37624000.0,809845000.0,809845000.0,,392113000.0,-49276000.0,-4773000.0,,,-1342311000.0,-359457000.0,0.0,0.0,752906000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2010.0,Q1TTM,2009-04-01,2010-03-31,,-1209433000.0,520453000.0,3056000.0,801679000.0,1905321000.0,14842000.0,-252794000.0,141817000.0,,-338526000.0,-1798293000.0,2657821000.0,,,,-338526000.0,-1798293000.0,2657821000.0,535844000.0,2429637000.0,2429637000.0,,-320701000.0,-65081000.0,1750000.0,,,-2194035000.0,-628416000.0,-415262000.0,,326520000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 21:56:10+00:00,0.0,311442000.0,,188022000.0,125000000.0,-116718000.0,-375511000.0,42117000.0,,-7390000.0,-700969000.0,418262000.0,,,,-7390000.0,-700969000.0,418262000.0,-406815000.0,397653000.0,397653000.0,,208098000.0,-49507000.0,-4416000.0,,,-944393000.0,-152256000.0,,0.0,275096000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2011.0,Q4,2011-10-01,2011-12-31,,-68000000.0,91000000.0,15000000.0,273000000.0,2269000000.0,-105000000.0,223000000.0,54000000.0,-450000000.0,-648000000.0,1462000000.0,983000000.0,,,,-648000000.0,1462000000.0,983000000.0,1692000000.0,1979000000.0,1979000000.0,,-1492000000.0,-2000000.0,-7000000.0,,,-739000000.0,-291000000.0,,-250000000.0,298000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2011.0,FY,2011-01-01,2011-12-31,2014-01-31 16:06:53+00:00,-3223000000.0,373000000.0,29000000.0,940000000.0,2269000000.0,-15000000.0,-304000000.0,242000000.0,250000000.0,-838000000.0,-3307000000.0,3274000000.0,,,,-838000000.0,-3307000000.0,3274000000.0,-886000000.0,3229000000.0,3229000000.0,,-591000000.0,-67000000.0,-109000000.0,,,-2877000000.0,-963000000.0,-199000000.0,-1064000000.0,1596000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2011.0,Q3TTM,2010-10-01,2011-09-30,,-3239000000.0,452974000.0,14000000.0,858823000.0,-125000000.0,30848000.0,-570947000.0,305148000.0,2489000000.0,1304086000.0,-5662268000.0,3145245000.0,,,,1304086000.0,-5662268000.0,3145245000.0,-1182089000.0,1809226000.0,1809226000.0,,1048143000.0,-63724000.0,21924000.0,,,-3001114000.0,-869555000.0,-199000000.0,-1227338000.0,1550477000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2011.0,Q3,2011-07-01,2011-09-30,,-308000000.0,146000000.0,,266000000.0,,-88000000.0,-147000000.0,32000000.0,,-24000000.0,-964000000.0,809000000.0,,,,-24000000.0,-964000000.0,809000000.0,-267000000.0,491000000.0,491000000.0,,199000000.0,-10000000.0,,,,-810000000.0,-284000000.0,-13000000.0,-33000000.0,438000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-19 17:04:58+00:00,-3155000000.0,282000000.0,14000000.0,667000000.0,0.0,90000000.0,-527000000.0,188000000.0,700000000.0,-190000000.0,-4769000000.0,2291000000.0,,,,-190000000.0,-4769000000.0,2291000000.0,-2578000000.0,1250000000.0,1250000000.0,,901000000.0,-65000000.0,-102000000.0,,,-2138000000.0,-672000000.0,-199000000.0,-814000000.0,1298000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2011.0,Q2TTM,2010-07-01,2011-06-30,,-2931000000.0,333736000.0,14000000.0,787161000.0,-125000000.0,379745000.0,-494844000.0,292361000.0,2489000000.0,1018637000.0,-5253365000.0,3083359000.0,,,,1018637000.0,-5253365000.0,3083359000.0,-771624000.0,1750155000.0,1750155000.0,,1040887000.0,-84724000.0,21773000.0,,,-3009689000.0,-752543000.0,-186000000.0,-1492000000.0,1543094000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2011.0,Q2,2011-04-01,2011-06-30,,-2656000000.0,112000000.0,14000000.0,208000000.0,,55000000.0,-185000000.0,83000000.0,700000000.0,173000000.0,-3208000000.0,782000000.0,,,,173000000.0,-3208000000.0,782000000.0,-2198000000.0,283000000.0,283000000.0,,476000000.0,,-103000000.0,,,-840000000.0,-239000000.0,-186000000.0,-424000000.0,630000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-18 20:45:44+00:00,-2847000000.0,136000000.0,14000000.0,401000000.0,0.0,178000000.0,-380000000.0,156000000.0,700000000.0,-166000000.0,-3805000000.0,1482000000.0,,,,-166000000.0,-3805000000.0,1482000000.0,-2311000000.0,759000000.0,759000000.0,,702000000.0,-55000000.0,-102000000.0,,,-1328000000.0,-388000000.0,-186000000.0,-781000000.0,860000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2011.0,Q1TTM,2010-04-01,2011-03-31,,-282000000.0,358558000.0,,766978000.0,-125000000.0,119718000.0,-367489000.0,266883000.0,1789000000.0,903390000.0,-2180031000.0,3027738000.0,,,,903390000.0,-2180031000.0,3027738000.0,1870815000.0,1879347000.0,1879347000.0,,748902000.0,-84493000.0,124416000.0,,,-2567607000.0,-720744000.0,,-1068000000.0,1390904000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2011.0,Q1,2011-01-01,2011-03-31,2012-04-20 17:17:18+00:00,-191000000.0,24000000.0,,193000000.0,,123000000.0,-195000000.0,73000000.0,,-339000000.0,-597000000.0,700000000.0,,,,-339000000.0,-597000000.0,700000000.0,-113000000.0,476000000.0,476000000.0,,226000000.0,-55000000.0,1000000.0,,,-488000000.0,-149000000.0,,-357000000.0,230000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2012.0,FY,2012-01-01,2012-12-31,2015-02-05 19:54:38+00:00,-143000000.0,789000000.0,15000000.0,1200000000.0,144000000.0,100000000.0,-791000000.0,483000000.0,2976000000.0,1951000000.0,-3763000000.0,3838000000.0,,,,1951000000.0,-3763000000.0,3838000000.0,2126000000.0,2609000000.0,2609000000.0,,820000000.0,-56000000.0,-73000000.0,,,-3855000000.0,-1257000000.0,-554000000.0,-898000000.0,1421000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2012.0,Q4,2012-10-01,2012-12-31,,,32000000.0,,318000000.0,,91000000.0,152000000.0,124000000.0,,-131000000.0,-1859000000.0,1385000000.0,,,,-131000000.0,-1859000000.0,1385000000.0,-514000000.0,750000000.0,750000000.0,,165000000.0,1000000.0,4000000.0,,,-2050000000.0,-296000000.0,,-256000000.0,483000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2012.0,Q3TTM,2011-10-01,2012-09-30,,-211000000.0,848000000.0,30000000.0,1155000000.0,2413000000.0,-96000000.0,-720000000.0,413000000.0,2526000000.0,1434000000.0,-442000000.0,3436000000.0,,,,1434000000.0,-442000000.0,3436000000.0,4332000000.0,3838000000.0,3838000000.0,,-837000000.0,-59000000.0,-84000000.0,,,-2544000000.0,-1252000000.0,-554000000.0,-892000000.0,1236000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2012.0,Q3,2012-07-01,2012-09-30,,-10000000.0,118000000.0,,311000000.0,,53000000.0,-24000000.0,134000000.0,2976000000.0,2516000000.0,-430000000.0,1154000000.0,,,,2516000000.0,-430000000.0,1154000000.0,3293000000.0,597000000.0,597000000.0,,270000000.0,7000000.0,-61000000.0,,,-306000000.0,-362000000.0,-554000000.0,-47000000.0,309000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-18 17:12:08+00:00,-143000000.0,757000000.0,15000000.0,882000000.0,144000000.0,9000000.0,-943000000.0,359000000.0,2976000000.0,2082000000.0,-1904000000.0,2453000000.0,,,,2082000000.0,-1904000000.0,2453000000.0,2640000000.0,1859000000.0,1859000000.0,,655000000.0,-57000000.0,-77000000.0,,,-1805000000.0,-961000000.0,-554000000.0,-642000000.0,938000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-19 16:38:08+00:00,-133000000.0,639000000.0,15000000.0,571000000.0,144000000.0,-44000000.0,-919000000.0,225000000.0,,-434000000.0,-1474000000.0,1299000000.0,,,,-434000000.0,-1474000000.0,1299000000.0,-653000000.0,1262000000.0,1262000000.0,,385000000.0,-64000000.0,-16000000.0,,,-1499000000.0,-599000000.0,,-595000000.0,629000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2012.0,Q2TTM,2011-07-01,2012-06-30,,-509000000.0,876000000.0,30000000.0,1110000000.0,2413000000.0,-237000000.0,-843000000.0,311000000.0,-450000000.0,-1106000000.0,-976000000.0,3091000000.0,,,,-1106000000.0,-976000000.0,3091000000.0,772000000.0,3732000000.0,3732000000.0,,-908000000.0,-76000000.0,-23000000.0,,,-3048000000.0,-1174000000.0,-13000000.0,-878000000.0,1365000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2012.0,Q2,2012-04-01,2012-06-30,,-130000000.0,207000000.0,15000000.0,290000000.0,144000000.0,-98000000.0,-354000000.0,140000000.0,,-215000000.0,-581000000.0,768000000.0,,,,-215000000.0,-581000000.0,768000000.0,-126000000.0,692000000.0,692000000.0,,140000000.0,,-11000000.0,,,-448000000.0,-357000000.0,,-355000000.0,221000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2012.0,Q1TTM,2011-04-01,2012-03-31,,-3035000000.0,781000000.0,29000000.0,1028000000.0,2269000000.0,-84000000.0,-674000000.0,254000000.0,250000000.0,-718000000.0,-3603000000.0,3105000000.0,,,,-718000000.0,-3603000000.0,3105000000.0,-1300000000.0,3323000000.0,3323000000.0,,-572000000.0,-76000000.0,-115000000.0,,,-3440000000.0,-1056000000.0,-199000000.0,-947000000.0,1774000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2012.0,Q1,2012-01-01,2012-03-31,2013-04-19 17:26:27+00:00,-3000000.0,432000000.0,0.0,281000000.0,,54000000.0,-565000000.0,85000000.0,,-219000000.0,-893000000.0,531000000.0,,,,-219000000.0,-893000000.0,531000000.0,-527000000.0,570000000.0,570000000.0,,245000000.0,-64000000.0,-5000000.0,,,-1051000000.0,-242000000.0,,-240000000.0,408000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2013.0,FY,2013-01-01,2013-12-31,2016-02-01 17:30:13+00:00,-138000000.0,466000000.0,99000000.0,660000000.0,,48000000.0,-142000000.0,437000000.0,30000000.0,-1431000000.0,-3620000000.0,2932000000.0,77000000.0,-2392000000.0,2063000000.0,-1354000000.0,-6012000000.0,4995000000.0,-2323000000.0,2856000000.0,2067000000.0,789000000.0,347000000.0,-155000000.0,463000000.0,,,-6889000000.0,-678000000.0,-400000000.0,-1343000000.0,3622000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2013.0,Q4,2013-10-01,2013-12-31,,-53000000.0,118000000.0,14000000.0,-373000000.0,,19000000.0,505000000.0,136000000.0,30000000.0,-577000000.0,374000000.0,-350000000.0,77000000.0,-2392000000.0,2063000000.0,-500000000.0,-2018000000.0,1713000000.0,-786000000.0,850000000.0,61000000.0,789000000.0,-543000000.0,-88000000.0,-8000000.0,,,-768000000.0,291000000.0,-400000000.0,-255000000.0,912000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2013.0,Q3TTM,2012-10-01,2013-09-30,,-85000000.0,380000000.0,85000000.0,1351000000.0,,120000000.0,-495000000.0,425000000.0,,-985000000.0,-5853000000.0,4667000000.0,,,,-985000000.0,-5853000000.0,4667000000.0,-2051000000.0,2756000000.0,2756000000.0,,1055000000.0,-66000000.0,475000000.0,,,-8171000000.0,-1265000000.0,,-1344000000.0,3193000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2013.0,Q3,2013-07-01,2013-09-30,,-70000000.0,98000000.0,36000000.0,357000000.0,,86000000.0,38000000.0,57000000.0,,-91000000.0,-2904000000.0,1334000000.0,,,,-91000000.0,-2904000000.0,1334000000.0,-1575000000.0,689000000.0,689000000.0,,250000000.0,-2000000.0,485000000.0,,,-3914000000.0,-317000000.0,,-146000000.0,912000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-16 09:02:07+00:00,-85000000.0,348000000.0,85000000.0,1033000000.0,,29000000.0,-647000000.0,301000000.0,0.0,-854000000.0,-3994000000.0,3282000000.0,,,,-854000000.0,-3994000000.0,3282000000.0,-1537000000.0,2006000000.0,2006000000.0,,890000000.0,-67000000.0,471000000.0,,,-6121000000.0,-969000000.0,0.0,-1088000000.0,2710000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2013.0,Q2TTM,2012-07-01,2013-06-30,,-25000000.0,400000000.0,49000000.0,1305000000.0,,87000000.0,-557000000.0,502000000.0,2976000000.0,1622000000.0,-3379000000.0,4487000000.0,,,,1622000000.0,-3379000000.0,4487000000.0,2817000000.0,2664000000.0,2664000000.0,,1075000000.0,-57000000.0,-71000000.0,,,-4563000000.0,-1310000000.0,-554000000.0,-1245000000.0,2590000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2013.0,Q2,2013-04-01,2013-06-30,,-7000000.0,210000000.0,15000000.0,347000000.0,,37000000.0,-330000000.0,142000000.0,,-352000000.0,-371000000.0,1011000000.0,,,,-352000000.0,-371000000.0,1011000000.0,325000000.0,640000000.0,640000000.0,,354000000.0,-28000000.0,-9000000.0,,,-752000000.0,-353000000.0,,-466000000.0,750000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-18 16:26:30+00:00,-15000000.0,250000000.0,49000000.0,676000000.0,,-57000000.0,-685000000.0,244000000.0,0.0,-763000000.0,-1090000000.0,1948000000.0,,,,-763000000.0,-1090000000.0,1948000000.0,38000000.0,1317000000.0,1317000000.0,,640000000.0,-65000000.0,-14000000.0,,,-2207000000.0,-652000000.0,,-942000000.0,1798000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2013.0,Q1TTM,2012-04-01,2013-03-31,,-148000000.0,397000000.0,49000000.0,1248000000.0,144000000.0,-48000000.0,-581000000.0,500000000.0,2976000000.0,1759000000.0,-3589000000.0,4244000000.0,,,,1759000000.0,-3589000000.0,4244000000.0,2366000000.0,2716000000.0,2716000000.0,,861000000.0,-29000000.0,-73000000.0,,,-4259000000.0,-1314000000.0,-554000000.0,-1134000000.0,2061000000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2013.0,Q1,2013-01-01,2013-03-31,2014-04-30 17:53:32+00:00,-8000000.0,40000000.0,34000000.0,329000000.0,,-94000000.0,-355000000.0,102000000.0,,-411000000.0,-719000000.0,937000000.0,,,,-411000000.0,-719000000.0,937000000.0,-287000000.0,677000000.0,677000000.0,,286000000.0,-37000000.0,-5000000.0,,,-1455000000.0,-299000000.0,0.0,-476000000.0,1048000000.0
