company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2007.0,FY,2007-01-01,2007-12-31,2010-02-17 17:20:56+00:00,204104000.0,0.26,0.26,0.25,1390938000.0,402600000.0,1882810000.0,348251000.0,348251000.0,,348251000.0,1762972000.0,7672329000.0,293917000.0,,,619727000.0,0.0,904681000.0,2056889000.0,5615440000.0,,137671000.0,5002260000.0,613180000.0,137671000.0,750851000.0,7672329000.0,1339400000.0,1358797000.0,1376174000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2008.0,FY,2008-01-01,2008-12-31,2011-01-28 17:31:10+00:00,234916000.0,1.37,1.37,1.36,,404090000.0,1881551000.0,1779474000.0,1779474000.0,,1779474000.0,2228069000.0,8541261000.0,347453000.0,107882000.0,,725600000.0,49119000.0,998871000.0,2575522000.0,5965739000.0,,,3890057000.0,2075682000.0,107882000.0,2183564000.0,8541261000.0,1298900000.0,1303454000.0,1312608000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2008.0,Q3,2008-07-01,2008-09-30,2009-10-27 17:00:24+00:00,52720000.0,0.38,0.38,0.38,,70423000.0,451753000.0,492219000.0,492219000.0,,492219000.0,560963000.0,2117531000.0,88269000.0,,,190842000.0,0.0,248909000.0,649232000.0,1468299000.0,,38567000.0,944224000.0,524075000.0,38567000.0,562642000.0,2117531000.0,1295300000.0,1288937000.0,1297484000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2008.0,Q2,2008-04-01,2008-06-30,2009-07-28 20:38:07+00:00,54918000.0,,0.35,0.35,,107788000.0,496883000.0,460345000.0,460345000.0,,460345000.0,562103000.0,2195661000.0,86438000.0,,,186791000.0,0.0,263161000.0,648541000.0,1547120000.0,,22766000.0,1001753000.0,545367000.0,22766000.0,568133000.0,2195661000.0,,1312007000.0,1325136000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2009.0,Q4,2009-10-01,2009-12-31,,62620000.0,1.05,1.05,1.03,,237894000.0,526400000.0,1354906000.0,1354906000.0,,1354906000.0,670695000.0,2370932000.0,112228000.0,,,197944000.0,1250000.0,620423000.0,782923000.0,1588009000.0,-1422385000.0,-8957000.0,1408637000.0,179372000.0,1413428000.0,1592800000.0,2370932000.0,1291400000.0,1289848000.0,1304981000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2009.0,FY,2009-01-01,2009-12-31,2012-01-30 20:50:48+00:00,262686000.0,1.85,1.85,1.83,,490054000.0,1885677000.0,2389097000.0,2389097000.0,,2389097000.0,2479762000.0,8727362000.0,382825000.0,,,803070000.0,38187000.0,1418389000.0,2862587000.0,5864775000.0,-1422385000.0,,4408009000.0,1456766000.0,1422385000.0,2879151000.0,8727362000.0,1291400000.0,1289848000.0,1304981000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2009.0,Q3YTD,2009-01-01,2009-09-30,,200066000.0,0.8,0.8,0.8,,252160000.0,1359277000.0,1034191000.0,1034191000.0,,1034191000.0,1809067000.0,6356430000.0,270597000.0,,,605126000.0,36937000.0,797966000.0,2079664000.0,4276766000.0,,8957000.0,2999372000.0,1277394000.0,8957000.0,1286351000.0,6356430000.0,1295300000.0,1293511000.0,1311274000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2009.0,Q3,2009-07-01,2009-09-30,2010-10-20 21:48:23+00:00,72803000.0,0.27,0.27,0.27,,88599000.0,491461000.0,349736000.0,349736000.0,,349736000.0,643908000.0,2237852000.0,96682000.0,,,205207000.0,12673000.0,272177000.0,740590000.0,1497262000.0,,-4606000.0,1054321000.0,442941000.0,-4606000.0,438335000.0,2237852000.0,1295300000.0,1293511000.0,1311274000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2009.0,Q2YTD,2009-01-01,2009-06-30,,127263000.0,0.53,0.53,0.53,,163561000.0,867816000.0,684455000.0,684455000.0,,684455000.0,1165159000.0,4118578000.0,173915000.0,,,399919000.0,24264000.0,525789000.0,1339074000.0,2779504000.0,,13563000.0,1945051000.0,834453000.0,13563000.0,848016000.0,4118578000.0,1309400000.0,1288815000.0,1300434000.0
eBay Inc,EBAY,OML71K8X303XQONU6T67,1065088,2009.0,Q2,2009-04-01,2009-06-30,2010-07-22 20:24:23+00:00,63795000.0,0.25,0.25,0.25,,79818000.0,464500000.0,327342000.0,327342000.0,,327342000.0,591773000.0,2097992000.0,92681000.0,,,198403000.0,17653000.0,257498000.0,684454000.0,1413538000.0,,-4529000.0,1001849000.0,411689000.0,-4529000.0,407160000.0,2097992000.0,1309400000.0,1288815000.0,1300434000.0
