company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2008.0,FY,,2008-12-31,2010-02-26 15:15:58+00:00,539500000.0,1478100000.0,,-145800000.0,1280500000.0,0.0,11723100000.0,135300000.0,161700000.0,32900000.0,296200000.0,8677700000.0,,6423200000.0,2003200000.0,1171400000.0,1275300000.0,1994200000.0,246700000.0,521500000.0,367900000.0,601700000.0,24200000.0,3500500000.0,14800000.0,7500000.0,21090000000.0,14926500000.0,4345900000.0,1540200000.0,14926500000.0,14926500000.0,6139300000.0,21090000000.0,15468800000.0,4599100000.0,0.0,-151300000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,FY,,2009-12-31,2010-02-26 15:15:58+00:00,533600000.0,1409600000.0,,92000000.0,1564100000.0,0.0,11564600000.0,139800000.0,160000000.0,28400000.0,286000000.0,8982900000.0,,6337000000.0,2064000000.0,1131400000.0,1333400000.0,1933800000.0,258700000.0,534000000.0,440800000.0,555100000.0,1900000.0,4350800000.0,117500000.0,7100000.0,21625000000.0,15430900000.0,4530900000.0,1639300000.0,15430900000.0,15430900000.0,6192200000.0,21625000000.0,15760700000.0,4552900000.0,0.0,-576500000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q3,,2009-09-26,2009-10-30 10:26:23+00:00,593500000.0,1482000000.0,703700000.0,78800000.0,1745700000.0,,11817300000.0,139500000.0,162300000.0,26100000.0,280100000.0,8788600000.0,1976000000.0,6144000000.0,1952200000.0,1169600000.0,1272300000.0,1873800000.0,227400000.0,484500000.0,416000000.0,586900000.0,12400000.0,4077500000.0,70100000.0,10600000.0,21418500000.0,15399400000.0,4797600000.0,1593800000.0,15399400000.0,15399400000.0,6006700000.0,21418500000.0,15348600000.0,4412900000.0,0.0,-574200000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q2,,2009-06-27,2009-07-31 10:08:12+00:00,589100000.0,1470400000.0,663900000.0,4100000.0,1417400000.0,,11786400000.0,148600000.0,161300000.0,45500000.0,246300000.0,8770100000.0,1935600000.0,6259000000.0,2017000000.0,1185100000.0,1271700000.0,1921200000.0,223500000.0,477800000.0,387800000.0,606200000.0,11200000.0,3856300000.0,16300000.0,9300000.0,21155600000.0,15076400000.0,4467000000.0,1523600000.0,15076400000.0,15076400000.0,6068000000.0,21155600000.0,15416900000.0,4544400000.0,0.0,-570400000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2010.0,Q3,,2010-10-02,2010-11-05 13:21:55+00:00,581900000.0,1562100000.0,846400000.0,79200000.0,930200000.0,,11474900000.0,165500000.0,169100000.0,56700000.0,319800000.0,9285600000.0,2212400000.0,6186900000.0,2057600000.0,1207700000.0,1366000000.0,1768400000.0,292800000.0,542300000.0,527500000.0,540500000.0,3300000.0,5088900000.0,104400000.0,9100000.0,21537000000.0,15396600000.0,4171000000.0,1770600000.0,15396600000.0,15396600000.0,6137100000.0,21537000000.0,16000000000.0,4366500000.0,0.0,-1246400000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2010.0,Q2,,2010-07-03,2010-08-04 12:53:48+00:00,568500000.0,1472500000.0,790800000.0,-150100000.0,1307400000.0,,11445700000.0,163800000.0,162900000.0,16100000.0,248900000.0,9100200000.0,2088500000.0,6052900000.0,2027600000.0,1148500000.0,1297700000.0,1752500000.0,247500000.0,512700000.0,482100000.0,534500000.0,5200000.0,4820400000.0,106000000.0,9200000.0,21280900000.0,15345100000.0,4348000000.0,1616000000.0,15345100000.0,15345100000.0,5930600000.0,21280900000.0,15635200000.0,4314600000.0,0.0,-770900000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2010.0,Q1,,2010-04-03,2010-05-06 15:53:29+00:00,596100000.0,1493800000.0,766200000.0,-47300000.0,1431700000.0,,11527300000.0,167800000.0,161000000.0,63600000.0,246100000.0,9108700000.0,2078500000.0,6238600000.0,1923200000.0,1154600000.0,1312300000.0,1897600000.0,279000000.0,553300000.0,436400000.0,541000000.0,7100000.0,4583100000.0,148800000.0,8500000.0,21624600000.0,15480000000.0,4528600000.0,1775700000.0,15480000000.0,15480000000.0,6137500000.0,21624600000.0,15783700000.0,4361800000.0,0.0,-583100000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2011.0,FY,,2011-12-31,2013-02-27 15:07:40+00:00,612300000.0,1763700000.0,,-399500000.0,1016300000.0,0.0,10558400000.0,192500000.0,157800000.0,,324400000.0,11973300000.0,,7815900000.0,5755200000.0,1330100000.0,1611300000.0,2229300000.0,549700000.0,711100000.0,611300000.0,698000000.0,,6716300000.0,1272800000.0,4300000.0,26833700000.0,15038100000.0,4821900000.0,3113100000.0,15038100000.0,15038100000.0,11795600000.0,26833700000.0,20400500000.0,8682500000.0,0.0,-1837100000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2011.0,Q3,,2011-10-01,2011-11-04 12:23:21+00:00,610600000.0,1811000000.0,965200000.0,-279400000.0,890300000.0,,10534800000.0,192600000.0,204100000.0,0.0,326800000.0,12003800000.0,2594400000.0,8058600000.0,6115300000.0,1406100000.0,1629200000.0,2262400000.0,415100000.0,643900000.0,565300000.0,625400000.0,,6427400000.0,1018600000.0,8000000.0,26991500000.0,15195900000.0,4734600000.0,2792500000.0,15195900000.0,15195900000.0,11795600000.0,26991500000.0,20627700000.0,9003100000.0,0.0,-1486900000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2011.0,Q2,,2011-07-02,2011-08-05 12:51:28+00:00,632900000.0,1683400000.0,983100000.0,266000000.0,1356100000.0,,10499500000.0,205000000.0,195200000.0,31100000.0,262800000.0,10372800000.0,2492600000.0,6650600000.0,4008800000.0,1350400000.0,1509500000.0,1956800000.0,412000000.0,666500000.0,536200000.0,625700000.0,,6162000000.0,18500000.0,7600000.0,24073800000.0,15665700000.0,5004700000.0,1816800000.0,15665700000.0,15665700000.0,8408100000.0,24073800000.0,17559600000.0,6591300000.0,0.0,-1261800000.0
