company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 15:15:58+00:00,-492500000.0,20700000.0,756800000.0,0.0,-11100000.0,-69000000.0,345400000.0,800000.0,-928700000.0,-617300000.0,1485200000.0,31300000.0,-1700000.0,-928700000.0,-586000000.0,1483500000.0,-42300000.0,748400000.0,766900000.0,-18500000.0,9800000.0,96800000.0,-41900000.0,,,-8100000.0,-175500000.0,-473700000.0,-898000000.0,81500000.0,19200000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 15:15:58+00:00,-201500000.0,21600000.0,792700000.0,3500000.0,-86400000.0,-428400000.0,85100000.0,0.0,-228400000.0,-457900000.0,1421800000.0,7900000.0,-1600000.0,-228400000.0,-450000000.0,1420200000.0,655400000.0,980900000.0,975400000.0,5500000.0,60500000.0,25400000.0,-12200000.0,,,-100000.0,-264400000.0,-151500000.0,-187400000.0,1400000.0,15400000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2008.0,Q4,2008-09-28,2008-12-31,,-48400000.0,5200000.0,194400000.0,,-63600000.0,-56600000.0,3400000.0,,-206300000.0,-150200000.0,460800000.0,,-500000.0,-206300000.0,-150200000.0,460300000.0,40200000.0,287000000.0,287500000.0,-500000.0,30300000.0,5300000.0,-3600000.0,,,,-104600000.0,-129600000.0,-85400000.0,800000.0,5600000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2008.0,Q3,2008-06-29,2008-09-27,,-110100000.0,5600000.0,199700000.0,,-19000000.0,-65900000.0,32600000.0,,34200000.0,-159700000.0,370700000.0,7500000.0,-300000.0,34200000.0,-152200000.0,370400000.0,233400000.0,218100000.0,214900000.0,3200000.0,16400000.0,7900000.0,-3400000.0,,,,-50500000.0,-6300000.0,,,4300000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2008.0,Q3YTD,2008-01-01,2008-09-27,2009-10-30 10:26:23+00:00,-153100000.0,16400000.0,598300000.0,3500000.0,-22800000.0,-371800000.0,81700000.0,,-22100000.0,-307700000.0,961000000.0,7900000.0,-1100000.0,-22100000.0,-299800000.0,959900000.0,615200000.0,693900000.0,687900000.0,6000000.0,30200000.0,20100000.0,-8600000.0,,,-100000.0,-159800000.0,-21900000.0,-102000000.0,600000.0,9800000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2008.0,Q2YTD,2008-01-01,2008-06-28,2009-07-31 10:08:12+00:00,-43000000.0,10800000.0,398600000.0,3500000.0,-3800000.0,-305900000.0,49100000.0,,-56300000.0,-148000000.0,590300000.0,400000.0,-800000.0,-56300000.0,-147600000.0,589500000.0,381800000.0,475800000.0,473000000.0,2800000.0,13800000.0,12200000.0,-5200000.0,,,-100000.0,-109300000.0,-15600000.0,-102000000.0,600000.0,5500000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q4,2009-09-27,2009-12-31,,155500000.0,-17100000.0,-580100000.0,-2700000.0,-26500000.0,114600000.0,-17500000.0,-4200000.0,405100000.0,276800000.0,-1121500000.0,,900000.0,405100000.0,276800000.0,-1120600000.0,-465200000.0,-577000000.0,-577000000.0,,-61900000.0,-1700000.0,8400000.0,,,,125800000.0,13900000.0,414600000.0,-600000.0,-9600000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q3TTM,2008-09-28,2009-09-26,,-203900000.0,22300000.0,774500000.0,2700000.0,-37100000.0,-171200000.0,20900000.0,4200000.0,-611400000.0,-427000000.0,1582300000.0,,-1400000.0,-611400000.0,-427000000.0,1580900000.0,505400000.0,864000000.0,864500000.0,-500000.0,92200000.0,7000000.0,-12000000.0,,,,-230400000.0,-143500000.0,-500000000.0,1400000.0,15200000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q3,2009-06-28,2009-09-26,,-9500000.0,5800000.0,195500000.0,,8000000.0,-43100000.0,5600000.0,-300000.0,-8100000.0,-58200000.0,386800000.0,,-200000.0,-8100000.0,-58200000.0,386600000.0,328300000.0,221200000.0,221200000.0,,7400000.0,400000.0,-8100000.0,,,,-42800000.0,-13800000.0,,200000.0,2000000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q3YTD,2009-01-01,2009-09-26,2010-11-05 13:21:55+00:00,-155500000.0,17100000.0,580100000.0,2700000.0,26500000.0,-114600000.0,17500000.0,4200000.0,-405100000.0,-276800000.0,1121500000.0,0.0,-900000.0,-405100000.0,-276800000.0,1120600000.0,465200000.0,577000000.0,577000000.0,0.0,61900000.0,1700000.0,-8400000.0,,,,-125800000.0,-13900000.0,-414600000.0,600000.0,9600000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q2TTM,2008-06-29,2009-06-27,,-304500000.0,22100000.0,778700000.0,2700000.0,-64100000.0,-194000000.0,47900000.0,4500000.0,-569100000.0,-528500000.0,1566200000.0,7500000.0,-1500000.0,-569100000.0,-521000000.0,1564700000.0,410500000.0,860900000.0,858200000.0,2700000.0,101200000.0,14500000.0,-7300000.0,,,,-238100000.0,-136000000.0,-500000000.0,1200000.0,17500000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q2,2009-03-29,2009-06-27,,-127700000.0,5700000.0,194300000.0,400000.0,40700000.0,-65500000.0,6700000.0,500000.0,-406800000.0,-152900000.0,375800000.0,,-500000.0,-406800000.0,-152900000.0,375300000.0,-143700000.0,206900000.0,206900000.0,,34400000.0,700000.0,1600000.0,,,,-31800000.0,-100000.0,-414600000.0,400000.0,4200000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q2YTD,2009-01-01,2009-06-27,2010-08-04 12:53:48+00:00,-146000000.0,11300000.0,384600000.0,2700000.0,18500000.0,-71500000.0,11900000.0,4500000.0,-397000000.0,-218600000.0,734700000.0,0.0,-700000.0,-397000000.0,-218600000.0,734000000.0,136900000.0,355800000.0,355800000.0,0.0,54500000.0,1300000.0,-300000.0,,,,-83000000.0,-100000.0,-414600000.0,400000.0,7600000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q1,2009-01-01,2009-03-28,2010-05-06 15:53:29+00:00,-18300000.0,5600000.0,190300000.0,2300000.0,-22200000.0,-6000000.0,5200000.0,4000000.0,9800000.0,-65700000.0,358900000.0,,-200000.0,9800000.0,-65700000.0,358700000.0,280600000.0,148900000.0,148900000.0,,20100000.0,600000.0,-1900000.0,,,,-51200000.0,,,,3400000.0
