company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 15:15:58+00:00,1.77,1.77,,1.69,93700000.0,748400000.0,766900000.0,-18500000.0,748400000.0,5942000000.0,9746400000.0,-113800000.0,238700000.0,42200000.0,2549100000.0,5942000000.0,3804400000.0,,,2830000000.0,974400000.0,-113800000.0,860600000.0,9746400000.0,422800000.0,421500000.0,443600000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 15:15:58+00:00,2.34,2.34,,2.25,152600000.0,980900000.0,975400000.0,5500000.0,980900000.0,6291800000.0,10498000000.0,-101400000.0,249100000.0,35400000.0,2692300000.0,6291800000.0,4206200000.0,,,2976800000.0,1229400000.0,-101400000.0,1128000000.0,10498000000.0,419200000.0,418200000.0,434700000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2008.0,Q3,2008-06-29,2008-09-27,2009-10-30 10:26:23+00:00,520000.0,520000.0,,500000.0,43700000.0,218100000.0,214900000.0,3200000.0,218100000.0,1555300000.0,2588100000.0,-27700000.0,61800000.0,15400000.0,669300000.0,1555300000.0,1032800000.0,,,746500000.0,286300000.0,-27700000.0,258600000.0,2588100000.0,0.0,419000000.0,438300000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2008.0,Q2,2008-03-30,2008-06-28,2009-07-31 10:08:12+00:00,0.59,0.59,,0.56,59200000.0,246100000.0,242900000.0,3200000.0,246100000.0,1621500000.0,2709600000.0,-28100000.0,64400000.0,-5400000.0,698900000.0,1621500000.0,1088100000.0,,,757900000.0,330200000.0,-28100000.0,302100000.0,2709600000.0,417100000.0,418000000.0,437100000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q4,2009-09-27,2009-12-31,,-1.4,-1.4,,-1.37,-69200000.0,-577000000.0,-577000000.0,,-577000000.0,-4383900000.0,-7270300000.0,78400000.0,-176800000.0,-37000000.0,-1948000000.0,-4383900000.0,-2886400000.0,,,-2161800000.0,-724600000.0,78400000.0,-646200000.0,-7270300000.0,,,
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q3YTD,2009-01-01,2009-09-26,,1.4,1.4,,1.37,69200000.0,577000000.0,577000000.0,,577000000.0,4383900000.0,7270300000.0,-78400000.0,176800000.0,37000000.0,1948000000.0,4383900000.0,2886400000.0,,,2161800000.0,724600000.0,-78400000.0,646200000.0,7270300000.0,409600000.0,407900000.0,420200000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q3,2009-06-28,2009-09-26,2010-11-05 13:21:55+00:00,0.54,0.54,,0.53,25700000.0,221200000.0,221200000.0,0.0,221200000.0,1519900000.0,2531100000.0,-28600000.0,60500000.0,13100000.0,662100000.0,1519900000.0,1011200000.0,,,735700000.0,275500000.0,-28600000.0,246900000.0,2531100000.0,409600000.0,407900000.0,420200000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q2YTD,2009-01-01,2009-06-27,,0.86,0.86,,0.84,43500000.0,355800000.0,355800000.0,,355800000.0,2864000000.0,4739200000.0,-49800000.0,116300000.0,23900000.0,1285900000.0,2864000000.0,1875200000.0,,,1426100000.0,449100000.0,-49800000.0,399300000.0,4739200000.0,413800000.0,415300000.0,423700000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q2,2009-03-29,2009-06-27,2010-08-04 12:53:48+00:00,0.5,0.5,,0.49,25200000.0,206900000.0,206900000.0,0.0,206900000.0,1495800000.0,2484100000.0,-26900000.0,58100000.0,10300000.0,660900000.0,1495800000.0,988300000.0,,,729300000.0,259000000.0,-26900000.0,232100000.0,2484100000.0,413800000.0,415300000.0,423700000.0
Thermo Fisher Scientific Inc,TMO,HCHV7422L5HDJZCRFL38,97745,2009.0,Q1,2009-01-01,2009-03-28,2010-05-06 15:53:29+00:00,0.36,0.36,,0.35,18300000.0,148900000.0,148900000.0,,148900000.0,1368200000.0,2255100000.0,-22900000.0,58200000.0,13600000.0,625000000.0,1368200000.0,886900000.0,,,696800000.0,190100000.0,-22900000.0,167200000.0,2255100000.0,413600000.0,417700000.0,425300000.0
