company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2008.0,FY,,2008-09-28,2009-11-20 16:44:50+00:00,324900000.0,329500000.0,300500000.0,48400000.0,,269800000.0,700000.0,368400000.0,234200000.0,76100000.0,253600000.0,266500000.0,66600000.0,549600000.0,374000000.0,692800000.0,2956400000.0,,,,,,152500000.0,39400000.0,261100000.0,442400000.0,169200000.0,2402400000.0,713700000.0,52500000.0,5672600000.0,2490900000.0,1748000000.0,2189700000.0,2490900000.0,2490900000.0,3181700000.0,5672600000.0,968200000.0,992000000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2009.0,Q1,,2009-12-27,2010-02-02 16:15:56+00:00,241900000.0,263400000.0,331600000.0,58200000.0,,1306300000.0,219100000.0,569900000.0,277900000.0,188800000.0,290500000.0,262500000.0,68600000.0,549300000.0,393400000.0,544900000.0,2482700000.0,12800000.0,,,,,156300000.0,39400000.0,310500000.0,409000000.0,141000000.0,3034600000.0,200000.0,50400000.0,6101600000.0,3351300000.0,2583900000.0,1779200000.0,3351300000.0,3364100000.0,2737500000.0,6101600000.0,1035000000.0,958300000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2009.0,FY,,2009-09-27,2010-11-22 15:48:55+00:00,267100000.0,271000000.0,335600000.0,65400000.0,,599800000.0,147700000.0,388700000.0,286600000.0,127800000.0,307500000.0,259100000.0,68200000.0,549300000.0,423500000.0,664900000.0,2536400000.0,11200000.0,,,,,154300000.0,39400000.0,253800000.0,389600000.0,147200000.0,2793200000.0,,66300000.0,5576800000.0,3045700000.0,2035800000.0,1581000000.0,3045700000.0,3056900000.0,2519900000.0,5576800000.0,1004600000.0,938900000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2009.0,Q3,,2009-06-28,2009-08-04 21:39:19+00:00,258900000.0,295200000.0,338800000.0,47800000.0,,292000000.0,87600000.0,419700000.0,237100000.0,131900000.0,255200000.0,257200000.0,67700000.0,549400000.0,408400000.0,703600000.0,2594200000.0,,,,,,153000000.0,39400000.0,287900000.0,407800000.0,145100000.0,2643200000.0,400000.0,44700000.0,5333100000.0,2818000000.0,1717700000.0,1557900000.0,2818000000.0,2818000000.0,2515100000.0,5333100000.0,1021200000.0,957200000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2010.0,FY,,2010-10-03,2011-11-18 16:07:44+00:00,282600000.0,302700000.0,436000000.0,57200000.0,,1164000000.0,106900000.0,414100000.0,304200000.0,100200000.0,400000000.0,262400000.0,70800000.0,549400000.0,533300000.0,543300000.0,2416500000.0,7600000.0,,,,,146200000.0,39400000.0,346500000.0,375100000.0,156500000.0,3471200000.0,,285700000.0,6385900000.0,3674700000.0,2756400000.0,1779100000.0,3674700000.0,3682300000.0,2703600000.0,6385900000.0,1213000000.0,924500000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2010.0,Q3,,2010-06-27,2010-08-02 16:46:54+00:00,288200000.0,282500000.0,445200000.0,30400000.0,,1125200000.0,162800000.0,434300000.0,280700000.0,69100000.0,344300000.0,260900000.0,69700000.0,549400000.0,592800000.0,496600000.0,2361500000.0,13700000.0,,,,,145500000.0,39400000.0,311100000.0,396300000.0,156000000.0,3288300000.0,,269900000.0,6206900000.0,3520900000.0,2610900000.0,1726600000.0,3520900000.0,3534600000.0,2672300000.0,6206900000.0,1234500000.0,945700000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2010.0,Q2,,2010-03-28,2010-05-03 20:09:43+00:00,286800000.0,299700000.0,399000000.0,47900000.0,,1086000000.0,276600000.0,433900000.0,272000000.0,66100000.0,308300000.0,262800000.0,69100000.0,549300000.0,588800000.0,488700000.0,2414600000.0,13700000.0,,,,,152500000.0,39400000.0,319000000.0,394100000.0,136100000.0,3177100000.0,,207900000.0,6144700000.0,3541000000.0,2490400000.0,1646600000.0,3541000000.0,3554700000.0,2590000000.0,6144700000.0,1239700000.0,943400000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2011.0,FY,,2011-10-02,2012-08-02 17:01:49+00:00,540000000.0,386500000.0,940900000.0,46300000.0,,1148100000.0,41200000.0,449300000.0,230400000.0,,,321600000.0,,549500000.0,479300000.0,965800000.0,2355000000.0,2400000.0,,,,,145600000.0,,409600000.0,347800000.0,161500000.0,4297400000.0,,902600000.0,7360400000.0,4384900000.0,3794900000.0,2075800000.0,4384900000.0,4387300000.0,2973100000.0,7360400000.0,1210500000.0,897300000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2011.0,Q3,,2011-07-03,2011-08-05 15:37:13+00:00,339900000.0,361500000.0,449200000.0,97500000.0,,1720800000.0,136300000.0,489900000.0,263500000.0,82100000.0,351900000.0,265700000.0,74500000.0,549400000.0,473700000.0,856700000.0,2384800000.0,2600000.0,,,,,146400000.0,39400000.0,312100000.0,347500000.0,152800000.0,4065700000.0,,231700000.0,7097800000.0,4338900000.0,3587000000.0,1859400000.0,4338900000.0,4341500000.0,2756300000.0,7097800000.0,1126000000.0,896900000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2011.0,Q2,,2011-04-03,2011-05-06 13:52:44+00:00,330200000.0,355700000.0,439400000.0,84600000.0,,1645200000.0,310100000.0,487000000.0,258000000.0,63900000.0,328200000.0,265300000.0,72600000.0,549400000.0,447500000.0,772400000.0,2378500000.0,9400000.0,,,,,145500000.0,39400000.0,323400000.0,356800000.0,226700000.0,3883700000.0,,282300000.0,7027600000.0,4317800000.0,3540300000.0,1794200000.0,4317800000.0,4327200000.0,2700400000.0,7027600000.0,1108800000.0,906200000.0
