company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2007.0,FY,2006-10-02,2007-09-30,2009-11-20 16:44:50+00:00,0.9,0.9,,467200000.0,0.87,,383700000.0,672600000.0,672600000.0,672600000.0,,7215000000.0,9411500000.0,,,,,0.0,783400000.0,7215000000.0,2196500000.0,38000000.0,148400000.0,1250600000.0,945900000.0,110400000.0,1056300000.0,9411500000.0,747300000.0,749800000.0,770100000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2008.0,Q1,2008-09-29,2008-12-28,2010-02-02 16:15:56+00:00,0.09,0.09,,134300000.0,0.09,,34000000.0,64700000.0,64700000.0,64300000.0,400000.0,2133400000.0,2615200000.0,,,,,75500000.0,177800000.0,2133400000.0,481800000.0,13000000.0,17500000.0,387600000.0,94200000.0,4500000.0,98700000.0,2615200000.0,714400000.0,736300000.0,739100000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2008.0,FY,2007-10-01,2008-09-28,2010-11-22 15:48:55+00:00,0.43,0.43,0.0,549300000.0,0.43,,144000000.0,311700000.0,311700000.0,315500000.0,-3800000.0,8390400000.0,9943500000.0,,,439500000.0,,266900000.0,786100000.0,8390400000.0,1992600000.0,53400000.0,118800000.0,1602300000.0,390300000.0,65400000.0,455700000.0,10383000000.0,733700000.0,731500000.0,741700000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2008.0,Q3,2008-03-31,2008-06-29,2009-08-04 21:39:19+00:00,-0.01,-0.01,,139800000.0,-0.01,,-26500000.0,-6700000.0,-6700000.0,-6700000.0,,2121400000.0,2574000000.0,,,,,167700000.0,195700000.0,2121400000.0,452600000.0,12500000.0,29900000.0,503200000.0,-50600000.0,17400000.0,-33200000.0,2574000000.0,670000000.0,731700000.0,731700000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2009.0,Q1TTM,2008-12-29,2009-12-27,,0.66,0.66,,545600000.0,0.66,,236000000.0,490500000.0,490500000.0,492700000.0,-2200000.0,8298800000.0,9947300000.0,,,543200000.0,,209700000.0,817100000.0,8298800000.0,2191700000.0,48600000.0,155800000.0,1572400000.0,619300000.0,107200000.0,726500000.0,10490500000.0,754700000.0,744200000.0,762900000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2009.0,Q1,2009-09-28,2009-12-27,2011-02-04 13:06:15+00:00,0.32,0.32,0.0,130600000.0,0.32,,126000000.0,243500000.0,243500000.0,241500000.0,2000000.0,2041800000.0,2619000000.0,,,103700000.0,,18300000.0,208800000.0,2041800000.0,680900000.0,8200000.0,54500000.0,357700000.0,323200000.0,46300000.0,369500000.0,2722700000.0,754700000.0,744200000.0,762900000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2009.0,Q4,2009-06-29,2009-09-27,,-0.02,-0.02,,136300000.0,-0.03,,-33300000.0,-25300000.0,-25300000.0,-27200000.0,1900000.0,1980300000.0,2596200000.0,,,-281500000.0,,110400000.0,160800000.0,1980300000.0,334400000.0,13400000.0,27900000.0,407500000.0,-73100000.0,14500000.0,-58600000.0,2314700000.0,737400000.0,738700000.0,745900000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2009.0,FY,2009-09-28,2009-09-27,2011-11-18 16:07:44+00:00,0.53,0.53,0.0,534700000.0,0.52,,168400000.0,391500000.0,391500000.0,390800000.0,700000.0,7750000000.0,9774600000.0,,,,0.0,332400000.0,717400000.0,7750000000.0,2024600000.0,39100000.0,158900000.0,1584500000.0,440100000.0,119800000.0,559900000.0,9774600000.0,737400000.0,738700000.0,745900000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2009.0,Q3YTD,2009-09-28,2009-06-28,,0.55,0.55,,398400000.0,0.55,,201700000.0,416800000.0,416800000.0,418000000.0,-1200000.0,5769700000.0,7178400000.0,,,281500000.0,,222000000.0,556600000.0,5769700000.0,1690200000.0,25700000.0,131000000.0,1177000000.0,513200000.0,105300000.0,618500000.0,7459900000.0,757500000.0,739400000.0,746700000.0
Starbucks Corp,SBUX,OQSJ1DU9TAOC51A47K68,829224,2009.0,Q3,2009-03-30,2009-06-28,2010-08-02 16:46:54+00:00,0.2,0.2,0.0,133700000.0,0.2,,65800000.0,148200000.0,148200000.0,151500000.0,-3300000.0,1864800000.0,2314800000.0,,,89100000.0,,51600000.0,179500000.0,1864800000.0,539100000.0,8600000.0,48300000.0,364800000.0,174300000.0,39700000.0,214000000.0,2403900000.0,757500000.0,739400000.0,746700000.0
