company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CDW Corp,CDW,,1402057,2009.0,FY,2009-01-01,2009-12-31,2012-03-09 14:23:58+00:00,,,,,241800000.0,-87800000.0,101900000.0,-373400000.0,-373400000.0,-373400000.0,6029700000.0,7162600000.0,2400000.0,,821100000.0,6029700000.0,1132900000.0,431700000.0,1164800000.0,-31900000.0,-429300000.0,-461200000.0,7162600000.0,,,
CDW Corp,CDW,,1402057,2010.0,FY,2010-01-01,2010-12-31,2013-11-08 16:37:16+00:00,-0.2,-0.2,,-0.2,,-7800000.0,106000000.0,-29200000.0,-29200000.0,-29200000.0,7410400000.0,8801200000.0,200000.0,,932100000.0,7410400000.0,1390800000.0,389900000.0,1038100000.0,352700000.0,-389700000.0,-37000000.0,8801200000.0,146000000.0,144400000.0,144400000.0
CDW Corp,CDW,,1402057,2010.0,Q3,2010-07-01,2010-09-30,2011-11-14 15:53:42+00:00,,,,,,,28000000.0,-300000.0,-300000.0,-300000.0,2006000000.0,2374400000.0,200000.0,,235800000.0,2006000000.0,368400000.0,105100000.0,263800000.0,104600000.0,-104900000.0,-300000.0,2374400000.0,,,
CDW Corp,CDW,,1402057,2010.0,Q2,2010-04-01,2010-06-30,2011-09-14 14:34:47+00:00,,,,,,-3900000.0,24700000.0,-7000000.0,-7000000.0,-7000000.0,1863400000.0,2223300000.0,-100000.0,,239600000.0,1863400000.0,359900000.0,106400000.0,264300000.0,95600000.0,-106500000.0,-10900000.0,2223300000.0,,,
CDW Corp,CDW,,1402057,2011.0,Q4,2011-10-01,2011-12-31,,0.12,0.12,,0.12,,10900000.0,35800000.0,19000000.0,19000000.0,19000000.0,2067000000.0,2479300000.0,-300000.0,,265400000.0,2067000000.0,412300000.0,80900000.0,301200000.0,111100000.0,-81200000.0,29900000.0,2479300000.0,142500000.0,144800000.0,144900000.0
CDW Corp,CDW,,1402057,2011.0,FY,2011-01-01,2011-12-31,2014-03-05 08:33:33+00:00,0.12,0.12,0.0,0.12,,11200000.0,122700000.0,17100000.0,17100000.0,17100000.0,8018900000.0,9602400000.0,700000.0,,990100000.0,8018900000.0,1583500000.0,443100000.0,1112800000.0,470700000.0,-442400000.0,28300000.0,9602400000.0,142500000.0,144800000.0,144900000.0
CDW Corp,CDW,,1402057,2011.0,Q3YTD,2011-01-01,2011-09-30,,,,,,,300000.0,86900000.0,-1900000.0,-1900000.0,-1900000.0,5951900000.0,7123100000.0,1000000.0,,724700000.0,5951900000.0,1171200000.0,362200000.0,811600000.0,359600000.0,-361200000.0,-1600000.0,7123100000.0,,,
CDW Corp,CDW,,1402057,2011.0,Q3,2011-07-01,2011-09-30,2012-11-09 10:07:36+00:00,,,,,,17600000.0,28300000.0,37100000.0,37100000.0,37100000.0,2161400000.0,2581400000.0,500000.0,,252000000.0,2161400000.0,420000000.0,85500000.0,280300000.0,139700000.0,-85000000.0,54700000.0,2581400000.0,,,
CDW Corp,CDW,,1402057,2011.0,Q2YTD,2011-01-01,2011-06-30,,,,,,,-17300000.0,58600000.0,-39000000.0,-39000000.0,-39000000.0,3790500000.0,4541700000.0,500000.0,,472700000.0,3790500000.0,751200000.0,276700000.0,531300000.0,219900000.0,-276200000.0,-56300000.0,4541700000.0,,,
CDW Corp,CDW,,1402057,2011.0,Q2,2011-04-01,2011-06-30,2012-08-10 11:20:41+00:00,,,,,,-18400000.0,29200000.0,-34800000.0,-34800000.0,-34800000.0,2011300000.0,2412100000.0,0.0,,243400000.0,2011300000.0,400800000.0,181400000.0,272600000.0,128200000.0,-181400000.0,-53200000.0,2412100000.0,,,
CDW Corp,CDW,,1402057,2011.0,Q1,2011-01-01,2011-03-31,2012-05-15 10:27:35+00:00,,,,,,1100000.0,29400000.0,-4200000.0,-4200000.0,-4200000.0,1779200000.0,2129600000.0,500000.0,,229300000.0,1779200000.0,350400000.0,95300000.0,258700000.0,91700000.0,-94800000.0,-3100000.0,2129600000.0,,,
CDW Corp,CDW,,1402057,2012.0,Q4,2012-10-01,2012-12-31,,0.31,0.31,,0.31,,14800000.0,33100000.0,33300000.0,33300000.0,33300000.0,2175600000.0,2601000000.0,-100000.0,,261400000.0,2175600000.0,425400000.0,82700000.0,294500000.0,130900000.0,-82800000.0,48100000.0,2601000000.0,145100000.0,145100000.0,145800000.0
CDW Corp,CDW,,1402057,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 07:01:35+00:00,0.82,0.82,0.0,0.82,,67100000.0,129500000.0,119000000.0,119000000.0,119000000.0,8458600000.0,10128200000.0,100000.0,,1029500000.0,8458600000.0,1669600000.0,324600000.0,1159000000.0,510600000.0,-324500000.0,186100000.0,10128200000.0,145100000.0,145100000.0,145800000.0
CDW Corp,CDW,,1402057,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.51,0.51,,0.51,,52300000.0,96400000.0,85700000.0,85700000.0,85700000.0,6283000000.0,7527200000.0,200000.0,,768100000.0,6283000000.0,1244200000.0,241900000.0,864500000.0,379700000.0,-241700000.0,138000000.0,7527200000.0,146200000.0,145100000.0,145900000.0
CDW Corp,CDW,,1402057,2012.0,Q3TTM,2011-10-01,2012-09-30,,0.63,0.63,,0.63,,63200000.0,132200000.0,104700000.0,104700000.0,104700000.0,8350000000.0,10006500000.0,-100000.0,,1033500000.0,8350000000.0,1656500000.0,322800000.0,1165700000.0,490800000.0,-322900000.0,167900000.0,10006500000.0,146200000.0,145100000.0,145900000.0
CDW Corp,CDW,,1402057,2012.0,Q3,2012-07-01,2012-09-30,2013-11-07 10:27:00+00:00,0.26,0.26,,0.26,,25200000.0,36000000.0,38000000.0,38000000.0,38000000.0,2190600000.0,2623300000.0,200000.0,,257000000.0,2190600000.0,432700000.0,76700000.0,293000000.0,139700000.0,-76500000.0,63200000.0,2623300000.0,146200000.0,145100000.0,145900000.0
CDW Corp,CDW,,1402057,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.25,0.25,,0.25,,27100000.0,60400000.0,47700000.0,47700000.0,47700000.0,4092400000.0,4903900000.0,,,511100000.0,4092400000.0,811500000.0,165200000.0,571500000.0,240000000.0,-165200000.0,74800000.0,4903900000.0,147200000.0,145100000.0,145800000.0
CDW Corp,CDW,,1402057,2012.0,Q2TTM,2011-07-01,2012-06-30,,0.37,0.37,,0.37,,55600000.0,124500000.0,103800000.0,103800000.0,103800000.0,8320800000.0,9964600000.0,200000.0,,1028500000.0,8320800000.0,1643800000.0,331600000.0,1153000000.0,490800000.0,-331400000.0,159400000.0,9964600000.0,147200000.0,145100000.0,145800000.0
CDW Corp,CDW,,1402057,2012.0,Q2,2012-04-01,2012-06-30,2013-08-12 16:10:17+00:00,0.25,0.25,,0.25,,22900000.0,31000000.0,36800000.0,36800000.0,36800000.0,2157800000.0,2584700000.0,200000.0,,259500000.0,2157800000.0,426900000.0,76900000.0,290500000.0,136400000.0,-76700000.0,59700000.0,2584700000.0,147200000.0,145100000.0,145800000.0
CDW Corp,CDW,,1402057,2012.0,Q1TTM,2011-04-01,2012-03-31,,0.12,0.12,,0.12,,14300000.0,122700000.0,32200000.0,32200000.0,32200000.0,8174300000.0,9792000000.0,,,1012400000.0,8174300000.0,1617700000.0,436100000.0,1135100000.0,482600000.0,-436100000.0,46500000.0,9792000000.0,,,
CDW Corp,CDW,,1402057,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 12:30:49+00:00,,,,,,4200000.0,29400000.0,10900000.0,10900000.0,10900000.0,1934600000.0,2319200000.0,-200000.0,,251600000.0,1934600000.0,384600000.0,88300000.0,281000000.0,103600000.0,-88500000.0,15100000.0,2319200000.0,,,
CDW Corp,CDW,,1402057,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 17:48:36+00:00,0.85,0.85,0.0425,0.84,,62700000.0,130800000.0,132800000.0,132800000.0,132800000.0,9008300000.0,10768600000.0,1000000.0,0.0,1120900000.0,9008300000.0,1760300000.0,314100000.0,1251700000.0,508600000.0,-313100000.0,195500000.0,10768600000.0,156200000.0,156600000.0,158700000.0
CDW Corp,CDW,,1402057,2013.0,Q4,2013-10-01,2013-12-31,,0.35,0.35,0.04,0.34,,22600000.0,35700000.0,60000000.0,60000000.0,60000000.0,2265000000.0,2713300000.0,600000.0,,270600000.0,2265000000.0,448300000.0,60000000.0,306300000.0,142000000.0,-59400000.0,82600000.0,2713300000.0,156200000.0,156600000.0,158700000.0
CDW Corp,CDW,,1402057,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.5,0.5,,0.5,,40100000.0,95100000.0,72800000.0,72800000.0,72800000.0,6743300000.0,8055300000.0,400000.0,,850300000.0,6743300000.0,1312000000.0,254100000.0,945400000.0,366600000.0,-253700000.0,112900000.0,8055300000.0,220000000.0,166800000.0,166800000.0
CDW Corp,CDW,,1402057,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.81,0.81,,0.81,,54900000.0,128200000.0,106100000.0,106100000.0,106100000.0,8918900000.0,10656300000.0,300000.0,,1111700000.0,8918900000.0,1737400000.0,336800000.0,1239900000.0,497500000.0,-336500000.0,161000000.0,10656300000.0,220000000.0,166800000.0,166800000.0
CDW Corp,CDW,,1402057,2013.0,Q3,2013-07-01,2013-09-30,2014-11-12 08:30:27+00:00,-0.01,-0.01,0.0,-0.01,,-2600000.0,33100000.0,-2200000.0,-2200000.0,-2200000.0,2405900000.0,2864300000.0,-200000.0,,332400000.0,2405900000.0,458400000.0,97500000.0,365500000.0,92900000.0,-97700000.0,-4800000.0,2864300000.0,220000000.0,166800000.0,166800000.0
