company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,othertaxespayable,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
CDW Corp,CDW,,1402057,2010.0,FY,,2010-12-31,2012-03-09 14:23:58+00:00,565300000.0,1284300000.0,114600000.0,-2200000.0,,36600000.0,0.0,2166700000.0,28600000.0,52800000.0,4200000.0,91300000.0,2209100000.0,1791200000.0,4157400000.0,,292800000.0,158100000.0,730300000.0,2800000.0,64300000.0,3400000.0,40400000.0,79700000.0,32300000.0,23200000.0,35800000.0,-2208000000.0,132600000.0,5943800000.0,-43500000.0,1702300000.0,1026900000.0,-43500000.0,-43500000.0,5987300000.0,5943800000.0,4083400000.0,4960400000.0,
CDW Corp,CDW,,1402057,2011.0,FY,,2011-12-31,2013-11-08 16:37:16+00:00,796500000.0,1416600000.0,38800000.0,-2100000.0,,99900000.0,0.0,2186100000.0,45900000.0,24600000.0,92600000.0,106600000.0,2208400000.0,1636000000.0,3865000000.0,,321700000.0,154300000.0,692000000.0,,54900000.0,3000000.0,45600000.0,68500000.0,13000000.0,23100000.0,34700000.0,-2191300000.0,201000000.0,5967700000.0,-7300000.0,1897500000.0,1359400000.0,-7300000.0,-7300000.0,5975000000.0,5967700000.0,3915900000.0,4615600000.0,
CDW Corp,CDW,,1402057,2011.0,Q3,,2011-09-30,2011-11-14 15:53:42+00:00,786900000.0,1443100000.0,120400000.0,-4400000.0,,25900000.0,0.0,2179000000.0,39000000.0,29300000.0,6700000.0,87800000.0,2207500000.0,1672800000.0,4071000000.0,,315100000.0,147900000.0,698300000.0,,112700000.0,3100000.0,44700000.0,71600000.0,13700000.0,19300000.0,48700000.0,-2210100000.0,,5965000000.0,-35500000.0,1862100000.0,1172800000.0,-35500000.0,-35500000.0,6000500000.0,5965000000.0,3955000000.0,4827700000.0,
CDW Corp,CDW,,1402057,2011.0,Q2,,2011-06-30,2011-09-14 14:34:47+00:00,772700000.0,1366000000.0,114800000.0,2700000.0,,44600000.0,0.0,2175200000.0,49000000.0,50600000.0,5400000.0,77800000.0,2210300000.0,1712900000.0,4226000000.0,,348900000.0,150800000.0,711200000.0,,51800000.0,4600000.0,48400000.0,76500000.0,14500000.0,19600000.0,56700000.0,-2247200000.0,,6021900000.0,-69300000.0,1866800000.0,1091100000.0,-69300000.0,-69300000.0,6091200000.0,6021900000.0,4004300000.0,5000100000.0,
CDW Corp,CDW,,1402057,2012.0,FY,,2012-12-31,2014-03-05 08:33:33+00:00,767800000.0,1433500000.0,129700000.0,400000.0,,37900000.0,0.0,2209100000.0,57800000.0,14100000.0,200000.0,99400000.0,2209300000.0,1478500000.0,3731000000.0,,314600000.0,142700000.0,624300000.0,,50700000.0,1600000.0,60000000.0,53200000.0,,22600000.0,34600000.0,-2073000000.0,40000000.0,5720000000.0,136500000.0,1834700000.0,1168200000.0,136500000.0,136500000.0,5583500000.0,5720000000.0,3742600000.0,4415300000.0,0.0
CDW Corp,CDW,,1402057,2012.0,Q3,,2012-09-30,2012-11-09 10:07:36+00:00,925100000.0,1448700000.0,115600000.0,1300000.0,,193000000.0,0.0,2202900000.0,49900000.0,20200000.0,7200000.0,84800000.0,2209600000.0,1516900000.0,3871200000.0,,346900000.0,139300000.0,639000000.0,,113900000.0,1600000.0,60500000.0,57700000.0,,19700000.0,51200000.0,-2106000000.0,0.0,5985100000.0,98200000.0,2060000000.0,1316200000.0,98200000.0,98200000.0,5886900000.0,5985100000.0,3785800000.0,4570700000.0,
CDW Corp,CDW,,1402057,2012.0,Q2,,2012-06-30,2012-08-10 11:20:41+00:00,941500000.0,1399000000.0,121400000.0,-1800000.0,,158700000.0,0.0,2196800000.0,66100000.0,21500000.0,9200000.0,87500000.0,2208500000.0,1557700000.0,3871400000.0,,321600000.0,142300000.0,656700000.0,,53500000.0,2000000.0,58800000.0,60700000.0,,18300000.0,63500000.0,-2143900000.0,0.0,5935500000.0,51100000.0,1964300000.0,1297500000.0,51100000.0,51100000.0,5884400000.0,5935500000.0,3828900000.0,4586900000.0,
CDW Corp,CDW,,1402057,2012.0,Q1,,2012-03-31,2012-05-15 10:27:35+00:00,725400000.0,1249900000.0,123100000.0,-200000.0,,36500000.0,0.0,2191500000.0,34900000.0,23100000.0,11100000.0,76000000.0,2209000000.0,1599400000.0,3871600000.0,,346800000.0,146100000.0,673800000.0,,114000000.0,2100000.0,57700000.0,63500000.0,,23200000.0,45000000.0,-2180700000.0,0.0,5721400000.0,10600000.0,1701300000.0,1107700000.0,10600000.0,10600000.0,5710800000.0,5721400000.0,3874000000.0,4603100000.0,
CDW Corp,CDW,,1402057,2013.0,FY,,2013-12-31,2015-02-26 07:01:35+00:00,919400000.0,1597300000.0,163500000.0,-6300000.0,,188100000.0,0.0,2689800000.0,94800000.0,,6300000.0,112200000.0,2220300000.0,1328000000.0,3205800000.0,0.0,382000000.0,131100000.0,563500000.0,,31800000.0,1600000.0,41000000.0,30100000.0,,29200000.0,46100000.0,-1971800000.0,45400000.0,5924600000.0,711700000.0,2213500000.0,1402600000.0,711700000.0,711700000.0,5212900000.0,5924600000.0,3580000000.0,3810300000.0,0.0
CDW Corp,CDW,,1402057,2013.0,Q3,,2013-09-30,2013-11-07 10:27:00+00:00,897800000.0,1507700000.0,150500000.0,-3300000.0,,350200000.0,0.0,2687500000.0,82500000.0,10900000.0,0.0,93600000.0,2222900000.0,1365500000.0,3239700000.0,,353800000.0,129600000.0,599400000.0,,78400000.0,1400000.0,40900000.0,33700000.0,2500000.0,23300000.0,63100000.0,-2024400000.0,170400000.0,6038800000.0,659800000.0,2285700000.0,1496500000.0,659800000.0,659800000.0,5379000000.0,6038800000.0,3623500000.0,3882500000.0,0.0
