company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 18:25:59+00:00,-65000000.0,433000000.0,376000000.0,389000000.0,458000000.0,962000000.0,5000000.0,-182000000.0,32000000.0,1046000000.0,-1326000000.0,-614000000.0,1571000000.0,,,,-1326000000.0,-614000000.0,1571000000.0,-364000000.0,1315000000.0,1315000000.0,,-453000000.0,,-145000000.0,,-459000000.0,-791000000.0,-1657000000.0,-1233000000.0,-712000000.0,,1035000000.0,47000000.0
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 21:53:44+00:00,-332000000.0,383000000.0,300000000.0,423000000.0,461000000.0,303000000.0,-13000000.0,-39000000.0,19000000.0,1926000000.0,721000000.0,-1627000000.0,1589000000.0,,,,721000000.0,-1627000000.0,1589000000.0,670000000.0,950000000.0,950000000.0,,-166000000.0,,-58000000.0,,-491000000.0,-514000000.0,-1418000000.0,-695000000.0,-38000000.0,,392000000.0,
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2008.0,Q4,2008-10-01,2008-12-31,,-49000000.0,97000000.0,300000000.0,423000000.0,114000000.0,292000000.0,-8000000.0,7000000.0,,1118000000.0,605000000.0,-277000000.0,428000000.0,,,,605000000.0,-277000000.0,428000000.0,748000000.0,282000000.0,282000000.0,,-72000000.0,,7000000.0,,-126000000.0,-295000000.0,-439000000.0,-387000000.0,,,207000000.0,
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 11:48:28+00:00,-283000000.0,286000000.0,,,347000000.0,11000000.0,-5000000.0,-46000000.0,19000000.0,808000000.0,116000000.0,-1350000000.0,1161000000.0,,,,116000000.0,-1350000000.0,1161000000.0,-78000000.0,668000000.0,668000000.0,,-94000000.0,,-65000000.0,,-365000000.0,-219000000.0,-979000000.0,-308000000.0,-38000000.0,,185000000.0,
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q4,2009-10-01,2009-12-31,,67000000.0,-286000000.0,,,-345000000.0,,,-135000000.0,-45000000.0,-298000000.0,1060000000.0,591000000.0,-1247000000.0,,,,1060000000.0,591000000.0,-1247000000.0,404000000.0,-269000000.0,-269000000.0,,-212000000.0,,-166000000.0,,386000000.0,182000000.0,821000000.0,1017000000.0,,,-313000000.0,
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q3TTM,2008-10-01,2009-09-30,,-116000000.0,383000000.0,300000000.0,423000000.0,459000000.0,292000000.0,-8000000.0,142000000.0,45000000.0,1416000000.0,-455000000.0,-868000000.0,1675000000.0,,,,-455000000.0,-868000000.0,1675000000.0,344000000.0,551000000.0,551000000.0,,140000000.0,,173000000.0,,-512000000.0,-477000000.0,-1260000000.0,-1404000000.0,,,520000000.0,
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q3,2009-07-01,2009-09-30,,-19000000.0,104000000.0,,,120000000.0,,,211000000.0,15000000.0,,-605000000.0,-351000000.0,679000000.0,,,,-605000000.0,-351000000.0,679000000.0,-277000000.0,26000000.0,26000000.0,,218000000.0,,-28000000.0,,-130000000.0,-29000000.0,-297000000.0,-490000000.0,,,22000000.0,
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-29 15:00:34+00:00,-67000000.0,286000000.0,,,345000000.0,,,135000000.0,45000000.0,298000000.0,-1060000000.0,-591000000.0,1247000000.0,,,,-1060000000.0,-591000000.0,1247000000.0,-404000000.0,269000000.0,269000000.0,,212000000.0,,166000000.0,,-386000000.0,-182000000.0,-821000000.0,-1017000000.0,,,313000000.0,
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q2,2009-04-01,2009-06-30,,-18000000.0,89000000.0,,,115000000.0,,,-83000000.0,14000000.0,298000000.0,174000000.0,-90000000.0,258000000.0,,,,174000000.0,-90000000.0,258000000.0,342000000.0,-3000000.0,-3000000.0,,140000000.0,,37000000.0,,-130000000.0,-59000000.0,-254000000.0,-8000000.0,,,204000000.0,
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-09-01 13:11:57+00:00,-48000000.0,182000000.0,,,225000000.0,0.0,0.0,-76000000.0,30000000.0,298000000.0,-455000000.0,-240000000.0,568000000.0,,,,-455000000.0,-240000000.0,568000000.0,-127000000.0,243000000.0,243000000.0,,-6000000.0,,194000000.0,,-256000000.0,-153000000.0,-524000000.0,-527000000.0,,,291000000.0,
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 08:18:31+00:00,-30000000.0,93000000.0,,,110000000.0,0.0,0.0,7000000.0,16000000.0,0.0,-629000000.0,-150000000.0,310000000.0,,,,-629000000.0,-150000000.0,310000000.0,-469000000.0,246000000.0,246000000.0,,-146000000.0,,157000000.0,,-126000000.0,-94000000.0,-270000000.0,-519000000.0,,,87000000.0,
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2010.0,Q4,2010-10-01,2010-12-31,,-6752000000.0,57000000.0,313000000.0,820000000.0,180000000.0,38000000.0,3000000.0,-178000000.0,-3509000000.0,2962000000.0,3121000000.0,-6568000000.0,337000000.0,,,,3121000000.0,-6568000000.0,337000000.0,-3928000000.0,359000000.0,359000000.0,,-81000000.0,2533000000.0,767000000.0,-821000000.0,356000000.0,-35000000.0,-617000000.0,779000000.0,,,31000000.0,
PPL Corp,PPL,9N3UAJSNOUXFKQLF3V18,922224,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 17:21:55+00:00,-6812000000.0,213000000.0,313000000.0,820000000.0,567000000.0,162000000.0,13000000.0,-568000000.0,2441000000.0,4712000000.0,6307000000.0,-8229000000.0,2033000000.0,,,,6307000000.0,-8229000000.0,2033000000.0,124000000.0,959000000.0,959000000.0,,862000000.0,-13000000.0,32000000.0,,-566000000.0,-128000000.0,-1597000000.0,-213000000.0,,-54000000.0,114000000.0,0.0
