company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,otherrevenue,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Cboe Global Markets Inc,CBOE,,1374310,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.06,1.06,,36998000.0,1.06,117866000.0,,184010000.0,184010000.0,139654000.0,1375000.0,157969000.0,556287000.0,,42981000.0,,-816000.0,35926000.0,14512000.0,,,36398000.0,157969000.0,412830000.0,,-1632000.0,109322000.0,303508000.0,-2448000.0,301876000.0,570799000.0,85200000.0,85831000.0,85831000.0
Cboe Global Markets Inc,CBOE,,1374310,2014.0,Q2TTM,2013-07-01,2014-06-30,,3.05,3.05,,71486000.0,3.05,225523000.0,,360009000.0,360009000.0,313517000.0,3511000.0,332628000.0,1113319000.0,,42981000.0,,-816000.0,73038000.0,29530000.0,,,76375000.0,332628000.0,810221000.0,,-3790000.0,220899000.0,589322000.0,-4606000.0,585532000.0,1142849000.0,85200000.0,85831000.0,85831000.0
Cboe Global Markets Inc,CBOE,,1374310,2014.0,Q1,2014-01-01,2014-03-31,2015-05-06 16:43:45+00:00,0.56,0.56,,17208000.0,0.56,65038000.0,,98048000.0,98048000.0,97056000.0,992000.0,82650000.0,292030000.0,,,,-495000.0,17168000.0,6712000.0,,,17640000.0,82650000.0,216092000.0,,-990000.0,52016000.0,164076000.0,-1485000.0,163086000.0,298742000.0,173300000.0,86453000.0,86453000.0
Cboe Global Markets Inc,CBOE,,1374310,2014.0,Q1TTM,2013-04-01,2014-03-31,,2.55,2.55,,51696000.0,2.55,172695000.0,,274047000.0,274047000.0,270919000.0,3128000.0,257309000.0,849062000.0,,,,-495000.0,54280000.0,21730000.0,,,57617000.0,257309000.0,613483000.0,,-3148000.0,163593000.0,449890000.0,-3643000.0,446742000.0,870792000.0,173300000.0,86453000.0,86453000.0
Cboe Global Markets Inc,CBOE,,1374310,2015.0,FY,2015-01-01,2015-12-31,2018-02-22 17:17:52+00:00,2.46,2.46,,46300000.0,2.46,119000000.0,,205000000.0,205000000.0,204100000.0,900000.0,102100000.0,644300000.0,,,,4100000.0,119900000.0,19500000.0,,,75600000.0,102100000.0,561700000.0,,,241800000.0,319900000.0,4100000.0,324000000.0,663800000.0,83000000.0,83100000.0,83100000.0
Cboe Global Markets Inc,CBOE,,1374310,2015.0,Q4,2015-10-01,2015-12-31,,0.61,0.61,,-21842000.0,0.61,-26543000.0,,-36724000.0,-36724000.0,8077000.0,44000.0,-108961000.0,-228476000.0,,-44845000.0,,106073000.0,66975000.0,-10182000.0,,,-6664000.0,-108961000.0,-129697000.0,-32000.0,-1176000.0,38469000.0,-168166000.0,104929000.0,-63267000.0,-238658000.0,83000000.0,83100000.0,83100000.0
Cboe Global Markets Inc,CBOE,,1374310,2015.0,Q3YTD,2015-01-01,2015-09-30,,1.85,1.85,,68142000.0,1.85,145543000.0,,241724000.0,241724000.0,196023000.0,856000.0,211061000.0,872776000.0,,44845000.0,,-101973000.0,52925000.0,29682000.0,,,82264000.0,211061000.0,691397000.0,32000.0,1176000.0,203331000.0,488066000.0,-100829000.0,387267000.0,902458000.0,83000000.0,82755000.0,82755000.0
Cboe Global Markets Inc,CBOE,,1374310,2015.0,Q3TTM,2014-10-01,2015-09-30,,2.43,4.07,,90248000.0,4.07,214749000.0,,340410000.0,340410000.0,336861000.0,1685000.0,289039000.0,1177514000.0,,1864000.0,,-100615000.0,71015000.0,36820000.0,,,102040000.0,289039000.0,925295000.0,32000.0,-4858000.0,263303000.0,661992000.0,-105505000.0,555159000.0,1214334000.0,83000000.0,82755000.0,82755000.0
Cboe Global Markets Inc,CBOE,,1374310,2015.0,Q2,2015-04-01,2015-06-30,2015-08-06 17:16:17+00:00,0.54,0.54,,22550000.0,0.54,57572000.0,,89690000.0,89690000.0,44646000.0,199000.0,65027000.0,264672000.0,,44845000.0,,522000.0,17891000.0,15396000.0,,,27860000.0,65027000.0,215041000.0,,522000.0,68301000.0,146740000.0,1044000.0,147262000.0,280068000.0,82700000.0,83290000.0,83290000.0
Cboe Global Markets Inc,CBOE,,1374310,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.04,1.04,,43354000.0,1.04,111608000.0,,174208000.0,174208000.0,128804000.0,559000.0,130055000.0,526797000.0,,44845000.0,,-522000.0,37098000.0,24012000.0,,,54456000.0,130055000.0,420754000.0,,462000.0,134908000.0,285846000.0,-60000.0,285816000.0,550809000.0,82700000.0,83290000.0,83290000.0
Cboe Global Markets Inc,CBOE,,1374310,2015.0,Q2TTM,2014-07-01,2015-06-30,,2.19,4.4,,86182000.0,4.4,233708000.0,,369626000.0,369626000.0,365934000.0,1828000.0,281664000.0,1105656000.0,,1864000.0,,294000.0,73164000.0,38614000.0,,,93320000.0,281664000.0,862606000.0,,-6114000.0,252666000.0,609940000.0,-5820000.0,603334000.0,1144270000.0,82700000.0,83290000.0,83290000.0
Cboe Global Markets Inc,CBOE,,1374310,2015.0,Q1,2015-01-01,2015-03-31,2015-05-06 16:43:45+00:00,0.5,0.5,,20804000.0,0.5,54036000.0,,84518000.0,84518000.0,84158000.0,360000.0,65028000.0,262125000.0,,,,-1044000.0,19207000.0,8616000.0,,,26596000.0,65028000.0,205713000.0,,-60000.0,66607000.0,139106000.0,-1104000.0,138554000.0,270741000.0,168300000.0,83956000.0,83956000.0
Cboe Global Markets Inc,CBOE,,1374310,2015.0,Q1TTM,2014-04-01,2015-03-31,,2.15,4.36,,83422000.0,4.36,228964000.0,,365898000.0,365898000.0,363886000.0,2012000.0,291956000.0,1105241000.0,,,,-549000.0,74031000.0,31018000.0,,,84218000.0,291956000.0,844303000.0,,-7278000.0,241671000.0,602632000.0,-7827000.0,594862000.0,1136259000.0,168300000.0,83956000.0,83956000.0
Cboe Global Markets Inc,CBOE,,1374310,2016.0,FY,2016-01-01,2016-12-31,2019-02-22 08:40:36+00:00,2.27,2.27,0.96,44400000.0,2.27,120900000.0,,185700000.0,185700000.0,184900000.0,-300000.0,136700000.0,703100000.0,,,,14100000.0,129900000.0,,1100000.0,13600000.0,80300000.0,136700000.0,566400000.0,,-5700000.0,268200000.0,298200000.0,8400000.0,306600000.0,703100000.0,81500000.0,81400000.0,81400000.0
Cboe Global Markets Inc,CBOE,,1374310,2016.0,Q4,2016-10-01,2016-12-31,,0.55,-0.05,,21940000.0,-0.05,-1468000.0,,-4082000.0,-4082000.0,-4499000.0,-114000.0,41091000.0,389441000.0,,,,13500000.0,269339000.0,-5877000.0,531000.0,13600000.0,42011000.0,41091000.0,342473000.0,-205000.0,-14838000.0,346890000.0,-4417000.0,-1133000.0,-5550000.0,383564000.0,81500000.0,81400000.0,81400000.0
Cboe Global Markets Inc,CBOE,,1374310,2016.0,Q3,2016-07-01,2016-09-30,2016-11-07 18:47:30+00:00,0.5,0.5,,10200000.0,0.5,26885000.0,,40451000.0,40451000.0,40280000.0,-99000.0,47743000.0,153796000.0,,,,,10076000.0,2411000.0,270000.0,,22538000.0,47743000.0,108464000.0,177000.0,1863000.0,42814000.0,65650000.0,1686000.0,67336000.0,156207000.0,80600000.0,81285000.0,81285000.0
Cboe Global Markets Inc,CBOE,,1374310,2016.0,Q3YTD,2016-01-01,2016-09-30,,1.72,2.32,,22460000.0,2.32,122368000.0,,189782000.0,189782000.0,189399000.0,-186000.0,95609000.0,313659000.0,,,,600000.0,-139439000.0,5877000.0,569000.0,,38289000.0,95609000.0,223927000.0,205000.0,9138000.0,-78690000.0,302617000.0,9533000.0,312150000.0,319536000.0,80600000.0,81285000.0,81285000.0
Cboe Global Markets Inc,CBOE,,1374310,2016.0,Q3TTM,2015-10-01,2016-09-30,,2.33,2.93,,618000.0,2.93,95825000.0,,153058000.0,153058000.0,197476000.0,-142000.0,-13352000.0,85183000.0,,-44845000.0,,106673000.0,-72464000.0,-4305000.0,569000.0,,31625000.0,-13352000.0,94230000.0,173000.0,7962000.0,-40221000.0,134451000.0,114462000.0,248883000.0,80878000.0,80600000.0,81285000.0,81285000.0
Cboe Global Markets Inc,CBOE,,1374310,2016.0,Q2,2016-01-01,2016-06-30,2016-08-02 13:00:00+00:00,0.62,0.62,,12260000.0,0.62,32883000.0,,50931000.0,50931000.0,50719000.0,-87000.0,47866000.0,159863000.0,,,,,9485000.0,3466000.0,299000.0,,15751000.0,47866000.0,115463000.0,28000.0,5875000.0,37496000.0,77967000.0,5847000.0,83814000.0,163329000.0,81800000.0,81343000.0,81343000.0
Cboe Global Markets Inc,CBOE,,1374310,2016.0,Q2YTD,2016-01-01,2016-06-30,,1.22,1.82,,12260000.0,1.82,95483000.0,,149331000.0,149331000.0,149119000.0,-87000.0,47866000.0,159863000.0,,,,600000.0,-149515000.0,3466000.0,299000.0,,15751000.0,47866000.0,115463000.0,28000.0,7275000.0,-121504000.0,236967000.0,7847000.0,244814000.0,163329000.0,81800000.0,81343000.0,81343000.0
Cboe Global Markets Inc,CBOE,,1374310,2016.0,Q2TTM,2015-07-01,2016-06-30,,2.64,3.24,,15206000.0,3.24,102875000.0,,180123000.0,180123000.0,224415000.0,254000.0,19911000.0,277366000.0,,-44845000.0,,5222000.0,-66713000.0,-1046000.0,299000.0,,36895000.0,19911000.0,256409000.0,28000.0,6813000.0,-14612000.0,271021000.0,12007000.0,282998000.0,276320000.0,81800000.0,81343000.0,81343000.0
Cboe Global Markets Inc,CBOE,,1374310,2016.0,Q1,2016-01-01,2016-03-31,2017-05-10 17:54:55+00:00,0.6,1.2,,,1.2,62600000.0,,98400000.0,98400000.0,98400000.0,0.0,0.0,,,,,600000.0,-159000000.0,,0.0,,,,,,1400000.0,-159000000.0,159000000.0,2000000.0,161000000.0,,164000000.0,163600000.0,163600000.0
Cboe Global Markets Inc,CBOE,,1374310,2016.0,Q1TTM,2015-04-01,2016-03-31,,2.56,3.16,,25496000.0,3.16,127564000.0,,218882000.0,218882000.0,218342000.0,540000.0,37072000.0,382175000.0,,,,5744000.0,-58307000.0,10884000.0,,,49004000.0,37072000.0,355987000.0,,1460000.0,16193000.0,339794000.0,7204000.0,346446000.0,393059000.0,164000000.0,163600000.0,163600000.0
Cboe Global Markets Inc,CBOE,,1374310,2017.0,FY,2017-01-01,2017-12-31,2019-02-22 08:40:36+00:00,3.7,3.7,1.04,192200000.0,3.69,-66200000.0,,400600000.0,400600000.0,396700000.0,2800000.0,1233500000.0,2229100000.0,,,,3800000.0,228900000.0,,1100000.0,84400000.0,118200000.0,1233500000.0,995600000.0,,-41300000.0,623700000.0,371900000.0,-37500000.0,334400000.0,2229100000.0,107200000.0,107200000.0,107500000.0
Cboe Global Markets Inc,CBOE,,1374310,2017.0,Q2,2017-04-01,2017-06-30,2018-08-03 08:12:30+00:00,0.6,0.6,,55800000.0,0.6,38100000.0,,68000000.0,68000000.0,67300000.0,400000.0,423900000.0,640800000.0,,,,800000.0,6900000.0,,300000.0,4700000.0,31700000.0,423900000.0,216900000.0,,-12500000.0,99100000.0,117800000.0,-11700000.0,106100000.0,640800000.0,112200000.0,112100000.0,112500000.0
Cboe Global Markets Inc,CBOE,,1374310,2017.0,Q2YTD,2017-01-01,2017-06-30,,0.76,0.92,,55800000.0,0.92,44300000.0,,98400000.0,98400000.0,97500000.0,,376500000.0,640800000.0,,,,1000000.0,2100000.0,,900000.0,4700000.0,31700000.0,376500000.0,264300000.0,,-28300000.0,94300000.0,170000000.0,-27300000.0,142700000.0,640800000.0,112200000.0,112100000.0,112500000.0
Cboe Global Markets Inc,CBOE,,1374310,2017.0,Q2TTM,2016-07-01,2017-06-30,,1.81,1.37,,87940000.0,1.37,69717000.0,,134769000.0,134769000.0,133281000.0,-213000.0,465334000.0,1184037000.0,,,,14500000.0,281515000.0,-3466000.0,1701000.0,18300000.0,96249000.0,465334000.0,715237000.0,-28000.0,-41275000.0,484004000.0,231233000.0,-26747000.0,204486000.0,1180571000.0,112200000.0,112100000.0,112500000.0
Cboe Global Markets Inc,CBOE,,1374310,2017.0,Q1TTM,2016-04-01,2017-03-31,,1.83,1.39,,44400000.0,1.39,64500000.0,,117700000.0,117700000.0,116700000.0,-700000.0,89300000.0,703100000.0,,,,13700000.0,284100000.0,,1700000.0,13600000.0,80300000.0,89300000.0,613800000.0,,-22900000.0,422400000.0,191400000.0,-9200000.0,182200000.0,703100000.0,188800000.0,183800000.0,184000000.0
Cboe Global Markets Inc,CBOE,,1374310,2018.0,FY,2018-01-01,2018-12-31,2019-02-22 08:40:36+00:00,3.78,3.78,1.16,204000000.0,3.76,146000000.0,,425200000.0,425200000.0,422100000.0,1800000.0,1551900000.0,2768800000.0,,,,10000000.0,253300000.0,,1300000.0,30000000.0,130200000.0,1551900000.0,1216900000.0,,-38200000.0,617500000.0,599400000.0,-28200000.0,571200000.0,2768800000.0,111700000.0,111800000.0,112200000.0
Cboe Global Markets Inc,CBOE,,1374310,2018.0,Q4,2018-10-01,2018-12-31,,-1.78,-1.78,1.16,-104600000.0,-1.77,-78100000.0,,-201100000.0,-201100000.0,-199700000.0,-800000.0,-949500000.0,-1445200000.0,,,,-1300000.0,-12500000.0,,-600000.0,-17400000.0,-64400000.0,-949500000.0,-495700000.0,,18900000.0,-198900000.0,-296800000.0,17600000.0,-279200000.0,-1445200000.0,111700000.0,111800000.0,112200000.0
Cboe Global Markets Inc,CBOE,,1374310,2018.0,Q3YTD,2018-01-01,2018-09-30,,2.54,2.54,0.27,154900000.0,2.53,108700000.0,,286800000.0,286800000.0,284700000.0,1200000.0,1306700000.0,2021100000.0,,,,1100000.0,18400000.0,,900000.0,23300000.0,94900000.0,1306700000.0,714400000.0,,-28500000.0,291500000.0,422900000.0,-27400000.0,395500000.0,2021100000.0,111800000.0,111400000.0,111800000.0
Cboe Global Markets Inc,CBOE,,1374310,2018.0,Q2,2018-04-01,2018-06-30,2019-08-02 09:32:07+00:00,0.74,0.74,,50400000.0,0.73,36800000.0,,83000000.0,83000000.0,82400000.0,300000.0,441400000.0,667500000.0,,,,0.0,6400000.0,,300000.0,8600000.0,31600000.0,441400000.0,226100000.0,,-9300000.0,97000000.0,129100000.0,-9300000.0,119800000.0,667500000.0,111400000.0,112000000.0,112300000.0
Cboe Global Markets Inc,CBOE,,1374310,2018.0,Q2YTD,2018-01-01,2018-06-30,,1.78,1.78,,104600000.0,1.77,78100000.0,,201100000.0,201100000.0,199700000.0,800000.0,949500000.0,1445200000.0,,,,1300000.0,12500000.0,,600000.0,17400000.0,64400000.0,949500000.0,495700000.0,,-18900000.0,198900000.0,296800000.0,-17600000.0,279200000.0,1445200000.0,111400000.0,112000000.0,112300000.0
Cboe Global Markets Inc,CBOE,,1374310,2018.0,Q2TTM,2017-07-01,2018-06-30,,1.02,0.86,1.04,48800000.0,0.85,33800000.0,,102700000.0,102700000.0,102200000.0,800000.0,573000000.0,804400000.0,,,,300000.0,10400000.0,,-300000.0,12700000.0,32700000.0,573000000.0,231400000.0,,9400000.0,104600000.0,126800000.0,9700000.0,136500000.0,804400000.0,111400000.0,112000000.0,112300000.0
Cboe Global Markets Inc,CBOE,,1374310,2018.0,Q1,2018-01-01,2018-03-31,2019-05-03 08:11:52+00:00,1.04,1.04,0.27,54200000.0,1.04,41300000.0,,118100000.0,118100000.0,117300000.0,500000.0,508100000.0,777700000.0,,,,1300000.0,6100000.0,,300000.0,8800000.0,32800000.0,508100000.0,269600000.0,,-9600000.0,101900000.0,167700000.0,-8300000.0,159400000.0,777700000.0,112800000.0,112400000.0,112700000.0
Cboe Global Markets Inc,CBOE,,1374310,2018.0,Q1TTM,2017-04-01,2018-03-31,,0.88,0.72,1.04,54200000.0,0.72,35100000.0,,87700000.0,87700000.0,87100000.0,900000.0,555500000.0,777700000.0,,,,1100000.0,10900000.0,,-300000.0,8800000.0,32800000.0,555500000.0,222200000.0,,6200000.0,106700000.0,115500000.0,7300000.0,122800000.0,777700000.0,112800000.0,112400000.0,112700000.0
Cboe Global Markets Inc,CBOE,,1374310,2019.0,Q4,2019-10-01,2019-12-31,,1.61,0.76,1.34,42800000.0,0.77,27900000.0,,85200000.0,180400000.0,85000000.0,200000.0,538500000.0,1200100000.0,-95200000.0,,95200000.0,2800000.0,205800000.0,,,8700000.0,5700000.0,538500000.0,381100000.0,,-7800000.0,263000000.0,118100000.0,-5000000.0,113100000.0,1200100000.0,111300000.0,111400000.0,111800000.0
Cboe Global Markets Inc,CBOE,,1374310,2019.0,Q3,2019-07-01,2019-09-30,2019-11-01 08:18:40+00:00,0.95,0.95,,42900000.0,0.94,35000000.0,,105900000.0,105900000.0,105500000.0,300000.0,431100000.0,675400000.0,,,,1700000.0,5400000.0,,100000.0,16700000.0,31900000.0,431100000.0,244300000.0,,-8200000.0,96900000.0,147400000.0,-6500000.0,140900000.0,675400000.0,111100000.0,111600000.0,111900000.0
Cboe Global Markets Inc,CBOE,,1374310,2019.0,Q3YTD,2019-01-01,2019-09-30,,1.74,1.74,0.31,86600000.0,1.72,70100000.0,,190400000.0,190400000.0,193100000.0,-3000000.0,820700000.0,1296000000.0,,,,6100000.0,11400000.0,,300000.0,37500000.0,67200000.0,820700000.0,475300000.0,,-18200000.0,202700000.0,272600000.0,-12100000.0,260500000.0,1296000000.0,111100000.0,111600000.0,111900000.0
Cboe Global Markets Inc,CBOE,,1374310,2019.0,Q3TTM,2018-10-01,2019-09-30,,-0.04,-0.04,1.47,-18000000.0,-0.05,-8000000.0,,-10700000.0,-10700000.0,-6600000.0,-3800000.0,-128800000.0,-149200000.0,,,,4800000.0,-1100000.0,,-300000.0,20100000.0,2800000.0,-128800000.0,-20400000.0,,700000.0,3800000.0,-24200000.0,5500000.0,-18700000.0,-149200000.0,111100000.0,111600000.0,111900000.0
