company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
A. O. Smith Corp,AOS,,91142,2011.0,Q3,2011-07-01,2011-09-30,,-418100000.0,11400000.0,19400000.0,21700000.0,15600000.0,-430500000.0,36900000.0,,729500000.0,-19100000.0,15600000.0,299000000.0,17800000.0,332400000.0,182300000.0,26900000.0,155400000.0,-20800000.0,1300000.0,-7400000.0,,-12400000.0,,,,
A. O. Smith Corp,AOS,,91142,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-06 14:11:05+00:00,-418100000.0,33200000.0,-65800000.0,134300000.0,118100000.0,-454800000.0,-67900000.0,0.0,727800000.0,-1500000.0,118100000.0,273000000.0,-69400000.0,321700000.0,273600000.0,79700000.0,193900000.0,-115000000.0,9800000.0,-20300000.0,,-36700000.0,,-5700000.0,,
A. O. Smith Corp,AOS,,91142,2011.0,Q2,2011-04-01,2011-06-30,,,11000000.0,-39600000.0,35400000.0,29500000.0,-11900000.0,-52500000.0,,1400000.0,17500000.0,29500000.0,-10500000.0,-35000000.0,-16000000.0,50300000.0,28600000.0,21700000.0,-52500000.0,600000.0,-6500000.0,,-11900000.0,,,,
A. O. Smith Corp,AOS,,91142,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-03 10:03:58+00:00,,21800000.0,-85200000.0,112600000.0,102500000.0,-24300000.0,-104800000.0,0.0,-1700000.0,17600000.0,102500000.0,-26000000.0,-87200000.0,-10700000.0,91300000.0,52800000.0,38500000.0,-94200000.0,8500000.0,-12900000.0,,-24300000.0,,-5700000.0,,
A. O. Smith Corp,AOS,,91142,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 16:05:17+00:00,,10800000.0,-45600000.0,77200000.0,73000000.0,-12400000.0,-52300000.0,0.0,-3100000.0,100000.0,73000000.0,-15500000.0,-52200000.0,5300000.0,41000000.0,24200000.0,16800000.0,-41700000.0,7900000.0,-6400000.0,,-12400000.0,,-5700000.0,,
A. O. Smith Corp,AOS,,91142,2012.0,Q4,2012-10-01,2012-12-31,,-13500000.0,14200000.0,12000000.0,,-50500000.0,-32300000.0,70800000.0,,,-700000.0,-50500000.0,-32300000.0,70100000.0,-12700000.0,39300000.0,43200000.0,-3900000.0,1400000.0,6700000.0,-9200000.0,-73600000.0,-25400000.0,-35700000.0,-12300000.0,80200000.0,
A. O. Smith Corp,AOS,,91142,2012.0,FY,2012-01-01,2012-12-31,2015-02-17 19:04:19+00:00,-13500000.0,54600000.0,-33100000.0,,-253500000.0,-86800000.0,171800000.0,,,-28000000.0,-253500000.0,-86800000.0,143800000.0,-196500000.0,158700000.0,162600000.0,-3900000.0,-12300000.0,20500000.0,-33200000.0,-311400000.0,-69900000.0,-218800000.0,-22000000.0,308000000.0,
A. O. Smith Corp,AOS,,91142,2012.0,Q3TTM,2011-10-01,2012-09-30,,-3000000.0,54200000.0,21200000.0,65900000.0,-160900000.0,-74300000.0,230500000.0,,-127600000.0,-28700000.0,-160900000.0,-201900000.0,201800000.0,-161000000.0,151500000.0,150900000.0,600000.0,4200000.0,15200000.0,-31400000.0,-237800000.0,-61300000.0,-183100000.0,-27500000.0,227800000.0,
A. O. Smith Corp,AOS,,91142,2012.0,Q3,2012-07-01,2012-09-30,,,13900000.0,11500000.0,,-13400000.0,-36700000.0,70800000.0,,,-700000.0,-13400000.0,-36700000.0,70100000.0,20000000.0,36900000.0,36900000.0,,8500000.0,1800000.0,-9200000.0,-57700000.0,-14200000.0,-6000000.0,,35200000.0,
A. O. Smith Corp,AOS,,91142,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-04 12:26:55+00:00,,40400000.0,-45100000.0,,-203000000.0,-54500000.0,101000000.0,,,-27300000.0,-203000000.0,-54500000.0,73700000.0,-183800000.0,119400000.0,119400000.0,,-13700000.0,13800000.0,-24000000.0,-237800000.0,-44500000.0,-183100000.0,-9700000.0,227800000.0,
A. O. Smith Corp,AOS,,91142,2012.0,Q2TTM,2011-07-01,2012-06-30,,-421100000.0,51700000.0,29100000.0,87600000.0,-131900000.0,-468100000.0,196600000.0,,601900000.0,-47100000.0,-131900000.0,133800000.0,149500000.0,151400000.0,296900000.0,140900000.0,156000000.0,-25100000.0,14700000.0,-29600000.0,-180100000.0,-59500000.0,-177100000.0,-27500000.0,192600000.0,
A. O. Smith Corp,AOS,,91142,2012.0,Q2,2012-04-01,2012-06-30,,,13100000.0,-35100000.0,,-48000000.0,-66700000.0,15100000.0,,,-8000000.0,-48000000.0,-66700000.0,7100000.0,-107600000.0,35000000.0,35000000.0,,2100000.0,3200000.0,-7500000.0,-119200000.0,-17200000.0,-34000000.0,-9700000.0,69700000.0,
A. O. Smith Corp,AOS,,91142,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-05 12:59:56+00:00,,26500000.0,-56600000.0,,-189600000.0,-17800000.0,30200000.0,,,-26600000.0,-189600000.0,-17800000.0,3600000.0,-203800000.0,82500000.0,82500000.0,,-22200000.0,12000000.0,-14800000.0,-180100000.0,-30300000.0,-177100000.0,-9700000.0,192600000.0,
A. O. Smith Corp,AOS,,91142,2012.0,Q1TTM,2011-04-01,2012-03-31,,-421100000.0,49600000.0,24600000.0,123000000.0,-54400000.0,-413300000.0,129000000.0,,603300000.0,-21600000.0,-54400000.0,190000000.0,107400000.0,243000000.0,312200000.0,134500000.0,177700000.0,-79700000.0,12100000.0,-28600000.0,-60900000.0,-54200000.0,-143100000.0,-17800000.0,122900000.0,
A. O. Smith Corp,AOS,,91142,2012.0,Q1,2012-01-01,2012-03-31,2013-05-06 12:35:01+00:00,,13400000.0,-21500000.0,,-141600000.0,48900000.0,15100000.0,,,-18600000.0,-141600000.0,48900000.0,-3500000.0,-96200000.0,47500000.0,47500000.0,,-24300000.0,8800000.0,-7300000.0,-60900000.0,-13100000.0,-143100000.0,,122900000.0,
A. O. Smith Corp,AOS,,91142,2013.0,FY,2013-01-01,2013-12-31,2016-02-17 16:05:53+00:00,-4000000.0,59700000.0,14200000.0,,-157600000.0,-8200000.0,282200000.0,,,-2600000.0,-157600000.0,-8200000.0,279600000.0,113800000.0,169700000.0,169700000.0,,38600000.0,10200000.0,-42600000.0,-132700000.0,-97700000.0,-51500000.0,-73700000.0,226200000.0,
A. O. Smith Corp,AOS,,91142,2013.0,Q4,2013-10-01,2013-12-31,,,17500000.0,15000000.0,,-51900000.0,-33100000.0,92400000.0,,,-800000.0,-51900000.0,-33100000.0,91600000.0,6600000.0,42400000.0,42400000.0,,17500000.0,1300000.0,-11000000.0,-68900000.0,-32000000.0,-35000000.0,-7200000.0,67800000.0,
A. O. Smith Corp,AOS,,91142,2013.0,Q3TTM,2012-10-01,2013-09-30,,-17500000.0,56400000.0,11200000.0,,-156200000.0,-7400000.0,260600000.0,,,-2500000.0,-156200000.0,-7400000.0,258100000.0,94500000.0,166600000.0,170500000.0,-3900000.0,22500000.0,15600000.0,-40800000.0,-137400000.0,-91100000.0,-52200000.0,-78800000.0,238600000.0,
A. O. Smith Corp,AOS,,91142,2013.0,Q3,2013-07-01,2013-09-30,,,14200000.0,16100000.0,,-43700000.0,-31300000.0,83400000.0,,,-400000.0,-43700000.0,-31300000.0,83000000.0,8000000.0,46200000.0,46200000.0,,6900000.0,2000000.0,-11100000.0,-4500000.0,-27500000.0,17900000.0,-52500000.0,700000.0,
A. O. Smith Corp,AOS,,91142,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-03 11:39:58+00:00,-4000000.0,42200000.0,-800000.0,,-105700000.0,24900000.0,189800000.0,,,-1800000.0,-105700000.0,24900000.0,188000000.0,107200000.0,127300000.0,127300000.0,,21100000.0,8900000.0,-31600000.0,-63800000.0,-65700000.0,-16500000.0,-66500000.0,158400000.0,
A. O. Smith Corp,AOS,,91142,2013.0,Q2TTM,2012-07-01,2013-06-30,,-17500000.0,56100000.0,6600000.0,,-125900000.0,-12800000.0,248000000.0,,,-2800000.0,-125900000.0,-12800000.0,245200000.0,106500000.0,157300000.0,161200000.0,-3900000.0,24100000.0,15400000.0,-38900000.0,-190600000.0,-77800000.0,-76100000.0,-26300000.0,273100000.0,
A. O. Smith Corp,AOS,,91142,2013.0,Q2,2013-04-01,2013-06-30,,-400000.0,13900000.0,9000000.0,,-39400000.0,26900000.0,72300000.0,,,-600000.0,-39400000.0,26900000.0,71700000.0,59200000.0,42100000.0,42100000.0,,7300000.0,1100000.0,-11100000.0,-27600000.0,-19800000.0,-18900000.0,-10500000.0,74700000.0,
A. O. Smith Corp,AOS,,91142,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-05 09:40:54+00:00,-4000000.0,28000000.0,-16900000.0,,-62000000.0,56200000.0,106400000.0,,,-1400000.0,-62000000.0,56200000.0,105000000.0,99200000.0,81100000.0,81100000.0,,14200000.0,6900000.0,-20500000.0,-59300000.0,-38200000.0,-34400000.0,-14000000.0,157700000.0,
A. O. Smith Corp,AOS,,91142,2013.0,Q1TTM,2012-04-01,2013-03-31,,-17100000.0,55300000.0,-37500000.0,,-134500000.0,-106400000.0,190800000.0,,,-10200000.0,-134500000.0,-106400000.0,180600000.0,-60300000.0,150200000.0,154100000.0,-3900000.0,18900000.0,17500000.0,-35300000.0,-282200000.0,-75200000.0,-91200000.0,-25500000.0,268100000.0,
A. O. Smith Corp,AOS,,91142,2013.0,Q1,2013-01-01,2013-03-31,2014-05-05 10:36:53+00:00,-3600000.0,14100000.0,-25900000.0,,-22600000.0,29300000.0,34100000.0,,,-800000.0,-22600000.0,29300000.0,33300000.0,40000000.0,39000000.0,39000000.0,,6900000.0,5800000.0,-9400000.0,-31700000.0,-18400000.0,-15500000.0,-3500000.0,83000000.0,
A. O. Smith Corp,AOS,,91142,2014.0,FY,2014-01-01,2014-12-31,2017-02-17 14:36:14+00:00,,59800000.0,-41200000.0,48100000.0,-119300000.0,-206000000.0,265800000.0,,,-1800000.0,-119300000.0,-206000000.0,264000000.0,-61300000.0,207800000.0,207800000.0,,39400000.0,4700000.0,-54400000.0,-321900000.0,-86100000.0,-13900000.0,-103800000.0,202000000.0,
A. O. Smith Corp,AOS,,91142,2014.0,Q4,2014-10-01,2014-12-31,,,15400000.0,12500000.0,-16200000.0,-60700000.0,-120600000.0,100500000.0,,,-300000.0,-60700000.0,-120600000.0,100200000.0,-81100000.0,53200000.0,53200000.0,,19400000.0,,-13400000.0,-172800000.0,-20100000.0,-13900000.0,-17200000.0,72300000.0,
A. O. Smith Corp,AOS,,91142,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-09 15:38:31+00:00,,44400000.0,-53700000.0,64300000.0,-58600000.0,-85400000.0,165300000.0,,,-1500000.0,-58600000.0,-85400000.0,163800000.0,19800000.0,154600000.0,154600000.0,,20000000.0,4700000.0,-41000000.0,-149100000.0,-66000000.0,,-86600000.0,129700000.0,
A. O. Smith Corp,AOS,,91142,2014.0,Q3TTM,2013-10-01,2014-09-30,,,61900000.0,-38700000.0,64300000.0,-110500000.0,-118500000.0,257700000.0,,,-2300000.0,-110500000.0,-118500000.0,255400000.0,26400000.0,197000000.0,197000000.0,,37500000.0,6000000.0,-52000000.0,-218000000.0,-98000000.0,-35000000.0,-93800000.0,197500000.0,
A. O. Smith Corp,AOS,,91142,2014.0,Q3,2014-07-01,2014-09-30,,,14800000.0,2600000.0,5800000.0,-32500000.0,-34700000.0,74400000.0,,,-400000.0,-32500000.0,-34700000.0,74000000.0,6800000.0,50600000.0,50600000.0,,6400000.0,1100000.0,-13600000.0,-38800000.0,-15200000.0,,-25800000.0,19300000.0,
A. O. Smith Corp,AOS,,91142,2014.0,Q2TTM,2013-07-01,2014-06-30,,,61300000.0,-25200000.0,58500000.0,-121700000.0,-115100000.0,266700000.0,,,-2300000.0,-121700000.0,-115100000.0,264400000.0,27600000.0,192600000.0,192600000.0,,38000000.0,6900000.0,-49500000.0,-183700000.0,-110300000.0,-17100000.0,-120500000.0,178900000.0,
A. O. Smith Corp,AOS,,91142,2014.0,Q2,2014-04-01,2014-06-30,,,14800000.0,-100000.0,22300000.0,-28800000.0,-25300000.0,78600000.0,,,-600000.0,-28800000.0,-25300000.0,78000000.0,23900000.0,57300000.0,57300000.0,,6600000.0,2000000.0,-13600000.0,-76600000.0,-25500000.0,,-39500000.0,76800000.0,
A. O. Smith Corp,AOS,,91142,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-10 14:23:55+00:00,,29600000.0,-56300000.0,58500000.0,-26100000.0,-50700000.0,90900000.0,,,-1100000.0,-26100000.0,-50700000.0,89800000.0,13000000.0,104000000.0,104000000.0,,13600000.0,3600000.0,-27400000.0,-110300000.0,-50800000.0,,-60800000.0,110400000.0,
A. O. Smith Corp,AOS,,91142,2014.0,Q1TTM,2013-04-01,2014-03-31,,-400000.0,60400000.0,-16100000.0,36200000.0,-132300000.0,-62900000.0,260400000.0,,,-2300000.0,-132300000.0,-62900000.0,258100000.0,62900000.0,177400000.0,177400000.0,,38700000.0,6000000.0,-47000000.0,-134700000.0,-104600000.0,-36000000.0,-91500000.0,176800000.0,
A. O. Smith Corp,AOS,,91142,2014.0,Q1,2014-01-01,2014-03-31,2015-05-05 15:06:55+00:00,,14800000.0,-56200000.0,36200000.0,2700000.0,-25400000.0,12300000.0,,,-500000.0,2700000.0,-25400000.0,11800000.0,-10900000.0,46700000.0,46700000.0,,7000000.0,1600000.0,-13800000.0,-33700000.0,-25300000.0,,-21300000.0,33600000.0,
A. O. Smith Corp,AOS,,91142,2015.0,FY,2015-01-01,2015-12-31,2018-02-16 14:14:54+00:00,,63000000.0,-3100000.0,28100000.0,-161400000.0,-186100000.0,351700000.0,,,,-161400000.0,-186100000.0,351700000.0,4200000.0,282900000.0,282900000.0,,8900000.0,6400000.0,-67800000.0,-428800000.0,-72700000.0,,-128100000.0,315400000.0,
A. O. Smith Corp,AOS,,91142,2015.0,Q4,2015-10-01,2015-12-31,,,15700000.0,17100000.0,-33600000.0,-49300000.0,-24600000.0,113600000.0,,,1000000.0,-49300000.0,-24600000.0,114600000.0,40700000.0,79800000.0,79800000.0,,1000000.0,2600000.0,-16900000.0,-106600000.0,-19600000.0,22400000.0,-23800000.0,101600000.0,
A. O. Smith Corp,AOS,,91142,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-08 11:18:02+00:00,,47300000.0,-20200000.0,61700000.0,-112100000.0,-161500000.0,238100000.0,,,-1000000.0,-112100000.0,-161500000.0,237100000.0,-36500000.0,203100000.0,203100000.0,,7900000.0,3800000.0,-50900000.0,-322200000.0,-53100000.0,-22400000.0,-104300000.0,213800000.0,
A. O. Smith Corp,AOS,,91142,2015.0,Q3TTM,2014-10-01,2015-09-30,,,62700000.0,-7700000.0,45500000.0,-172800000.0,-282100000.0,338600000.0,,,-1300000.0,-172800000.0,-282100000.0,337300000.0,-117600000.0,256300000.0,256300000.0,,27300000.0,3800000.0,-64300000.0,-495000000.0,-73200000.0,-36300000.0,-121500000.0,286100000.0,
A. O. Smith Corp,AOS,,91142,2015.0,Q3,2015-07-01,2015-09-30,,,15700000.0,86100000.0,-2700000.0,-92200000.0,-48900000.0,176300000.0,,,-400000.0,-92200000.0,-48900000.0,175900000.0,34800000.0,73600000.0,73600000.0,,900000.0,-400000.0,-16900000.0,-84500000.0,-22100000.0,-15200000.0,-57000000.0,57700000.0,
A. O. Smith Corp,AOS,,91142,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-08 14:09:59+00:00,,31600000.0,-106300000.0,64400000.0,-19900000.0,-112600000.0,61800000.0,,,-600000.0,-19900000.0,-112600000.0,61200000.0,-71300000.0,129500000.0,129500000.0,,7000000.0,4200000.0,-34000000.0,-237700000.0,-31000000.0,-7200000.0,-47300000.0,156100000.0,
A. O. Smith Corp,AOS,,91142,2015.0,Q2TTM,2014-07-01,2015-06-30,,,61800000.0,-91200000.0,54000000.0,-113100000.0,-267900000.0,236700000.0,,,-1300000.0,-113100000.0,-267900000.0,235400000.0,-145600000.0,233300000.0,233300000.0,,32800000.0,5300000.0,-61000000.0,-449300000.0,-66300000.0,-21100000.0,-90300000.0,247700000.0,
A. O. Smith Corp,AOS,,91142,2015.0,Q2,2015-04-01,2015-06-30,,,16000000.0,-26300000.0,-17500000.0,-67800000.0,-29800000.0,62000000.0,,,-400000.0,-67800000.0,-29800000.0,61600000.0,-36000000.0,71100000.0,71100000.0,,1200000.0,400000.0,-16900000.0,-115800000.0,-16100000.0,-7200000.0,-26600000.0,102100000.0,
A. O. Smith Corp,AOS,,91142,2015.0,Q1,2015-01-01,2015-03-31,2016-05-09 14:17:33+00:00,,15600000.0,-80000000.0,81900000.0,47900000.0,-82800000.0,-200000.0,,,-200000.0,47900000.0,-82800000.0,-400000.0,-35300000.0,58400000.0,58400000.0,,5800000.0,3800000.0,-17100000.0,-121900000.0,-14900000.0,,-20700000.0,54000000.0,
A. O. Smith Corp,AOS,,91142,2015.0,Q1TTM,2014-04-01,2015-03-31,,,60600000.0,-65000000.0,93800000.0,-74100000.0,-263400000.0,253300000.0,,,-1500000.0,-74100000.0,-263400000.0,251800000.0,-85700000.0,219500000.0,219500000.0,,38200000.0,6900000.0,-57700000.0,-410100000.0,-75700000.0,-13900000.0,-103200000.0,222400000.0,
A. O. Smith Corp,AOS,,91142,2016.0,FY,2016-01-01,2016-12-31,2019-02-15 15:42:46+00:00,-90800000.0,65100000.0,45600000.0,74100000.0,-139600000.0,-300200000.0,446600000.0,,,,-139600000.0,-300200000.0,446600000.0,6800000.0,326500000.0,326500000.0,,9400000.0,5700000.0,-84200000.0,-563800000.0,-80700000.0,,-135200000.0,435100000.0,
A. O. Smith Corp,AOS,,91142,2016.0,Q4,2016-10-01,2016-12-31,,-300000.0,16400000.0,82600000.0,-12400000.0,-68200000.0,-53700000.0,183000000.0,,,,-68200000.0,-53700000.0,183000000.0,61100000.0,82700000.0,82700000.0,,1300000.0,200000.0,-21000000.0,-148300000.0,-22000000.0,,-35000000.0,116900000.0,
A. O. Smith Corp,AOS,,91142,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-11-06 11:45:28+00:00,-90500000.0,48700000.0,-37000000.0,86500000.0,-71400000.0,-246500000.0,263600000.0,,,,-71400000.0,-246500000.0,263600000.0,-54300000.0,243800000.0,243800000.0,,8100000.0,5500000.0,-63200000.0,-415500000.0,-58700000.0,,-100200000.0,318200000.0,
A. O. Smith Corp,AOS,,91142,2016.0,Q3TTM,2015-10-01,2016-09-30,,-90500000.0,64400000.0,-19900000.0,52900000.0,-120700000.0,-271100000.0,377200000.0,,,1000000.0,-120700000.0,-271100000.0,378200000.0,-13600000.0,323600000.0,323600000.0,,9100000.0,8100000.0,-80100000.0,-522100000.0,-78300000.0,22400000.0,-124000000.0,419800000.0,
A. O. Smith Corp,AOS,,91142,2016.0,Q3,2016-07-01,2016-09-30,,-90500000.0,16600000.0,7500000.0,54400000.0,16300000.0,-142900000.0,108500000.0,,,,16300000.0,-142900000.0,108500000.0,-18100000.0,83200000.0,83200000.0,,1200000.0,900000.0,-21000000.0,-105400000.0,-21000000.0,,-18000000.0,74000000.0,
A. O. Smith Corp,AOS,,91142,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-08 13:23:32+00:00,,32100000.0,-44500000.0,32100000.0,-87700000.0,-103600000.0,155100000.0,,,,-87700000.0,-103600000.0,155100000.0,-36200000.0,160600000.0,160600000.0,,6900000.0,4600000.0,-42200000.0,-310100000.0,-37700000.0,,-82200000.0,244200000.0,
A. O. Smith Corp,AOS,,91142,2016.0,Q2TTM,2015-07-01,2016-06-30,,,63500000.0,58700000.0,-4200000.0,-229200000.0,-177100000.0,445000000.0,,,600000.0,-229200000.0,-177100000.0,445600000.0,39300000.0,314000000.0,314000000.0,,8800000.0,6800000.0,-76000000.0,-501200000.0,-79400000.0,7200000.0,-163000000.0,403500000.0,
A. O. Smith Corp,AOS,,91142,2016.0,Q2,2016-04-01,2016-06-30,,,15900000.0,23800000.0,-5300000.0,-73600000.0,-73100000.0,128600000.0,,,,-73600000.0,-73100000.0,128600000.0,-18100000.0,87100000.0,87100000.0,,1800000.0,4400000.0,-21000000.0,-166600000.0,-18300000.0,,-51700000.0,111800000.0,
A. O. Smith Corp,AOS,,91142,2016.0,Q1,2016-01-01,2016-03-31,2017-05-08 14:56:05+00:00,,16200000.0,-68300000.0,37400000.0,-14100000.0,-30500000.0,26500000.0,,,,-14100000.0,-30500000.0,26500000.0,-18100000.0,73500000.0,73500000.0,,5100000.0,200000.0,-21200000.0,-143500000.0,-19400000.0,,-30500000.0,132400000.0,
