company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
A. O. Smith Corp,AOS,,91142,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 11:32:45+00:00,,0.68,0.13,0.67,7700000.0,30800000.0,21300000.0,9500000.0,30900000.0,-100000.0,258400000.0,366700000.0,,-100000.0,-500000.0,,,77000000.0,258400000.0,108300000.0,1700000.0,77000000.0,31300000.0,-2200000.0,29100000.0,366700000.0,,45400000.0,46100000.0
A. O. Smith Corp,AOS,,91142,2011.0,Q4,2011-10-01,2011-12-31,,-2.61,-2.61,-0.14,-2.59,15500000.0,32100000.0,31500000.0,-42400000.0,32100000.0,,320800000.0,475800000.0,43000000.0,,1100000.0,11200000.0,-11200000.0,106200000.0,320800000.0,155000000.0,2900000.0,106200000.0,48800000.0,-1800000.0,47000000.0,475800000.0,92238064.0,92238064.0,92238064.0
A. O. Smith Corp,AOS,,91142,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 11:59:15+00:00,3.31,3.31,0.3,3.28,50300000.0,305700000.0,111200000.0,151500000.0,305700000.0,,1197900000.0,1710500000.0,43000000.0,,19800000.0,,-11200000.0,372800000.0,1197900000.0,512600000.0,9300000.0,361600000.0,151000000.0,10500000.0,161500000.0,1710500000.0,92238064.0,92238064.0,92238064.0
A. O. Smith Corp,AOS,,91142,2011.0,Q3YTD,2011-01-01,2011-09-30,,5.92,5.92,0.44,5.87,34800000.0,273600000.0,79700000.0,193900000.0,273600000.0,,877100000.0,1234700000.0,,,18700000.0,-11200000.0,,266600000.0,877100000.0,357600000.0,6400000.0,255400000.0,102200000.0,12300000.0,114500000.0,1234700000.0,46221603.0,46221603.0,46221603.0
A. O. Smith Corp,AOS,,91142,2011.0,Q3TTM,2010-10-01,2011-09-30,,7.3,6.62,0.58,6.57,43000000.0,305700000.0,100200000.0,205500000.0,305800000.0,-100000.0,1131000000.0,1604900000.0,,100000.0,20200000.0,-10000000.0,100000.0,352600000.0,1131000000.0,473900000.0,8300000.0,342700000.0,131200000.0,11900000.0,143100000.0,1604900000.0,46221603.0,46221603.0,46221603.0
A. O. Smith Corp,AOS,,91142,2011.0,Q3,2011-07-01,2011-09-30,2012-11-06 14:11:05+00:00,3.94,3.94,0.16,3.91,12900000.0,182300000.0,26900000.0,155400000.0,182300000.0,,293300000.0,412000000.0,,,15800000.0,,,92200000.0,293300000.0,118700000.0,2500000.0,92200000.0,26500000.0,13300000.0,39800000.0,412000000.0,46221603.0,46221603.0,46221603.0
A. O. Smith Corp,AOS,,91142,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.98,1.98,0.28,1.96,21900000.0,91300000.0,52800000.0,38500000.0,91300000.0,,583800000.0,822700000.0,,,2900000.0,-11200000.0,,174400000.0,583800000.0,238900000.0,3900000.0,163200000.0,75700000.0,-1000000.0,74700000.0,822700000.0,46189610.0,46189610.0,46189610.0
A. O. Smith Corp,AOS,,91142,2011.0,Q2TTM,2010-07-01,2011-06-30,,4.06,3.38,0.56,3.35,37200000.0,155400000.0,89500000.0,65900000.0,155500000.0,-100000.0,1107900000.0,1570300000.0,,100000.0,4100000.0,-10000000.0,100000.0,342300000.0,1107900000.0,462400000.0,7500000.0,332400000.0,130000000.0,-3400000.0,126600000.0,1570300000.0,46189610.0,46189610.0,46189610.0
A. O. Smith Corp,AOS,,91142,2011.0,Q2,2011-04-01,2011-06-30,2012-08-03 10:03:58+00:00,1.09,1.09,0.14,1.08,12400000.0,50300000.0,28600000.0,21700000.0,50300000.0,,293400000.0,405300000.0,,,5100000.0,-11200000.0,,85100000.0,293400000.0,111900000.0,2100000.0,73900000.0,38000000.0,3000000.0,41000000.0,405300000.0,46189610.0,46189610.0,46189610.0
A. O. Smith Corp,AOS,,91142,2011.0,Q1TTM,2010-04-01,2011-03-31,,3.33,2.65,0.55,2.63,19100000.0,121700000.0,60000000.0,61700000.0,121800000.0,-100000.0,1075300000.0,1540000000.0,,100000.0,-2200000.0,35400000.0,100000.0,341000000.0,1075300000.0,464700000.0,7000000.0,376500000.0,88200000.0,-9200000.0,79000000.0,1540000000.0,46000013.0,46000013.0,46000013.0
A. O. Smith Corp,AOS,,91142,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 16:05:17+00:00,0.89,0.89,0.14,0.88,9500000.0,41000000.0,24200000.0,16800000.0,41000000.0,,290400000.0,417400000.0,,,-2200000.0,,,89300000.0,290400000.0,127000000.0,1800000.0,89300000.0,37700000.0,-4000000.0,33700000.0,417400000.0,46000013.0,46000013.0,46000013.0
A. O. Smith Corp,AOS,,91142,2012.0,Q4,2012-10-01,2012-12-31,,0.42,0.42,0.1,0.42,18200000.0,39200000.0,43100000.0,-3900000.0,39200000.0,,338700000.0,524300000.0,,,1800000.0,3100000.0,-3900000.0,124800000.0,338700000.0,185600000.0,2100000.0,124000000.0,61600000.0,-300000.0,61300000.0,524300000.0,92395216.0,92395216.0,92395216.0
A. O. Smith Corp,AOS,,91142,2012.0,FY,2012-01-01,2012-12-31,2015-02-17 19:04:19+00:00,1.72,1.72,0.36,1.71,71200000.0,158700000.0,162600000.0,-3900000.0,158700000.0,,1287300000.0,1939300000.0,,,34300000.0,-3300000.0,-3900000.0,450500000.0,1287300000.0,652000000.0,9200000.0,443300000.0,208700000.0,25100000.0,233800000.0,1939300000.0,92395216.0,92395216.0,92395216.0
A. O. Smith Corp,AOS,,91142,2012.0,Q3,2012-07-01,2012-09-30,2013-11-04 12:26:55+00:00,0.4,0.4,0.1,0.4,15000000.0,37000000.0,37000000.0,,37000000.0,,305400000.0,462200000.0,,,2200000.0,-6400000.0,,111500000.0,305400000.0,156800000.0,1900000.0,105100000.0,51700000.0,300000.0,52000000.0,462200000.0,92387904.0,92387904.0,92387904.0
A. O. Smith Corp,AOS,,91142,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.3,1.3,0.26,1.29,53000000.0,119500000.0,119500000.0,,119500000.0,,948600000.0,1415000000.0,,,32500000.0,-6400000.0,,325700000.0,948600000.0,466400000.0,7100000.0,319300000.0,147100000.0,25400000.0,172500000.0,1415000000.0,92387904.0,92387904.0,92387904.0
A. O. Smith Corp,AOS,,91142,2012.0,Q3TTM,2011-10-01,2012-09-30,,-1.31,-1.31,0.12,-1.3,68500000.0,151600000.0,151000000.0,-42400000.0,151600000.0,,1269400000.0,1890800000.0,43000000.0,,33600000.0,4800000.0,-11200000.0,431900000.0,1269400000.0,621400000.0,10000000.0,425500000.0,195900000.0,23600000.0,219500000.0,1890800000.0,92387904.0,92387904.0,92387904.0
A. O. Smith Corp,AOS,,91142,2012.0,Q2,2012-04-01,2012-06-30,2013-08-05 12:59:56+00:00,0.38,0.38,0.08,0.38,15600000.0,35000000.0,35000000.0,,35000000.0,,323700000.0,484200000.0,,,1200000.0,,,108900000.0,323700000.0,160500000.0,2200000.0,108900000.0,51600000.0,-1000000.0,50600000.0,484200000.0,92551556.0,92551556.0,92551556.0
A. O. Smith Corp,AOS,,91142,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.9,0.9,0.16,0.89,38000000.0,82500000.0,82500000.0,,82500000.0,,643200000.0,952800000.0,,,30300000.0,,,214200000.0,643200000.0,309600000.0,5200000.0,214200000.0,95400000.0,25100000.0,120500000.0,952800000.0,92551556.0,92551556.0,92551556.0
A. O. Smith Corp,AOS,,91142,2012.0,Q2TTM,2011-07-01,2012-06-30,,2.23,2.23,0.18,2.21,66400000.0,296900000.0,140900000.0,113000000.0,296900000.0,,1257300000.0,1840600000.0,43000000.0,,47200000.0,11200000.0,-11200000.0,412600000.0,1257300000.0,583300000.0,10600000.0,412600000.0,170700000.0,36600000.0,207300000.0,1840600000.0,92551556.0,92551556.0,92551556.0
A. O. Smith Corp,AOS,,91142,2012.0,Q1,2012-01-01,2012-03-31,2013-05-06 12:35:01+00:00,0.52,0.52,0.08,0.51,22400000.0,47500000.0,47500000.0,,47500000.0,,319500000.0,468600000.0,,,29100000.0,,,105300000.0,319500000.0,149100000.0,3000000.0,105300000.0,43800000.0,26100000.0,69900000.0,468600000.0,92206386.0,92206386.0,92206386.0
A. O. Smith Corp,AOS,,91142,2012.0,Q1TTM,2011-04-01,2012-03-31,,2.94,2.94,0.24,2.91,63200000.0,312200000.0,134500000.0,134700000.0,312200000.0,,1227000000.0,1761700000.0,43000000.0,,51100000.0,,-11200000.0,388800000.0,1227000000.0,534700000.0,10500000.0,377600000.0,157100000.0,40600000.0,197700000.0,1761700000.0,92206386.0,92206386.0,92206386.0
A. O. Smith Corp,AOS,,91142,2013.0,FY,2013-01-01,2013-12-31,2016-02-17 16:05:53+00:00,1.84,1.84,0.46,1.83,66700000.0,169700000.0,169700000.0,,169700000.0,,1380000000.0,2153800000.0,,,3800000.0,,11000000.0,524500000.0,1380000000.0,773800000.0,5700000.0,535500000.0,238300000.0,-1900000.0,236400000.0,2153800000.0,92118153.0,92118153.0,92118153.0
A. O. Smith Corp,AOS,,91142,2013.0,Q4,2013-10-01,2013-12-31,,0.46,0.46,0.12,0.46,14300000.0,42400000.0,42400000.0,,42400000.0,,359000000.0,558900000.0,,,1000000.0,,3800000.0,139200000.0,359000000.0,199900000.0,1200000.0,143000000.0,56900000.0,-200000.0,56700000.0,558900000.0,92118153.0,92118153.0,92118153.0
A. O. Smith Corp,AOS,,91142,2013.0,Q3YTD,2013-01-01,2013-09-30,,1.37,1.37,0.34,1.37,52400000.0,127300000.0,127300000.0,,127300000.0,,1021000000.0,1594900000.0,,,2800000.0,,7200000.0,385300000.0,1021000000.0,573900000.0,4500000.0,392500000.0,181400000.0,-1700000.0,179700000.0,1594900000.0,92050932.0,92050932.0,92050932.0
A. O. Smith Corp,AOS,,91142,2013.0,Q3TTM,2012-10-01,2013-09-30,,1.79,1.79,0.44,1.79,70600000.0,166500000.0,170400000.0,-3900000.0,166500000.0,,1359700000.0,2119200000.0,,,4600000.0,3100000.0,3300000.0,510100000.0,1359700000.0,759500000.0,6600000.0,516500000.0,243000000.0,-2000000.0,241000000.0,2119200000.0,92050932.0,92050932.0,92050932.0
A. O. Smith Corp,AOS,,91142,2013.0,Q3,2013-07-01,2013-09-30,2014-11-03 11:39:58+00:00,0.5,0.5,0.12,0.5,15100000.0,46200000.0,46200000.0,,46200000.0,,339600000.0,536200000.0,,,1100000.0,,1300000.0,133700000.0,339600000.0,196600000.0,1400000.0,135000000.0,61600000.0,-300000.0,61300000.0,536200000.0,92050932.0,92050932.0,92050932.0
A. O. Smith Corp,AOS,,91142,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.87,0.87,0.22,0.87,37300000.0,81100000.0,81100000.0,,81100000.0,,681400000.0,1058700000.0,,,1700000.0,,5900000.0,251600000.0,681400000.0,377300000.0,3100000.0,257500000.0,119800000.0,-1400000.0,118400000.0,1058700000.0,92655557.0,92655557.0,92655557.0
A. O. Smith Corp,AOS,,91142,2013.0,Q2TTM,2012-07-01,2013-06-30,,1.69,1.69,0.42,1.69,70500000.0,157300000.0,161200000.0,-3900000.0,157300000.0,,1325500000.0,2045200000.0,,,5700000.0,-3300000.0,2000000.0,487900000.0,1325500000.0,719700000.0,7100000.0,486600000.0,233100000.0,-1400000.0,231700000.0,2045200000.0,92655557.0,92655557.0,92655557.0
A. O. Smith Corp,AOS,,91142,2013.0,Q2,2013-04-01,2013-06-30,2014-08-05 09:40:54+00:00,0.45,0.45,0.12,0.45,19200000.0,42100000.0,42100000.0,,42100000.0,,351100000.0,549100000.0,,,700000.0,,4200000.0,131600000.0,351100000.0,198000000.0,1600000.0,135800000.0,62200000.0,-900000.0,61300000.0,549100000.0,92655557.0,92655557.0,92655557.0
A. O. Smith Corp,AOS,,91142,2013.0,Q1TTM,2012-04-01,2013-03-31,,1.62,1.62,0.38,1.62,66900000.0,150200000.0,154100000.0,-3900000.0,150200000.0,,1298100000.0,1980300000.0,,,6200000.0,-3300000.0,-2200000.0,465200000.0,1298100000.0,682200000.0,7700000.0,459700000.0,222500000.0,-1500000.0,221000000.0,1980300000.0,92551062.0,92551062.0,92551062.0
A. O. Smith Corp,AOS,,91142,2013.0,Q1,2013-01-01,2013-03-31,2014-05-05 10:36:53+00:00,0.42,0.42,0.1,0.42,18100000.0,39000000.0,39000000.0,,39000000.0,,330300000.0,509600000.0,,,1000000.0,,1700000.0,120000000.0,330300000.0,179300000.0,1500000.0,121700000.0,57600000.0,-500000.0,57100000.0,509600000.0,92551062.0,92551062.0,92551062.0
A. O. Smith Corp,AOS,,91142,2014.0,FY,2014-01-01,2014-12-31,2017-02-17 14:36:14+00:00,1.15,1.15,0.3,1.14,78900000.0,207800000.0,207800000.0,,207800000.0,,1496700000.0,2356000000.0,,,5200000.0,,,572100000.0,1496700000.0,859300000.0,5700000.0,572100000.0,287200000.0,-500000.0,286700000.0,2356000000.0,180587008.0,180587008.0,180587008.0
A. O. Smith Corp,AOS,,91142,2014.0,Q4,2014-10-01,2014-12-31,,0.29,0.29,0.07,0.29,20700000.0,53200000.0,53200000.0,,53200000.0,,394900000.0,626800000.0,,,1700000.0,,,158300000.0,394900000.0,231900000.0,1400000.0,158300000.0,73600000.0,300000.0,73900000.0,626800000.0,180587008.0,180587008.0,180587008.0
A. O. Smith Corp,AOS,,91142,2014.0,Q3,2014-07-01,2014-09-30,2015-11-09 15:38:31+00:00,0.56,0.56,0.15,0.56,18700000.0,50600000.0,50600000.0,,50600000.0,,366300000.0,581600000.0,,,1000000.0,,,145500000.0,366300000.0,215300000.0,1500000.0,145500000.0,69800000.0,-500000.0,69300000.0,581600000.0,89945464.0,89945464.0,89945464.0
A. O. Smith Corp,AOS,,91142,2014.0,Q3YTD,2014-01-01,2014-09-30,,1.72,1.72,0.46,1.72,58200000.0,154600000.0,154600000.0,,154600000.0,,1101800000.0,1729200000.0,,,3500000.0,,,413800000.0,1101800000.0,627400000.0,4300000.0,413800000.0,213600000.0,-800000.0,212800000.0,1729200000.0,89945464.0,89945464.0,89945464.0
A. O. Smith Corp,AOS,,91142,2014.0,Q3TTM,2013-10-01,2014-09-30,,2.19,2.19,0.58,2.19,72500000.0,197000000.0,197000000.0,,197000000.0,,1460800000.0,2288100000.0,,,4500000.0,,3800000.0,553000000.0,1460800000.0,827300000.0,5500000.0,556800000.0,270500000.0,-1000000.0,269500000.0,2288100000.0,89945464.0,89945464.0,89945464.0
A. O. Smith Corp,AOS,,91142,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.15,1.15,0.3,1.15,39500000.0,104000000.0,104000000.0,,104000000.0,,735500000.0,1147600000.0,,,2500000.0,,,268300000.0,735500000.0,412100000.0,2800000.0,268300000.0,143800000.0,-300000.0,143500000.0,1147600000.0,90509155.0,90509155.0,90509155.0
A. O. Smith Corp,AOS,,91142,2014.0,Q2TTM,2013-07-01,2014-06-30,,2.13,2.13,0.55,2.13,68900000.0,192600000.0,192600000.0,,192600000.0,,1434100000.0,2242700000.0,,,4600000.0,,5100000.0,541200000.0,1434100000.0,808600000.0,5400000.0,546300000.0,262300000.0,-800000.0,261500000.0,2242700000.0,90509155.0,90509155.0,90509155.0
A. O. Smith Corp,AOS,,91142,2014.0,Q2,2014-04-01,2014-06-30,2015-08-10 14:23:55+00:00,0.63,0.63,0.15,0.63,21300000.0,57300000.0,57300000.0,,57300000.0,,379200000.0,595400000.0,,,1200000.0,,,137400000.0,379200000.0,216200000.0,1400000.0,137400000.0,78800000.0,-200000.0,78600000.0,595400000.0,90509155.0,90509155.0,90509155.0
A. O. Smith Corp,AOS,,91142,2014.0,Q1TTM,2013-04-01,2014-03-31,,1.94,1.94,0.52,1.94,66800000.0,177400000.0,177400000.0,,177400000.0,,1406000000.0,2196400000.0,,,4100000.0,,9300000.0,535400000.0,1406000000.0,790400000.0,5600000.0,544700000.0,245700000.0,-1500000.0,244200000.0,2196400000.0,91230882.0,91230882.0,91230882.0
A. O. Smith Corp,AOS,,91142,2014.0,Q1,2014-01-01,2014-03-31,2015-05-05 15:06:55+00:00,0.51,0.51,0.15,0.51,18200000.0,46700000.0,46700000.0,,46700000.0,,356300000.0,552200000.0,,,1300000.0,,,130900000.0,356300000.0,195900000.0,1400000.0,130900000.0,65000000.0,-100000.0,64900000.0,552200000.0,91230882.0,91230882.0,91230882.0
A. O. Smith Corp,AOS,,91142,2015.0,FY,2015-01-01,2015-12-31,2018-02-16 14:14:54+00:00,1.59,1.59,0.38,1.58,119600000.0,282900000.0,282900000.0,,282900000.0,,1526700000.0,2536500000.0,,,10800000.0,,,610700000.0,1526700000.0,1009800000.0,7400000.0,610700000.0,399100000.0,3400000.0,402500000.0,2536500000.0,177622280.0,177622280.0,177622280.0
A. O. Smith Corp,AOS,,91142,2015.0,Q4,2015-10-01,2015-12-31,,0.45,0.45,0.1,0.45,29500000.0,79800000.0,79800000.0,,79800000.0,,376800000.0,639400000.0,,,3200000.0,,,155100000.0,376800000.0,262600000.0,1400000.0,155100000.0,107500000.0,1800000.0,109300000.0,639400000.0,177622280.0,177622280.0,177622280.0
A. O. Smith Corp,AOS,,91142,2015.0,Q3,2015-07-01,2015-09-30,2016-11-08 11:18:02+00:00,0.41,0.41,0.095,0.41,33600000.0,73600000.0,73600000.0,,73600000.0,,369500000.0,625100000.0,,,2200000.0,,,149000000.0,369500000.0,255600000.0,1600000.0,149000000.0,106600000.0,600000.0,107200000.0,625100000.0,177396392.0,177396392.0,177396392.0
A. O. Smith Corp,AOS,,91142,2015.0,Q3YTD,2015-01-01,2015-09-30,,1.14,1.14,0.29,1.14,90100000.0,203100000.0,203100000.0,,203100000.0,,1149900000.0,1897100000.0,,,7600000.0,,,455600000.0,1149900000.0,747200000.0,6000000.0,455600000.0,291600000.0,1600000.0,293200000.0,1897100000.0,177396392.0,177396392.0,177396392.0
A. O. Smith Corp,AOS,,91142,2015.0,Q3TTM,2014-10-01,2015-09-30,,1.44,1.44,0.36,1.44,110800000.0,256300000.0,256300000.0,,256300000.0,,1544800000.0,2523900000.0,,,9300000.0,,,613900000.0,1544800000.0,979100000.0,7400000.0,613900000.0,365200000.0,1900000.0,367100000.0,2523900000.0,177396392.0,177396392.0,177396392.0
A. O. Smith Corp,AOS,,91142,2015.0,Q2,2015-04-01,2015-06-30,2016-08-08 14:09:59+00:00,0.8,0.8,0.19,0.79,32100000.0,71100000.0,71100000.0,,71100000.0,,391100000.0,653500000.0,,,2700000.0,,,159400000.0,391100000.0,262400000.0,2500000.0,159400000.0,103000000.0,200000.0,103200000.0,653500000.0,89139114.0,89139114.0,89139114.0
A. O. Smith Corp,AOS,,91142,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.45,1.45,0.38,1.45,56500000.0,129500000.0,129500000.0,,129500000.0,,780400000.0,1272000000.0,,,5400000.0,,,306600000.0,780400000.0,491600000.0,4400000.0,306600000.0,185000000.0,1000000.0,186000000.0,1272000000.0,89139114.0,89139114.0,89139114.0
A. O. Smith Corp,AOS,,91142,2015.0,Q2TTM,2014-07-01,2015-06-30,,2.62,2.62,0.68,2.62,95900000.0,233300000.0,233300000.0,,233300000.0,,1541600000.0,2480400000.0,,,8100000.0,,,610400000.0,1541600000.0,938800000.0,7300000.0,610400000.0,328400000.0,800000.0,329200000.0,2480400000.0,89139114.0,89139114.0,89139114.0
A. O. Smith Corp,AOS,,91142,2015.0,Q1,2015-01-01,2015-03-31,2016-05-09 14:17:33+00:00,0.65,0.65,0.19,0.65,24400000.0,58400000.0,58400000.0,,58400000.0,,389300000.0,618500000.0,,,2700000.0,,,147200000.0,389300000.0,229200000.0,1900000.0,147200000.0,82000000.0,800000.0,82800000.0,618500000.0,89436496.0,89436496.0,89436496.0
A. O. Smith Corp,AOS,,91142,2015.0,Q1TTM,2014-04-01,2015-03-31,,2.45,2.45,0.65,2.45,85100000.0,219500000.0,219500000.0,,219500000.0,,1529700000.0,2422300000.0,,,6600000.0,,,588400000.0,1529700000.0,892600000.0,6200000.0,588400000.0,304200000.0,400000.0,304600000.0,2422300000.0,89436496.0,89436496.0,89436496.0
A. O. Smith Corp,AOS,,91142,2016.0,FY,2016-01-01,2016-12-31,2019-02-15 15:42:46+00:00,1.87,1.87,0.48,1.85,136000000.0,326500000.0,326500000.0,,326500000.0,,1571700000.0,2685900000.0,,,18100000.0,,0.0,662500000.0,1571700000.0,1114200000.0,7300000.0,662500000.0,451700000.0,10800000.0,462500000.0,2685900000.0,174712683.0,174712683.0,174712683.0
A. O. Smith Corp,AOS,,91142,2016.0,Q4,2016-10-01,2016-12-31,,0.47,0.47,0.12,0.47,33700000.0,82700000.0,82700000.0,,82700000.0,,413600000.0,698100000.0,,,11900000.0,,,178400000.0,413600000.0,284500000.0,1600000.0,178400000.0,106100000.0,10300000.0,116400000.0,698100000.0,174712683.0,174712683.0,174712683.0
A. O. Smith Corp,AOS,,91142,2016.0,Q3,2016-07-01,2016-09-30,2017-11-06 11:45:28+00:00,0.48,0.48,0.12,0.47,35200000.0,83200000.0,83200000.0,,83200000.0,,400600000.0,683900000.0,,,1900000.0,,,164700000.0,400600000.0,283300000.0,2100000.0,164700000.0,118600000.0,-200000.0,118400000.0,683900000.0,174409789.0,174409789.0,174409789.0
A. O. Smith Corp,AOS,,91142,2016.0,Q3YTD,2016-01-01,2016-09-30,,1.4,1.4,0.36,1.4,102300000.0,243800000.0,243800000.0,,243800000.0,,1158100000.0,1987800000.0,,,6200000.0,,,484100000.0,1158100000.0,829700000.0,5700000.0,484100000.0,345600000.0,500000.0,346100000.0,1987800000.0,174409789.0,174409789.0,174409789.0
A. O. Smith Corp,AOS,,91142,2016.0,Q3TTM,2015-10-01,2016-09-30,,1.86,1.86,0.46,1.86,131800000.0,323600000.0,323600000.0,,323600000.0,,1534900000.0,2627200000.0,,,9400000.0,,,639200000.0,1534900000.0,1092300000.0,7100000.0,639200000.0,453100000.0,2300000.0,455400000.0,2627200000.0,174409789.0,174409789.0,174409789.0
A. O. Smith Corp,AOS,,91142,2016.0,Q2,2016-04-01,2016-06-30,2017-08-08 13:23:32+00:00,0.51,0.51,0.12,0.49,37000000.0,87100000.0,87100000.0,,87100000.0,,383300000.0,667000000.0,,,2300000.0,,,160000000.0,383300000.0,283700000.0,1900000.0,160000000.0,123700000.0,400000.0,124100000.0,667000000.0,174961720.0,174961720.0,174961720.0
