company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
"Integrys Holding, Inc.",TEG,,916863,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 19:32:28+00:00,0.65,0.65,0.68,64100000.0,0.64,,50000000.0,50500000.0,50400000.0,100000.0,49700000.0,,1381100000.0,1903400000.0,28200000.0,20400000.0,,39800000.0,800000.0,,270800000.0,1409300000.0,494100000.0,39400000.0,,374700000.0,119400000.0,-19000000.0,100400000.0,1903400000.0,76500000.0,76900000.0,77200000.0
"Integrys Holding, Inc.",TEG,,916863,2011.0,Q4,2011-10-01,2011-12-31,,0.48,0.48,0.68,61400000.0,0.47,,13000000.0,39500000.0,38400000.0,1100000.0,38700000.0,,710100000.0,1113600000.0,23000000.0,1200000.0,,,800000.0,,258800000.0,733100000.0,380500000.0,29900000.0,19800000.0,320200000.0,60300000.0,-8900000.0,51400000.0,1113600000.0,78700000.0,78600000.0,79100000.0
"Integrys Holding, Inc.",TEG,,916863,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 17:30:25+00:00,2.89,2.89,2.72,247700000.0,2.87,,133300000.0,230500000.0,230000000.0,500000.0,227400000.0,0.0,2909500000.0,4685900000.0,97100000.0,5300000.0,,,3100000.0,,1024800000.0,3006600000.0,1679300000.0,128200000.0,79400000.0,1272500000.0,406800000.0,-43500000.0,363300000.0,4685900000.0,78700000.0,78600000.0,79100000.0
"Integrys Holding, Inc.",TEG,,916863,2011.0,Q3TTM,2010-10-01,2011-09-30,,3.33,3.33,2.72,245800000.0,3.31,-43200000.0,179000000.0,263500000.0,285700000.0,-22200000.0,260400000.0,,2978700000.0,4826000000.0,94600000.0,-53700000.0,,-500000.0,3100000.0,-6200000.0,1042400000.0,3073300000.0,1752700000.0,133800000.0,137800000.0,1238300000.0,514400000.0,-49700000.0,464700000.0,4826000000.0,78500000.0,78700000.0,79200000.0
"Integrys Holding, Inc.",TEG,,916863,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.41,2.41,2.04,186300000.0,2.4,,120300000.0,191000000.0,191600000.0,-600000.0,188700000.0,,2199400000.0,3572300000.0,74100000.0,4100000.0,,,2300000.0,,766000000.0,2273500000.0,1298800000.0,98300000.0,59600000.0,952300000.0,346500000.0,-34600000.0,311900000.0,3572300000.0,78500000.0,78700000.0,79200000.0
"Integrys Holding, Inc.",TEG,,916863,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 17:46:00+00:00,0.47,0.47,0.68,61800000.0,0.47,,22500000.0,37600000.0,37400000.0,200000.0,36900000.0,,538500000.0,934400000.0,23500000.0,1000000.0,,,700000.0,,240300000.0,562000000.0,372400000.0,31300000.0,19900000.0,302100000.0,70300000.0,-10400000.0,59900000.0,934400000.0,78500000.0,78700000.0,79200000.0
"Integrys Holding, Inc.",TEG,,916863,2011.0,Q2TTM,2010-07-01,2011-06-30,,3.12,3.12,2.72,253000000.0,3.1,,165700000.0,247000000.0,269400000.0,-22400000.0,243900000.0,,3010300000.0,4889500000.0,93800000.0,-28400000.0,,-700000.0,3100000.0,-6500000.0,1056300000.0,3104100000.0,1785400000.0,137700000.0,117900000.0,1302100000.0,483300000.0,-48200000.0,435100000.0,4889500000.0,78600000.0,78700000.0,79100000.0
"Integrys Holding, Inc.",TEG,,916863,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.94,1.94,1.36,124500000.0,1.93,,97800000.0,153400000.0,154200000.0,-800000.0,151800000.0,,1660900000.0,2637900000.0,50600000.0,3100000.0,,,1600000.0,,525700000.0,1711500000.0,926400000.0,67000000.0,39700000.0,650200000.0,276200000.0,-24200000.0,252000000.0,2637900000.0,78600000.0,78700000.0,79100000.0
"Integrys Holding, Inc.",TEG,,916863,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 17:46:32+00:00,0.37,0.37,0.68,62200000.0,0.37,,26100000.0,29900000.0,30800000.0,-900000.0,29100000.0,,596200000.0,1010800000.0,23800000.0,1300000.0,,,800000.0,,261100000.0,620000000.0,390800000.0,32200000.0,20300000.0,323300000.0,67500000.0,-10600000.0,56900000.0,1010800000.0,78600000.0,78700000.0,79100000.0
"Integrys Holding, Inc.",TEG,,916863,2011.0,Q1TTM,2010-04-01,2011-03-31,,3.77,3.77,2.72,258600000.0,3.75,,184000000.0,296700000.0,318200000.0,-21500000.0,293900000.0,-300000.0,2980500000.0,4893500000.0,90600000.0,-5300000.0,,-25700000.0,3100000.0,,1037500000.0,3071100000.0,1822400000.0,142100000.0,97600000.0,1270400000.0,552000000.0,-49800000.0,502200000.0,4893500000.0,78200000.0,78300000.0,78600000.0
"Integrys Holding, Inc.",TEG,,916863,2011.0,Q1,2011-01-01,2011-03-31,2012-05-02 17:38:28+00:00,1.57,1.57,0.68,62300000.0,1.56,,71700000.0,123500000.0,123400000.0,100000.0,122700000.0,,1064700000.0,1627100000.0,26800000.0,1800000.0,,,800000.0,,264600000.0,1091500000.0,535600000.0,34800000.0,19400000.0,326900000.0,208700000.0,-13600000.0,195100000.0,1627100000.0,78200000.0,78300000.0,78600000.0
"Integrys Holding, Inc.",TEG,,916863,2012.0,Q4,2012-10-01,2012-12-31,,0.86,0.86,0.68,59700000.0,0.85,,11300000.0,68700000.0,14100000.0,54600000.0,68000000.0,-100000.0,-307300000.0,-2300000.0,20100000.0,1800000.0,,,800000.0,,194400000.0,-287200000.0,284900000.0,28900000.0,21700000.0,254100000.0,30800000.0,-5400000.0,25400000.0,-2300000.0,78600000.0,78600000.0,79300000.0
"Integrys Holding, Inc.",TEG,,916863,2012.0,FY,2012-01-01,2012-12-31,2015-03-02 15:06:43+00:00,3.58,3.58,2.72,247300000.0,3.55,,117900000.0,284300000.0,238900000.0,45400000.0,281400000.0,-200000.0,1349100000.0,3012900000.0,94000000.0,9000000.0,,0.0,3100000.0,,943000000.0,1443100000.0,1569800000.0,118900000.0,87200000.0,1190300000.0,379500000.0,-22700000.0,356800000.0,3012900000.0,78600000.0,78600000.0,79300000.0
"Integrys Holding, Inc.",TEG,,916863,2012.0,Q3TTM,2011-10-01,2012-09-30,,3.2,3.2,2.72,249000000.0,3.17,,119600000.0,255100000.0,263200000.0,-8100000.0,252100000.0,-100000.0,2366500000.0,4128800000.0,96900000.0,8400000.0,,,3100000.0,,1007400000.0,2463400000.0,1665400000.0,119900000.0,85300000.0,1256400000.0,409000000.0,-26200000.0,382800000.0,4128800000.0,78200000.0,78500000.0,79300000.0
"Integrys Holding, Inc.",TEG,,916863,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.72,2.72,2.04,187600000.0,2.7,,106600000.0,215600000.0,224800000.0,-9200000.0,213400000.0,-100000.0,1656400000.0,3015200000.0,73900000.0,7200000.0,,,2300000.0,,748600000.0,1730300000.0,1284900000.0,90000000.0,65500000.0,936200000.0,348700000.0,-17300000.0,331400000.0,3015200000.0,78200000.0,78500000.0,79300000.0
"Integrys Holding, Inc.",TEG,,916863,2012.0,Q3,2012-07-01,2012-09-30,2013-11-07 16:07:33+00:00,0.84,0.84,0.68,62900000.0,0.83,,29600000.0,66300000.0,74300000.0,-8000000.0,65700000.0,-100000.0,492200000.0,927700000.0,23800000.0,3100000.0,,,700000.0,,240300000.0,516000000.0,411700000.0,29900000.0,22200000.0,303200000.0,108500000.0,-4600000.0,103900000.0,927700000.0,78200000.0,78500000.0,79300000.0
"Integrys Holding, Inc.",TEG,,916863,2012.0,Q2TTM,2011-07-01,2012-06-30,,2.83,2.83,2.72,247900000.0,2.81,,112500000.0,226400000.0,226300000.0,100000.0,223300000.0,,2412800000.0,4135500000.0,96600000.0,6300000.0,,,3100000.0,,1007400000.0,2509400000.0,1626100000.0,121300000.0,83000000.0,1255300000.0,370800000.0,-32000000.0,338800000.0,4135500000.0,78700000.0,78500000.0,79300000.0
"Integrys Holding, Inc.",TEG,,916863,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.88,1.88,1.36,124700000.0,1.87,,77000000.0,149300000.0,150500000.0,-1200000.0,147700000.0,,1164200000.0,2087500000.0,50100000.0,4100000.0,,,1600000.0,,508300000.0,1214300000.0,873200000.0,60100000.0,43300000.0,633000000.0,240200000.0,-12700000.0,227500000.0,2087500000.0,78700000.0,78500000.0,79300000.0
"Integrys Holding, Inc.",TEG,,916863,2012.0,Q2,2012-04-01,2012-06-30,2013-08-06 17:27:35+00:00,0.62,0.62,0.68,62600000.0,0.62,,29600000.0,49600000.0,51700000.0,-2100000.0,48800000.0,0.0,418200000.0,839600000.0,22700000.0,1700000.0,,,800000.0,,249000000.0,440900000.0,398700000.0,29700000.0,22200000.0,311600000.0,87100000.0,-5800000.0,81300000.0,839600000.0,78700000.0,78500000.0,79300000.0
"Integrys Holding, Inc.",TEG,,916863,2012.0,Q1TTM,2011-04-01,2012-03-31,,2.58,2.58,2.72,247500000.0,2.56,,109000000.0,206700000.0,205400000.0,1300000.0,203600000.0,,2590800000.0,4306700000.0,97700000.0,5900000.0,,,3100000.0,,1019500000.0,2688500000.0,1618200000.0,123800000.0,81100000.0,1267000000.0,351200000.0,-36800000.0,314400000.0,4306700000.0,78500000.0,78600000.0,79200000.0
"Integrys Holding, Inc.",TEG,,916863,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 17:30:15+00:00,1.26,1.26,0.68,62100000.0,1.25,,47400000.0,99700000.0,98800000.0,900000.0,98900000.0,,746000000.0,1247900000.0,27400000.0,2400000.0,,,800000.0,,259300000.0,773400000.0,474500000.0,30400000.0,21100000.0,321400000.0,153100000.0,-6900000.0,146200000.0,1247900000.0,78500000.0,78600000.0,79200000.0
"Integrys Holding, Inc.",TEG,,916863,2013.0,Q4,2013-10-01,2013-12-31,,1.64,1.64,0.68,67400000.0,1.62,,33700000.0,132400000.0,49800000.0,82600000.0,131600000.0,,-845200000.0,-438400000.0,20800000.0,-1400000.0,,,800000.0,,220600000.0,-824400000.0,386000000.0,36400000.0,23300000.0,288000000.0,98000000.0,-14500000.0,83500000.0,-438400000.0,79400000.0,79500000.0,80100000.0
"Integrys Holding, Inc.",TEG,,916863,2013.0,FY,2013-01-01,2013-12-31,2015-03-02 15:06:43+00:00,4.43,4.43,2.72,263400000.0,4.39,,158000000.0,354800000.0,267500000.0,87300000.0,351800000.0,-100000.0,1598700000.0,3485500000.0,97200000.0,21900000.0,,0.0,3100000.0,,1086700000.0,1695900000.0,1789600000.0,127400000.0,91500000.0,1350100000.0,439500000.0,-14000000.0,425500000.0,3485500000.0,79400000.0,79500000.0,80100000.0
"Integrys Holding, Inc.",TEG,,916863,2013.0,Q3TTM,2012-10-01,2013-09-30,,3.65,3.65,2.72,255700000.0,3.62,,135600000.0,291100000.0,231800000.0,59300000.0,288200000.0,-200000.0,2136600000.0,3921600000.0,96500000.0,25100000.0,,,3100000.0,,1060500000.0,2233100000.0,1688500000.0,119900000.0,89900000.0,1316200000.0,372300000.0,-4900000.0,367400000.0,3921600000.0,79400000.0,79800000.0,80200000.0
"Integrys Holding, Inc.",TEG,,916863,2013.0,Q3YTD,2013-01-01,2013-09-30,,2.79,2.79,2.04,196000000.0,2.77,,124300000.0,222400000.0,217700000.0,4700000.0,220200000.0,-100000.0,2443900000.0,3923900000.0,76400000.0,23300000.0,,,2300000.0,,866100000.0,2520300000.0,1403600000.0,91000000.0,68200000.0,1062100000.0,341500000.0,500000.0,342000000.0,3923900000.0,79400000.0,79800000.0,80200000.0
"Integrys Holding, Inc.",TEG,,916863,2013.0,Q3,2013-07-01,2013-09-30,2014-11-05 17:34:16+00:00,0.48,0.48,0.68,69600000.0,0.47,0.0,18000000.0,38800000.0,39400000.0,-600000.0,38100000.0,0.0,698100000.0,1129700000.0,24400000.0,12100000.0,0.0,0.0,700000.0,0.0,282300000.0,722500000.0,407200000.0,33100000.0,23100000.0,351900000.0,55300000.0,2100000.0,57400000.0,1129700000.0,79400000.0,79800000.0,80200000.0
"Integrys Holding, Inc.",TEG,,916863,2013.0,Q2TTM,2012-07-01,2013-06-30,,4.01,4.01,2.72,249000000.0,3.98,,147200000.0,318600000.0,266700000.0,51900000.0,315800000.0,-300000.0,1930700000.0,3719600000.0,95900000.0,16100000.0,,,3100000.0,,1018500000.0,2026600000.0,1693000000.0,116700000.0,89000000.0,1267500000.0,425500000.0,-11600000.0,413900000.0,3719600000.0,77100000.0,79400000.0,79400000.0
"Integrys Holding, Inc.",TEG,,916863,2013.0,Q2YTD,2013-01-01,2013-06-30,,2.31,2.31,1.36,126400000.0,2.3,,106300000.0,183600000.0,178300000.0,5300000.0,182100000.0,-100000.0,1745800000.0,2794200000.0,52000000.0,11200000.0,,,1600000.0,,583800000.0,1797800000.0,996400000.0,57900000.0,45100000.0,710200000.0,286200000.0,-1600000.0,284600000.0,2794200000.0,77100000.0,79400000.0,79400000.0
"Integrys Holding, Inc.",TEG,,916863,2013.0,Q2,2013-04-01,2013-06-30,2014-08-06 17:55:20+00:00,-0.07,-0.07,0.68,65500000.0,-0.07,0.0,-3300000.0,-4700000.0,-3900000.0,-800000.0,-5400000.0,-100000.0,743900000.0,1116000000.0,24800000.0,5500000.0,0.0,,800000.0,0.0,288700000.0,768700000.0,347300000.0,28600000.0,22800000.0,354200000.0,-6900000.0,-300000.0,-7200000.0,1116000000.0,77100000.0,79400000.0,79400000.0
"Integrys Holding, Inc.",TEG,,916863,2013.0,Q1TTM,2012-04-01,2013-03-31,,4.7,4.7,2.72,246100000.0,4.67,,180100000.0,372900000.0,322300000.0,50600000.0,370000000.0,-200000.0,1605000000.0,3443200000.0,93800000.0,12300000.0,,,3100000.0,,978800000.0,1698800000.0,1744400000.0,117800000.0,88400000.0,1224900000.0,519500000.0,-17100000.0,502400000.0,3443200000.0,78800000.0,78700000.0,79300000.0
"Integrys Holding, Inc.",TEG,,916863,2013.0,Q1,2013-01-01,2013-03-31,2014-05-02 13:02:23+00:00,2.38,2.38,0.68,60900000.0,2.37,,109600000.0,188300000.0,182200000.0,6100000.0,187500000.0,0.0,1001900000.0,1678200000.0,27200000.0,5700000.0,,,800000.0,,295100000.0,1029100000.0,649100000.0,29300000.0,22300000.0,356000000.0,293100000.0,-1300000.0,291800000.0,1678200000.0,78800000.0,78700000.0,79300000.0
"Integrys Holding, Inc.",TEG,,916863,2014.0,Q4,2014-10-01,2014-12-31,,0.51,0.51,1.36,70800000.0,0.52,,50200000.0,35600000.0,47000000.0,-11400000.0,34000000.0,,18600000.0,481200000.0,26600000.0,13000000.0,-900000.0,10400000.0,1600000.0,-8400000.0,259300000.0,45200000.0,436000000.0,38500000.0,17900000.0,331200000.0,104800000.0,-7600000.0,97200000.0,481200000.0,80300000.0,80200000.0,80700000.0
"Integrys Holding, Inc.",TEG,,916863,2014.0,FY,2014-01-01,2014-12-31,2015-03-02 15:06:43+00:00,3.45,3.45,2.72,287500000.0,3.43,,193400000.0,279900000.0,278100000.0,1800000.0,276900000.0,-100000.0,2133000000.0,4144200000.0,97000000.0,31000000.0,,-80000000.0,3100000.0,,1199700000.0,2230000000.0,1914200000.0,154800000.0,88300000.0,1407200000.0,507000000.0,-35500000.0,471500000.0,4144200000.0,80300000.0,80200000.0,80700000.0
"Integrys Holding, Inc.",TEG,,916863,2014.0,Q3TTM,2013-10-01,2014-09-30,,4.58,4.58,2.04,284100000.0,4.53,,176900000.0,376700000.0,280900000.0,95800000.0,374500000.0,-100000.0,1269200000.0,3224600000.0,91200000.0,16600000.0,900000.0,-90400000.0,2300000.0,8400000.0,1161000000.0,1360400000.0,1864200000.0,152700000.0,93700000.0,1364000000.0,500200000.0,-42400000.0,457800000.0,3224600000.0,80100000.0,80200000.0,81100000.0
"Integrys Holding, Inc.",TEG,,916863,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.94,2.94,1.36,216700000.0,2.91,,143200000.0,244300000.0,231100000.0,13200000.0,242900000.0,-100000.0,2114400000.0,3663000000.0,70400000.0,18000000.0,900000.0,-90400000.0,1500000.0,8400000.0,940400000.0,2184800000.0,1478200000.0,116300000.0,70400000.0,1076000000.0,402200000.0,-27900000.0,374300000.0,3663000000.0,80100000.0,80200000.0,81100000.0
"Integrys Holding, Inc.",TEG,,916863,2014.0,Q3,2014-07-01,2014-09-30,2014-11-05 17:34:16+00:00,1.04,1.04,0.68,73300000.0,1.02,0.0,56800000.0,84000000.0,82900000.0,1100000.0,83300000.0,0.0,738600000.0,1187900000.0,26300000.0,6400000.0,900000.0,-90400000.0,700000.0,2500000.0,289800000.0,764900000.0,423000000.0,38100000.0,24500000.0,276100000.0,146900000.0,-7200000.0,139700000.0,1187900000.0,80100000.0,80200000.0,81100000.0
"Integrys Holding, Inc.",TEG,,916863,2014.0,Q2TTM,2013-07-01,2014-06-30,,4.02,4.02,2.04,280400000.0,3.98,,138100000.0,331500000.0,237400000.0,94100000.0,329300000.0,-100000.0,1228700000.0,3166400000.0,89300000.0,22300000.0,,,2300000.0,5900000.0,1153500000.0,1318000000.0,1848400000.0,147700000.0,92300000.0,1439800000.0,408600000.0,-33100000.0,375500000.0,3166400000.0,,,
"Integrys Holding, Inc.",TEG,,916863,2014.0,Q2,2014-04-01,2014-06-30,2015-08-05 15:27:14+00:00,,,,72800000.0,,0.0,4500000.0,7200000.0,8000000.0,-800000.0,7200000.0,,400200000.0,837100000.0,17200000.0,5800000.0,,0.0,,5900000.0,318000000.0,417400000.0,419700000.0,39300000.0,23000000.0,396700000.0,23000000.0,-10500000.0,12500000.0,837100000.0,,,
"Integrys Holding, Inc.",TEG,,916863,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.9,1.9,0.68,143400000.0,1.89,,86400000.0,160300000.0,148200000.0,12100000.0,159600000.0,-100000.0,1375800000.0,2475100000.0,44100000.0,11600000.0,,,800000.0,5900000.0,650600000.0,1419900000.0,1055200000.0,78200000.0,45900000.0,799900000.0,255300000.0,-20700000.0,234600000.0,2475100000.0,,,
"Integrys Holding, Inc.",TEG,,916863,2014.0,Q1TTM,2013-04-01,2014-03-31,,3.95,3.95,2.72,273100000.0,3.91,,130300000.0,319600000.0,225500000.0,94100000.0,316700000.0,-200000.0,1572400000.0,3445300000.0,96900000.0,22000000.0,,,3100000.0,,1124200000.0,1669300000.0,1776000000.0,137000000.0,92100000.0,1397300000.0,378700000.0,-22900000.0,355800000.0,3445300000.0,80200000.0,80200000.0,80500000.0
"Integrys Holding, Inc.",TEG,,916863,2014.0,Q1,2014-01-01,2014-03-31,2015-05-05 16:35:32+00:00,1.9,1.9,0.68,70600000.0,1.89,,81900000.0,153100000.0,140200000.0,12900000.0,152400000.0,-100000.0,975600000.0,1638000000.0,26900000.0,5800000.0,,,800000.0,,332600000.0,1002500000.0,635500000.0,38900000.0,22900000.0,403200000.0,232300000.0,-10200000.0,222100000.0,1638000000.0,80200000.0,80200000.0,80500000.0
"Integrys Holding, Inc.",TEG,,916863,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.61,1.61,0.68,146800000.0,1.6,10700000.0,70800000.0,121000000.0,121900000.0,-900000.0,120200000.0,,794800000.0,1801500000.0,43500000.0,8400000.0,,-5200000.0,800000.0,59300000.0,529000000.0,838300000.0,963200000.0,78200000.0,39900000.0,740600000.0,222600000.0,-29900000.0,192700000.0,1801500000.0,,,
"Integrys Holding, Inc.",TEG,,916863,2015.0,Q2TTM,2014-07-01,2015-06-30,,3.16,3.16,2.72,290900000.0,3.14,10700000.0,177800000.0,240600000.0,251800000.0,-11200000.0,237500000.0,,1552000000.0,3470600000.0,96400000.0,27800000.0,,-85200000.0,3100000.0,53400000.0,1078100000.0,1648400000.0,1822200000.0,154800000.0,82300000.0,1347900000.0,474300000.0,-44700000.0,429600000.0,3470600000.0,,,
"Integrys Holding, Inc.",TEG,,916863,2015.0,Q2,2015-04-01,2015-06-30,2015-08-05 15:27:14+00:00,,,,72100000.0,,10700000.0,-8100000.0,-9300000.0,-9300000.0,0.0,-9300000.0,,217100000.0,638300000.0,17900000.0,1800000.0,,-5200000.0,,59300000.0,268000000.0,235000000.0,403300000.0,40000000.0,22400000.0,404900000.0,-1600000.0,-15800000.0,-17400000.0,638300000.0,,,
"Integrys Holding, Inc.",TEG,,916863,2015.0,Q1TTM,2014-04-01,2015-03-31,,3.16,3.16,2.72,291600000.0,3.14,,190400000.0,257100000.0,269100000.0,-12000000.0,254000000.0,,1735100000.0,3669400000.0,95700000.0,31800000.0,,-80000000.0,3100000.0,,1128100000.0,1830800000.0,1838600000.0,154100000.0,82900000.0,1339700000.0,498900000.0,-39400000.0,459500000.0,3669400000.0,80400000.0,80200000.0,80800000.0
"Integrys Holding, Inc.",TEG,,916863,2015.0,Q1,2015-01-01,2015-03-31,2015-05-05 16:35:32+00:00,1.61,1.61,0.68,74700000.0,1.6,,78900000.0,130300000.0,131200000.0,-900000.0,129500000.0,0.0,577700000.0,1163200000.0,25600000.0,6600000.0,,,800000.0,,261000000.0,603300000.0,559900000.0,38200000.0,17500000.0,335700000.0,224200000.0,-14100000.0,210100000.0,1163200000.0,80400000.0,80200000.0,80800000.0
