company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
"Integrys Holding, Inc.",TEG,,916863,2009.0,FY,,2009-12-31,2011-02-23 19:41:11+00:00,639400000.0,958000000.0,-44000000.0,1131200000.0,44500000.0,,2574200000.0,186000000.0,81900000.0,642500000.0,2394700000.0,,304300000.0,4941800000.0,-900000.0,698900000.0,640700000.0,470800000.0,2087500000.0,26500000.0,300000.0,,2748100000.0,982300000.0,337000000.0,338600000.0,1522100000.0,11844600000.0,2850000000.0,3512200000.0,3147700000.0,2850000000.0,2849100000.0,8995500000.0,11844600000.0,3390600000.0,5847800000.0,-17200000.0
"Integrys Holding, Inc.",TEG,,916863,2010.0,FY,,2010-12-31,2012-02-28 20:55:12+00:00,453000000.0,832100000.0,-44700000.0,1281000000.0,179000000.0,0.0,2618200000.0,337600000.0,90200000.0,642500000.0,2161600000.0,,247900000.0,5013400000.0,100000.0,905700000.0,603400000.0,216900000.0,627700000.0,,,-18500000.0,2110500000.0,301400000.0,350800000.0,486900000.0,236900000.0,9816800000.0,2905800000.0,2050400000.0,1657800000.0,2905800000.0,2905900000.0,6910900000.0,9816800000.0,2753000000.0,5253100000.0,
"Integrys Holding, Inc.",TEG,,916863,2010.0,Q3,,2010-09-30,2010-11-03 19:32:50+00:00,378000000.0,497100000.0,-67200000.0,1162500000.0,165300000.0,,2602200000.0,82600000.0,,642500000.0,1912700000.0,,323900000.0,4887300000.0,100000.0,740200000.0,617000000.0,415300000.0,859500000.0,0.0,0.0,,2092600000.0,364900000.0,339800000.0,537400000.0,324000000.0,9430600000.0,2858300000.0,1808200000.0,1774900000.0,2858300000.0,2858400000.0,6572200000.0,9430600000.0,2735100000.0,4797300000.0,-16500000.0
"Integrys Holding, Inc.",TEG,,916863,2010.0,Q2,,2010-06-30,2010-08-04 19:32:53+00:00,413000000.0,598800000.0,-35700000.0,1156200000.0,233200000.0,,2609300000.0,83300000.0,,642500000.0,2064800000.0,,157700000.0,4932700000.0,-1200000.0,752600000.0,606700000.0,380100000.0,908000000.0,0.0,0.0,,2095100000.0,333500000.0,369500000.0,350300000.0,387400000.0,9510800000.0,2926900000.0,1840500000.0,1671300000.0,2926900000.0,2925700000.0,6585100000.0,9510800000.0,2737600000.0,4913800000.0,-16200000.0
"Integrys Holding, Inc.",TEG,,916863,2011.0,FY,,2011-12-31,2013-02-28 18:11:09+00:00,426600000.0,737700000.0,-42500000.0,1344800000.0,28100000.0,0.0,2657400000.0,303800000.0,70500000.0,658400000.0,1845000000.0,476300000.0,297600000.0,5175500000.0,100000.0,1114700000.0,749300000.0,205000000.0,596000000.0,28800000.0,27300000.0,-17100000.0,1844800000.0,294200000.0,363600000.0,553300000.0,227200000.0,9983200000.0,2961400000.0,1828200000.0,1673700000.0,2961400000.0,2961500000.0,7021700000.0,9983200000.0,2979500000.0,5348000000.0,
"Integrys Holding, Inc.",TEG,,916863,2011.0,Q3,,2011-09-30,2011-11-02 17:19:59+00:00,386700000.0,520900000.0,-37100000.0,1305500000.0,27300000.0,0.0,2640800000.0,333000000.0,60000000.0,658400000.0,2080700000.0,,308700000.0,5063300000.0,100000.0,1075700000.0,531700000.0,196600000.0,498500000.0,,,-16600000.0,2127200000.0,269700000.0,380100000.0,241100000.0,181500000.0,9416900000.0,2967200000.0,1568000000.0,1186300000.0,2967200000.0,2967300000.0,6449600000.0,9416900000.0,2785600000.0,5263300000.0,
"Integrys Holding, Inc.",TEG,,916863,2011.0,Q2,,2011-06-30,2011-08-03 19:52:20+00:00,388200000.0,577300000.0,-38200000.0,1293800000.0,211400000.0,0.0,2640000000.0,371000000.0,73700000.0,642500000.0,2131600000.0,,161600000.0,5018000000.0,100000.0,1053700000.0,519800000.0,178900000.0,507300000.0,,,-16400000.0,2104600000.0,271800000.0,396700000.0,208500000.0,165300000.0,9430600000.0,2982100000.0,1665500000.0,1177700000.0,2982100000.0,2982200000.0,6448400000.0,9430600000.0,2747100000.0,5270700000.0,
"Integrys Holding, Inc.",TEG,,916863,2011.0,Q1,,2011-03-31,2011-05-04 19:32:28+00:00,409100000.0,873000000.0,-40200000.0,1290000000.0,195300000.0,,2636700000.0,219000000.0,108500000.0,642500000.0,2161700000.0,,93700000.0,4997900000.0,100000.0,990200000.0,512200000.0,302900000.0,640400000.0,,,,2112400000.0,291500000.0,420700000.0,218800000.0,186900000.0,9623600000.0,3001100000.0,1870800000.0,1376800000.0,3001100000.0,3001200000.0,6622400000.0,9623600000.0,2754900000.0,5245600000.0,-16100000.0
"Integrys Holding, Inc.",TEG,,916863,2012.0,FY,,2012-12-31,2014-02-27 17:30:25+00:00,457700000.0,796800000.0,-40900000.0,1433200000.0,27400000.0,0.0,2652900000.0,217100000.0,83000000.0,658300000.0,1931700000.0,512200000.0,271900000.0,5501900000.0,-100000.0,1253100000.0,625200000.0,190400000.0,476500000.0,10100000.0,200000.0,-17700000.0,1995900000.0,245200000.0,431500000.0,795900000.0,145400000.0,10327400000.0,3025800000.0,1659100000.0,1813300000.0,3025800000.0,3025700000.0,7301700000.0,10327400000.0,3166400000.0,5488400000.0,
"Integrys Holding, Inc.",TEG,,916863,2012.0,Q3,,2012-09-30,2012-11-05 17:46:00+00:00,368100000.0,484600000.0,-37400000.0,1362600000.0,18100000.0,0.0,2649800000.0,232600000.0,45500000.0,658300000.0,1708100000.0,506700000.0,320700000.0,5473000000.0,,1224500000.0,530500000.0,192300000.0,516900000.0,13000000.0,27400000.0,-17600000.0,1786700000.0,251600000.0,417000000.0,797300000.0,158300000.0,9844300000.0,3011800000.0,1419600000.0,1755200000.0,3011800000.0,3011800000.0,6832500000.0,9844300000.0,2951700000.0,5077300000.0,
"Integrys Holding, Inc.",TEG,,916863,2012.0,Q2,,2012-06-30,2012-08-08 17:46:32+00:00,371900000.0,493100000.0,-39500000.0,1350500000.0,25700000.0,0.0,2646700000.0,261500000.0,40400000.0,658300000.0,1735000000.0,496900000.0,141800000.0,5358600000.0,100000.0,1198700000.0,521500000.0,261400000.0,549200000.0,,,-17200000.0,1816300000.0,281100000.0,404600000.0,666000000.0,195400000.0,9709000000.0,2994600000.0,1378900000.0,1627500000.0,2994600000.0,2994700000.0,6714300000.0,9709000000.0,2971500000.0,5086800000.0,
"Integrys Holding, Inc.",TEG,,916863,2012.0,Q1,,2012-03-31,2012-05-02 17:38:28+00:00,331200000.0,669700000.0,-41000000.0,1346000000.0,42300000.0,0.0,2644800000.0,245900000.0,75400000.0,658300000.0,1850100000.0,490600000.0,125100000.0,5259000000.0,100000.0,1152400000.0,514000000.0,284500000.0,731300000.0,,,-17000000.0,1837400000.0,305000000.0,409200000.0,577500000.0,266200000.0,9879000000.0,2996000000.0,1633700000.0,1715400000.0,2996000000.0,2996100000.0,6882900000.0,9879000000.0,2986300000.0,5167500000.0,
"Integrys Holding, Inc.",TEG,,916863,2013.0,FY,,2013-12-31,2015-03-02 15:06:43+00:00,401900000.0,646100000.0,-23200000.0,1474700000.0,16800000.0,0.0,2740400000.0,175800000.0,78900000.0,655400000.0,2956200000.0,540900000.0,218900000.0,6206200000.0,1000000.0,1447900000.0,200800000.0,998700000.0,767500000.0,277900000.0,49100000.0,-23000000.0,1506800000.0,178200000.0,567100000.0,426000000.0,,11243500000.0,3261300000.0,2334200000.0,1723400000.0,3261300000.0,3262300000.0,7981200000.0,11243500000.0,2703100000.0,6257800000.0,
"Integrys Holding, Inc.",TEG,,916863,2013.0,Q3,,2013-09-30,2013-11-07 16:07:33+00:00,475400000.0,625300000.0,-35700000.0,1430800000.0,26100000.0,0.0,2727900000.0,180200000.0,41200000.0,662100000.0,2506200000.0,534500000.0,341700000.0,6198800000.0,1100000.0,1368800000.0,573000000.0,192800000.0,451500000.0,700000.0,0.0,-22700000.0,2004200000.0,249500000.0,489800000.0,664500000.0,154900000.0,10921300000.0,3159300000.0,1521700000.0,1632600000.0,3159300000.0,3160400000.0,7760900000.0,10921300000.0,3200800000.0,6128300000.0,
"Integrys Holding, Inc.",TEG,,916863,2013.0,Q2,,2013-06-30,2013-08-06 17:27:35+00:00,484700000.0,688200000.0,-36600000.0,1429000000.0,20200000.0,0.0,2706500000.0,193200000.0,50500000.0,662100000.0,1886200000.0,527500000.0,206300000.0,6062600000.0,1100000.0,1346900000.0,569600000.0,197500000.0,483200000.0,1500000.0,0.0,-22300000.0,2036100000.0,262500000.0,506000000.0,1109700000.0,181800000.0,10777000000.0,3153600000.0,1488700000.0,2128100000.0,3153600000.0,3154700000.0,7622300000.0,10777000000.0,3225700000.0,5494200000.0,
"Integrys Holding, Inc.",TEG,,916863,2013.0,Q1,,2013-03-31,2013-05-01 17:30:15+00:00,450100000.0,899000000.0,-39300000.0,1435100000.0,72000000.0,0.0,2669000000.0,159400000.0,95900000.0,658300000.0,1931700000.0,518300000.0,140200000.0,5941800000.0,-100000.0,1312800000.0,566400000.0,145100000.0,512800000.0,2500000.0,,-22000000.0,2045300000.0,238700000.0,565400000.0,1047900000.0,182500000.0,10764400000.0,3173100000.0,1600700000.0,2106700000.0,3173100000.0,3173000000.0,7591400000.0,10764400000.0,3221900000.0,5484700000.0,
"Integrys Holding, Inc.",TEG,,916863,2014.0,FY,,2014-12-31,2015-08-05 15:27:14+00:00,490700000.0,747100000.0,-27600000.0,1567800000.0,18000000.0,0.0,2722200000.0,188600000.0,,655400000.0,2956300000.0,536700000.0,327700000.0,6827900000.0,,1630600000.0,274600000.0,57400000.0,393500000.0,51500000.0,13800000.0,-20900000.0,1871700000.0,212400000.0,626000000.0,442600000.0,,11282000000.0,3299700000.0,1390300000.0,1340600000.0,3299700000.0,3299700000.0,7982300000.0,11282000000.0,3063800000.0,6641700000.0,
"Integrys Holding, Inc.",TEG,,916863,2014.0,Q3,,2014-09-30,2014-11-05 17:34:16+00:00,622400000.0,756500000.0,-22400000.0,1507200000.0,16100000.0,0.0,2740700000.0,136800000.0,72600000.0,655400000.0,2956300000.0,568900000.0,407400000.0,6661400000.0,0.0,1554500000.0,121000000.0,187400000.0,541800000.0,10400000.0,0.0,-20900000.0,1742200000.0,272700000.0,646500000.0,392500000.0,242400000.0,11384900000.0,3343900000.0,1757000000.0,1629300000.0,3343900000.0,3343900000.0,8041000000.0,11384900000.0,2966500000.0,6411700000.0,
