company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q2,,2012-06-30,2012-08-07 15:41:43+00:00,134113000.0,353527000.0,102983000.0,-103035000.0,25394000.0,515121000.0,,364155000.0,124489000.0,,24480000.0,71555000.0,35594000.0,786110000.0,,258620000.0,1393730000.0,,,227107000.0,151819000.0,,12782000.0,44926000.0,28393000.0,33929000.0,661600000.0,415590000.0,,2831491000.0,922720000.0,1285686000.0,689948000.0,922720000.0,922720000.0,1908771000.0,2831491000.0,152075000.0,1218823000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q1,,2012-03-31,2012-05-08 15:36:06+00:00,153028000.0,348272000.0,122778000.0,-88865000.0,25633000.0,84017000.0,,362116000.0,143524000.0,,24631000.0,71682000.0,36490000.0,789785000.0,,263283000.0,1477130000.0,,,252881000.0,153428000.0,,4391000.0,41861000.0,27942000.0,26100000.0,648693000.0,15918000.0,,2492359000.0,921944000.0,865196000.0,320746000.0,921944000.0,921944000.0,1570415000.0,2492359000.0,150033000.0,1249669000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,FY,,2013-12-31,2015-02-27 16:04:08+00:00,357500000.0,643100000.0,214100000.0,-65000000.0,23900000.0,191000000.0,0.0,402700000.0,70600000.0,,39300000.0,526800000.0,310600000.0,2508800000.0,,594300000.0,2805700000.0,,,434800000.0,193500000.0,,9700000.0,69700000.0,65400000.0,32000000.0,1019100000.0,40000000.0,,5243800000.0,1356800000.0,1531000000.0,660600000.0,1356800000.0,1356800000.0,3887000000.0,5243800000.0,907100000.0,3226400000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q3,,2013-09-30,2013-11-08 12:10:53+00:00,163928000.0,409725000.0,129569000.0,-86094000.0,24138000.0,396595000.0,,397538000.0,31238000.0,,39261000.0,67160000.0,35742000.0,767411000.0,,266892000.0,1369053000.0,,,246383000.0,132486000.0,,5131000.0,49226000.0,33661000.0,31478000.0,787684000.0,16013000.0,,2657109000.0,1099128000.0,1135928000.0,353902000.0,1099128000.0,1099128000.0,1557981000.0,2657109000.0,152128000.0,1204079000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q2,,2013-06-30,2013-08-06 16:31:55+00:00,164910000.0,403367000.0,120335000.0,-95314000.0,24397000.0,370057000.0,,393161000.0,28197000.0,,39226000.0,67160000.0,36589000.0,771151000.0,,263008000.0,1363681000.0,,,229917000.0,163969000.0,,3682000.0,45058000.0,29951000.0,37704000.0,753439000.0,15997000.0,,2614821000.0,1051286000.0,1102333000.0,344150000.0,1051286000.0,1051286000.0,1563535000.0,2614821000.0,148807000.0,1219385000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q1,,2013-03-31,2013-05-01 14:28:57+00:00,142856000.0,391683000.0,91718000.0,-111284000.0,24653000.0,268037000.0,,383376000.0,57456000.0,,30669000.0,67160000.0,37436000.0,774890000.0,,270181000.0,1353202000.0,,,225833000.0,171163000.0,,5157000.0,46504000.0,31200000.0,24279000.0,729727000.0,15980000.0,,2515938000.0,1001819000.0,1011636000.0,286380000.0,1001819000.0,1001819000.0,1514119000.0,2515938000.0,151100000.0,1227739000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,FY,,2014-12-31,2016-02-26 11:39:06+00:00,330500000.0,646100000.0,220000000.0,-153900000.0,22800000.0,124900000.0,0.0,433100000.0,5100000.0,,39400000.0,546800000.0,293500000.0,2348900000.0,,664900000.0,2857600000.0,,,334200000.0,361700000.0,,13500000.0,72000000.0,72800000.0,61900000.0,1242200000.0,7600000.0,,5272800000.0,1521400000.0,1502900000.0,611000000.0,1521400000.0,1521400000.0,3751400000.0,5272800000.0,912300000.0,3140400000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q3,,2014-09-30,2014-11-06 19:34:21+00:00,387854000.0,717947000.0,228758000.0,-60944000.0,23055000.0,154323000.0,0.0,428828000.0,32280000.0,7176000.0,39393000.0,541911000.0,299096000.0,2350484000.0,,616962000.0,2818133000.0,,,426086000.0,204286000.0,,19272000.0,73902000.0,84764000.0,76195000.0,1184155000.0,7582000.0,,5330749000.0,1552039000.0,1597707000.0,690035000.0,1552039000.0,1552039000.0,3778710000.0,5330749000.0,914909000.0,3088675000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q2,,2014-06-30,2014-08-08 09:43:42+00:00,394743000.0,704218000.0,207314000.0,-61330000.0,23333000.0,161991000.0,0.0,424582000.0,36961000.0,,39359000.0,537363000.0,306002000.0,2425441000.0,,611342000.0,2817249000.0,,,430947000.0,200900000.0,,8932000.0,69374000.0,83084000.0,59737000.0,1119367000.0,7565000.0,,5304237000.0,1482619000.0,1574249000.0,657913000.0,1482619000.0,1482619000.0,3821618000.0,5304237000.0,912739000.0,3163705000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q1,,2014-03-31,2014-05-08 15:22:45+00:00,390630000.0,696344000.0,180869000.0,-63203000.0,23606000.0,185706000.0,0.0,413125000.0,31985000.0,5973000.0,39351000.0,526760000.0,304891000.0,2475393000.0,,607306000.0,2800742000.0,,,423973000.0,199150000.0,,19063000.0,70212000.0,80810000.0,40002000.0,1067661000.0,7547000.0,,5263948000.0,1417583000.0,1561343000.0,643433000.0,1417583000.0,1417583000.0,3846365000.0,5263948000.0,901863000.0,3202932000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,FY,,2015-12-31,2017-02-28 15:25:18+00:00,294200000.0,636500000.0,193500000.0,-124900000.0,21600000.0,184200000.0,0.0,440900000.0,28200000.0,,53400000.0,544000000.0,270800000.0,2290400000.0,,676800000.0,2832100000.0,,,347000000.0,358600000.0,,13100000.0,70900000.0,59500000.0,28800000.0,1317300000.0,7700000.0,,5272300000.0,1633300000.0,1554500000.0,561900000.0,1633300000.0,1633300000.0,3639000000.0,5272300000.0,885700000.0,3077100000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q3,,2015-09-30,2015-11-06 12:31:11+00:00,337000000.0,683500000.0,209000000.0,-142000000.0,21900000.0,186900000.0,0.0,439100000.0,63200000.0,2300000.0,53700000.0,544000000.0,276400000.0,2319300000.0,,695900000.0,2842500000.0,,,402700000.0,376900000.0,,18800000.0,80000000.0,58000000.0,49800000.0,1317900000.0,7600000.0,,5422200000.0,1615000000.0,1679300000.0,628400000.0,1615000000.0,1615000000.0,3807200000.0,5422200000.0,900400000.0,3178800000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q2,,2015-06-30,2015-08-07 09:56:21+00:00,339300000.0,708000000.0,189400000.0,-145000000.0,22200000.0,163700000.0,0.0,442900000.0,59700000.0,2900000.0,53900000.0,544000000.0,282100000.0,2345800000.0,,667500000.0,2852700000.0,,,402700000.0,372000000.0,,13100000.0,73700000.0,70000000.0,58500000.0,1293100000.0,7600000.0,,5409900000.0,1591000000.0,1657400000.0,606200000.0,1591000000.0,1591000000.0,3818900000.0,5409900000.0,899800000.0,3212700000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q1,,2015-03-31,2015-05-08 12:45:56+00:00,352700000.0,676700000.0,164000000.0,-152300000.0,22500000.0,126400000.0,0.0,437000000.0,58400000.0,24100000.0,54100000.0,546600000.0,287800000.0,2347400000.0,,687600000.0,2864100000.0,,,399900000.0,367800000.0,,18800000.0,72100000.0,70200000.0,65700000.0,1271600000.0,7600000.0,,5385400000.0,1556300000.0,1614800000.0,621300000.0,1556300000.0,1556300000.0,3829100000.0,5385400000.0,906500000.0,3207800000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,FY,,2016-12-31,2018-02-28 10:17:01+00:00,323800000.0,689200000.0,201200000.0,-139600000.0,20300000.0,239300000.0,0.0,452300000.0,13900000.0,,59900000.0,737900000.0,367100000.0,2620000000.0,,723600000.0,2895700000.0,,,334700000.0,357200000.0,,13400000.0,80000000.0,59600000.0,30300000.0,1447100000.0,27100000.0,,5777000000.0,1759800000.0,1696300000.0,625400000.0,1759800000.0,1759800000.0,4017200000.0,5777000000.0,1185000000.0,3391800000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,Q3,,2016-09-30,2016-11-04 10:32:35+00:00,327000000.0,713200000.0,204900000.0,-114200000.0,20700000.0,279800000.0,0.0,446900000.0,18300000.0,,59800000.0,692100000.0,354800000.0,2625800000.0,,690600000.0,2878700000.0,400000.0,,360900000.0,312200000.0,,18800000.0,74600000.0,60100000.0,45100000.0,1396900000.0,27000000.0,,5747200000.0,1729600000.0,1747000000.0,637500000.0,1729600000.0,1730000000.0,4017200000.0,5747200000.0,1121500000.0,3379700000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,Q2,,2016-06-30,2016-08-05 12:09:30+00:00,308400000.0,663400000.0,170200000.0,-116900000.0,21000000.0,213600000.0,0.0,442000000.0,1300000.0,,52100000.0,544000000.0,259500000.0,2288100000.0,,671300000.0,2809900000.0,,,353900000.0,357400000.0,,13100000.0,72800000.0,61900000.0,60300000.0,1337200000.0,7700000.0,,5296100000.0,1662300000.0,1609900000.0,551500000.0,1662300000.0,1662300000.0,3633800000.0,5296100000.0,876300000.0,3082300000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,Q1,,2016-03-31,2016-05-06 16:24:52+00:00,309000000.0,631400000.0,144400000.0,-122400000.0,21300000.0,162300000.0,0.0,433700000.0,0.0,13300000.0,52100000.0,544000000.0,265100000.0,2289300000.0,,692500000.0,2817900000.0,,,357200000.0,363000000.0,,18800000.0,71400000.0,60400000.0,42700000.0,1286500000.0,7700000.0,,5227300000.0,1590800000.0,1528900000.0,545300000.0,1590800000.0,1590800000.0,3636500000.0,5227300000.0,880500000.0,3091200000.0,-7000000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,FY,,2017-12-31,2019-02-28 11:53:23+00:00,402900000.0,830700000.0,203200000.0,-156900000.0,19000000.0,216900000.0,0.0,472100000.0,69500000.0,,60500000.0,883200000.0,410000000.0,2480400000.0,,762500000.0,2924900000.0,,,239500000.0,372500000.0,,14800000.0,64300000.0,70800000.0,35500000.0,1867400000.0,151300000.0,,6197500000.0,2182600000.0,1915100000.0,832700000.0,2182600000.0,2182600000.0,4014900000.0,6197500000.0,1357500000.0,3182200000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,Q3,,2017-09-30,2017-11-03 11:15:16+00:00,379500000.0,831300000.0,207800000.0,-131000000.0,19300000.0,370500000.0,0.0,467000000.0,20000000.0,,60300000.0,732100000.0,347800000.0,2456300000.0,,736600000.0,2881600000.0,,,342100000.0,322800000.0,,18900000.0,63900000.0,68200000.0,43400000.0,1658200000.0,157800000.0,,6027200000.0,1994200000.0,2001800000.0,824300000.0,1994200000.0,1994200000.0,4033000000.0,6027200000.0,1143800000.0,3208700000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,Q2,,2017-06-30,2017-08-04 11:55:19+00:00,349200000.0,755200000.0,177500000.0,-134000000.0,19700000.0,321000000.0,0.0,461800000.0,0.0,2500000.0,60100000.0,731100000.0,356200000.0,2457300000.0,,734400000.0,2872500000.0,,,342700000.0,356300000.0,,13100000.0,80000000.0,60400000.0,52800000.0,1578800000.0,157800000.0,,5903200000.0,1906600000.0,1863400000.0,760200000.0,1906600000.0,1906600000.0,3996600000.0,5903200000.0,1167300000.0,3236400000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,Q1,,2017-03-31,2017-05-05 11:12:08+00:00,367300000.0,733300000.0,147100000.0,-136700000.0,20000000.0,254000000.0,0.0,456900000.0,0.0,24800000.0,60000000.0,737100000.0,358800000.0,2458400000.0,,744500000.0,2887200000.0,,,349300000.0,355200000.0,,19000000.0,81200000.0,59800000.0,47300000.0,1504500000.0,157800000.0,,5843400000.0,1824700000.0,1779100000.0,776000000.0,1824700000.0,1824700000.0,4018700000.0,5843400000.0,1177100000.0,3242700000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,FY,,2018-12-31,2020-02-26 16:07:14+00:00,382200000.0,901900000.0,222400000.0,-138800000.0,17600000.0,361500000.0,0.0,495400000.0,16700000.0,,76100000.0,917300000.0,378200000.0,2483700000.0,,795600000.0,3108600000.0,,,285200000.0,357500000.0,1400000.0,11500000.0,50500000.0,59700000.0,39400000.0,2315800000.0,,,6569700000.0,2672400000.0,2115100000.0,693600000.0,2672400000.0,2672400000.0,3897300000.0,6569700000.0,1346000000.0,3203700000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,Q3,,2018-09-30,2018-11-07 12:18:34+00:00,438900000.0,986200000.0,223400000.0,-145100000.0,17900000.0,293800000.0,0.0,489800000.0,5100000.0,,75800000.0,888700000.0,373900000.0,2482900000.0,,780600000.0,3065100000.0,,,279300000.0,360200000.0,,27000000.0,57600000.0,63000000.0,49000000.0,2185500000.0,1400000.0,,6500000000.0,2530200000.0,2114700000.0,766500000.0,2530200000.0,2530200000.0,3969800000.0,6500000000.0,1320200000.0,3203300000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,Q2,,2018-06-30,2018-08-08 10:50:57+00:00,431700000.0,920000000.0,195700000.0,-149000000.0,18300000.0,199600000.0,0.0,483000000.0,16700000.0,,75500000.0,888700000.0,384100000.0,2482100000.0,,763700000.0,3026500000.0,,,272800000.0,374900000.0,,11500000.0,59700000.0,63700000.0,56600000.0,2054000000.0,1400000.0,,6315600000.0,2388000000.0,1956600000.0,715800000.0,2388000000.0,2388000000.0,3927600000.0,6315600000.0,1332500000.0,3211800000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,Q1,,2018-03-31,2018-05-09 10:29:19+00:00,427300000.0,860200000.0,157000000.0,-153000000.0,18600000.0,102400000.0,0.0,477200000.0,48600000.0,,60600000.0,883200000.0,399600000.0,2481200000.0,,766400000.0,2961400000.0,,,256700000.0,373000000.0,,27300000.0,63000000.0,62900000.0,55000000.0,1949600000.0,1400000.0,,6139800000.0,2273800000.0,1832600000.0,673600000.0,2273800000.0,2273800000.0,3866000000.0,6139800000.0,1345800000.0,3192400000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,FY,,2019-12-31,2020-05-06 09:59:30+00:00,351900000.0,845600000.0,217500000.0,-159500000.0,193600000.0,679500000.0,0.0,525700000.0,26500000.0,,76600000.0,918700000.0,338800000.0,2476800000.0,58100000.0,794100000.0,3151700000.0,,,340100000.0,375500000.0,64100000.0,13700000.0,290100000.0,55000000.0,44800000.0,2704800000.0,,87900000.0,7235800000.0,3071000000.0,2478400000.0,723800000.0,3071000000.0,3071000000.0,4164800000.0,7235800000.0,1605700000.0,3441000000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,Q3,,2019-09-30,2019-11-01 10:09:15+00:00,385500000.0,932300000.0,220100000.0,-128800000.0,193700000.0,738300000.0,0.0,519800000.0,9500000.0,,76300000.0,918700000.0,348500000.0,2486300000.0,,806300000.0,3110400000.0,,,327600000.0,320300000.0,61900000.0,26900000.0,282200000.0,57800000.0,44900000.0,2643700000.0,,,7191100000.0,3034700000.0,2531300000.0,770700000.0,3034700000.0,3034700000.0,4156400000.0,7191100000.0,1549400000.0,3385700000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,Q2,,2019-06-30,2019-08-02 10:07:35+00:00,382800000.0,947000000.0,197900000.0,-132200000.0,200200000.0,569400000.0,0.0,514200000.0,11400000.0,,75900000.0,918700000.0,358200000.0,2485400000.0,,815700000.0,3107200000.0,,,314800000.0,364900000.0,61400000.0,11600000.0,287600000.0,58300000.0,59200000.0,2539200000.0,,,7074400000.0,2921200000.0,2402700000.0,729600000.0,2921200000.0,2921200000.0,4153200000.0,7074400000.0,1564500000.0,3423600000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,Q1,,2019-03-31,2019-05-08 10:46:42+00:00,405100000.0,930300000.0,160900000.0,-135500000.0,182600000.0,442400000.0,0.0,502300000.0,,12700000.0,76200000.0,917300000.0,368700000.0,2484600000.0,,831700000.0,3109800000.0,,,305700000.0,363500000.0,58700000.0,27100000.0,270400000.0,56900000.0,58000000.0,2427800000.0,,,6928600000.0,2794600000.0,2262400000.0,740700000.0,2794600000.0,2794600000.0,4134000000.0,6928600000.0,1556400000.0,3393300000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2020.0,Q1,,2020-03-31,2020-05-06 09:59:30+00:00,389000000.0,879500000.0,178800000.0,-157000000.0,192800000.0,764000000.0,0.0,535800000.0,,3700000.0,77000000.0,918700000.0,329200000.0,2477400000.0,57100000.0,809900000.0,3138600000.0,,,354300000.0,372300000.0,65900000.0,30200000.0,290400000.0,56300000.0,67900000.0,2771100000.0,,92300000.0,7347600000.0,3149900000.0,2613600000.0,744600000.0,3149900000.0,3149900000.0,4197700000.0,7347600000.0,1595400000.0,3453100000.0,
