company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 15:15:12+00:00,-57340000.0,,162839000.0,,2049000.0,150000000.0,-35592000.0,-350165000.0,345514000.0,-35592000.0,-350165000.0,345514000.0,-40243000.0,158027000.0,158027000.0,22599000.0,18158000.0,0.0,-76012000.0,,-293268000.0,-2711000.0,-125027000.0,443000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2011.0,Q3TTM,2010-10-01,2011-09-30,,-35643000.0,1897000.0,160561000.0,,137071000.0,,-157630000.0,-350769000.0,375696000.0,-157630000.0,-350769000.0,375696000.0,-132703000.0,173453000.0,173453000.0,-97286000.0,22039000.0,,-71485000.0,,-315713000.0,-659000.0,-107525000.0,587000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2011.0,Q3,2011-07-01,2011-09-30,,-8701000.0,111000.0,41099000.0,,-17552000.0,,-67754000.0,-82944000.0,71634000.0,-67754000.0,-82944000.0,71634000.0,-79064000.0,41777000.0,41777000.0,6199000.0,705000.0,,-20258000.0,,-74251000.0,-168000.0,-48033000.0,8000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-06 15:56:55+00:00,-35643000.0,361000.0,121033000.0,,-18534000.0,,-132109000.0,-261147000.0,236817000.0,-132109000.0,-261147000.0,236817000.0,-156439000.0,118562000.0,118562000.0,15395000.0,17867000.0,,-56053000.0,,-225931000.0,-498000.0,-93425000.0,427000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2011.0,Q2TTM,2010-07-01,2011-06-30,,-26942000.0,1477000.0,158504000.0,,26574000.0,,-126299000.0,-342550000.0,406519000.0,-126299000.0,-342550000.0,406519000.0,-62330000.0,224996000.0,224996000.0,-5032000.0,22214000.0,,-66682000.0,,-317447000.0,-649000.0,-81182000.0,1839000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2011.0,Q2,2011-04-01,2011-06-30,,-26942000.0,574000.0,40638000.0,,16562000.0,,-43350000.0,-111716000.0,101233000.0,-43350000.0,-111716000.0,101233000.0,-53833000.0,39368000.0,39368000.0,4091000.0,3558000.0,,-20444000.0,,-84904000.0,-167000.0,-26297000.0,130000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-07 15:41:43+00:00,-26942000.0,250000.0,79934000.0,,-982000.0,,-64355000.0,-178203000.0,165183000.0,-64355000.0,-178203000.0,165183000.0,-77375000.0,76785000.0,76785000.0,9196000.0,17162000.0,,-35795000.0,,-151680000.0,-330000.0,-45392000.0,419000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2011.0,Q1TTM,2010-04-01,2011-03-31,,,595000.0,156953000.0,,-17301000.0,,-100414000.0,-323539000.0,399366000.0,-100414000.0,-323539000.0,399366000.0,-24587000.0,223658000.0,223658000.0,35461000.0,19916000.0,,-61698000.0,,-325286000.0,-636000.0,-57996000.0,1747000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2011.0,Q1,2011-01-01,2011-03-31,2012-05-08 15:36:06+00:00,,-324000.0,39296000.0,,-17544000.0,,-21005000.0,-66487000.0,63950000.0,-21005000.0,-66487000.0,63950000.0,-23542000.0,37417000.0,37417000.0,5105000.0,13604000.0,,-15351000.0,,-66776000.0,-163000.0,-19095000.0,289000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q4,2012-10-01,2012-12-31,,-7000.0,-2486000.0,47406000.0,,34724000.0,-44000.0,-51928000.0,-33954000.0,152389000.0,-51928000.0,-33954000.0,152389000.0,66507000.0,57411000.0,57411000.0,15334000.0,4793000.0,101000.0,-49024000.0,,-34023000.0,-3977000.0,-3676000.0,-25000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 16:04:08+00:00,-35400000.0,,175400000.0,,26600000.0,397000000.0,-245600000.0,-107500000.0,404200000.0,-245600000.0,-107500000.0,404200000.0,51100000.0,160200000.0,160200000.0,42000000.0,-41600000.0,57500000.0,-117800000.0,,-129600000.0,-438000000.0,-45200000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q3TTM,2011-10-01,2012-09-30,,-57090000.0,2125000.0,169800000.0,,12459000.0,547044000.0,-97155000.0,-162564000.0,360508000.0,-97155000.0,-162564000.0,360508000.0,100789000.0,142254000.0,142254000.0,33870000.0,-46102000.0,57399000.0,-88735000.0,,-162914000.0,-436236000.0,-73126000.0,41000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q3,2012-07-01,2012-09-30,,,-482000.0,42912000.0,,9187000.0,,-451332000.0,-24649000.0,101766000.0,-451332000.0,-24649000.0,101766000.0,-374215000.0,39791000.0,39791000.0,10358000.0,6569000.0,,-24480000.0,,-24654000.0,-425202000.0,-8219000.0,5000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-08 12:10:53+00:00,-35393000.0,2486000.0,127994000.0,,-8124000.0,397044000.0,-193672000.0,-73546000.0,251811000.0,-193672000.0,-73546000.0,251811000.0,-15407000.0,102789000.0,102789000.0,26666000.0,-46393000.0,57399000.0,-68776000.0,,-95577000.0,-434023000.0,-41524000.0,25000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q2TTM,2011-07-01,2012-06-30,,-65791000.0,2718000.0,167987000.0,,-14280000.0,547044000.0,286423000.0,-220859000.0,330376000.0,286423000.0,-220859000.0,330376000.0,395940000.0,144240000.0,144240000.0,29711000.0,-51966000.0,57399000.0,-84513000.0,,-212511000.0,-11202000.0,-112940000.0,44000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q2,2012-04-01,2012-06-30,,138000.0,2772000.0,42444000.0,,18386000.0,397044000.0,293162000.0,22842000.0,115100000.0,293162000.0,22842000.0,115100000.0,431104000.0,45154000.0,45154000.0,6344000.0,-64310000.0,57399000.0,-24631000.0,,-34704000.0,-4866000.0,-10075000.0,9000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-06 16:31:55+00:00,-35393000.0,2968000.0,85082000.0,,-17311000.0,397044000.0,257660000.0,-48897000.0,150045000.0,257660000.0,-48897000.0,150045000.0,358808000.0,62998000.0,62998000.0,16308000.0,-52962000.0,57399000.0,-44296000.0,,-70923000.0,-8821000.0,-33305000.0,20000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q1TTM,2011-04-01,2012-03-31,,-92871000.0,520000.0,166181000.0,,-16104000.0,150000000.0,-50089000.0,-355417000.0,316509000.0,-50089000.0,-355417000.0,316509000.0,-88997000.0,138454000.0,138454000.0,27458000.0,15902000.0,,-80326000.0,,-262711000.0,-6503000.0,-129162000.0,165000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 14:28:57+00:00,-35531000.0,196000.0,42638000.0,,-35697000.0,,-35502000.0,-71739000.0,34945000.0,-35502000.0,-71739000.0,34945000.0,-72296000.0,17844000.0,17844000.0,9964000.0,11348000.0,,-19665000.0,,-36219000.0,-3955000.0,-23230000.0,11000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 11:39:06+00:00,-1174500000.0,,217900000.0,0.0,-93700000.0,1998200000.0,786800000.0,-1411400000.0,608200000.0,786800000.0,-1411400000.0,608200000.0,-16400000.0,441300000.0,441300000.0,42700000.0,-300000.0,600000.0,-109100000.0,,-237500000.0,-1094200000.0,-7800000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q4,2013-10-01,2013-12-31,,-1174500000.0,,80488000.0,,-142672000.0,1998200000.0,885247000.0,-1278881000.0,188032000.0,885247000.0,-1278881000.0,188032000.0,-205602000.0,228072000.0,228072000.0,22144000.0,278000.0,250000.0,-39217000.0,,-104631000.0,-1074013000.0,-1000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q3TTM,2012-10-01,2013-09-30,,-7000.0,-2486000.0,184818000.0,,83696000.0,-44000.0,-150375000.0,-166473000.0,572557000.0,-150375000.0,-166473000.0,572557000.0,255709000.0,270639000.0,270639000.0,35890000.0,4215000.0,451000.0,-118907000.0,,-166892000.0,-24164000.0,-11475000.0,-25000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q3,2013-07-01,2013-09-30,,,,48433000.0,,18257000.0,,-60927000.0,-49666000.0,137131000.0,-60927000.0,-49666000.0,137131000.0,26538000.0,84682000.0,84682000.0,-14241000.0,-6839000.0,116000.0,-39225000.0,,-49782000.0,-12213000.0,-2650000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-06 19:34:21+00:00,0.0,,137412000.0,,48972000.0,0.0,-98447000.0,-132519000.0,420168000.0,-98447000.0,-132519000.0,420168000.0,189202000.0,213228000.0,213228000.0,20556000.0,-578000.0,350000.0,-69883000.0,,-132869000.0,-20187000.0,-7799000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q2TTM,2012-07-01,2013-06-30,,-7000.0,-2968000.0,179297000.0,,74626000.0,-44000.0,-540780000.0,-141456000.0,537192000.0,-540780000.0,-141456000.0,537192000.0,-145044000.0,225748000.0,225748000.0,60489000.0,17623000.0,335000.0,-104162000.0,,-141764000.0,-437153000.0,-17044000.0,-20000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q2,2013-04-01,2013-06-30,,,,44683000.0,,55295000.0,,-31357000.0,-53893000.0,187270000.0,-31357000.0,-53893000.0,187270000.0,102020000.0,66252000.0,66252000.0,21040000.0,5099000.0,188000.0,-30658000.0,,-54081000.0,-3989000.0,-1809000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-08 09:43:42+00:00,0.0,,88979000.0,,30715000.0,,-37520000.0,-82853000.0,283037000.0,-37520000.0,-82853000.0,283037000.0,162664000.0,128546000.0,128546000.0,34797000.0,6261000.0,234000.0,-30658000.0,,-83087000.0,-7974000.0,-5149000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q1TTM,2012-04-01,2013-03-31,,131000.0,-196000.0,177058000.0,,37717000.0,397000000.0,-216261000.0,-64721000.0,465022000.0,-216261000.0,-64721000.0,465022000.0,184040000.0,204650000.0,204650000.0,45793000.0,-51786000.0,57546000.0,-98135000.0,,-122387000.0,-438030000.0,-25310000.0,-11000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 15:22:45+00:00,,,44296000.0,,-24580000.0,,-6163000.0,-28960000.0,95767000.0,-6163000.0,-28960000.0,95767000.0,60644000.0,62294000.0,62294000.0,13757000.0,1162000.0,46000.0,0.0,,-29006000.0,-3985000.0,-3340000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,FY,2014-01-01,2014-12-31,2017-02-28 15:25:18+00:00,-20500000.0,9200000.0,381600000.0,0.0,-95300000.0,399500000.0,-351100000.0,-451100000.0,736100000.0,-351100000.0,-451100000.0,736100000.0,-66100000.0,392600000.0,392600000.0,48000000.0,2700000.0,2100000.0,-157400000.0,,-432700000.0,-595900000.0,0.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q4,2014-10-01,2014-12-31,,-200000.0,9200000.0,85100000.0,,-22200000.0,600000.0,-41300000.0,-167500000.0,179400000.0,-41300000.0,-167500000.0,179400000.0,-29400000.0,98500000.0,98500000.0,8800000.0,-700000.0,-1100000.0,-39400000.0,,-166200000.0,-1800000.0,,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-06 12:31:11+00:00,-20300000.0,,296500000.0,0.0,-73100000.0,398900000.0,-309800000.0,-283600000.0,556700000.0,-309800000.0,-283600000.0,556700000.0,-36700000.0,294100000.0,294100000.0,39200000.0,3400000.0,3200000.0,-118000000.0,,-266500000.0,-594100000.0,0.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q3TTM,2013-10-01,2014-09-30,,-1194800000.0,,376988000.0,,-215772000.0,2397100000.0,575447000.0,-1562481000.0,744732000.0,575447000.0,-1562481000.0,744732000.0,-242302000.0,522172000.0,522172000.0,61344000.0,3678000.0,3450000.0,-157217000.0,,-371131000.0,-1668113000.0,-1000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q3,2014-07-01,2014-09-30,,,,107400000.0,,-8200000.0,398900000.0,-118000000.0,-112300000.0,222600000.0,-118000000.0,-112300000.0,222600000.0,-7700000.0,104500000.0,104500000.0,18900000.0,-100000.0,100000.0,-39400000.0,,-112400000.0,-477400000.0,,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q2TTM,2013-07-01,2014-06-30,,-1194800000.0,,318021000.0,,-189315000.0,1998200000.0,632520000.0,-1499847000.0,659263000.0,632520000.0,-1499847000.0,659263000.0,-208064000.0,502354000.0,502354000.0,28203000.0,-3061000.0,3466000.0,-157042000.0,,-308513000.0,-1202926000.0,-2651000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q2,2014-04-01,2014-06-30,,-20300000.0,,103100000.0,,-28300000.0,,-90800000.0,-117700000.0,184800000.0,-90800000.0,-117700000.0,184800000.0,-23700000.0,99500000.0,99500000.0,10500000.0,-1100000.0,3100000.0,-39300000.0,,-100500000.0,-50400000.0,,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-07 09:56:21+00:00,-20300000.0,,189100000.0,0.0,-64900000.0,,-191800000.0,-171300000.0,334100000.0,-191800000.0,-171300000.0,334100000.0,-29000000.0,189600000.0,189600000.0,20300000.0,3500000.0,3100000.0,-78600000.0,,-154100000.0,-116700000.0,0.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q1TTM,2013-04-01,2014-03-31,,-1174500000.0,,259604000.0,,-105720000.0,1998200000.0,691963000.0,-1436040000.0,661733000.0,691963000.0,-1436040000.0,661733000.0,-82344000.0,469106000.0,469106000.0,38743000.0,3138000.0,554000.0,-148400000.0,,-262094000.0,-1156515000.0,-4460000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q1,2014-01-01,2014-03-31,2015-05-08 12:45:56+00:00,,,86000000.0,,-36600000.0,,-101000000.0,-53600000.0,149300000.0,-101000000.0,-53600000.0,149300000.0,-5300000.0,90100000.0,90100000.0,9800000.0,4600000.0,0.0,-39300000.0,,-53600000.0,-66300000.0,0.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,FY,2015-01-01,2015-12-31,2018-02-28 10:17:01+00:00,,7800000.0,356500000.0,23000000.0,-81900000.0,600000.0,-411200000.0,-298100000.0,768600000.0,-411200000.0,-298100000.0,768600000.0,59300000.0,436800000.0,436800000.0,49400000.0,-8700000.0,4200000.0,-200800000.0,,-326800000.0,-47600000.0,-154700000.0,1500000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q4,2015-10-01,2015-12-31,,,2000000.0,88600000.0,,20100000.0,-100000.0,-134000000.0,-95300000.0,226600000.0,-134000000.0,-95300000.0,226600000.0,-2700000.0,104200000.0,104200000.0,11700000.0,-6900000.0,2900000.0,-53500000.0,,-99700000.0,-16900000.0,-56600000.0,1500000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-04 10:32:35+00:00,0.0,5800000.0,267900000.0,23000000.0,-102000000.0,700000.0,-277200000.0,-202800000.0,542000000.0,-277200000.0,-202800000.0,542000000.0,62000000.0,332600000.0,332600000.0,37700000.0,-1800000.0,1300000.0,-147300000.0,,-227100000.0,-30700000.0,-98100000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q3TTM,2014-10-01,2015-09-30,,-200000.0,15000000.0,353000000.0,23000000.0,-124200000.0,1300000.0,-318500000.0,-370300000.0,721400000.0,-318500000.0,-370300000.0,721400000.0,32600000.0,431100000.0,431100000.0,46500000.0,-2500000.0,200000.0,-186700000.0,,-393300000.0,-32500000.0,-98100000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q3,2015-07-01,2015-09-30,,,2000000.0,87700000.0,,7000000.0,-100000.0,-135400000.0,-78900000.0,237500000.0,-135400000.0,-78900000.0,237500000.0,23200000.0,127800000.0,127800000.0,13000000.0,200000.0,200000.0,-53800000.0,,-79100000.0,-26900000.0,-54800000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-05 12:09:30+00:00,,3800000.0,180200000.0,23000000.0,-109000000.0,800000.0,-141800000.0,-123900000.0,304500000.0,-141800000.0,-123900000.0,304500000.0,38800000.0,204800000.0,204800000.0,24700000.0,-2000000.0,1100000.0,-93500000.0,,-148000000.0,-3800000.0,-43300000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q2TTM,2014-07-01,2015-06-30,,-200000.0,13000000.0,372700000.0,23000000.0,-139400000.0,400300000.0,-301100000.0,-403700000.0,706500000.0,-301100000.0,-403700000.0,706500000.0,1700000.0,407800000.0,407800000.0,52400000.0,-2800000.0,100000.0,-172300000.0,,-426600000.0,-483000000.0,-43300000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q2,2015-04-01,2015-06-30,,,1900000.0,86800000.0,23000000.0,-19300000.0,800000.0,-92600000.0,-66300000.0,196200000.0,-92600000.0,-66300000.0,196200000.0,37300000.0,114000000.0,114000000.0,12800000.0,-2000000.0,500000.0,-54100000.0,,-89800000.0,-1600000.0,-35700000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q1,2015-01-01,2015-03-31,2016-05-06 16:24:52+00:00,,1900000.0,93400000.0,,-89700000.0,,-49200000.0,-57600000.0,108300000.0,-49200000.0,-57600000.0,108300000.0,1500000.0,90800000.0,90800000.0,11900000.0,0.0,600000.0,-39400000.0,,-58200000.0,-2200000.0,-7600000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q1TTM,2014-04-01,2015-03-31,,-20500000.0,11100000.0,389000000.0,,-148400000.0,399500000.0,-299300000.0,-455100000.0,695100000.0,-299300000.0,-455100000.0,695100000.0,-59300000.0,393300000.0,393300000.0,50100000.0,-1900000.0,2700000.0,-157500000.0,,-437300000.0,-531800000.0,-7600000.0,
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,FY,2016-01-01,2016-12-31,2019-02-28 11:53:23+00:00,-485400000.0,7800000.0,358000000.0,,2300000.0,385000000.0,17800000.0,-769600000.0,806900000.0,17800000.0,-769600000.0,806900000.0,55100000.0,449600000.0,449600000.0,-10800000.0,-11200000.0,,-216100000.0,,-284700000.0,-39600000.0,-100300000.0,500000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,Q4,2016-10-01,2016-12-31,,-99800000.0,2000000.0,93700000.0,,-700000.0,,-67000000.0,-186900000.0,213400000.0,-67000000.0,-186900000.0,213400000.0,-40500000.0,110700000.0,110700000.0,7700000.0,-1000000.0,-400000.0,-59400000.0,,-87200000.0,-6600000.0,,500000.0
