company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,Q3TTM,2015-10-01,2016-09-30,,4.67,4.67,2.28,4.66,230300000.0,443100000.0,443100000.0,443100000.0,,4459700000.0,5693300000.0,,-2600000.0,,472900000.0,4459700000.0,1233600000.0,,-89900000.0,470300000.0,763300000.0,-89900000.0,673400000.0,5693300000.0,93400000.0,93400000.0,93400000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,Q2,2016-04-01,2016-06-30,2017-08-04 11:55:19+00:00,1.23,1.23,0.55,1.23,61800000.0,115900000.0,115900000.0,115900000.0,,1097300000.0,1417400000.0,,,,119900000.0,1097300000.0,320100000.0,,-22500000.0,119900000.0,200200000.0,-22500000.0,177700000.0,1417400000.0,93200000.0,93200000.0,93200000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,Q2YTD,2016-01-01,2016-06-30,,2.32,2.32,1.1,2.32,117300000.0,219600000.0,219600000.0,219600000.0,,2199300000.0,2818400000.0,,,,238100000.0,2199300000.0,619100000.0,,-44100000.0,238100000.0,381000000.0,-44100000.0,336900000.0,2818400000.0,93200000.0,93200000.0,93200000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,Q2TTM,2015-07-01,2016-06-30,,4.71,4.71,2.2,4.71,236500000.0,451600000.0,451600000.0,451600000.0,,4447700000.0,5680100000.0,,-2600000.0,,458700000.0,4447700000.0,1232400000.0,,-88200000.0,456100000.0,776300000.0,-88200000.0,688100000.0,5680100000.0,93200000.0,93200000.0,93200000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,Q1,2016-01-01,2016-03-31,2017-05-05 11:12:08+00:00,1.09,1.09,0.55,1.09,55500000.0,103700000.0,103700000.0,103700000.0,,1102000000.0,1401000000.0,,,,118200000.0,1102000000.0,299000000.0,,-21600000.0,118200000.0,180800000.0,-21600000.0,159200000.0,1401000000.0,94100000.0,94100000.0,94100000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,Q1TTM,2015-04-01,2016-03-31,,4.64,4.64,2.2,4.64,236100000.0,449700000.0,449700000.0,449700000.0,,4487000000.0,5717000000.0,,-2600000.0,,458900000.0,4487000000.0,1230000000.0,,-87900000.0,456300000.0,773700000.0,-87900000.0,685800000.0,5717000000.0,94100000.0,94100000.0,94100000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,FY,2017-01-01,2017-12-31,2020-02-26 16:07:14+00:00,7.09,7.09,2.52,7.07,160000000.0,668600000.0,668600000.0,668600000.0,,4974100000.0,6444900000.0,-1300000.0,,,538300000.0,4974100000.0,1470800000.0,102600000.0,,538300000.0,932500000.0,-103900000.0,828600000.0,6444900000.0,93500000.0,93500000.0,93500000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,Q4,2017-10-01,2017-12-31,,2.85,2.85,0.63,2.84,-44900000.0,268900000.0,268900000.0,268900000.0,,1313000000.0,1684300000.0,-1300000.0,,,118900000.0,1313000000.0,371300000.0,27100000.0,,118900000.0,252400000.0,-28400000.0,224000000.0,1684300000.0,93500000.0,93500000.0,93500000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,Q3,2017-07-01,2017-09-30,2018-11-07 12:18:34+00:00,1.47,1.47,0.63,1.47,77800000.0,139100000.0,139100000.0,139100000.0,,1243100000.0,1640100000.0,,,,154400000.0,1243100000.0,397000000.0,25700000.0,,154400000.0,242600000.0,-25700000.0,216900000.0,1640100000.0,93600000.0,93600000.0,93600000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,Q3YTD,2017-01-01,2017-09-30,,4.24,4.24,1.89,4.23,204900000.0,399700000.0,399700000.0,399700000.0,,3661100000.0,4760600000.0,,,,419400000.0,3661100000.0,1099500000.0,75500000.0,,419400000.0,680100000.0,-75500000.0,604600000.0,4760600000.0,93600000.0,93600000.0,93600000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,Q3TTM,2016-10-01,2017-09-30,,5.41,5.41,2.52,5.4,262800000.0,510400000.0,510400000.0,510400000.0,,4810200000.0,6237200000.0,,,,551000000.0,4810200000.0,1427000000.0,170300000.0,67500000.0,551000000.0,876000000.0,-102800000.0,773200000.0,6237200000.0,93600000.0,93600000.0,93600000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,Q2,2017-04-01,2017-06-30,2018-08-08 10:50:57+00:00,1.52,1.52,0.63,1.52,65400000.0,143200000.0,143200000.0,143200000.0,,1219700000.0,1584000000.0,,,,130200000.0,1219700000.0,364300000.0,25500000.0,,130200000.0,234100000.0,-25500000.0,208600000.0,1584000000.0,93400000.0,93400000.0,93400000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,Q2YTD,2017-01-01,2017-06-30,,2.77,2.77,1.26,2.76,127100000.0,260600000.0,260600000.0,260600000.0,,2418000000.0,3120500000.0,,,,265000000.0,2418000000.0,702500000.0,49800000.0,,265000000.0,437500000.0,-49800000.0,387700000.0,3120500000.0,93400000.0,93400000.0,93400000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,Q2TTM,2016-07-01,2017-06-30,,5.21,5.21,2.52,5.19,248700000.0,490600000.0,490600000.0,490600000.0,,4721600000.0,6081100000.0,,,,519700000.0,4721600000.0,1359500000.0,144600000.0,44100000.0,519700000.0,839800000.0,-100500000.0,739300000.0,6081100000.0,93400000.0,93400000.0,93400000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,Q1,2017-01-01,2017-03-31,2018-05-09 10:29:19+00:00,1.25,1.25,0.63,1.24,61700000.0,117400000.0,117400000.0,117400000.0,,1198300000.0,1536500000.0,,,,134800000.0,1198300000.0,338200000.0,24300000.0,,134800000.0,203400000.0,-24300000.0,179100000.0,1536500000.0,93400000.0,93400000.0,93400000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2017.0,Q1TTM,2016-04-01,2017-03-31,,4.92,4.92,2.44,4.9,245100000.0,463300000.0,463300000.0,463300000.0,,4599200000.0,5914500000.0,,,,509400000.0,4599200000.0,1315300000.0,119100000.0,21600000.0,509400000.0,805900000.0,-97500000.0,708400000.0,5914500000.0,93400000.0,93400000.0,93400000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,FY,2018-01-01,2018-12-31,2020-02-26 16:07:14+00:00,7.82,7.82,3.0,7.8,232500000.0,738000000.0,738000000.0,738000000.0,,5369300000.0,7014600000.0,-2100000.0,,,577600000.0,5369300000.0,1645300000.0,95100000.0,,577600000.0,1067700000.0,-97200000.0,970500000.0,7014600000.0,93700000.0,93700000.0,93700000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,Q4,2018-10-01,2018-12-31,,2.17,2.17,0.79,2.17,59900000.0,204600000.0,204600000.0,204600000.0,,1321200000.0,1746600000.0,-600000.0,,,138700000.0,1321200000.0,425400000.0,21600000.0,,138700000.0,286700000.0,-22200000.0,264500000.0,1746600000.0,93700000.0,93700000.0,93700000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,Q3,2018-07-01,2018-09-30,2019-11-01 10:09:15+00:00,2.19,2.19,0.79,2.18,67400000.0,206700000.0,206700000.0,206700000.0,,1366700000.0,1809900000.0,-500000.0,,,144700000.0,1366700000.0,443200000.0,23900000.0,,144700000.0,298500000.0,-24400000.0,274100000.0,1809900000.0,93700000.0,93700000.0,93700000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,Q3YTD,2018-01-01,2018-09-30,,5.65,5.65,2.21,5.63,172600000.0,533400000.0,533400000.0,533400000.0,,4048100000.0,5268000000.0,-1500000.0,,,438900000.0,4048100000.0,1219900000.0,73500000.0,,438900000.0,781000000.0,-75000000.0,706000000.0,5268000000.0,93700000.0,93700000.0,93700000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,Q3TTM,2017-10-01,2018-09-30,,8.5,8.5,2.84,8.47,127700000.0,802300000.0,802300000.0,802300000.0,,5361100000.0,6952300000.0,-2800000.0,,,557800000.0,5361100000.0,1591200000.0,100600000.0,,557800000.0,1033400000.0,-103400000.0,930000000.0,6952300000.0,93700000.0,93700000.0,93700000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,Q2,2018-04-01,2018-06-30,2019-08-02 10:07:35+00:00,1.98,1.98,0.79,1.97,58700000.0,186600000.0,186600000.0,186600000.0,,1346900000.0,1767500000.0,-500000.0,,,151000000.0,1346900000.0,420600000.0,23800000.0,,151000000.0,269600000.0,-24300000.0,245300000.0,1767500000.0,93600000.0,93600000.0,93600000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,Q2YTD,2018-01-01,2018-06-30,,3.46,3.46,1.42,3.45,105200000.0,326700000.0,326700000.0,326700000.0,,2681400000.0,3458100000.0,-1000000.0,,,294200000.0,2681400000.0,776700000.0,49600000.0,,294200000.0,482500000.0,-50600000.0,431900000.0,3458100000.0,93600000.0,93600000.0,93600000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,Q2TTM,2017-07-01,2018-06-30,,7.78,7.78,2.68,7.76,138100000.0,734700000.0,734700000.0,734700000.0,,5237500000.0,6782500000.0,-2300000.0,,,567500000.0,5237500000.0,1545000000.0,102400000.0,,567500000.0,977500000.0,-104700000.0,872800000.0,6782500000.0,93600000.0,93600000.0,93600000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,Q1,2018-01-01,2018-03-31,2019-05-08 10:46:42+00:00,1.48,1.48,0.63,1.48,46500000.0,140100000.0,140100000.0,140100000.0,,1334500000.0,1690600000.0,-500000.0,,,143200000.0,1334500000.0,356100000.0,25800000.0,,143200000.0,212900000.0,-26300000.0,186600000.0,1690600000.0,93600000.0,93600000.0,93600000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2018.0,Q1TTM,2017-04-01,2018-03-31,,7.32,7.32,2.52,7.31,144800000.0,691300000.0,691300000.0,691300000.0,,5110300000.0,6599000000.0,-1800000.0,,,546700000.0,5110300000.0,1488700000.0,104100000.0,,546700000.0,942000000.0,-105900000.0,836100000.0,6599000000.0,93600000.0,93600000.0,93600000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,Q4,2019-10-01,2019-12-31,,1.43,1.43,0.79,1.44,36200000.0,136200000.0,136200000.0,136200000.0,,1336700000.0,1720000000.0,-2000000.0,,,148200000.0,1336700000.0,383300000.0,60700000.0,,148200000.0,235100000.0,-62700000.0,172400000.0,1720000000.0,93800000.0,93800000.0,93800000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,FY,2019-01-01,2019-12-31,2020-02-26 16:07:14+00:00,7.36,7.36,3.16,7.34,220600000.0,696400000.0,696400000.0,696400000.0,,5320300000.0,6964300000.0,-7900000.0,,,590300000.0,5320300000.0,1644000000.0,128800000.0,,590300000.0,1053700000.0,-136700000.0,917000000.0,6964300000.0,93800000.0,93800000.0,93800000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,Q3YTD,2019-01-01,2019-09-30,,5.93,5.93,2.37,5.9,184400000.0,560200000.0,560200000.0,560200000.0,,3983600000.0,5244300000.0,-5900000.0,,,442100000.0,3983600000.0,1260700000.0,68100000.0,,442100000.0,818600000.0,-74000000.0,744600000.0,5244300000.0,93900000.0,93900000.0,93900000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,Q3TTM,2018-10-01,2019-09-30,,8.1,8.1,3.16,8.07,244300000.0,764800000.0,764800000.0,764800000.0,,5304800000.0,6990900000.0,-6500000.0,,,580800000.0,5304800000.0,1686100000.0,89700000.0,,580800000.0,1105300000.0,-96200000.0,1009100000.0,6990900000.0,93900000.0,93900000.0,93900000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,Q3,2019-07-01,2019-09-30,2019-11-01 10:09:15+00:00,1.9,1.9,0.79,1.89,59500000.0,179800000.0,179800000.0,179800000.0,,1339300000.0,1750700000.0,-1900000.0,,,148600000.0,1339300000.0,411400000.0,21600000.0,,148600000.0,262800000.0,-23500000.0,239300000.0,1750700000.0,93900000.0,93900000.0,93900000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,Q2YTD,2019-01-01,2019-06-30,,4.03,4.03,1.58,4.01,124900000.0,380400000.0,380400000.0,380400000.0,,2644300000.0,3493600000.0,-4000000.0,,,293500000.0,2644300000.0,849300000.0,46500000.0,,293500000.0,555800000.0,-50500000.0,505300000.0,3493600000.0,93800000.0,93800000.0,93800000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,Q2TTM,2018-07-01,2019-06-30,,8.39,8.39,3.16,8.36,252200000.0,791700000.0,791700000.0,791700000.0,,5332200000.0,7050100000.0,-5100000.0,,,576900000.0,5332200000.0,1717900000.0,92000000.0,,576900000.0,1141000000.0,-97100000.0,1043900000.0,7050100000.0,93800000.0,93800000.0,93800000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,Q2,2019-04-01,2019-06-30,2019-08-02 10:07:35+00:00,2.05,2.05,0.79,2.04,62400000.0,193600000.0,193600000.0,193600000.0,,1332000000.0,1759900000.0,-2000000.0,,,147500000.0,1332000000.0,427900000.0,22400000.0,,147500000.0,280400000.0,-24400000.0,256000000.0,1759900000.0,93800000.0,93800000.0,93800000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,Q1,2019-01-01,2019-03-31,2020-05-06 09:59:30+00:00,1.98,1.98,0.79,1.97,62500000.0,186800000.0,186800000.0,186800000.0,,1312300000.0,1733700000.0,-2000000.0,,,146000000.0,1312300000.0,421400000.0,24100000.0,,146000000.0,275400000.0,-26100000.0,249300000.0,1733700000.0,93700000.0,93700000.0,93700000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2019.0,Q1TTM,2018-04-01,2019-03-31,,8.32,8.32,3.16,8.29,248500000.0,784700000.0,784700000.0,784700000.0,,5347100000.0,7057700000.0,-3600000.0,,,580400000.0,5347100000.0,1710600000.0,93400000.0,,580400000.0,1130200000.0,-97000000.0,1033200000.0,7057700000.0,93700000.0,93700000.0,93700000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2020.0,Q1TTM,2019-04-01,2020-03-31,,6.88,6.88,3.16,6.86,206500000.0,651300000.0,651300000.0,651300000.0,,5351700000.0,6939300000.0,-5300000.0,,,600200000.0,5351700000.0,1587600000.0,124300000.0,,600200000.0,987400000.0,-129600000.0,857800000.0,6939300000.0,93900000.0,93900000.0,93900000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2020.0,Q1,2020-01-01,2020-03-31,2020-05-06 09:59:30+00:00,1.5,1.5,0.79,1.49,48400000.0,141700000.0,141700000.0,141700000.0,,1343700000.0,1708700000.0,600000.0,,,155900000.0,1343700000.0,365000000.0,19600000.0,,155900000.0,209100000.0,-19000000.0,190100000.0,1708700000.0,93900000.0,93900000.0,93900000.0
