company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
RS Legacy Corp,RSH,,96289,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 16:06:08+00:00,1.47,1.47,87900000.0,1.47,2800000.0,110100000.0,189400000.0,189400000.0,,189400000.0,2301800000.0,4224500000.0,-2400000.0,1509800000.0,2301800000.0,1922700000.0,34900000.0,14600000.0,1600500000.0,322200000.0,-22700000.0,299500000.0,4224500000.0,128800000.0,129000000.0,129100000.0
RS Legacy Corp,RSH,,96289,2009.0,Q4,2009-10-01,2009-12-31,,1.63,1.63,81100000.0,1.63,1500000.0,118100000.0,205000000.0,196500000.0,8500000.0,205000000.0,2200500000.0,4073600000.0,,1435000000.0,2200500000.0,1873100000.0,45700000.0,4800000.0,1517600000.0,355500000.0,-40900000.0,314600000.0,4073600000.0,125800000.0,125400000.0,126100000.0
RS Legacy Corp,RSH,,96289,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.69,0.69,41600000.0,0.69,800000.0,49400000.0,86200000.0,86200000.0,,86200000.0,1039800000.0,1955700000.0,,716400000.0,1039800000.0,915900000.0,23900000.0,2400000.0,758800000.0,157100000.0,-21500000.0,135600000.0,1955700000.0,124700000.0,125500000.0,126300000.0
RS Legacy Corp,RSH,,96289,2009.0,Q3,2009-07-01,2009-09-30,2010-10-25 07:06:04+00:00,0.3,0.3,20500000.0,0.3,500000.0,20100000.0,37400000.0,37400000.0,,37400000.0,518900000.0,990000000.0,,380700000.0,518900000.0,471100000.0,12800000.0,900000.0,401700000.0,69400000.0,-11900000.0,57500000.0,990000000.0,124700000.0,125500000.0,126300000.0
RS Legacy Corp,RSH,,96289,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.39,0.39,21100000.0,0.39,300000.0,29300000.0,48800000.0,48800000.0,,48800000.0,520900000.0,965700000.0,,335700000.0,520900000.0,444800000.0,11100000.0,1500000.0,357100000.0,87700000.0,-9600000.0,78100000.0,965700000.0,125100000.0,125400000.0,125800000.0
RS Legacy Corp,RSH,,96289,2009.0,Q2,2009-04-01,2009-06-30,2010-07-29 06:01:42+00:00,0.39,0.39,21100000.0,0.39,300000.0,29300000.0,48800000.0,48800000.0,,48800000.0,520900000.0,965700000.0,,335700000.0,520900000.0,444800000.0,11100000.0,1500000.0,357100000.0,87700000.0,-9600000.0,78100000.0,965700000.0,125100000.0,125400000.0,125800000.0
RS Legacy Corp,RSH,,96289,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 07:08:34+00:00,1.71,1.71,75700000.0,1.68,4000000.0,120200000.0,206100000.0,190700000.0,15400000.0,206100000.0,2352100000.0,4265800000.0,,1483800000.0,2352100000.0,1913700000.0,41900000.0,2600000.0,1563500000.0,350200000.0,-39300000.0,310900000.0,4265800000.0,120500000.0,120500000.0,122700000.0
RS Legacy Corp,RSH,,96289,2010.0,Q4,2010-10-01,2010-12-31,2011-07-26 07:16:10+00:00,0.52,0.52,,0.51,,,,,,,,,,,,,,,,,,,,109800000.0,109800000.0,109800000.0
RS Legacy Corp,RSH,,96289,2010.0,Q3TTM,2009-10-01,2010-09-30,,0.51,0.51,16200000.0,0.48,2300000.0,42700000.0,62900000.0,59700000.0,3200000.0,62900000.0,589800000.0,1099400000.0,,381300000.0,589800000.0,509600000.0,7100000.0,-300000.0,399800000.0,109800000.0,-7400000.0,102400000.0,1099400000.0,121100000.0,121000000.0,123100000.0
RS Legacy Corp,RSH,,96289,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.2,1.2,57800000.0,1.17,3100000.0,92100000.0,149100000.0,145900000.0,3200000.0,149100000.0,1629600000.0,3055100000.0,,1097700000.0,1629600000.0,1425500000.0,31000000.0,2100000.0,1158600000.0,266900000.0,-28900000.0,238000000.0,3055100000.0,121100000.0,121000000.0,123100000.0
