company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,longtermdebt,netinventory,netppe,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
RS Legacy Corp,RSH,,96289,2009.0,FY,,2009-12-31,2011-02-22 16:06:08+00:00,262900000.0,322500000.0,-6500000.0,908200000.0,0.0,352800000.0,30900000.0,38900000.0,627800000.0,670600000.0,282300000.0,114400000.0,360700000.0,92400000.0,98700000.0,2323900000.0,0.0,2429300000.0,1048300000.0,2015700000.0,654500000.0,1048300000.0,1048300000.0,1381000000.0,2429300000.0,131300000.0,726500000.0,0.0,-1621900000.0
RS Legacy Corp,RSH,,96289,2009.0,Q3,,2009-09-30,2010-10-25 07:06:04+00:00,283600000.0,228700000.0,-6900000.0,856700000.0,0.0,350300000.0,4500000.0,38600000.0,624900000.0,737400000.0,286500000.0,100200000.0,290000000.0,99000000.0,81300000.0,2279500000.0,62800000.0,2347100000.0,1000000000.0,1923000000.0,640900000.0,1000000000.0,1000000000.0,1347100000.0,2347100000.0,137600000.0,706200000.0,0.0,-1622900000.0
RS Legacy Corp,RSH,,96289,2009.0,Q2,,2009-06-30,2010-07-29 06:01:42+00:00,190000000.0,205200000.0,-4500000.0,930800000.0,0.0,347500000.0,6200000.0,39700000.0,664400000.0,578200000.0,290700000.0,91000000.0,275900000.0,107400000.0,89100000.0,2242100000.0,55700000.0,2243000000.0,961700000.0,1805200000.0,527800000.0,961700000.0,961700000.0,1281300000.0,2243000000.0,147100000.0,753500000.0,0.0,-1623400000.0
RS Legacy Corp,RSH,,96289,2010.0,FY,,2010-12-31,2012-02-21 07:11:06+00:00,272400000.0,377500000.0,-4300000.0,569400000.0,0.0,293300000.0,,41200000.0,331800000.0,723700000.0,274300000.0,108100000.0,327700000.0,81200000.0,93000000.0,1502500000.0,308000000.0,2175400000.0,842500000.0,1778700000.0,908100000.0,842500000.0,842500000.0,1332900000.0,2175400000.0,122400000.0,424800000.0,0.0,-949000000.0
RS Legacy Corp,RSH,,96289,2010.0,Q3,,2010-09-30,2010-10-25 07:06:04+00:00,278200000.0,258300000.0,-5000000.0,720300000.0,,266700000.0,11400000.0,40700000.0,327900000.0,759100000.0,264400000.0,113400000.0,277900000.0,86300000.0,87600000.0,2473000000.0,349900000.0,2242500000.0,909600000.0,1851100000.0,917400000.0,909600000.0,909600000.0,1332900000.0,2242500000.0,127000000.0,415500000.0,0.0,-1825100000.0
RS Legacy Corp,RSH,,96289,2010.0,Q2,,2010-06-30,2011-07-27 16:10:55+00:00,220300000.0,311900000.0,-6300000.0,931100000.0,0.0,356400000.0,7400000.0,39800000.0,324100000.0,646200000.0,263400000.0,122800000.0,287400000.0,80500000.0,87500000.0,2427000000.0,309500000.0,2395700000.0,1159500000.0,2012000000.0,824600000.0,1159500000.0,1159500000.0,1236200000.0,2395700000.0,120300000.0,411600000.0,0.0,-1617600000.0
RS Legacy Corp,RSH,,96289,2010.0,Q1,,2010-03-31,2011-04-25 07:08:19+00:00,207800000.0,280500000.0,-3000000.0,871800000.0,0.0,354700000.0,26900000.0,41200000.0,630700000.0,688700000.0,271700000.0,113000000.0,291400000.0,89600000.0,91900000.0,2374000000.0,0.0,2356500000.0,1107800000.0,1954000000.0,526100000.0,1107800000.0,1107800000.0,1248700000.0,2356500000.0,130800000.0,722600000.0,0.0,-1617900000.0
RS Legacy Corp,RSH,,96289,2011.0,FY,,2011-12-31,2012-10-22 19:57:09+00:00,348200000.0,360600000.0,-11900000.0,591700000.0,0.0,283100000.0,,37000000.0,670600000.0,744400000.0,270200000.0,116100000.0,315400000.0,55100000.0,87600000.0,1525100000.0,0.0,2175100000.0,753300000.0,1812800000.0,663600000.0,753300000.0,753300000.0,1421800000.0,2175100000.0,92100000.0,758200000.0,0.0,-1043000000.0
RS Legacy Corp,RSH,,96289,2011.0,Q3,,2011-09-30,2011-10-25 16:09:02+00:00,344600000.0,250300000.0,-11100000.0,667700000.0,0.0,288100000.0,8700000.0,37400000.0,666400000.0,790600000.0,273400000.0,106300000.0,290800000.0,82300000.0,98000000.0,1562800000.0,0.0,2208000000.0,799500000.0,1814900000.0,644100000.0,799500000.0,799500000.0,1408500000.0,2208000000.0,119700000.0,764400000.0,0.0,-1040300000.0
RS Legacy Corp,RSH,,96289,2011.0,Q2,,2011-06-30,2012-07-25 06:48:41+00:00,225400000.0,278400000.0,-900000.0,552200000.0,0.0,288000000.0,,43300000.0,662200000.0,727200000.0,274500000.0,104400000.0,274800000.0,84300000.0,93900000.0,1562500000.0,0.0,2064300000.0,808000000.0,1662200000.0,500200000.0,808000000.0,808000000.0,1256300000.0,2064300000.0,127600000.0,756100000.0,0.0,-1041600000.0
RS Legacy Corp,RSH,,96289,2011.0,Q1,,2011-03-31,2011-04-25 07:08:19+00:00,221900000.0,249300000.0,-2300000.0,326200000.0,,288900000.0,17900000.0,42700000.0,335700000.0,737900000.0,267400000.0,102400000.0,261000000.0,81500000.0,89000000.0,1537600000.0,0.0,1807400000.0,881900000.0,1415800000.0,500800000.0,881900000.0,881900000.0,925500000.0,1807400000.0,124200000.0,424700000.0,0.0,-942300000.0
RS Legacy Corp,RSH,,96289,2012.0,FY,,2012-12-31,2014-12-12 16:07:18+00:00,435600000.0,452500000.0,-7500000.0,535700000.0,0.0,279300000.0,,36600000.0,499000000.0,908300000.0,239000000.0,85400000.0,263900000.0,41600000.0,223200000.0,1360800000.0,278700000.0,2299100000.0,598700000.0,1981900000.0,978200000.0,598700000.0,598700000.0,1700400000.0,2299100000.0,78200000.0,722200000.0,0.0,-1033900000.0
RS Legacy Corp,RSH,,96289,2012.0,Q3,,2012-09-30,2012-10-22 19:57:09+00:00,386200000.0,349200000.0,-6700000.0,546100000.0,0.0,283500000.0,,36900000.0,474000000.0,851100000.0,241000000.0,174000000.0,286100000.0,39000000.0,153400000.0,1424100000.0,275200000.0,2237300000.0,662400000.0,1920400000.0,947500000.0,662400000.0,662400000.0,1574900000.0,2237300000.0,75900000.0,627400000.0,0.0,-1038500000.0
RS Legacy Corp,RSH,,96289,2012.0,Q2,,2012-06-30,2013-07-23 17:01:52+00:00,352300000.0,250000000.0,-9200000.0,517700000.0,0.0,281500000.0,,38400000.0,323900000.0,828700000.0,256500000.0,144800000.0,241700000.0,51600000.0,109800000.0,1471200000.0,355400000.0,2087700000.0,704600000.0,1741200000.0,949400000.0,704600000.0,704600000.0,1383100000.0,2087700000.0,90000000.0,433700000.0,0.0,-1038900000.0
RS Legacy Corp,RSH,,96289,2012.0,Q1,,2012-03-31,2012-04-24 07:10:06+00:00,252600000.0,236600000.0,-6300000.0,566400000.0,0.0,280600000.0,,40300000.0,674900000.0,730200000.0,260500000.0,131300000.0,264300000.0,52700000.0,86500000.0,1504700000.0,,2018000000.0,739700000.0,1664500000.0,516900000.0,739700000.0,739700000.0,1278300000.0,2018000000.0,93000000.0,761400000.0,0.0,-1039300000.0
RS Legacy Corp,RSH,,96289,2013.0,FY,,2013-12-31,2014-03-04 07:09:39+00:00,376400000.0,211900000.0,-6100000.0,179800000.0,0.0,269600000.0,,12700000.0,613000000.0,802300000.0,187200000.0,139000000.0,207100000.0,58300000.0,187200000.0,960600000.0,1100000.0,1591200000.0,206400000.0,1333000000.0,584600000.0,206400000.0,206400000.0,1384800000.0,1591200000.0,71000000.0,800200000.0,0.0,-1017700000.0
RS Legacy Corp,RSH,,96289,2013.0,Q3,,2013-09-30,2013-10-22 07:16:47+00:00,282100000.0,201600000.0,-7600000.0,316400000.0,0.0,270400000.0,,36100000.0,498300000.0,707700000.0,203200000.0,105200000.0,217400000.0,36900000.0,214300000.0,1152000000.0,1000000.0,1607100000.0,394000000.0,1330900000.0,500500000.0,394000000.0,394000000.0,1213100000.0,1607100000.0,73000000.0,712600000.0,0.0,-1020800000.0
