company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2008.0,FY,,2008-09-27,2009-11-24 16:06:57+00:00,59590000.0,321299000.0,154746000.0,103554000.0,4945000.0,,95661000.0,,4856401000.0,88059000.0,71457000.0,,4450496000.0,387529000.0,2629651000.0,2162420000.0,174667000.0,283975000.0,,10777000.0,920838000.0,,,,,0.0,76932000.0,57453000.0,26865000.0,3629000.0,-217644000.0,38480000.0,,8134632000.0,4642269000.0,693578000.0,340875000.0,4642269000.0,4642269000.0,3492363000.0,8134632000.0,7157079000.0,3151488000.0,0.0,-1433000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,FY,,2009-09-26,2010-11-24 07:30:49+00:00,46589000.0,263231000.0,137284000.0,160540000.0,7028000.0,,293186000.0,,5184639000.0,107044000.0,52337000.0,,2108963000.0,438917000.0,2422564000.0,1513878000.0,179889000.0,278377000.0,,11364000.0,1045183000.0,,,,,0.0,55697000.0,58534000.0,29066000.0,916000.0,-2464257000.0,38373000.0,,5684226000.0,2725977000.0,818625000.0,329290000.0,2725977000.0,2725977000.0,2958249000.0,5684226000.0,4587224000.0,2628959000.0,0.0,-1433000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,Q3,,2009-06-27,2009-08-06 14:03:09+00:00,49785000.0,279811000.0,119757000.0,,3431000.0,,243721000.0,0.0,4881996000.0,101548000.0,60669000.0,,2100938000.0,,2476659000.0,1981340000.0,183401000.0,277640000.0,,11111000.0,918603000.0,,,,,,68910000.0,55573000.0,25585000.0,911000.0,-2428821000.0,25355000.0,,5718245000.0,2455173000.0,794098000.0,296445000.0,2455173000.0,2455173000.0,3263072000.0,5718245000.0,4646507000.0,2966627000.0,0.0,-1433000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2010.0,FY,,2010-09-25,2011-11-23 09:21:44+00:00,57480000.0,283103000.0,183054000.0,222128000.0,143000.0,,515625000.0,0.0,5226994000.0,200016000.0,76752000.0,,2108847000.0,473826000.0,2118948000.0,1447053000.0,192482000.0,251698000.0,,10011000.0,955611000.0,,,,,,47460000.0,72698000.0,29977000.0,942000.0,-2527070000.0,1362000.0,,5625834000.0,2698549000.0,1098881000.0,441912000.0,2698549000.0,2698549000.0,2927285000.0,5625834000.0,4275255000.0,2485373000.0,0.0,-1518000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2010.0,Q3,,2010-06-26,2010-08-05 08:30:36+00:00,52249000.0,261518000.0,144676000.0,,-4071000.0,,491368000.0,,5216040000.0,195668000.0,73682000.0,,2128411000.0,,2249964000.0,1428688000.0,188202000.0,254883000.0,,10070000.0,1018196000.0,,,,,0.0,49041000.0,59622000.0,32954000.0,847000.0,-2390096000.0,1346000.0,,5730870000.0,2820355000.0,1048571000.0,393939000.0,2820355000.0,2820355000.0,2910515000.0,5730870000.0,4427416000.0,2516576000.0,0.0,-1518000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2010.0,Q2,,2010-03-27,2010-05-06 08:58:42+00:00,49690000.0,266806000.0,152037000.0,,1709000.0,,431315000.0,,5207327000.0,195870000.0,74423000.0,,2116483000.0,,2307049000.0,1410531000.0,195676000.0,256918000.0,,11545000.0,1023163000.0,,,,,0.0,58476000.0,58771000.0,31856000.0,872000.0,-2417544000.0,48293000.0,,5739874000.0,2789974000.0,1000948000.0,445890000.0,2789974000.0,2789974000.0,2949900000.0,5739874000.0,4482008000.0,2504010000.0,0.0,-1518000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2010.0,Q1,,2009-12-26,2010-02-04 09:24:50+00:00,48818000.0,263226000.0,141934000.0,,6811000.0,,345042000.0,,5190436000.0,116254000.0,48970000.0,,2112714000.0,,2364103000.0,1482371000.0,194337000.0,263679000.0,,11390000.0,1033718000.0,,,,,0.0,62886000.0,58946000.0,26357000.0,910000.0,-2438162000.0,31226000.0,,5682224000.0,2757567000.0,878842000.0,338232000.0,2757567000.0,2757567000.0,2924657000.0,5682224000.0,4539703000.0,2586425000.0,0.0,-1518000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2011.0,FY,,2011-09-24,2012-08-02 16:06:16+00:00,63467000.0,318712000.0,325327000.0,,1995000.0,,712332000.0,0.0,5306338000.0,120656000.0,49705000.0,,2290330000.0,,2090807000.0,1488580000.0,230544000.0,238666000.0,,9467000.0,957426000.0,,,,,,46077000.0,106962000.0,31070000.0,537000.0,-2369920000.0,,,6008780000.0,2936895000.0,1342900000.0,509450000.0,2936895000.0,2936895000.0,3071885000.0,6008780000.0,4427214000.0,2562435000.0,0.0,-1518000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2011.0,Q3,,2011-06-25,2011-08-04 16:38:28+00:00,51794000.0,292324000.0,290183000.0,,9254000.0,,613801000.0,0.0,5300046000.0,124814000.0,40576000.0,,2286695000.0,,2145120000.0,1470110000.0,232835000.0,247592000.0,,9832000.0,971067000.0,,,,,,50020000.0,108783000.0,27703000.0,557000.0,-2397489000.0,347000.0,,5937223000.0,2910293000.0,1207796000.0,467138000.0,2910293000.0,2910293000.0,3026930000.0,5937223000.0,4481835000.0,2559792000.0,0.0,-1518000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2011.0,Q2,,2011-03-26,2011-05-05 08:00:37+00:00,60720000.0,285917000.0,216075000.0,,8801000.0,,572918000.0,,5281838000.0,129296000.0,54432000.0,,2215417000.0,,2162787000.0,1451882000.0,217227000.0,246681000.0,,10290000.0,998647000.0,,,,,0.0,52437000.0,113208000.0,27877000.0,550000.0,-2433685000.0,689000.0,,5836243000.0,2855436000.0,1158921000.0,406780000.0,2855436000.0,2855436000.0,2980807000.0,5836243000.0,4430641000.0,2574027000.0,0.0,-1518000.0
