company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2007.0,FY,2006-10-01,2007-09-29,2009-11-24 16:06:57+00:00,5584000.0,0.88,0.88,,0.86,0.0,53911000.0,85520000.0,94578000.0,94578000.0,94578000.0,,393039000.0,738368000.0,433000.0,,,44381000.0,0.0,62092000.0,393039000.0,345329000.0,2511000.0,2815000.0,197577000.0,147752000.0,737000.0,148489000.0,738368000.0,107500000.0,106873000.0,109669000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2008.0,FY,2007-09-30,2008-09-27,2010-11-24 07:30:49+00:00,25227000.0,-1.69,-1.69,,-1.69,2900000.0,88316000.0,261524000.0,-415588000.0,-415588000.0,-415588000.0,,781981000.0,1674499000.0,-1215000.0,,0.0,653384000.0,6383000.0,140642000.0,781981000.0,892518000.0,133043000.0,4528000.0,1090060000.0,-197542000.0,-129730000.0,-327272000.0,1674499000.0,245900000.0,245968000.0,245968000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2008.0,Q3,2008-03-30,2008-06-28,2009-08-06 14:03:09+00:00,6267000.0,0.24,0.24,,0.24,0.0,33531000.0,68483000.0,61379000.0,61379000.0,61379000.0,,184729000.0,429492000.0,788000.0,,,20966000.0,6383000.0,35043000.0,184729000.0,244763000.0,14103000.0,604000.0,137142000.0,107621000.0,-12711000.0,94910000.0,429492000.0,255700000.0,255676000.0,259390000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,FY,2008-09-28,2009-09-26,2011-11-23 09:21:44+00:00,51210000.0,-8.64,-8.64,,-8.64,2340023000.0,62512000.0,238977000.0,-2216642000.0,-2216642000.0,-2216642000.0,,779648000.0,1637134000.0,-3660000.0,0.0,0.0,102453000.0,797000.0,140700000.0,779648000.0,857486000.0,134957000.0,1161000.0,2874160000.0,-2016674000.0,-137456000.0,-2154130000.0,1637134000.0,256600000.0,256545000.0,256545000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,Q4,2009-06-28,2009-09-26,,12854000.0,0.1,0.1,,0.1,,18882000.0,56575000.0,24568000.0,24568000.0,24568000.0,,195959000.0,402767000.0,825000.0,,,30825000.0,797000.0,30046000.0,195959000.0,206808000.0,33248000.0,162000.0,131097000.0,75711000.0,-32261000.0,43450000.0,402767000.0,256600000.0,256545000.0,256545000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,Q3,2009-03-29,2009-06-27,2010-08-05 08:30:36+00:00,13025000.0,0.12,0.12,,0.12,0.0,13316000.0,58928000.0,30751000.0,30751000.0,30751000.0,,191975000.0,403120000.0,-730000.0,,0.0,23407000.0,0.0,37039000.0,191975000.0,211145000.0,34155000.0,206000.0,132399000.0,78746000.0,-34679000.0,44067000.0,403120000.0,256300000.0,256556000.0,258908000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,Q3YTD,2008-09-28,2009-06-27,,38356000.0,-8.74,-8.74,,-8.74,2340023000.0,43630000.0,182402000.0,-2241210000.0,-2241210000.0,-2241210000.0,,583689000.0,1234367000.0,-4485000.0,,,71628000.0,,110654000.0,583689000.0,650678000.0,101709000.0,999000.0,2743063000.0,-2092385000.0,-105195000.0,-2197580000.0,1234367000.0,256300000.0,256556000.0,258908000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,Q2,2008-12-28,2009-03-28,2010-05-06 08:58:42+00:00,12693000.0,-9.01,-9.01,,-9.01,2340023000.0,11728000.0,58472000.0,-2310119000.0,-2310119000.0,-2310119000.0,,192440000.0,402014000.0,-674000.0,,0.0,24428000.0,0.0,38810000.0,192440000.0,209574000.0,33212000.0,347000.0,2474426000.0,-2264852000.0,-33539000.0,-2298391000.0,402014000.0,256400000.0,256374000.0,256374000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,Q2YTD,2008-09-28,2009-03-28,,25331000.0,-8.86,-8.86,,-8.86,2340023000.0,30314000.0,123474000.0,-2271961000.0,-2271961000.0,-2271961000.0,,391714000.0,831247000.0,-3755000.0,,,48221000.0,,73615000.0,391714000.0,439533000.0,67554000.0,793000.0,2610664000.0,-2171131000.0,-70516000.0,-2241647000.0,831247000.0,256400000.0,256374000.0,256374000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2010.0,Q4,2010-06-27,2010-09-25,,14129000.0,-0.53,-0.53,,-0.52,96840000.0,-35615000.0,61891000.0,-136974000.0,-136974000.0,-136974000.0,,331634000.0,428299000.0,-924000.0,2000000.0,-1097000.0,27253000.0,885000.0,37471000.0,331634000.0,96665000.0,29329000.0,371000.0,239372000.0,-142707000.0,-29882000.0,-172589000.0,428299000.0,261700000.0,258743000.0,258743000.0
