company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2007.0,FY,2006-10-01,2007-09-29,2009-11-24 16:06:57+00:00,-28826000.0,17052000.0,14291000.0,0.0,-1083000.0,43462000.0,10578000.0,6889000.0,-22460000.0,-59904000.0,154295000.0,-22460000.0,-59904000.0,153927000.0,70480000.0,94578000.0,94578000.0,-15088000.0,21926000.0,-9715000.0,,-2100000.0,-22840000.0,-60884000.0,-969000.0,2150000.0,1427000.0
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2008.0,Q4,2008-06-29,2008-09-27,,-581368000.0,84827000.0,13782000.0,,737000.0,-19621000.0,2291000.0,519765000.0,455567000.0,-603661000.0,123155000.0,455567000.0,-603661000.0,123155000.0,-24202000.0,-174344000.0,-174344000.0,218511000.0,9052000.0,-3628000.0,,,-18665000.0,-75541000.0,,,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,Q4,2009-06-28,2009-09-26,,,74173000.0,18544000.0,750000.0,1195000.0,11072000.0,8776000.0,,-92262000.0,-12490000.0,153022000.0,-92262000.0,-12490000.0,153022000.0,49465000.0,24568000.0,24568000.0,24665000.0,2447000.0,-5000.0,,-150000.0,-13085000.0,-103485000.0,,,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,Q3YTD,2008-09-28,2009-06-27,2010-08-05 08:30:36+00:00,-6467000.0,215753000.0,48651000.0,1500000.0,108000.0,751000.0,2111000.0,,-196362000.0,-53120000.0,397434000.0,-196362000.0,-53120000.0,397434000.0,148060000.0,-2241210000.0,-2241210000.0,2373489000.0,-350000.0,-2604000.0,0.0,-400000.0,-45149000.0,-198123000.0,,0.0,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,Q3TTM,2008-06-29,2009-06-27,,-587835000.0,300580000.0,62433000.0,1500000.0,845000.0,-18870000.0,4402000.0,519765000.0,259205000.0,-656781000.0,520589000.0,259205000.0,-656781000.0,520589000.0,123858000.0,-2415554000.0,-2415554000.0,2592000000.0,8702000.0,-6232000.0,,-400000.0,-63814000.0,-273664000.0,,,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,Q3,2009-03-29,2009-06-27,,-6000000.0,76122000.0,17258000.0,750000.0,-859000.0,22758000.0,347000.0,,-108093000.0,-20866000.0,156311000.0,-108093000.0,-20866000.0,156311000.0,26493000.0,30751000.0,30751000.0,9422000.0,111000.0,2483000.0,,-175000.0,-17924000.0,-108551000.0,,,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,Q2YTD,2008-09-28,2009-03-28,2010-05-06 08:58:42+00:00,-467000.0,139631000.0,31393000.0,750000.0,967000.0,-22007000.0,1764000.0,,-88269000.0,-32254000.0,241123000.0,-88269000.0,-32254000.0,241123000.0,121567000.0,-2271961000.0,-2271961000.0,2364067000.0,-461000.0,-5087000.0,0.0,-225000.0,-27225000.0,-89572000.0,,,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2009.0,Q2,2008-12-28,2009-03-28,,97000.0,70472000.0,15596000.0,750000.0,-342000.0,-10461000.0,1096000.0,,-59393000.0,-15388000.0,120872000.0,-59393000.0,-15388000.0,120872000.0,45749000.0,-2310119000.0,-2310119000.0,2355384000.0,-532000.0,-2248000.0,,-225000.0,-13762000.0,-59957000.0,,,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2010.0,FY,2009-09-27,2010-09-25,2012-11-28 07:31:27+00:00,-87857000.0,312943000.0,68463000.0,73000000.0,282000.0,-123134000.0,12594000.0,,-167575000.0,-66980000.0,454712000.0,-167575000.0,-66980000.0,456712000.0,222439000.0,-62813000.0,-62813000.0,259253000.0,-481000.0,-5348000.0,-2684000.0,-795000.0,-46658000.0,-177004000.0,,678000.0,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2010.0,Q4,2010-06-27,2010-09-25,,-87357000.0,0.0,0.0,750000.0,1230000.0,0.0,1300000.0,,1179000.0,-96923000.0,118771000.0,1179000.0,-96923000.0,118771000.0,24257000.0,-136974000.0,-136974000.0,255745000.0,213000.0,2069000.0,-1000.0,-74000.0,-12311000.0,-333000.0,,,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2010.0,Q3YTD,2009-09-27,2010-06-26,2011-08-04 16:38:28+00:00,-500000.0,238178000.0,51026000.0,72250000.0,-948000.0,-52151000.0,11294000.0,,-168754000.0,29943000.0,337941000.0,-168754000.0,29943000.0,337941000.0,198182000.0,74161000.0,74161000.0,26727000.0,-694000.0,-7417000.0,-2683000.0,-721000.0,-34347000.0,-176671000.0,,678000.0,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2010.0,Q3TTM,2009-06-28,2010-06-26,,-500000.0,312351000.0,69570000.0,73000000.0,247000.0,-41079000.0,20070000.0,,-261016000.0,17453000.0,490963000.0,-261016000.0,17453000.0,490963000.0,247647000.0,98729000.0,98729000.0,51392000.0,1753000.0,-7422000.0,-2683000.0,-871000.0,-47432000.0,-280156000.0,,678000.0,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2010.0,Q3,2010-03-28,2010-06-26,,,80850000.0,17439000.0,750000.0,-715000.0,-16304000.0,1071000.0,,-46003000.0,-10511000.0,117282000.0,-46003000.0,-10511000.0,117282000.0,60053000.0,27448000.0,27448000.0,7849000.0,222000.0,25000.0,,-246000.0,-11718000.0,-47296000.0,,678000.0,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2010.0,Q2TTM,2009-03-29,2010-03-27,,-6500000.0,307623000.0,69389000.0,73000000.0,103000.0,-2017000.0,19346000.0,,-323106000.0,7098000.0,529992000.0,-323106000.0,7098000.0,529992000.0,214087000.0,102032000.0,102032000.0,52965000.0,1642000.0,-4964000.0,-2683000.0,-800000.0,-53638000.0,-341411000.0,,,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2010.0,Q2,2009-12-27,2010-03-27,,,79156000.0,16695000.0,70750000.0,-202000.0,-29874000.0,8317000.0,,-63937000.0,55780000.0,94632000.0,-63937000.0,55780000.0,94632000.0,86273000.0,20618000.0,20618000.0,8037000.0,635000.0,-2126000.0,,-350000.0,-12494000.0,-72889000.0,,,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2010.0,Q1TTM,2008-12-28,2009-12-26,,-6403000.0,298939000.0,68290000.0,3000000.0,-37000.0,35493000.0,12125000.0,,-318562000.0,-64070000.0,556232000.0,-318562000.0,-64070000.0,556232000.0,173563000.0,-2228705000.0,-2228705000.0,2382215000.0,475000.0,-5086000.0,-2683000.0,-675000.0,-54906000.0,-328479000.0,,,
Hologic Inc,HOLX,549300DYP6F5ZJL0LB74,859737,2011.0,Q4,2011-06-26,2011-09-24,,-28604000.0,79921000.0,17908000.0,2267000.0,-823000.0,-20975000.0,1326000.0,,1359000.0,-20914000.0,118909000.0,1359000.0,-20914000.0,118909000.0,98531000.0,27569000.0,27569000.0,14486000.0,380000.0,18551000.0,,,-13128000.0,-347000.0,,,
