company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Pall Corp ,PLL,,75829,2009.0,FY,2008-08-01,2009-07-31,2011-09-29 17:18:11+00:00,-37249000.0,84680000.0,40740000.0,89439000.0,,12584000.0,15757000.0,190503000.0,-168610000.0,-182030000.0,327495000.0,-168610000.0,-182030000.0,327495000.0,-23145000.0,195619000.0,195619000.0,29853000.0,457000.0,-14155000.0,-64914000.0,-20555000.0,-133049000.0,-213974000.0,-96439000.0,18737000.0,4241000.0
Pall Corp ,PLL,,75829,2010.0,FY,2009-08-01,2010-07-31,2012-10-01 16:58:17+00:00,-8984000.0,91871000.0,35611000.0,93628000.0,,-14220000.0,23929000.0,798290000.0,-120663000.0,-168734000.0,377860000.0,-120663000.0,-168734000.0,377860000.0,88463000.0,241248000.0,241248000.0,57204000.0,2671000.0,-13883000.0,-71284000.0,-58599000.0,-136313000.0,-774270000.0,-99999000.0,47442000.0,1603000.0
Pall Corp ,PLL,,75829,2010.0,Q3,2010-02-01,2010-04-30,,,31839000.0,10429000.0,,,,13333000.0,30096000.0,-2660000.0,-49506000.0,,-2660000.0,-49506000.0,101033000.0,48867000.0,,,,784000.0,-8160000.0,-18687000.0,-27445000.0,-30054000.0,-16974000.0,-11212000.0,16153000.0,
Pall Corp ,PLL,,75829,2010.0,Q3YTD,2009-08-01,2010-04-30,2011-06-09 17:12:07+00:00,-8984000.0,75440000.0,25392000.0,,,,22762000.0,30096000.0,-53265000.0,-125136000.0,,-53265000.0,-125136000.0,257041000.0,78640000.0,,,,1468000.0,-11798000.0,-52600000.0,-42322000.0,-93513000.0,-18789000.0,-36202000.0,31481000.0,
Pall Corp ,PLL,,75829,2010.0,Q2,2009-11-01,2010-01-31,,-8984000.0,20208000.0,4720000.0,,,,1267000.0,-2622000.0,-27235000.0,-37327000.0,,-27235000.0,-37327000.0,82968000.0,18406000.0,,,,393000.0,-2669000.0,,-9351000.0,-26378000.0,-1283000.0,-24990000.0,10055000.0,
Pall Corp ,PLL,,75829,2010.0,Q2YTD,2009-08-01,2010-01-31,2011-03-14 17:13:48+00:00,-8984000.0,43601000.0,14963000.0,,,,9429000.0,0.0,-50605000.0,-75630000.0,,-50605000.0,-75630000.0,156008000.0,29773000.0,,,,684000.0,-3638000.0,-33913000.0,-14877000.0,-63459000.0,-1815000.0,-24990000.0,15328000.0,
Pall Corp ,PLL,,75829,2010.0,Q1,2009-08-01,2009-10-31,2010-12-10 16:20:22+00:00,,23393000.0,10243000.0,,,,8162000.0,2622000.0,-23370000.0,-38303000.0,,-23370000.0,-38303000.0,73040000.0,11367000.0,,,,291000.0,-969000.0,-33913000.0,-5526000.0,-37081000.0,-532000.0,0.0,5273000.0,
Pall Corp ,PLL,,75829,2011.0,FY,2010-08-01,2011-07-31,2013-09-10 16:58:52+00:00,0.0,93175000.0,25866000.0,98106000.0,,-10456000.0,60329000.0,209785000.0,-243185000.0,-176541000.0,429987000.0,-243185000.0,-176541000.0,429987000.0,10261000.0,315496000.0,315496000.0,26841000.0,12777000.0,-5821000.0,-77641000.0,-75142000.0,-160771000.0,-298528000.0,-149907000.0,63222000.0,1971000.0
Pall Corp ,PLL,,75829,2011.0,Q3YTD,2010-08-01,2011-04-30,2012-06-11 17:23:31+00:00,0.0,79850000.0,13589000.0,,,,54487000.0,144827000.0,-210103000.0,-118843000.0,,-210103000.0,-118843000.0,280956000.0,-47990000.0,,,,10799000.0,-5099000.0,-57287000.0,-62439000.0,-103142000.0,-298405000.0,-64524000.0,51307000.0,530000.0
Pall Corp ,PLL,,75829,2011.0,Q2,2010-11-01,2011-01-31,,,20292000.0,11752000.0,,,,14300000.0,126500000.0,-101274000.0,-36562000.0,96837000.0,-101274000.0,-36562000.0,96837000.0,-40999000.0,,,,5200000.0,-2306000.0,,-19128000.0,-34587000.0,-242736000.0,-4538000.0,19349000.0,110000.0
Pall Corp ,PLL,,75829,2011.0,Q2YTD,2010-08-01,2011-01-31,2012-03-09 17:19:38+00:00,0.0,54341000.0,14057000.0,,,,28289000.0,165190000.0,-164799000.0,-73950000.0,155523000.0,-164799000.0,-73950000.0,155523000.0,-83226000.0,,,,6488000.0,-3642000.0,-36976000.0,-50381000.0,-59945000.0,-298252000.0,-29538000.0,39608000.0,410000.0
Pall Corp ,PLL,,75829,2011.0,Q1,2010-08-01,2010-10-31,2011-12-09 17:22:31+00:00,0.0,34049000.0,2305000.0,,,,13989000.0,38690000.0,-63525000.0,-37388000.0,58686000.0,-63525000.0,-37388000.0,58686000.0,-42227000.0,,,,1288000.0,-1336000.0,-36976000.0,-31253000.0,-25358000.0,-55516000.0,-25000000.0,20259000.0,300000.0
Pall Corp ,PLL,,75829,2012.0,FY,2011-08-01,2012-07-31,2014-09-08 16:59:42+00:00,-167638000.0,90806000.0,23988000.0,111105000.0,,24760000.0,,106000.0,-173222000.0,-309825000.0,474848000.0,-173222000.0,-309825000.0,474848000.0,-8199000.0,319309000.0,319309000.0,19674000.0,47319000.0,-11107000.0,-88955000.0,-49552000.0,-158909000.0,-10528000.0,-121164000.0,50830000.0,26551000.0
Pall Corp ,PLL,,75829,2012.0,Q3,2012-02-01,2012-04-30,,-141969000.0,24916000.0,1361000.0,,,,18183000.0,20000.0,55902000.0,-169288000.0,,55902000.0,-169288000.0,122434000.0,9048000.0,,,,2120000.0,-572000.0,-24280000.0,-11417000.0,-32638000.0,59859000.0,,17308000.0,
Pall Corp ,PLL,,75829,2012.0,Q3YTD,2011-08-01,2012-04-30,2013-06-05 20:06:49+00:00,-167638000.0,75401000.0,13274000.0,,,,34845000.0,104000.0,-40822000.0,-279006000.0,,-40822000.0,-279006000.0,326417000.0,6589000.0,,,,4177000.0,-9666000.0,-64554000.0,-33805000.0,-126923000.0,-15394000.0,0.0,59026000.0,
Pall Corp ,PLL,,75829,2012.0,Q2,2011-11-01,2012-01-31,,2331000.0,21106000.0,10609000.0,,,,6903000.0,32000.0,-16793000.0,-40542000.0,,-16793000.0,-40542000.0,125627000.0,68292000.0,,,,1525000.0,-7296000.0,-20149000.0,-10147000.0,-37636000.0,-5104000.0,,12206000.0,
Pall Corp ,PLL,,75829,2012.0,Q2YTD,2011-08-01,2012-01-31,2013-03-06 17:24:17+00:00,-25669000.0,50485000.0,11913000.0,,,,16662000.0,84000.0,-96724000.0,-109718000.0,,-96724000.0,-109718000.0,203983000.0,-2459000.0,,,,2057000.0,-9094000.0,-40274000.0,-22388000.0,-94285000.0,-75253000.0,0.0,41718000.0,
Pall Corp ,PLL,,75829,2012.0,Q1,2011-08-01,2011-10-31,2012-12-07 16:22:43+00:00,-28000000.0,29379000.0,1304000.0,,,,9759000.0,52000.0,-79931000.0,-69176000.0,,-79931000.0,-69176000.0,78356000.0,-70751000.0,,,,532000.0,-1798000.0,-20125000.0,-12241000.0,-56649000.0,-70149000.0,0.0,29512000.0,
Pall Corp ,PLL,,75829,2013.0,FY,2012-08-01,2013-07-31,2014-09-08 16:59:42+00:00,-21970000.0,144733000.0,34373000.0,106284000.0,,70055000.0,,14000.0,-344465000.0,399300000.0,384459000.0,-344465000.0,399300000.0,384459000.0,439294000.0,574935000.0,574935000.0,-366815000.0,52052000.0,-6602000.0,-108054000.0,-45718000.0,-110182000.0,-38477000.0,-250000000.0,46147000.0,537625000.0
Pall Corp ,PLL,,75829,2013.0,Q3,2013-02-01,2013-04-30,,,29541000.0,1168000.0,,,,,-20005000.0,-40945000.0,-30526000.0,,-40945000.0,-30526000.0,117508000.0,46037000.0,,,,9779000.0,-2768000.0,-27563000.0,-5337000.0,-23984000.0,-3156000.0,,6367000.0,-4804000.0
Pall Corp ,PLL,,75829,2013.0,Q3YTD,2012-08-01,2013-04-30,2014-06-02 16:56:25+00:00,0.0,133417000.0,23780000.0,,,,,10034000.0,-280730000.0,470221000.0,,-280730000.0,470221000.0,206890000.0,396381000.0,,,,42828000.0,-3862000.0,-80197000.0,-33503000.0,-66387000.0,-3395000.0,-250000000.0,36689000.0,537284000.0
