company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Pall Corp ,PLL,,75829,2009.0,FY,2008-08-01,2009-07-31,2011-09-29 17:18:11+00:00,1.65,1.65,,1.64,75167000.0,195619000.0,195619000.0,,195619000.0,1228468000.0,2329158000.0,71213000.0,30723000.0,699832000.0,1228468000.0,1100690000.0,0.0,-28136000.0,801768000.0,298922000.0,-28136000.0,270786000.0,2329158000.0,118600000.0,118631000.0,119571000.0
Pall Corp ,PLL,,75829,2010.0,Q4,2010-05-01,2010-07-31,,0.47,0.47,-0.47,0.47,7268000.0,54955000.0,16160000.0,38795000.0,54955000.0,208826000.0,462357000.0,13922000.0,11005000.0,165681000.0,208826000.0,253531000.0,25171000.0,-14324000.0,190608000.0,62923000.0,-39495000.0,23428000.0,462357000.0,117700000.0,117437000.0,118846000.0
Pall Corp ,PLL,,75829,2010.0,FY,2009-08-01,2010-07-31,2012-10-01 16:58:17+00:00,2.05,2.05,,2.03,70142000.0,241248000.0,202453000.0,38795000.0,241248000.0,1064133000.0,2185679000.0,68796000.0,17664000.0,716654000.0,1064133000.0,1121546000.0,31513000.0,-14324000.0,803114000.0,318432000.0,-45837000.0,272595000.0,2185679000.0,117700000.0,117437000.0,118846000.0
Pall Corp ,PLL,,75829,2010.0,Q3YTD,2009-08-01,2010-04-30,,1.58,1.58,0.47,1.56,62874000.0,186293000.0,186293000.0,,186293000.0,855307000.0,1723322000.0,54874000.0,6659000.0,550973000.0,855307000.0,868015000.0,6342000.0,,612506000.0,255509000.0,-6342000.0,249167000.0,1723322000.0,118100000.0,117589000.0,119204000.0
Pall Corp ,PLL,,75829,2010.0,Q3,2010-02-01,2010-04-30,2011-06-09 17:12:07+00:00,0.59,0.59,0.16,0.58,32268000.0,69691000.0,69691000.0,,69691000.0,302450000.0,615982000.0,18986000.0,2030000.0,187303000.0,302450000.0,313532000.0,3254000.0,,208319000.0,105213000.0,-3254000.0,101959000.0,615982000.0,118100000.0,117589000.0,119204000.0
Pall Corp ,PLL,,75829,2010.0,Q2YTD,2009-08-01,2010-01-31,,0.99,0.99,0.31,0.98,30606000.0,116602000.0,116602000.0,,116602000.0,552857000.0,1107340000.0,35888000.0,4629000.0,363670000.0,552857000.0,554483000.0,3088000.0,,404187000.0,150296000.0,-3088000.0,147208000.0,1107340000.0,118100000.0,117875000.0,119290000.0
Pall Corp ,PLL,,75829,2010.0,Q2,2009-11-01,2010-01-31,2011-03-14 17:13:48+00:00,0.42,0.42,0.16,0.42,22749000.0,49619000.0,49619000.0,,49619000.0,276116000.0,560401000.0,18639000.0,572000.0,187012000.0,276116000.0,284285000.0,5694000.0,,206223000.0,78062000.0,-5694000.0,72368000.0,560401000.0,118100000.0,117875000.0,119290000.0
Pall Corp ,PLL,,75829,2010.0,Q1,2009-08-01,2009-10-31,2010-12-10 16:20:22+00:00,0.57,0.57,0.145,0.56,7857000.0,66983000.0,66983000.0,,66983000.0,276741000.0,546939000.0,17249000.0,4057000.0,176658000.0,276741000.0,270198000.0,-2606000.0,,197964000.0,72234000.0,2606000.0,74840000.0,546939000.0,117500000.0,117686000.0,118847000.0
Pall Corp ,PLL,,75829,2011.0,Q4,2011-05-01,2011-07-31,,0.84,0.84,-0.51,0.82,1001000.0,97354000.0,70366000.0,26988000.0,97354000.0,301206000.0,612694000.0,20256000.0,12584000.0,207554000.0,301206000.0,311488000.0,,273000.0,240394000.0,71094000.0,273000.0,71367000.0,612694000.0,116400000.0,116521000.0,118266000.0
Pall Corp ,PLL,,75829,2011.0,FY,2010-08-01,2011-07-31,2013-09-10 16:58:52+00:00,2.71,2.71,,2.67,89522000.0,315496000.0,279197000.0,36299000.0,315496000.0,1232283000.0,2517195000.0,80506000.0,26505000.0,790279000.0,1232283000.0,1284912000.0,,-18903000.0,897290000.0,387622000.0,-18903000.0,368719000.0,2517195000.0,116400000.0,116521000.0,118266000.0
Pall Corp ,PLL,,75829,2011.0,Q3YTD,2010-08-01,2011-04-30,,1.87,1.87,0.51,1.85,88521000.0,218142000.0,208831000.0,9311000.0,218142000.0,931077000.0,1904501000.0,60250000.0,13921000.0,582725000.0,931077000.0,973424000.0,,-19176000.0,656896000.0,316528000.0,-19176000.0,297352000.0,1904501000.0,116500000.0,116899000.0,118723000.0
Pall Corp ,PLL,,75829,2011.0,Q3TTM,2010-05-01,2011-04-30,,2.34,2.34,0.04,2.32,95789000.0,273097000.0,224991000.0,48106000.0,273097000.0,1139903000.0,2366858000.0,74172000.0,24926000.0,748406000.0,1139903000.0,1226955000.0,25171000.0,-33500000.0,847504000.0,379451000.0,-58671000.0,320780000.0,2366858000.0,116500000.0,116899000.0,118723000.0
