company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredtaxliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Pall Corp ,PLL,,75829,2010.0,FY,,2010-07-31,2011-09-29 17:18:11+00:00,186407000.0,566499000.0,270244000.0,-29904000.0,498563000.0,230492000.0,120051000.0,18475000.0,283822000.0,68827000.0,741353000.0,415046000.0,706435000.0,134851000.0,7864000.0,222651000.0,,-224000.0,237369000.0,295589000.0,,1394321000.0,42028000.0,2999212000.0,1182350000.0,1702759000.0,637205000.0,1182350000.0,1182350000.0,1816862000.0,2999212000.0,590018000.0,1179657000.0,-412335000.0
Pall Corp ,PLL,,75829,2011.0,FY,,2011-07-31,2012-10-01 16:58:17+00:00,225398000.0,646769000.0,294485000.0,95147000.0,557766000.0,259461000.0,34531000.0,20125000.0,290606000.0,61735000.0,491954000.0,444842000.0,794599000.0,175040000.0,10811000.0,,0.0,-133000.0,276268000.0,274783000.0,159831000.0,1619051000.0,215468000.0,3232416000.0,1489821000.0,1809208000.0,790007000.0,1489821000.0,1489821000.0,1742595000.0,3232416000.0,628609000.0,952588000.0,-483705000.0
Pall Corp ,PLL,,75829,2011.0,Q3,,2011-04-30,2011-06-09 17:12:07+00:00,515083000.0,604893000.0,,82098000.0,491496000.0,258651000.0,95645000.0,20354000.0,292917000.0,65510000.0,486632000.0,476109000.0,770108000.0,167381000.0,,205187000.0,,-133000.0,265317000.0,307575000.0,46295000.0,1541405000.0,150512000.0,3217832000.0,1474650000.0,1823980000.0,781594000.0,1474650000.0,1474650000.0,1743182000.0,3217832000.0,623744000.0,961588000.0,-407371000.0
Pall Corp ,PLL,,75829,2011.0,Q2,,2011-01-31,2011-03-14 17:13:48+00:00,440784000.0,545436000.0,,15721000.0,435261000.0,248324000.0,99200000.0,20300000.0,287086000.0,66339000.0,485637000.0,464047000.0,734353000.0,150059000.0,,179015000.0,,-133000.0,257806000.0,294181000.0,47061000.0,1495302000.0,170836000.0,3016404000.0,1355407000.0,1670820000.0,731120000.0,1355407000.0,1355407000.0,1660997000.0,3016404000.0,611231000.0,929877000.0,-403807000.0
Pall Corp ,PLL,,75829,2011.0,Q1,,2010-10-31,2010-12-10 16:20:22+00:00,459384000.0,565438000.0,,22439000.0,479377000.0,237978000.0,104627000.0,0.0,288520000.0,67826000.0,729683000.0,454410000.0,725499000.0,144164000.0,,197966000.0,,-131000.0,259125000.0,310211000.0,40894000.0,1444482000.0,46064000.0,3079055000.0,1284922000.0,1738085000.0,610075000.0,1284922000.0,1284922000.0,1794133000.0,3079055000.0,615471000.0,1184058000.0,-419846000.0
Pall Corp ,PLL,,75829,2012.0,FY,,2012-07-31,2013-09-10 16:58:52+00:00,184868000.0,655436000.0,380466000.0,-62907000.0,500274000.0,284285000.0,57422000.0,23979000.0,338941000.0,151144000.0,490706000.0,364766000.0,750993000.0,161684000.0,8880000.0,,136517000.0,-54000.0,254357000.0,324459000.0,195464000.0,1840926000.0,205393000.0,3347892000.0,1510035000.0,1852457000.0,852128000.0,1510035000.0,1510035000.0,1837857000.0,3347892000.0,744442000.0,985729000.0,-552215000.0
Pall Corp ,PLL,,75829,2012.0,Q3,,2012-04-30,2012-06-11 17:23:31+00:00,171666000.0,614900000.0,364222000.0,40713000.0,535891000.0,284816000.0,63280000.0,24402000.0,341731000.0,158310000.0,487936000.0,402292000.0,772293000.0,149555000.0,269564000.0,159371000.0,126737000.0,-54000.0,235128000.0,,48201000.0,1780468000.0,200435000.0,3394854000.0,1663794000.0,1887392000.0,824005000.0,1663794000.0,1663794000.0,1731060000.0,3394854000.0,735169000.0,907055000.0,-442149000.0
Pall Corp ,PLL,,75829,2012.0,Q2,,2012-01-31,2012-03-09 17:19:38+00:00,495508000.0,594910000.0,,31362000.0,527904000.0,277021000.0,78261000.0,24280000.0,292599000.0,79143000.0,493737000.0,445631000.0,824550000.0,126639000.0,273470000.0,142718000.0,,0.0,249594000.0,,49137000.0,1726924000.0,140457000.0,3206186000.0,1573834000.0,1760300000.0,738506000.0,1573834000.0,1573834000.0,1632352000.0,3206186000.0,621336000.0,893846000.0,-461473000.0
Pall Corp ,PLL,,75829,2012.0,Q1,,2011-10-31,2011-12-09 17:22:31+00:00,532598000.0,638062000.0,,69098000.0,475394000.0,266673000.0,25326000.0,20149000.0,299030000.0,77341000.0,494771000.0,456664000.0,824519000.0,180446000.0,299173000.0,148838000.0,,0.0,263373000.0,,49752000.0,1669244000.0,145460000.0,3232973000.0,1535050000.0,1768710000.0,723533000.0,1535050000.0,1535050000.0,1697923000.0,3232973000.0,639744000.0,974390000.0,-469965000.0
Pall Corp ,PLL,,75829,2013.0,FY,,2013-07-31,2014-09-08 16:59:42+00:00,157176000.0,566335000.0,312829000.0,-40792000.0,936886000.0,310946000.0,60732000.0,27947000.0,342492000.0,137243000.0,467319000.0,381047000.0,774948000.0,141843000.0,31524000.0,,,,168127000.0,288126000.0,165761000.0,2285031000.0,170387000.0,3472839000.0,1814956000.0,2050029000.0,729071000.0,1814956000.0,1814956000.0,1657883000.0,3472839000.0,647862000.0,928812000.0,-740229000.0
Pall Corp ,PLL,,75829,2013.0,Q3,,2013-04-30,2013-06-05 20:06:49+00:00,150009000.0,554125000.0,305601000.0,-48324000.0,903967000.0,303210000.0,69428000.0,27858000.0,342177000.0,141158000.0,467616000.0,406123000.0,757339000.0,122919000.0,353439000.0,122605000.0,0.0,0.0,154837000.0,,64910000.0,2234667000.0,215387000.0,3447241000.0,1734984000.0,2051730000.0,768283000.0,1734984000.0,1734984000.0,1712257000.0,3447241000.0,638172000.0,943974000.0,-754569000.0
Pall Corp ,PLL,,75829,2013.0,Q2,,2013-01-31,2013-03-06 17:24:17+00:00,149301000.0,580031000.0,295965000.0,-20736000.0,870232000.0,295195000.0,94987000.0,27804000.0,344040000.0,143812000.0,474492000.0,404651000.0,764182000.0,116618000.0,354932000.0,118990000.0,0.0,0.0,160903000.0,,66252000.0,2192519000.0,235421000.0,3453093000.0,1703573000.0,2040156000.0,803478000.0,1703573000.0,1703573000.0,1749520000.0,3453093000.0,648755000.0,946042000.0,-763405000.0
Pall Corp ,PLL,,75829,2013.0,Q1,,2012-10-31,2012-12-07 16:22:43+00:00,161629000.0,603771000.0,322027000.0,-29512000.0,909680000.0,290368000.0,67577000.0,28403000.0,341647000.0,147339000.0,488683000.0,398641000.0,771242000.0,167074000.0,351752000.0,140119000.0,0.0,-54000.0,163368000.0,,44621000.0,2149033000.0,130474000.0,3520428000.0,1802809000.0,2096832000.0,710110000.0,1802809000.0,1802809000.0,1717619000.0,3520428000.0,652354000.0,1007509000.0,-607026000.0
Pall Corp ,PLL,,75829,2014.0,FY,,2014-07-31,2015-05-21 17:14:07+00:00,165373000.0,615713000.0,328397000.0,-14921000.0,964110000.0,340097000.0,60775000.0,30203000.0,491462000.0,242423000.0,373793000.0,404878000.0,805327000.0,150484000.0,67303000.0,152522000.0,,,174045000.0,265897000.0,,2512961000.0,512898000.0,3850480000.0,1895357000.0,2137223000.0,1097646000.0,1895357000.0,1895357000.0,1955123000.0,3850480000.0,907930000.0,857477000.0,-942780000.0
Pall Corp ,PLL,,75829,2014.0,Q3,,2014-04-30,2014-06-02 16:56:25+00:00,160049000.0,564782000.0,307930000.0,10303000.0,870874000.0,336821000.0,57009000.0,30159000.0,445030000.0,211586000.0,463666000.0,428648000.0,799197000.0,135366000.0,365551000.0,82368000.0,,,163104000.0,,80676000.0,2424552000.0,305365000.0,3646265000.0,1821170000.0,2027348000.0,860512000.0,1821170000.0,1821170000.0,1825095000.0,3646265000.0,819720000.0,964583000.0,-950506000.0
Pall Corp ,PLL,,75829,2014.0,Q2,,2014-01-31,2014-03-03 16:39:27+00:00,134295000.0,536755000.0,284099000.0,-14961000.0,951834000.0,307902000.0,53535000.0,0.0,348080000.0,137385000.0,463674000.0,394865000.0,789342000.0,145905000.0,339643000.0,80924000.0,,,159858000.0,,74471000.0,2397826000.0,305335000.0,3473514000.0,1747028000.0,2038849000.0,777264000.0,1747028000.0,1747028000.0,1726486000.0,3473514000.0,645323000.0,949222000.0,-943739000.0
Pall Corp ,PLL,,75829,2014.0,Q1,,2013-10-31,2013-12-03 16:19:02+00:00,137736000.0,532804000.0,289097000.0,4214000.0,967976000.0,297114000.0,49808000.0,30462000.0,345157000.0,140687000.0,467562000.0,408161000.0,796946000.0,143025000.0,331982000.0,70897000.0,,,167721000.0,,73917000.0,2317422000.0,260395000.0,3504266000.0,1794199000.0,2053755000.0,767498000.0,1794199000.0,1794199000.0,1710067000.0,3504266000.0,653565000.0,942569000.0,-824551000.0
Pall Corp ,PLL,,75829,2015.0,Q3,,2015-04-30,2015-05-21 17:14:07+00:00,156810000.0,547295000.0,281135000.0,-197120000.0,1094504000.0,375335000.0,21308000.0,32544000.0,476718000.0,222641000.0,373472000.0,385994000.0,725260000.0,111993000.0,95703000.0,154937000.0,,,133024000.0,232099000.0,,2681965000.0,800752000.0,3740373000.0,1634557000.0,2182730000.0,1292549000.0,1634557000.0,1634557000.0,2105816000.0,3740373000.0,832383000.0,813267000.0,-1225623000.0
Pall Corp ,PLL,,75829,2015.0,Q2,,2015-01-31,2015-02-25 16:33:08+00:00,140991000.0,527847000.0,265954000.0,-202404000.0,1029673000.0,366051000.0,56542000.0,32518000.0,469643000.0,218776000.0,375342000.0,377210000.0,741845000.0,151339000.0,54241000.0,153897000.0,,,149017000.0,239641000.0,,2618509000.0,801208000.0,3667908000.0,1550132000.0,2088627000.0,1297213000.0,1550132000.0,1550132000.0,2117776000.0,3667908000.0,837436000.0,820563000.0,-1232024000.0
Pall Corp ,PLL,,75829,2015.0,Q1,,2014-10-31,2014-12-02 16:46:01+00:00,149596000.0,561013000.0,280432000.0,-91714000.0,1001481000.0,309963000.0,68678000.0,32593000.0,485548000.0,232063000.0,375593000.0,401524000.0,773373000.0,149333000.0,61064000.0,156855000.0,,,163677000.0,255884000.0,,2567609000.0,807520000.0,3775534000.0,1594841000.0,2120873000.0,1338819000.0,1594841000.0,1594841000.0,2180693000.0,3775534000.0,881288000.0,841874000.0,-1191017000.0
