company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2009.0,Q4,2009-10-01,2009-12-31,,,161111000.0,114953000.0,52073000.0,,-673767000.0,152851000.0,6980000.0,,-1979821000.0,2560663000.0,-203593000.0,-1979821000.0,2560663000.0,-203593000.0,377249000.0,-1165159000.0,-185487000.0,-185487000.0,193649000.0,-669000.0,-10908000.0,-23101000.0,409939000.0,-372652000.0,-31226000.0,-950039000.0,,-684000.0,2975449000.0,
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 16:41:17+00:00,,131187000.0,577799000.0,213040000.0,,-551751000.0,464110000.0,704022000.0,,-4806552000.0,3642301000.0,1058464000.0,-4806552000.0,3642301000.0,1058464000.0,-105787000.0,-2154495000.0,-1221677000.0,-1221677000.0,536414000.0,-24348000.0,,-96271000.0,2082438000.0,-1948613000.0,-97135000.0,-3652404000.0,,-47166000.0,5688049000.0,
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2009.0,Q3,2009-07-01,2009-09-30,,-36024000.0,90000.0,139077000.0,123874000.0,-146951000.0,219836000.0,187518000.0,405724000.0,,-860266000.0,-123727000.0,746149000.0,-860266000.0,-123727000.0,747728000.0,-236265000.0,-1065061000.0,-157671000.0,-157671000.0,-6333000.0,-23708000.0,-370263000.0,-22626000.0,602467000.0,-88923000.0,-8226000.0,-343061000.0,1100000.0,-152000.0,495372000.0,-4736000.0
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 14:25:00+00:00,36024000.0,-30014000.0,323769000.0,37093000.0,146951000.0,-97820000.0,123741000.0,291318000.0,0.0,-1966465000.0,1205365000.0,515908000.0,-1966465000.0,1205365000.0,514329000.0,-246771000.0,75725000.0,-878519000.0,-878519000.0,349098000.0,29000.0,381171000.0,-50544000.0,1070032000.0,-1487038000.0,-57683000.0,-2359304000.0,-1100000.0,-46330000.0,2217228000.0,4736000.0
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2010.0,Q4,2010-10-01,2010-12-31,,,-12000.0,73244000.0,164750000.0,,-21155000.0,116382000.0,-1276000.0,,35393000.0,-512358000.0,340445000.0,35393000.0,-512358000.0,340445000.0,-136520000.0,-25116000.0,-72394000.0,-72394000.0,81638000.0,-250000.0,-1386212000.0,-34683000.0,187606000.0,-1331150000.0,-20848000.0,-19664000.0,,,2225852000.0,
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:11:56+00:00,,-324804000.0,358156000.0,372754000.0,,414381000.0,977145000.0,150413000.0,,18640000.0,-1936333000.0,1471630000.0,18640000.0,-1936333000.0,1471630000.0,-446063000.0,-903224000.0,-296349000.0,-296349000.0,132888000.0,-3279000.0,,-109316000.0,847956000.0,-5778894000.0,-79071000.0,-93099000.0,,0.0,3921632000.0,
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-09 14:25:03+00:00,,-324792000.0,284912000.0,208004000.0,,435536000.0,860763000.0,151689000.0,,-16753000.0,-1423975000.0,1131185000.0,-16753000.0,-1423975000.0,1131185000.0,-309543000.0,-878108000.0,-223955000.0,-223955000.0,51250000.0,-3029000.0,1386212000.0,-74633000.0,660350000.0,-4447744000.0,-58223000.0,-73435000.0,,,1695780000.0,
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2010.0,Q3TTM,2009-10-01,2010-09-30,,,-163681000.0,399865000.0,260077000.0,,-238231000.0,1013614000.0,158669000.0,,-1996574000.0,1136688000.0,927592000.0,-1996574000.0,1136688000.0,927592000.0,67706000.0,-2043267000.0,-409442000.0,-409442000.0,244899000.0,-3698000.0,1375304000.0,-97734000.0,1070289000.0,-4820396000.0,-89449000.0,-1023474000.0,,-684000.0,4671229000.0,
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2010.0,Q3,2010-07-01,2010-09-30,,,-220000.0,92587000.0,65488000.0,,157120000.0,110041000.0,-152199000.0,,-1133784000.0,753047000.0,372628000.0,-1133784000.0,753047000.0,372628000.0,-8109000.0,-1053713000.0,-47457000.0,-47457000.0,11705000.0,-142000.0,83079000.0,-29772000.0,185772000.0,152566000.0,-25636000.0,-7999000.0,,,543038000.0,
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-09 17:03:54+00:00,,-324572000.0,192325000.0,142516000.0,,278416000.0,750722000.0,303888000.0,,1117031000.0,-2177022000.0,758557000.0,1117031000.0,-2177022000.0,758557000.0,-301434000.0,175605000.0,-176498000.0,-176498000.0,39545000.0,-2887000.0,1303133000.0,-44861000.0,474578000.0,-4600310000.0,-32587000.0,-65436000.0,,,1152742000.0,
