company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,depositsinterestexpense,depositsinterestincome,dilutedeps,impairmentexpense,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,propertyliabilityinsuranceclaims,provisionforcreditlosses,salariesandemployeebenefitsexpense,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,tradingaccountinterestincome,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2009.0,Q3,2009-07-01,2009-09-30,2010-11-09 16:15:02+00:00,7575000.0,-1.43,-1.43,97334000.0,1195000.0,-1.43,0.0,-100046000.0,2597000.0,35960000.0,593805000.0,59963000.0,4418000.0,-157671000.0,-157671000.0,-181880000.0,-2394000.0,472180000.0,53876000.0,206699000.0,-56515000.0,143585000.0,97644000.0,,26603000.0,19820000.0,565930000.0,205433000.0,2325000.0,159622000.0,631802000.0,434707000.0,270740000.0,-257717000.0,742920000.0,842000.0,20315000.0,127200000.0,127581000.0,127581000.0
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 14:25:00+00:00,7078000.0,-0.21,-0.21,117526000.0,1543000.0,-0.21,0.0,-23761000.0,2684000.0,43923000.0,591407000.0,22821000.0,5678000.0,-51938000.0,-51938000.0,-23758000.0,-1209000.0,493688000.0,24870000.0,533182000.0,-41969000.0,137094000.0,93778000.0,,-26971000.0,42329000.0,762654000.0,202420000.0,3661000.0,144008000.0,637696000.0,419469000.0,612736000.0,-75699000.0,1106424000.0,823000.0,25061000.0,113100000.0,115908000.0,115908000.0
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:11:56+00:00,25517000.0,-2.48,-2.48,196112000.0,10946000.0,-2.48,,-106819000.0,33074000.0,121440000.0,2172093000.0,383783000.0,24820000.0,-296349000.0,-296349000.0,-412505000.0,-3621000.0,1714243000.0,214620000.0,33088000.0,-85355000.0,526035000.0,407713000.0,,119777000.0,101990000.0,852693000.0,825344000.0,12561000.0,592456000.0,2306699000.0,1718326000.0,453608000.0,-403168000.0,2167851000.0,2220000.0,65088000.0,166300000.0,166054000.0,166054000.0
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2010.0,Q3,2010-07-01,2010-09-30,2011-11-09 14:25:03+00:00,6296000.0,-0.47,-0.47,46368000.0,3487000.0,-0.47,,-31180000.0,8874000.0,27416000.0,550489000.0,80125000.0,5575000.0,-47457000.0,-47457000.0,-80469000.0,-132000.0,451875000.0,54883000.0,-1019000.0,-23712000.0,155637000.0,111692000.0,,33144000.0,25706000.0,184668000.0,207947000.0,3566000.0,130059000.0,581934000.0,456044000.0,110200000.0,-78637000.0,562075000.0,542000.0,14365000.0,171200000.0,172865000.0,172865000.0
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 16:02:56+00:00,6577000.0,-0.57,-0.57,56076000.0,1439000.0,-0.57,,-28644000.0,7700000.0,30585000.0,547636000.0,65692000.0,6374000.0,-63137000.0,-63137000.0,-86521000.0,-2927000.0,455300000.0,53484000.0,21182000.0,-31263000.0,94148000.0,93843000.0,,26311000.0,24210000.0,265565000.0,204333000.0,3067000.0,124835000.0,580135000.0,389126000.0,107610000.0,-91781000.0,562910000.0,475000.0,16148000.0,151800000.0,151073000.0,151073000.0
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2011.0,Q4,2011-10-01,2011-12-31,,4741000.0,0.24,0.24,26645000.0,4308000.0,0.24,,47877000.0,7805000.0,30374000.0,487897000.0,49699000.0,7780000.0,88771000.0,88771000.0,44420000.0,-248000.0,445562000.0,82945000.0,4630000.0,-12086000.0,97147000.0,99714000.0,,44599000.0,12012000.0,-1351000.0,220290000.0,1221000.0,77565000.0,523127000.0,424915000.0,114650000.0,136648000.0,560212000.0,548000.0,14587000.0,184800000.0,182393000.0,182605000.0
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 13:37:53+00:00,20070000.0,0.83,0.83,128479000.0,13832000.0,0.83,,198583000.0,42428000.0,122821000.0,2049928000.0,297232000.0,27164000.0,322690000.0,322690000.0,153390000.0,-1114000.0,1756185000.0,218240000.0,41471000.0,-33683000.0,454879000.0,389878000.0,0.0,170414000.0,63918000.0,74532000.0,874293000.0,6685000.0,432396000.0,2188581000.0,1658564000.0,498184000.0,521273000.0,2254369000.0,2000000.0,58090000.0,184800000.0,182393000.0,182605000.0
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 16:54:24+00:00,4773000.0,0.35,0.35,31093000.0,3482000.0,0.35,,59348000.0,9356000.0,30319000.0,520133000.0,51207000.0,6511000.0,108718000.0,108718000.0,65165000.0,-375000.0,470595000.0,55892000.0,18771000.0,-13334000.0,112414000.0,92251000.0,,43928000.0,12573000.0,14553000.0,216855000.0,1501000.0,83801000.0,554396000.0,409018000.0,121042000.0,168066000.0,591637000.0,462000.0,13998000.0,186200000.0,182676000.0,183858000.0
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2011.0,Q3YTD,2011-01-01,2011-09-30,,15329000.0,0.59,0.59,101834000.0,9524000.0,0.59,,150706000.0,34623000.0,92447000.0,1562031000.0,247533000.0,19384000.0,233919000.0,233919000.0,108970000.0,-866000.0,1310623000.0,135295000.0,36841000.0,-21597000.0,357732000.0,290164000.0,,125815000.0,51906000.0,75883000.0,654003000.0,5464000.0,354831000.0,1665454000.0,1233649000.0,383534000.0,384625000.0,1694157000.0,1452000.0,43503000.0,186200000.0,182676000.0,183858000.0
Zions Bancorp,ZION,YYQWUR1Z2BCX32HQS333,109380,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 14:24:25+00:00,4855000.0,0.16,0.16,34257000.0,3199000.0,0.16,,54325000.0,17239000.0,31188000.0,523741000.0,106454000.0,5962000.0,72610000.0,72610000.0,29038000.0,-265000.0,416172000.0,53741000.0,9999000.0,-5158000.0,114328000.0,90732000.0,,43837000.0,15232000.0,1330000.0,222138000.0,1783000.0,142494000.0,558666000.0,416256000.0,128349000.0,126935000.0,544521000.0,538000.0,15537000.0,181500000.0,182472000.0,182728000.0
