company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,netincreaseinfedfundssold,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:24:33+00:00,,,416000000.0,26000000.0,,,13000000.0,2985000000.0,47000000.0,242000000.0,,-655000000.0,-3654000000.0,4656000000.0,,,,-655000000.0,-3654000000.0,4656000000.0,360000000.0,1634000000.0,1634000000.0,,,37000000.0,282000000.0,,-373000000.0,,-6846000000.0,,-247000000.0,-606000000.0,,3192000000.0,
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2008.0,Q4,2008-10-01,2008-12-31,,,,106000000.0,8000000.0,,,49000000.0,-123000000.0,6000000.0,,,-1383000000.0,-4283000000.0,4965000000.0,,,,-1383000000.0,-1048000000.0,1317000000.0,427000000.0,1254000000.0,1254000000.0,,,547000000.0,72000000.0,,-107000000.0,,-2451000000.0,,-2000000.0,140000000.0,,1403000000.0,
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 17:16:27+00:00,,,765000000.0,27000000.0,,,79000000.0,2492000000.0,32000000.0,0.0,,-1383000000.0,-4283000000.0,4965000000.0,,,,-1383000000.0,-4283000000.0,4965000000.0,-622000000.0,1254000000.0,1254000000.0,,,1219000000.0,514000000.0,,-434000000.0,,-8077000000.0,,-5000000.0,-1490000000.0,,3794000000.0,
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2008.0,Q3,2008-07-01,2008-09-30,,,,297000000.0,6000000.0,,,5000000.0,1112000000.0,-799000000.0,,,,,,,,,841000000.0,-1421000000.0,1194000000.0,-873000000.0,,,,,694000000.0,278000000.0,,-545000000.0,,-4925000000.0,,-1000000.0,-1630000000.0,,-2946000000.0,
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 17:01:30+00:00,0.0,0.0,362000000.0,13000000.0,0.0,0.0,25000000.0,1503000000.0,825000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-841000000.0,-1814000000.0,2454000000.0,-176000000.0,0.0,,0.0,0.0,-22000000.0,164000000.0,0.0,218000000.0,0.0,-701000000.0,0.0,-2000000.0,0.0,0.0,5337000000.0,0.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 17:15:21+00:00,,,627000000.0,61000000.0,,,-2000000.0,3206000000.0,17000000.0,1405000000.0,,699000000.0,-5476000000.0,6161000000.0,,,,699000000.0,-5476000000.0,6161000000.0,1382000000.0,1497000000.0,1497000000.0,,,1458000000.0,371000000.0,,-524000000.0,,-13059000000.0,,-560000000.0,-10000000.0,,7583000000.0,
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,Q4,2009-10-01,2009-12-31,,,,77000000.0,39000000.0,,,-3000000.0,907000000.0,11000000.0,401000000.0,,353000000.0,-1589000000.0,1758000000.0,,,,353000000.0,-1589000000.0,1758000000.0,519000000.0,252000000.0,252000000.0,,,599000000.0,94000000.0,,-131000000.0,,-2894000000.0,,-16000000.0,-6000000.0,,1305000000.0,
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 11:59:48+00:00,,,550000000.0,22000000.0,,,1000000.0,2299000000.0,6000000.0,1004000000.0,,346000000.0,-3887000000.0,4403000000.0,,,,346000000.0,-3887000000.0,4403000000.0,863000000.0,1245000000.0,1245000000.0,,,859000000.0,277000000.0,,-393000000.0,,-10165000000.0,,-544000000.0,-4000000.0,,6278000000.0,
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,Q3TTM,2008-10-01,2009-09-30,,,,656000000.0,30000000.0,,,50000000.0,2176000000.0,12000000.0,1004000000.0,,-1037000000.0,-8170000000.0,9368000000.0,,,,-1037000000.0,-4935000000.0,5720000000.0,1290000000.0,2499000000.0,2499000000.0,,,1406000000.0,349000000.0,,-500000000.0,,-12616000000.0,,-546000000.0,136000000.0,,7681000000.0,
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,Q3,2009-07-01,2009-09-30,,,,246000000.0,7000000.0,,,22000000.0,682000000.0,2000000.0,160000000.0,,143000000.0,-1579000000.0,1529000000.0,,,,143000000.0,-1579000000.0,1529000000.0,115000000.0,363000000.0,363000000.0,,,484000000.0,110000000.0,,-131000000.0,,-2584000000.0,,4000000.0,-2000000.0,,1005000000.0,
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 19:18:09+00:00,,,304000000.0,15000000.0,,,-21000000.0,1617000000.0,4000000.0,844000000.0,,203000000.0,-2308000000.0,2874000000.0,,,,203000000.0,-2308000000.0,2874000000.0,748000000.0,882000000.0,882000000.0,,,375000000.0,167000000.0,,-262000000.0,,-7581000000.0,,-548000000.0,-2000000.0,,5273000000.0,
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,Q2TTM,2008-07-01,2009-06-30,,,,707000000.0,29000000.0,,,33000000.0,2606000000.0,-789000000.0,844000000.0,,-1180000000.0,-6591000000.0,7839000000.0,,,,-339000000.0,-4777000000.0,5385000000.0,302000000.0,2136000000.0,2136000000.0,,,1616000000.0,517000000.0,,-914000000.0,,-14957000000.0,,-551000000.0,-1492000000.0,,3730000000.0,
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,Q2,2009-04-01,2009-06-30,,,,114000000.0,9000000.0,,,3000000.0,507000000.0,,844000000.0,,248000000.0,-983000000.0,1225000000.0,,,,248000000.0,-983000000.0,1225000000.0,493000000.0,313000000.0,313000000.0,,,405000000.0,82000000.0,,-131000000.0,,-1491000000.0,,-547000000.0,,,508000000.0,
