company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,claimsandclaimexpenses,commitmentsandcontingencies,commonequity,deferredacquisitioncost,futurepolicybenefits,loansheldforsale,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,participatingpolicyholderequity,retainedearnings,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities,treasurystock,unearnedpremiumscredit,unearnedpremiumsdebit
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2010.0,Q2,,2010-06-30,2010-08-06 19:18:09+00:00,704000000.0,629000000.0,2184000000.0,3437000000.0,,1337000000.0,8941000000.0,65180000000.0,,2653000000.0,594000000.0,0.0,51280000000.0,,4746000000.0,4191000000.0,13340000000.0,91239000000.0,10030000000.0,10030000000.0,10030000000.0,81209000000.0,91239000000.0,26877000000.0,-5276000000.0,1002000000.0,659000000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2011.0,Q1,,2011-03-31,2011-05-06 12:33:35+00:00,746000000.0,731000000.0,2088000000.0,3735000000.0,,1416000000.0,9689000000.0,71604000000.0,,3017000000.0,604000000.0,,58751000000.0,-16000000.0,4614000000.0,5920000000.0,14448000000.0,101145000000.0,11023000000.0,11023000000.0,11023000000.0,90122000000.0,101145000000.0,28529000000.0,-5556000000.0,1232000000.0,738000000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2017.0,FY,,2017-12-31,2019-02-25 17:04:08+00:00,769000000.0,4028000000.0,3491000000.0,4392000000.0,0.0,2187000000.0,9505000000.0,81857000000.0,,5289000000.0,434000000.0,,6448000000.0,,8183000000.0,6939000000.0,29895000000.0,137217000000.0,24598000000.0,24598000000.0,24598000000.0,112619000000.0,137217000000.0,115743000000.0,-11512000000.0,5959000000.0,827000000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2018.0,FY,,2018-12-31,2019-02-25 17:04:08+00:00,773000000.0,2151000000.0,4337000000.0,4584000000.0,0.0,2312000000.0,9875000000.0,86368000000.0,,5778000000.0,443000000.0,,9927000000.0,,7978000000.0,7146000000.0,31788000000.0,140406000000.0,23462000000.0,23462000000.0,23462000000.0,116944000000.0,140406000000.0,114200000000.0,-12789000000.0,5090000000.0,851000000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2018.0,Q3,,2018-09-30,2018-11-01 13:46:07+00:00,735000000.0,1909000000.0,3429000000.0,4530000000.0,,2286000000.0,9622000000.0,83856000000.0,,5279000000.0,435000000.0,,9160000000.0,,8844000000.0,6974000000.0,31461000000.0,137941000000.0,23234000000.0,23234000000.0,23234000000.0,114707000000.0,137941000000.0,113776000000.0,-12422000000.0,5224000000.0,784000000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2018.0,Q2,,2018-06-30,2018-08-03 17:32:36+00:00,769000000.0,2852000000.0,3847000000.0,4524000000.0,,2252000000.0,9740000000.0,85046000000.0,,5315000000.0,448000000.0,,8047000000.0,,10561000000.0,7140000000.0,30809000000.0,141986000000.0,23800000000.0,23800000000.0,23800000000.0,118186000000.0,141986000000.0,118243000000.0,-12113000000.0,5600000000.0,892000000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2018.0,Q1,,2018-03-31,2018-05-03 18:12:53+00:00,745000000.0,3685000000.0,4080000000.0,4630000000.0,,2224000000.0,9933000000.0,87268000000.0,,5372000000.0,448000000.0,,8834000000.0,,12298000000.0,7417000000.0,30183000000.0,147356000000.0,24287000000.0,24287000000.0,24287000000.0,123069000000.0,147356000000.0,122410000000.0,-11805000000.0,6084000000.0,906000000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2019.0,FY,,2019-12-31,2020-04-30 12:15:03+00:00,772000000.0,6615000000.0,4896000000.0,4659000000.0,0.0,2448000000.0,10128000000.0,90335000000.0,9569000000.0,6569000000.0,581000000.0,,3845000000.0,,10686000000.0,7317000000.0,34291000000.0,152768000000.0,28959000000.0,28959000000.0,28959000000.0,123809000000.0,152768000000.0,122149000000.0,-14395000000.0,4243000000.0,828000000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2019.0,Q3,,2019-09-30,2019-10-25 12:32:15+00:00,734000000.0,7251000000.0,4216000000.0,4741000000.0,0.0,2412000000.0,10148000000.0,90824000000.0,8284000000.0,6233000000.0,562000000.0,,3782000000.0,,10936000000.0,7421000000.0,33710000000.0,154137000000.0,29438000000.0,29438000000.0,29438000000.0,124699000000.0,154137000000.0,125503000000.0,-13935000000.0,4544000000.0,908000000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2019.0,Q2,,2019-06-30,2019-07-26 13:53:06+00:00,785000000.0,6364000000.0,3019000000.0,4706000000.0,0.0,2382000000.0,10128000000.0,90117000000.0,7622000000.0,6231000000.0,562000000.0,,3872000000.0,,9939000000.0,7403000000.0,33130000000.0,151400000000.0,28241000000.0,28241000000.0,28241000000.0,123159000000.0,151400000000.0,124529000000.0,-13635000000.0,4763000000.0,883000000.0
