company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,currentandfuturebenefits,depositsinterestexpense,depreciationexpense,dilutedeps,extraordinaryincome,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,othergains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,policyacquisitioncosts,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:24:33+00:00,640000000.0,3.35,3.35,,,,,3.31,,,865000000.0,,27000000.0,,3268000000.0,3268000000.0,,3268000000.0,,-27000000.0,,2361000000.0,,,1634000000.0,,,1611000000.0,59000000.0,,,12973000000.0,9285000000.0,,,,27000000.0,11536000000.0,14062000000.0,2499000000.0,14035000000.0,-1331000000.0,975500000.0,487869000.0,493971000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 17:16:27+00:00,775000000.0,0.06,2.65,1.24,,,,2.62,,,660000000.0,,29000000.0,,1254000000.0,1254000000.0,,1254000000.0,,-29000000.0,,1571000000.0,,,,,,1877000000.0,36000000.0,,,14947000000.0,10499000000.0,,,,29000000.0,13151000000.0,15094000000.0,1914000000.0,15065000000.0,-1460000000.0,20900000000.0,473405000.0,478815000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 17:03:13+00:00,181000000.0,0.21,0.21,0.24,0.0,0.0,0.0,0.21,0.0,0.0,48000000.0,0.0,7000000.0,0.0,0.0,0.0,0.0,,0.0,-7000000.0,0.0,40000000.0,0.0,0.0,-100000000.0,0.0,0.0,449000000.0,4000000.0,0.0,0.0,3647000000.0,2551000000.0,0.0,0.0,0.0,7000000.0,3181000000.0,3336000000.0,148000000.0,3329000000.0,-355000000.0,,475357000.0,480745000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 17:01:30+00:00,184000000.0,1.02,1.02,0.24,0.0,0.0,0.0,1.0,0.0,0.0,257000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,636000000.0,0.0,0.0,-483000000.0,0.0,0.0,475000000.0,16000000.0,0.0,0.0,3684000000.0,2575000000.0,0.0,0.0,0.0,,3234000000.0,3974000000.0,740000000.0,3974000000.0,-362000000.0,,474383000.0,480828000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,Q4,2009-10-01,2009-12-31,,251000000.0,-2.61,0.54,,,,,0.53,,,91000000.0,,25000000.0,,-995000000.0,-995000000.0,,-995000000.0,,-25000000.0,,244000000.0,,,-1246000000.0,,,612000000.0,7000000.0,,,4346000000.0,2957000000.0,,,,25000000.0,3820000000.0,4187000000.0,342000000.0,4162000000.0,-410000000.0,24950000000.0,466552000.0,469063000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 17:15:21+00:00,942000000.0,0.06,3.21,0.84,,,,3.19,,,738000000.0,,72000000.0,,1497000000.0,1497000000.0,,1497000000.0,,-72000000.0,,1553000000.0,,,,,,2129000000.0,80000000.0,,,16621000000.0,11308000000.0,,,,72000000.0,14379000000.0,16686000000.0,2235000000.0,16614000000.0,-1568000000.0,24950000000.0,466552000.0,469063000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 11:59:48+00:00,216000000.0,0.78,0.78,0.28,,,,0.77,,,186000000.0,,25000000.0,,726000000.0,726000000.0,,726000000.0,,-25000000.0,,345000000.0,,,363000000.0,,,531000000.0,16000000.0,,,4165000000.0,2817000000.0,,,,25000000.0,3564000000.0,4138000000.0,549000000.0,4113000000.0,-388000000.0,930800000.0,466586000.0,469714000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,Q3YTD,2009-01-01,2009-09-30,,691000000.0,2.67,2.67,0.84,,,,2.66,,,647000000.0,,47000000.0,,2492000000.0,2492000000.0,,2492000000.0,,-47000000.0,,1309000000.0,,,1246000000.0,,,1517000000.0,73000000.0,,,12275000000.0,8351000000.0,,,,47000000.0,10559000000.0,12499000000.0,1893000000.0,12452000000.0,-1158000000.0,930800000.0,466586000.0,469714000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 19:18:09+00:00,225000000.0,0.67,0.67,0.28,,,,0.67,,,159000000.0,,14000000.0,,628000000.0,628000000.0,,628000000.0,,-14000000.0,,285000000.0,,,314000000.0,,,497000000.0,33000000.0,,,3995000000.0,2723000000.0,,,,14000000.0,3445000000.0,3932000000.0,473000000.0,3918000000.0,-381000000.0,937300000.0,466401000.0,468285000.0
Aflac Inc,AFL,549300N0B7DOGLXWPP39,4977,2009.0,Q2YTD,2009-01-01,2009-06-30,,475000000.0,1.89,1.89,0.56,,,,1.89,,,461000000.0,,22000000.0,,1766000000.0,1766000000.0,,1766000000.0,,-22000000.0,,964000000.0,,,883000000.0,,,986000000.0,57000000.0,,,8110000000.0,5534000000.0,,,,22000000.0,6995000000.0,8361000000.0,1344000000.0,8339000000.0,-770000000.0,937300000.0,466401000.0,468285000.0
