company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
"DuPont de Nemours, Inc.",DD,,1666700,2016.0,FY,,2016-12-31,2018-02-15 16:04:46+00:00,6616000000.0,8978000000.0,4481000000.0,33952000000.0,-9822000000.0,1364000000.0,6607000000.0,7369000000.0,600000000.0,15272000000.0,57438000000.0,6026000000.0,20456000000.0,6716000000.0,7363000000.0,23486000000.0,1242000000.0,3079000000.0,923000000.0,11375000000.0,708000000.0,711000000.0,,,-239000000.0,565000000.0,5560000000.0,30338000000.0,907000000.0,0.0,79511000000.0,25987000000.0,23659000000.0,12604000000.0,25987000000.0,27229000000.0,52282000000.0,79511000000.0,32366000000.0,39678000000.0,-1659000000.0
"DuPont de Nemours, Inc.",DD,,1666700,2017.0,FY,,2017-12-31,2018-11-02 10:10:28+00:00,12861000000.0,16893000000.0,8409000000.0,37057000000.0,-8972000000.0,1237000000.0,13438000000.0,81280000000.0,843000000.0,59527000000.0,73304000000.0,33274000000.0,30056000000.0,7900000000.0,16992000000.0,36247000000.0,1597000000.0,1869000000.0,6266000000.0,18581000000.0,680000000.0,1614000000.0,,,-189000000.0,2774000000.0,7969000000.0,29211000000.0,4015000000.0,956000000.0,192164000000.0,100330000000.0,49893000000.0,26128000000.0,100330000000.0,101927000000.0,90237000000.0,192164000000.0,106024000000.0,64109000000.0,-1000000000.0
"DuPont de Nemours, Inc.",DD,,1666700,2017.0,Q3,,2017-09-30,2017-11-06 15:19:09+00:00,11510000000.0,18256000000.0,7849000000.0,36008000000.0,-9367000000.0,1266000000.0,13148000000.0,81139000000.0,729000000.0,60698000000.0,72227000000.0,33420000000.0,29819000000.0,8100000000.0,17255000000.0,36219000000.0,1588000000.0,1810000000.0,9125000000.0,18413000000.0,743000000.0,1145000000.0,3171000000.0,108000000.0,-192000000.0,2736000000.0,8092000000.0,31366000000.0,7082000000.0,1826000000.0,198527000000.0,102946000000.0,54801000000.0,27278000000.0,102946000000.0,104534000000.0,93993000000.0,198527000000.0,107507000000.0,66715000000.0,0.0
"DuPont de Nemours, Inc.",DD,,1666700,2018.0,FY,,2018-12-31,2020-02-14 13:42:20+00:00,2619000000.0,3391000000.0,1129000000.0,4199000000.0,-12394000000.0,,8548000000.0,81984000000.0,115000000.0,34496000000.0,14116000000.0,14655000000.0,12624000000.0,1773000000.0,4107000000.0,9917000000.0,1608000000.0,178000000.0,3912000000.0,1343000000.0,47000000.0,305000000.0,110275000000.0,69434000000.0,-134000000.0,134000000.0,764000000.0,30257000000.0,15000000.0,29000000.0,187855000000.0,94292000000.0,126655000000.0,73312000000.0,94292000000.0,95900000000.0,91955000000.0,187855000000.0,51283000000.0,18643000000.0,-5421000000.0
"DuPont de Nemours, Inc.",DD,,1666700,2018.0,Q3,,2018-09-30,2018-11-02 10:10:28+00:00,12952000000.0,19548000000.0,6152000000.0,39077000000.0,-10566000000.0,1164000000.0,6939000000.0,81862000000.0,701000000.0,59362000000.0,74305000000.0,31508000000.0,27293000000.0,7946000000.0,16441000000.0,35228000000.0,1654000000.0,1642000000.0,5908000000.0,15288000000.0,526000000.0,2107000000.0,,,-139000000.0,2836000000.0,7376000000.0,30933000000.0,7875000000.0,370000000.0,184453000000.0,98090000000.0,45405000000.0,27680000000.0,98090000000.0,99744000000.0,84709000000.0,184453000000.0,103820000000.0,57029000000.0,-4000000000.0
"DuPont de Nemours, Inc.",DD,,1666700,2018.0,Q2,,2018-06-30,2018-08-03 09:19:25+00:00,12645000000.0,20303000000.0,7191000000.0,38440000000.0,-10732000000.0,1179000000.0,9244000000.0,81707000000.0,874000000.0,59404000000.0,73664000000.0,32102000000.0,26850000000.0,7752000000.0,15630000000.0,35224000000.0,1620000000.0,1701000000.0,5885000000.0,17694000000.0,578000000.0,2213000000.0,,,-145000000.0,2709000000.0,7767000000.0,30432000000.0,7400000000.0,507000000.0,187367000000.0,98262000000.0,47897000000.0,28110000000.0,98262000000.0,99882000000.0,87485000000.0,187367000000.0,104246000000.0,59375000000.0,-3000000000.0
"DuPont de Nemours, Inc.",DD,,1666700,2018.0,Q1,,2018-03-31,2018-05-04 09:50:40+00:00,13130000000.0,19788000000.0,7480000000.0,38253000000.0,-7497000000.0,1207000000.0,10281000000.0,81541000000.0,889000000.0,60493000000.0,74329000000.0,32966000000.0,29343000000.0,7815000000.0,17457000000.0,36076000000.0,1664000000.0,1754000000.0,6113000000.0,18225000000.0,692000000.0,1950000000.0,,,-150000000.0,2912000000.0,8012000000.0,29366000000.0,5118000000.0,257000000.0,192441000000.0,101260000000.0,49733000000.0,26617000000.0,101260000000.0,102924000000.0,89517000000.0,192441000000.0,106632000000.0,62900000000.0,-2000000000.0
"DuPont de Nemours, Inc.",DD,,1666700,2019.0,FY,,2019-12-31,2020-05-05 12:30:26+00:00,2934000000.0,3802000000.0,1342000000.0,,-1416000000.0,,1540000000.0,50803000000.0,240000000.0,33151000000.0,,13593000000.0,13617000000.0,1228000000.0,4319000000.0,10143000000.0,569000000.0,236000000.0,3514000000.0,1172000000.0,32000000.0,338000000.0,,,,1014000000.0,1191000000.0,-8400000000.0,3830000000.0,,69396000000.0,40987000000.0,9999000000.0,8346000000.0,40987000000.0,41556000000.0,27840000000.0,69396000000.0,49254000000.0,19494000000.0,
"DuPont de Nemours, Inc.",DD,,1666700,2019.0,Q3,,2019-09-30,2019-10-31 10:14:54+00:00,2944000000.0,3962000000.0,1549000000.0,,-1529000000.0,,2107000000.0,51162000000.0,148000000.0,32935000000.0,,13769000000.0,15610000000.0,1698000000.0,4306000000.0,9699000000.0,568000000.0,231000000.0,3474000000.0,1050000000.0,35000000.0,307000000.0,0.0,0.0,0.0,1064000000.0,1457000000.0,-8289000000.0,1975000000.0,6000000.0,70119000000.0,41344000000.0,10688000000.0,6616000000.0,41344000000.0,41912000000.0,28207000000.0,70119000000.0,49732000000.0,21591000000.0,0.0
"DuPont de Nemours, Inc.",DD,,1666700,2019.0,Q2,,2019-06-30,2019-08-06 17:32:57+00:00,3020000000.0,4214000000.0,1652000000.0,,-831000000.0,,1661000000.0,51136000000.0,164000000.0,33330000000.0,,14150000000.0,15608000000.0,1682000000.0,4390000000.0,9806000000.0,570000000.0,219000000.0,3662000000.0,1102000000.0,36000000.0,350000000.0,0.0,0.0,0.0,997000000.0,1438000000.0,-8299000000.0,1621000000.0,8000000.0,70843000000.0,42006000000.0,10623000000.0,6457000000.0,42006000000.0,42576000000.0,28267000000.0,70843000000.0,50414000000.0,21810000000.0,0.0
