company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,preferreddividends,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
"DuPont de Nemours, Inc.",DD,,1666700,2015.0,FY,2015-01-01,2015-12-31,2018-02-15 16:04:46+00:00,419000000.0,6.45,6.45,1.72,6.15,,2147000000.0,7783000000.0,7783000000.0,0.0,7345000000.0,98000000.0,37745000000.0,48778000000.0,4693000000.0,340000000.0,1598000000.0,559000000.0,2948000000.0,37745000000.0,11033000000.0,946000000.0,674000000.0,5524000000.0,5509000000.0,4421000000.0,9930000000.0,48778000000.0,1138800000.0,1130100000.0,1241400000.0
"DuPont de Nemours, Inc.",DD,,1666700,2016.0,FY,2016-01-01,2016-12-31,2019-02-11 10:52:47+00:00,544000000.0,3.57,3.57,1.84,3.52,,9000000.0,4404000000.0,4404000000.0,0.0,3978000000.0,86000000.0,37668000000.0,48158000000.0,24000000.0,340000000.0,1593000000.0,595000000.0,2953000000.0,37668000000.0,10490000000.0,858000000.0,442000000.0,5685000000.0,4805000000.0,-392000000.0,4413000000.0,48158000000.0,1114300000.0,1108100000.0,1123200000.0
"DuPont de Nemours, Inc.",DD,,1666700,2016.0,Q3,2016-07-01,2016-09-30,2017-11-06 15:19:09+00:00,162000000.0,0.64,0.64,0.46,0.63,,271000000.0,818000000.0,818000000.0,0.0,804000000.0,14000000.0,9840000000.0,12483000000.0,-105000000.0,,399000000.0,0.0,738000000.0,9840000000.0,2643000000.0,220000000.0,70000000.0,1299000000.0,1344000000.0,-255000000.0,1089000000.0,12483000000.0,1256300000.0,1112400000.0,1127400000.0
"DuPont de Nemours, Inc.",DD,,1666700,2017.0,FY,2017-01-01,2017-12-31,2020-02-14 13:42:20+00:00,505000000.0,2.18,2.18,0.46,2.15,0.0,-1758000000.0,1291000000.0,233000000.0,1058000000.0,1159000000.0,132000000.0,9558000000.0,11672000000.0,66000000.0,,657000000.0,288000000.0,1615000000.0,9558000000.0,2114000000.0,1007000000.0,367000000.0,3065000000.0,-951000000.0,-574000000.0,-1525000000.0,11672000000.0,531700000.0,526600000.0,532700000.0
"DuPont de Nemours, Inc.",DD,,1666700,2017.0,Q4,2017-10-01,2017-12-31,,-51000000.0,0.04,0.04,-1.38,0.04,,-2997000000.0,-1517000000.0,-2595000000.0,1078000000.0,-1564000000.0,47000000.0,-23583000000.0,-30746000000.0,393000000.0,,-698000000.0,122000000.0,-865000000.0,-23583000000.0,-7163000000.0,279000000.0,-35000000.0,-1492000000.0,-5671000000.0,79000000.0,-5592000000.0,-30746000000.0,531700000.0,526600000.0,532700000.0
"DuPont de Nemours, Inc.",DD,,1666700,2017.0,Q3,2017-07-01,2017-09-30,2018-11-02 10:10:28+00:00,244000000.0,0.32,0.32,0.46,0.32,,571000000.0,534000000.0,554000000.0,-20000000.0,514000000.0,20000000.0,12186000000.0,15354000000.0,40000000.0,,528000000.0,179000000.0,1001000000.0,12186000000.0,3168000000.0,283000000.0,152000000.0,1952000000.0,1216000000.0,-91000000.0,1125000000.0,15354000000.0,1606300000.0,1577800000.0,1595300000.0
"DuPont de Nemours, Inc.",DD,,1666700,2017.0,Q3YTD,2017-01-01,2017-09-30,,556000000.0,2.14,2.14,1.38,2.11,,1239000000.0,2808000000.0,2828000000.0,-20000000.0,2723000000.0,85000000.0,33141000000.0,42418000000.0,-327000000.0,,1355000000.0,166000000.0,2480000000.0,33141000000.0,9277000000.0,728000000.0,402000000.0,4557000000.0,4720000000.0,-653000000.0,4067000000.0,42418000000.0,1606300000.0,1577800000.0,1595300000.0
"DuPont de Nemours, Inc.",DD,,1666700,2017.0,Q2,2017-04-01,2017-06-30,2018-08-03 09:19:25+00:00,157000000.0,1.08,1.08,0.46,1.07,,455000000.0,1359000000.0,1359000000.0,0.0,1321000000.0,38000000.0,10761000000.0,13834000000.0,186000000.0,,408000000.0,-12000000.0,720000000.0,10761000000.0,3073000000.0,226000000.0,54000000.0,1273000000.0,1800000000.0,14000000.0,1814000000.0,13834000000.0,1223100000.0,1211800000.0,1229000000.0
"DuPont de Nemours, Inc.",DD,,1666700,2017.0,Q2YTD,2017-01-01,2017-06-30,,312000000.0,1.82,1.82,0.92,1.79,,668000000.0,2274000000.0,2274000000.0,,2209000000.0,65000000.0,20955000000.0,27064000000.0,-367000000.0,,827000000.0,-13000000.0,1479000000.0,20955000000.0,6109000000.0,445000000.0,250000000.0,2605000000.0,3504000000.0,-562000000.0,2942000000.0,27064000000.0,1223100000.0,1211800000.0,1229000000.0
"DuPont de Nemours, Inc.",DD,,1666700,2017.0,Q1,2017-01-01,2017-03-31,2018-05-04 09:50:40+00:00,155000000.0,0.74,0.74,0.46,0.72,,213000000.0,915000000.0,915000000.0,0.0,888000000.0,27000000.0,10194000000.0,13230000000.0,-553000000.0,,419000000.0,-1000000.0,759000000.0,10194000000.0,3036000000.0,219000000.0,196000000.0,1332000000.0,1704000000.0,-576000000.0,1128000000.0,13230000000.0,1200000000.0,1202500000.0,1222100000.0
