company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,currentemployeebenefitliabilities,customerdeposits,dividendspayable,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othertaxespayable,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Wynn Resorts Ltd,WYNN,,1174922,2009.0,FY,,2009-12-31,2011-02-28 20:55:43+00:00,135501000.0,152879000.0,26751000.0,2446000.0,1991830000.0,,4240858000.0,,44032000.0,69825000.0,318755000.0,,44659000.0,3566428000.0,4102000.0,107005000.0,5062059000.0,126025000.0,26386000.0,,9546000.0,17520000.0,99380000.0,129393000.0,62227000.0,100980000.0,31242000.0,,-89559000.0,2675000.0,,7581769000.0,3034338000.0,2282956000.0,725585000.0,3034338000.0,3160363000.0,4421406000.0,7581769000.0,236754000.0,3695821000.0,0.0,-1119407000.0
Wynn Resorts Ltd,WYNN,,1174922,2010.0,FY,,2010-12-31,2012-02-29 16:47:29+00:00,168135000.0,187464000.0,32476000.0,889000.0,1258499000.0,0.0,3347424000.0,,5035000.0,70834000.0,368621000.0,,40205000.0,3264854000.0,4232000.0,86847000.0,4921259000.0,142637000.0,,76881000.0,12266000.0,53999000.0,85802000.0,64248000.0,61863000.0,173888000.0,28326000.0,,9042000.0,2675000.0,,6674497000.0,2237948000.0,1561136000.0,887929000.0,2237948000.0,2380585000.0,4293912000.0,6674497000.0,192102000.0,3405983000.0,0.0,-1119407000.0
Wynn Resorts Ltd,WYNN,,1174922,2010.0,Q3,,2010-09-30,2010-11-05 21:10:22+00:00,130752000.0,141379000.0,37531000.0,2900000.0,1922338000.0,,4297806000.0,,3453000.0,82893000.0,323783000.0,,41319000.0,3176408000.0,4048000.0,95344000.0,4976270000.0,226037000.0,,23576000.0,10655000.0,45394000.0,90169000.0,117012000.0,63934000.0,105856000.0,27082000.0,,-105441000.0,2675000.0,,7361883000.0,3075858000.0,2186143000.0,742992000.0,3075858000.0,3301895000.0,4059988000.0,7361883000.0,199470000.0,3316996000.0,0.0,-1119407000.0
Wynn Resorts Ltd,WYNN,,1174922,2010.0,Q2,,2010-06-30,2010-08-06 19:08:59+00:00,143338000.0,157560000.0,29663000.0,-100000.0,1858422000.0,,4266583000.0,,3483000.0,67953000.0,286880000.0,,42431000.0,3231013000.0,4011000.0,97887000.0,5031785000.0,193115000.0,0.0,18722000.0,12710000.0,19332000.0,91381000.0,125910000.0,58769000.0,128325000.0,26929000.0,,-41020000.0,2675000.0,,7369175000.0,3106056000.0,2140798000.0,694359000.0,3106056000.0,3299171000.0,4070004000.0,7369175000.0,196592000.0,3375645000.0,0.0,-1119407000.0
Wynn Resorts Ltd,WYNN,,1174922,2011.0,FY,,2011-12-31,2013-03-01 16:09:00+00:00,171608000.0,238490000.0,94642000.0,840000.0,1262587000.0,0.0,3178850000.0,,5592000.0,78717000.0,576011000.0,,35751000.0,2809785000.0,95877000.0,72061000.0,4865332000.0,134432000.0,,54294000.0,17896000.0,49989000.0,125712000.0,232070000.0,50372000.0,177504000.0,31248000.0,,36368000.0,407934000.0,122066000.0,6899496000.0,2089022000.0,1726452000.0,1579893000.0,2089022000.0,2223454000.0,4676042000.0,6899496000.0,307712000.0,3096149000.0,0.0,-1127036000.0
Wynn Resorts Ltd,WYNN,,1174922,2011.0,Q3,,2011-09-30,2011-11-09 14:29:38+00:00,140254000.0,190346000.0,106506000.0,-2867000.0,1776024000.0,0.0,3396850000.0,,5561000.0,96869000.0,546324000.0,,36864000.0,2933366000.0,110228000.0,77411000.0,4687027000.0,286540000.0,,76510000.0,79043000.0,41197000.0,336472000.0,232023000.0,53253000.0,139438000.0,26930000.0,,307061000.0,170565000.0,134419000.0,7428974000.0,2574778000.0,2205130000.0,1325757000.0,2574778000.0,2861318000.0,4567656000.0,7428974000.0,536817000.0,3241899000.0,0.0,-1126266000.0
Wynn Resorts Ltd,WYNN,,1174922,2011.0,Q2,,2011-06-30,2011-08-09 15:27:09+00:00,166711000.0,180792000.0,48833000.0,921000.0,1684989000.0,0.0,3385483000.0,,4145000.0,88634000.0,468413000.0,,37978000.0,2995256000.0,76898000.0,75368000.0,4770450000.0,229295000.0,,76066000.0,10338000.0,51073000.0,95350000.0,140404000.0,56174000.0,169206000.0,30424000.0,,242490000.0,150898000.0,99289000.0,7107712000.0,2508440000.0,2070862000.0,1158251000.0,2508440000.0,2737735000.0,4369977000.0,7107712000.0,266400000.0,3211726000.0,0.0,-1120454000.0
Wynn Resorts Ltd,WYNN,,1174922,2011.0,Q1,,2011-03-31,2011-05-09 17:04:47+00:00,154834000.0,186841000.0,33021000.0,-9000.0,1446832000.0,,3357265000.0,,4180000.0,76114000.0,383556000.0,,39091000.0,3163945000.0,3934000.0,80896000.0,4854124000.0,195209000.0,,77665000.0,11185000.0,42449000.0,81649000.0,61118000.0,59052000.0,156521000.0,30748000.0,,182846000.0,2675000.0,,6783167000.0,2420695000.0,1745317000.0,864535000.0,2420695000.0,2615904000.0,4167263000.0,6783167000.0,183726000.0,3302728000.0,0.0,-1119407000.0
Wynn Resorts Ltd,WYNN,,1174922,2012.0,FY,,2012-12-31,2014-02-28 16:54:40+00:00,164858000.0,238573000.0,44244000.0,4177000.0,1725219000.0,0.0,819958000.0,,5197000.0,75962000.0,544649000.0,,31297000.0,5781770000.0,144604000.0,63799000.0,4727899000.0,362969000.0,,45499000.0,31763000.0,100562000.0,99227000.0,214016000.0,71189000.0,163092000.0,35900000.0,,44775000.0,1050000.0,138887000.0,7276594000.0,-259037000.0,2202378000.0,1131377000.0,-259037000.0,103932000.0,7172662000.0,7276594000.0,346317000.0,6041285000.0,0.0,-1127947000.0
Wynn Resorts Ltd,WYNN,,1174922,2012.0,Q3,,2012-09-30,2012-11-09 16:24:21+00:00,186645000.0,213322000.0,49939000.0,3625000.0,2330937000.0,0.0,1259092000.0,,5016000.0,96655000.0,595243000.0,,32410000.0,5781471000.0,197300000.0,65531000.0,4697692000.0,307965000.0,,36718000.0,29594000.0,71783000.0,113883000.0,213181000.0,73658000.0,169282000.0,32597000.0,,276565000.0,1400000.0,198897000.0,7956227000.0,411335000.0,2841284000.0,1205557000.0,411335000.0,719300000.0,7236927000.0,7956227000.0,417251000.0,6031370000.0,0.0,-1127947000.0
Wynn Resorts Ltd,WYNN,,1174922,2012.0,Q2,,2012-06-30,2012-08-09 16:31:19+00:00,158665000.0,218068000.0,48356000.0,2096000.0,1933189000.0,0.0,1252638000.0,,4232000.0,85139000.0,608929000.0,,33523000.0,5292218000.0,58647000.0,66287000.0,4744574000.0,253830000.0,,45875000.0,30731000.0,79768000.0,119970000.0,209978000.0,53159000.0,155432000.0,34044000.0,,214791000.0,165796000.0,219130000.0,7480591000.0,341642000.0,2470718000.0,1337048000.0,341642000.0,595472000.0,6885119000.0,7480591000.0,265299000.0,5548071000.0,0.0,-1127883000.0
