company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otherrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Wynn Resorts Ltd,WYNN,,1174922,2011.0,Q1TTM,2010-04-01,2011-03-31,,2.48,2.48,8.5,402340000.0,2.46,,17484000.0,485072000.0,485072000.0,306943000.0,178129000.0,2885520000.0,4858223000.0,31447000.0,7830000.0,-322171000.0,33871000.0,391914000.0,2916967000.0,1619085000.0,299855000.0,3621000.0,828125000.0,790960000.0,-288404000.0,502556000.0,4536052000.0,124100000.0,123757000.0,125371000.0
Wynn Resorts Ltd,WYNN,,1174922,2011.0,Q1,2011-01-01,2011-03-31,2012-05-10 15:39:49+00:00,1.4,1.4,,101347000.0,1.39,,2106000.0,226335000.0,226335000.0,173804000.0,52531000.0,777199000.0,1349504000.0,10161000.0,5147000.0,-89232000.0,3348000.0,87661000.0,787360000.0,472912000.0,58263000.0,1001000.0,192356000.0,280556000.0,-52115000.0,228441000.0,1260272000.0,124100000.0,123757000.0,125371000.0
Wynn Resorts Ltd,WYNN,,1174922,2012.0,Q4,2012-10-01,2012-12-31,,1.12,1.12,-1.5,93057000.0,1.11,,16782000.0,165826000.0,165826000.0,111373000.0,54453000.0,801958000.0,1381617000.0,12023000.0,-1863000.0,-92533000.0,3897000.0,120187000.0,813981000.0,475103000.0,78402000.0,4911000.0,217141000.0,257962000.0,-75354000.0,182608000.0,1289084000.0,103100000.0,103092000.0,104249000.0
Wynn Resorts Ltd,WYNN,,1174922,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 17:34:27+00:00,4.87,4.87,,373199000.0,4.82,,4299000.0,728699000.0,728699000.0,502036000.0,226663000.0,3251575000.0,5520388000.0,18091000.0,4003000.0,-366104000.0,40444000.0,441699000.0,3269666000.0,1884618000.0,313910000.0,13629000.0,855342000.0,1029276000.0,-296278000.0,732998000.0,5154284000.0,103100000.0,103092000.0,104249000.0
Wynn Resorts Ltd,WYNN,,1174922,2012.0,Q3YTD,2012-01-01,2012-09-30,,3.75,3.75,1.5,280142000.0,3.71,,-12483000.0,562873000.0,562873000.0,390663000.0,172210000.0,2449617000.0,4138771000.0,6068000.0,5866000.0,-273571000.0,36547000.0,321512000.0,2455685000.0,1409515000.0,235508000.0,8718000.0,638201000.0,771314000.0,-220924000.0,550390000.0,3865200000.0,100000000.0,99871000.0,100892000.0
Wynn Resorts Ltd,WYNN,,1174922,2012.0,Q3TTM,2011-10-01,2012-09-30,,5.29,5.29,0.5,374260000.0,5.22,,-43636000.0,821135000.0,821135000.0,581136000.0,239999000.0,3300923000.0,5573386000.0,21577000.0,10886000.0,-364323000.0,43126000.0,423057000.0,3322500000.0,1886563000.0,291470000.0,11963000.0,840443000.0,1046120000.0,-268621000.0,777499000.0,5209063000.0,100000000.0,99871000.0,100892000.0
Wynn Resorts Ltd,WYNN,,1174922,2012.0,Q3,2012-07-01,2012-09-30,2013-11-12 16:20:28+00:00,1.12,1.12,0.5,94274000.0,1.11,,-7626000.0,165171000.0,165171000.0,112035000.0,53136000.0,813340000.0,1390131000.0,5283000.0,1249000.0,-91636000.0,22721000.0,115785000.0,818623000.0,479872000.0,94745000.0,3949000.0,232780000.0,247092000.0,-89547000.0,157545000.0,1298495000.0,100000000.0,99871000.0,100892000.0
Wynn Resorts Ltd,WYNN,,1174922,2012.0,Q2YTD,2012-01-01,2012-06-30,,2.63,2.63,1.0,185868000.0,2.6,,-4857000.0,397702000.0,397702000.0,278628000.0,119074000.0,1636277000.0,2748640000.0,785000.0,4617000.0,-181935000.0,13826000.0,205727000.0,1637062000.0,929643000.0,140763000.0,4769000.0,405421000.0,524222000.0,-131377000.0,392845000.0,2566705000.0,100000000.0,99782000.0,101010000.0
Wynn Resorts Ltd,WYNN,,1174922,2012.0,Q2TTM,2011-07-01,2012-06-30,,5.19,5.19,0.5,380508000.0,5.12,,-31740000.0,841149000.0,841149000.0,596164000.0,244985000.0,3323599000.0,5571994000.0,20618000.0,13670000.0,-363122000.0,30067000.0,415207000.0,3344217000.0,1864655000.0,254187000.0,11053000.0,825782000.0,1038873000.0,-229464000.0,809409000.0,5208872000.0,100000000.0,99782000.0,101010000.0
Wynn Resorts Ltd,WYNN,,1174922,2012.0,Q2,2012-04-01,2012-06-30,2013-08-09 15:18:25+00:00,1.38,1.38,0.5,93463000.0,1.37,,-4740000.0,199293000.0,199293000.0,138064000.0,61229000.0,809583000.0,1340809000.0,-17279000.0,1565000.0,-87602000.0,3540000.0,99777000.0,792304000.0,460903000.0,73874000.0,2739000.0,196780000.0,264123000.0,-69570000.0,194553000.0,1253207000.0,100000000.0,99782000.0,101010000.0
Wynn Resorts Ltd,WYNN,,1174922,2012.0,Q1TTM,2011-04-01,2012-03-31,,4.79,4.79,0.5,389097000.0,4.72,,-21769000.0,797187000.0,797187000.0,580131000.0,217056000.0,3359528000.0,5683429000.0,41681000.0,16024000.0,-360411000.0,137587000.0,407342000.0,3401209000.0,1921809000.0,238544000.0,10155000.0,934026000.0,987783000.0,-212365000.0,775418000.0,5323018000.0,112500000.0,112704000.0,114008000.0
Wynn Resorts Ltd,WYNN,,1174922,2012.0,Q1,2012-01-01,2012-03-31,2013-05-10 15:57:32+00:00,1.25,1.25,0.5,92405000.0,1.23,,-117000.0,198409000.0,198409000.0,140564000.0,57845000.0,826694000.0,1407831000.0,18064000.0,3052000.0,-94333000.0,10286000.0,105950000.0,844758000.0,468740000.0,66889000.0,2030000.0,208641000.0,260099000.0,-61807000.0,198292000.0,1313498000.0,112500000.0,112704000.0,114008000.0
Wynn Resorts Ltd,WYNN,,1174922,2013.0,FY,2013-01-01,2013-12-31,2016-02-29 09:35:54+00:00,7.25,7.25,,371051000.0,7.17,,-17634000.0,1004157000.0,1004157000.0,728652000.0,275505000.0,3478822000.0,5988244000.0,11877000.0,19091000.0,-367308000.0,20307000.0,448788000.0,3490699000.0,2130237000.0,339457000.0,16798000.0,840146000.0,1290091000.0,-303568000.0,986523000.0,5620936000.0,100500000.0,100540000.0,101641000.0
Wynn Resorts Ltd,WYNN,,1174922,2013.0,Q4,2013-10-01,2013-12-31,,2.13,2.13,-3.0,91990000.0,2.1,,-6335000.0,290486000.0,290486000.0,213884000.0,76602000.0,933077000.0,1615855000.0,4773000.0,1575000.0,-95958000.0,5144000.0,116472000.0,937850000.0,582047000.0,90189000.0,4324000.0,213606000.0,368441000.0,-84290000.0,284151000.0,1519897000.0,100500000.0,100540000.0,101641000.0
Wynn Resorts Ltd,WYNN,,1174922,2013.0,Q3YTD,2013-01-01,2013-09-30,,5.12,5.12,3.0,279061000.0,5.07,,-11299000.0,713671000.0,713671000.0,514768000.0,198903000.0,2545745000.0,4372389000.0,7104000.0,17516000.0,-271350000.0,15163000.0,332316000.0,2552849000.0,1548190000.0,249268000.0,12474000.0,626540000.0,921650000.0,-219278000.0,702372000.0,4101039000.0,100600000.0,100685000.0,101547000.0
Wynn Resorts Ltd,WYNN,,1174922,2013.0,Q3TTM,2012-10-01,2013-09-30,,6.24,6.24,1.5,372118000.0,6.18,,5483000.0,879497000.0,879497000.0,626141000.0,253356000.0,3347703000.0,5754006000.0,19127000.0,15653000.0,-363883000.0,19060000.0,452503000.0,3366830000.0,2023293000.0,327670000.0,17385000.0,843681000.0,1179612000.0,-294632000.0,884980000.0,5390123000.0,100600000.0,100685000.0,101547000.0
Wynn Resorts Ltd,WYNN,,1174922,2013.0,Q3,2013-07-01,2013-09-30,2014-11-07 16:22:51+00:00,1.81,1.81,1.0,93325000.0,1.79,,-7281000.0,248811000.0,248811000.0,182020000.0,66791000.0,863139000.0,1486035000.0,11325000.0,-2402000.0,-95923000.0,3319000.0,105026000.0,874464000.0,515648000.0,73549000.0,3503000.0,201670000.0,313978000.0,-72448000.0,241530000.0,1390112000.0,100600000.0,100685000.0,101547000.0
Wynn Resorts Ltd,WYNN,,1174922,2013.0,Q2YTD,2013-01-01,2013-06-30,,3.31,3.31,2.0,185736000.0,3.28,,-4018000.0,464860000.0,464860000.0,332748000.0,132112000.0,1682606000.0,2886354000.0,-4221000.0,19918000.0,-175427000.0,11844000.0,227290000.0,1678385000.0,1032542000.0,175719000.0,8971000.0,424870000.0,607672000.0,-146830000.0,460842000.0,2710927000.0,100600000.0,100484000.0,101549000.0
Wynn Resorts Ltd,WYNN,,1174922,2013.0,Q2TTM,2012-07-01,2013-06-30,,5.55,5.55,1.0,373067000.0,5.5,,5138000.0,795857000.0,795857000.0,556156000.0,239701000.0,3297904000.0,5658102000.0,13085000.0,19304000.0,-359596000.0,38462000.0,463262000.0,3310989000.0,1987517000.0,348866000.0,17831000.0,874791000.0,1112726000.0,-311731000.0,800995000.0,5298506000.0,100600000.0,100484000.0,101549000.0
Wynn Resorts Ltd,WYNN,,1174922,2013.0,Q2,2013-04-01,2013-06-30,2014-08-08 16:16:28+00:00,1.29,1.29,1.0,93218000.0,1.28,,1124000.0,192716000.0,192716000.0,129785000.0,62931000.0,837829000.0,1418122000.0,-11225000.0,15609000.0,-85849000.0,6046000.0,132381000.0,826604000.0,505669000.0,100342000.0,4549000.0,231645000.0,274024000.0,-80184000.0,193840000.0,1332273000.0,100600000.0,100484000.0,101549000.0
Wynn Resorts Ltd,WYNN,,1174922,2013.0,Q1TTM,2012-04-01,2013-03-31,,5.64,5.64,0.5,373312000.0,5.59,,-726000.0,802434000.0,802434000.0,564435000.0,237999000.0,3269658000.0,5580789000.0,7031000.0,5260000.0,-361349000.0,35956000.0,430658000.0,3276689000.0,1942751000.0,322398000.0,16021000.0,839926000.0,1102825000.0,-301117000.0,801708000.0,5219440000.0,100500000.0,100237000.0,101373000.0
Wynn Resorts Ltd,WYNN,,1174922,2013.0,Q1,2013-01-01,2013-03-31,2014-05-09 16:41:55+00:00,2.02,2.02,1.0,92518000.0,2.0,,-5142000.0,272144000.0,272144000.0,202963000.0,69181000.0,844777000.0,1468232000.0,7004000.0,4309000.0,-89578000.0,5798000.0,94909000.0,851781000.0,526873000.0,75377000.0,4422000.0,193225000.0,333648000.0,-66646000.0,267002000.0,1378654000.0,100500000.0,100237000.0,101373000.0
Wynn Resorts Ltd,WYNN,,1174922,2014.0,FY,2014-01-01,2014-12-31,2017-02-24 09:07:32+00:00,0.03,7.25,,314119000.0,7.18,,-3782000.0,962644000.0,962644000.0,731554000.0,231090000.0,3316311000.0,5822865000.0,3906000.0,-4575000.0,-389204000.0,40583000.0,492464000.0,3320217000.0,2113444000.0,324631000.0,21790000.0,847166000.0,1266278000.0,-307416000.0,958862000.0,5433661000.0,24385100000.0,100927000.0,101931000.0
Wynn Resorts Ltd,WYNN,,1174922,2014.0,Q4,2014-10-01,2014-12-31,,-6.14,1.08,-3.75,80082000.0,1.08,,-12043000.0,148193000.0,148193000.0,109346000.0,38847000.0,699764000.0,1236656000.0,4649000.0,-2719000.0,-98681000.0,12117000.0,125833000.0,704413000.0,433562000.0,81206000.0,4545000.0,218032000.0,215530000.0,-79380000.0,136150000.0,1137975000.0,24385100000.0,100927000.0,101931000.0
Wynn Resorts Ltd,WYNN,,1174922,2014.0,Q3,2014-07-01,2014-09-30,2015-11-06 16:40:07+00:00,1.9,1.9,1.25,79027000.0,1.88,,4888000.0,253006000.0,253006000.0,191406000.0,61600000.0,818521000.0,1469010000.0,4695000.0,1559000.0,-99000000.0,8358000.0,126834000.0,823216000.0,546794000.0,82621000.0,6381000.0,214219000.0,332575000.0,-74681000.0,257894000.0,1370010000.0,100700000.0,100959000.0,101999000.0
Wynn Resorts Ltd,WYNN,,1174922,2014.0,Q3YTD,2014-01-01,2014-09-30,,6.17,6.17,3.75,234037000.0,6.1,,8261000.0,814451000.0,814451000.0,622208000.0,192243000.0,2616547000.0,4586209000.0,-743000.0,-1856000.0,-290523000.0,28466000.0,366631000.0,2615804000.0,1679882000.0,243425000.0,17245000.0,629134000.0,1050748000.0,-228036000.0,822712000.0,4295686000.0,100700000.0,100959000.0,101999000.0
Wynn Resorts Ltd,WYNN,,1174922,2014.0,Q3TTM,2013-10-01,2014-09-30,,8.3,8.3,0.75,326027000.0,8.2,,1926000.0,1104937000.0,1104937000.0,836092000.0,268845000.0,3549624000.0,6202064000.0,4030000.0,-281000.0,-386481000.0,33610000.0,483103000.0,3553654000.0,2261929000.0,333614000.0,21569000.0,842740000.0,1419189000.0,-312326000.0,1106863000.0,5815583000.0,100700000.0,100959000.0,101999000.0
Wynn Resorts Ltd,WYNN,,1174922,2014.0,Q2YTD,2014-01-01,2014-06-30,,4.27,4.27,2.5,155010000.0,4.22,,3373000.0,561445000.0,561445000.0,430802000.0,130643000.0,1798026000.0,3117199000.0,-5438000.0,-3415000.0,-191523000.0,20108000.0,239797000.0,1792588000.0,1133088000.0,160804000.0,10864000.0,414915000.0,718173000.0,-153355000.0,564818000.0,2925676000.0,100900000.0,100915000.0,102018000.0
Wynn Resorts Ltd,WYNN,,1174922,2014.0,Q2TTM,2013-07-01,2014-06-30,,8.21,8.21,0.5,340325000.0,8.11,,-10243000.0,1100742000.0,1100742000.0,826706000.0,274036000.0,3594242000.0,6219089000.0,10660000.0,-4242000.0,-383404000.0,28571000.0,461295000.0,3604902000.0,2230783000.0,324542000.0,18691000.0,830191000.0,1400592000.0,-310093000.0,1090499000.0,5835685000.0,100900000.0,100915000.0,102018000.0
Wynn Resorts Ltd,WYNN,,1174922,2014.0,Q2,2014-04-01,2014-06-30,2015-08-07 16:37:25+00:00,2.02,2.02,1.25,78351000.0,2.0,,764000.0,258402000.0,258402000.0,203906000.0,54496000.0,859459000.0,1505893000.0,-2710000.0,-3960000.0,-93830000.0,7101000.0,128520000.0,856749000.0,555314000.0,84019000.0,5803000.0,213972000.0,341342000.0,-82176000.0,259166000.0,1412063000.0,100900000.0,100915000.0,102018000.0
Wynn Resorts Ltd,WYNN,,1174922,2014.0,Q1TTM,2013-04-01,2014-03-31,,7.48,7.48,0.25,355192000.0,7.39,,-9883000.0,1035056000.0,1035056000.0,752585000.0,282471000.0,3572612000.0,6131318000.0,2145000.0,15327000.0,-375423000.0,27516000.0,465156000.0,3574757000.0,2181138000.0,340865000.0,17437000.0,847864000.0,1333274000.0,-308101000.0,1025173000.0,5755895000.0,100800000.0,100822000.0,102009000.0
Wynn Resorts Ltd,WYNN,,1174922,2014.0,Q1,2014-01-01,2014-03-31,2015-05-08 16:09:20+00:00,2.25,2.25,1.25,76659000.0,2.22,,2609000.0,303043000.0,303043000.0,226896000.0,76147000.0,938567000.0,1611306000.0,-2728000.0,545000.0,-97693000.0,13007000.0,111277000.0,935839000.0,577774000.0,76785000.0,5061000.0,200943000.0,376831000.0,-71179000.0,305652000.0,1513613000.0,100800000.0,100822000.0,102009000.0
Wynn Resorts Ltd,WYNN,,1174922,2015.0,FY,2015-01-01,2015-12-31,2018-02-28 17:06:26+00:00,1.93,1.93,,322629000.0,1.92,,7723000.0,281524000.0,281524000.0,195290000.0,86234000.0,2530374000.0,4418621000.0,11115000.0,48291000.0,-342738000.0,88158000.0,464793000.0,2541489000.0,1534394000.0,426910000.0,9052000.0,875580000.0,658814000.0,-369567000.0,289247000.0,4075883000.0,101200000.0,101163000.0,101671000.0
Wynn Resorts Ltd,WYNN,,1174922,2015.0,Q4,2015-10-01,2015-12-31,,1.8,0.86,-2.5,77201000.0,0.85,,-16190000.0,104794000.0,104794000.0,87221000.0,17573000.0,575983000.0,1030718000.0,-2151000.0,6023000.0,-83816000.0,31762000.0,112247000.0,573832000.0,373070000.0,73608000.0,4329000.0,221210000.0,151860000.0,-63256000.0,88604000.0,946902000.0,101200000.0,101163000.0,101671000.0
Wynn Resorts Ltd,WYNN,,1174922,2015.0,Q3,2015-07-01,2015-09-30,2016-11-04 16:26:22+00:00,0.05,0.95,0.5,80649000.0,0.95,,7418000.0,113429000.0,113429000.0,96210000.0,17219000.0,622884000.0,1080765000.0,2885000.0,46660000.0,-84480000.0,20454000.0,116639000.0,625769000.0,370516000.0,80050000.0,1463000.0,217742000.0,152774000.0,-31927000.0,120847000.0,996285000.0,1924200000.0,101161000.0,101581000.0
Wynn Resorts Ltd,WYNN,,1174922,2015.0,Q3YTD,2015-01-01,2015-09-30,,0.13,1.07,2.5,245428000.0,1.07,,23913000.0,176730000.0,176730000.0,108069000.0,68661000.0,1954391000.0,3387903000.0,13266000.0,42268000.0,-258922000.0,56396000.0,352546000.0,1967657000.0,1161324000.0,353302000.0,4723000.0,654370000.0,506954000.0,-306311000.0,200643000.0,3128981000.0,1924200000.0,101161000.0,101581000.0
Wynn Resorts Ltd,WYNN,,1174922,2015.0,Q3TTM,2014-10-01,2015-09-30,,-6.01,2.15,-1.25,325510000.0,2.15,,11870000.0,324923000.0,324923000.0,217415000.0,107508000.0,2654155000.0,4624559000.0,17915000.0,39549000.0,-357603000.0,68513000.0,478379000.0,2672070000.0,1594886000.0,434508000.0,9268000.0,872402000.0,722484000.0,-385691000.0,336793000.0,4266956000.0,1924200000.0,101161000.0,101581000.0
Wynn Resorts Ltd,WYNN,,1174922,2015.0,Q2,2015-04-01,2015-06-30,2016-08-09 16:04:25+00:00,0.04,0.56,0.5,81913000.0,0.56,,13298000.0,77203000.0,77203000.0,56460000.0,20743000.0,654068000.0,1122595000.0,4302000.0,-916000.0,-82137000.0,17347000.0,113707000.0,658370000.0,382088000.0,79075000.0,1371000.0,212967000.0,169121000.0,-78620000.0,90501000.0,1040458000.0,1411500000.0,101157000.0,101710000.0
Wynn Resorts Ltd,WYNN,,1174922,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.08,0.12,2.0,164779000.0,0.12,,16495000.0,63301000.0,63301000.0,11859000.0,51442000.0,1331507000.0,2307138000.0,10381000.0,-4392000.0,-174442000.0,35942000.0,235907000.0,1341888000.0,790808000.0,273252000.0,3260000.0,436628000.0,354180000.0,-274384000.0,79796000.0,2132696000.0,1411500000.0,101157000.0,101710000.0
