company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Wynn Resorts Ltd,WYNN,,1174922,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 20:55:43+00:00,,21951000.0,695000.0,232019000.0,263213000.0,7028000.0,-53234000.0,844318000.0,1379968000.0,667572000.0,-1338999000.0,523183000.0,667572000.0,-1338999000.0,523183000.0,-141216000.0,210479000.0,210479000.0,80774000.0,-3518000.0,-43589000.0,,,-1333182000.0,-613066000.0,-940130000.0,,31052000.0,6720000.0
Wynn Resorts Ltd,WYNN,,1174922,2009.0,Q4,2009-10-01,2009-12-31,,,5486000.0,2894000.0,209093000.0,104441000.0,-657000.0,2784000.0,1869653000.0,499001000.0,667748000.0,-118123000.0,146784000.0,667748000.0,-118123000.0,146784000.0,695752000.0,13232000.0,13232000.0,20841000.0,1317000.0,-8461000.0,-489876000.0,,-109747000.0,-1212347000.0,,,,85000.0
Wynn Resorts Ltd,WYNN,,1174922,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 16:47:29+00:00,,26160000.0,2894000.0,209093000.0,410547000.0,-465000.0,114690000.0,2071798000.0,1151781000.0,815515000.0,-551080000.0,593956000.0,815515000.0,-551080000.0,593956000.0,857926000.0,39107000.0,39107000.0,3452000.0,41695000.0,-11258000.0,-489876000.0,,-540929000.0,-1959883000.0,,,,1107000.0
Wynn Resorts Ltd,WYNN,,1174922,2009.0,Q3,2009-07-01,2009-09-30,,,5469000.0,,,101907000.0,-16000.0,121017000.0,,65000000.0,61512000.0,-131109000.0,275509000.0,61512000.0,-131109000.0,275509000.0,205896000.0,34210000.0,34210000.0,12906000.0,870000.0,-7267000.0,,,-124070000.0,-4358000.0,,,,228000.0
Wynn Resorts Ltd,WYNN,,1174922,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 21:10:22+00:00,,20674000.0,,,306106000.0,192000.0,111906000.0,202145000.0,652780000.0,147767000.0,-432957000.0,447172000.0,147767000.0,-432957000.0,447172000.0,162174000.0,25875000.0,25875000.0,-17389000.0,40378000.0,-2797000.0,,,-431182000.0,-747536000.0,,,,1022000.0
Wynn Resorts Ltd,WYNN,,1174922,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 19:08:59+00:00,,15205000.0,,,204199000.0,208000.0,-9111000.0,202145000.0,587780000.0,86255000.0,-301848000.0,171663000.0,86255000.0,-301848000.0,171663000.0,-43722000.0,-8335000.0,-8335000.0,-30295000.0,39508000.0,4470000.0,0.0,,-307112000.0,-743178000.0,,,,794000.0
Wynn Resorts Ltd,WYNN,,1174922,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 16:09:00+00:00,,24342000.0,1019000.0,171663000.0,405558000.0,-1884000.0,192429000.0,,2246361000.0,-1492636000.0,-296123000.0,1057312000.0,-1492636000.0,-296123000.0,1057312000.0,-733331000.0,316596000.0,316596000.0,118387000.0,76019000.0,-13034000.0,-1192138000.0,,-283828000.0,-2622878000.0,,,,739000.0
Wynn Resorts Ltd,WYNN,,1174922,2010.0,Q4,2010-10-01,2010-12-31,,,5046000.0,1019000.0,171663000.0,100299000.0,-1463000.0,101124000.0,,569833000.0,-1002794000.0,-55761000.0,396179000.0,-1002794000.0,-55761000.0,396179000.0,-663839000.0,171874000.0,171874000.0,17836000.0,39552000.0,-1612000.0,-1130804000.0,,-54251000.0,-481375000.0,,,,102000.0
Wynn Resorts Ltd,WYNN,,1174922,2010.0,Q3TTM,2009-10-01,2010-09-30,,,24782000.0,2894000.0,209093000.0,409700000.0,-1078000.0,94089000.0,1869653000.0,2175529000.0,177906000.0,-358485000.0,807917000.0,177906000.0,-358485000.0,807917000.0,626260000.0,157954000.0,157954000.0,121392000.0,37784000.0,-19883000.0,-551210000.0,,-339324000.0,-3353850000.0,,,,722000.0
Wynn Resorts Ltd,WYNN,,1174922,2010.0,Q3,2010-07-01,2010-09-30,,,7305000.0,,,99341000.0,1790000.0,64479000.0,,1617581000.0,-133422000.0,-42995000.0,238543000.0,-133422000.0,-42995000.0,238543000.0,63916000.0,-2054000.0,-2054000.0,69472000.0,24561000.0,-2045000.0,-30691000.0,,-41014000.0,-1744873000.0,,,,64000.0
Wynn Resorts Ltd,WYNN,,1174922,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-09 14:29:38+00:00,,19296000.0,,,305259000.0,-421000.0,91305000.0,,1676528000.0,-489842000.0,-240362000.0,661133000.0,-489842000.0,-240362000.0,661133000.0,-69492000.0,144722000.0,144722000.0,100551000.0,36467000.0,-11422000.0,-61334000.0,,-229577000.0,-2141503000.0,,,,637000.0
Wynn Resorts Ltd,WYNN,,1174922,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-09 15:27:09+00:00,,11991000.0,,,205918000.0,-2211000.0,26826000.0,,58947000.0,-356420000.0,-197367000.0,422590000.0,-356420000.0,-197367000.0,422590000.0,-133408000.0,146776000.0,146776000.0,31079000.0,11906000.0,-9377000.0,-30643000.0,,-188563000.0,-396630000.0,,,,573000.0
Wynn Resorts Ltd,WYNN,,1174922,2010.0,Q2TTM,2009-07-01,2010-06-30,,,22946000.0,2894000.0,209093000.0,412266000.0,-2884000.0,150627000.0,1869653000.0,622948000.0,372840000.0,-446599000.0,844883000.0,372840000.0,-446599000.0,844883000.0,768240000.0,194218000.0,194218000.0,64826000.0,14093000.0,-25105000.0,-520519000.0,,-422380000.0,-1613335000.0,,,,886000.0
Wynn Resorts Ltd,WYNN,,1174922,2010.0,Q2,2010-04-01,2010-06-30,,,6282000.0,,,101353000.0,-1483000.0,69577000.0,,58947000.0,-70694000.0,-107910000.0,281494000.0,-70694000.0,-107910000.0,281494000.0,101407000.0,88917000.0,88917000.0,15365000.0,10766000.0,-8983000.0,-30643000.0,,-99304000.0,-109764000.0,,,,377000.0
Wynn Resorts Ltd,WYNN,,1174922,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 17:04:47+00:00,,5709000.0,,,104565000.0,-728000.0,-42751000.0,,,-285726000.0,-89457000.0,141096000.0,-285726000.0,-89457000.0,141096000.0,-234815000.0,57859000.0,57859000.0,15714000.0,1140000.0,-394000.0,,,-89259000.0,-286866000.0,,,,196000.0
