company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2009.0,FY,,2009-12-31,2011-02-14 20:00:01+00:00,262712000.0,598661000.0,354945000.0,-378919000.0,98525000.0,,769736000.0,216444000.0,,39120000.0,2265074000.0,50146000.0,4722569000.0,1035874000.0,401324000.0,,681613000.0,133041000.0,1036178000.0,232617000.0,6259830000.0,1426995000.0,880373000.0,850274000.0,1426995000.0,1426995000.0,4832835000.0,6259830000.0,656888000.0,3982561000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,FY,,2010-12-31,2012-03-19 16:04:27+00:00,711395000.0,615003000.0,,-376599000.0,213053000.0,,761127000.0,355842000.0,,72269000.0,2326878000.0,58701000.0,4808061000.0,1108856000.0,392901000.0,,680808000.0,136544000.0,1019785000.0,420124000.0,6652374000.0,1404313000.0,1023301000.0,1131519000.0,1404313000.0,1404313000.0,5248061000.0,6652374000.0,821012000.0,4116542000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q3,,2010-09-30,2010-10-21 17:16:55+00:00,305097000.0,623951000.0,409605000.0,-370321000.0,134696000.0,,761084000.0,217204000.0,,37356000.0,2066319000.0,53378000.0,4812024000.0,1063951000.0,393339000.0,,693018000.0,137807000.0,1017536000.0,463466000.0,6409755000.0,1408299000.0,949832000.0,1178168000.0,1408299000.0,1408299000.0,5001456000.0,6409755000.0,647899000.0,3823288000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q2,,2010-06-30,2010-07-23 15:00:12+00:00,363500000.0,622773000.0,425970000.0,-404851000.0,108414000.0,,764536000.0,216286000.0,,37416000.0,2091167000.0,51214000.0,4788866000.0,1012159000.0,387939000.0,,689669000.0,125145000.0,1014994000.0,380909000.0,6338053000.0,1374679000.0,907546000.0,1170379000.0,1374679000.0,1374679000.0,4963374000.0,6338053000.0,641641000.0,3792995000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,FY,,2011-12-31,2013-02-14 16:42:56+00:00,899457000.0,754644000.0,,-567165000.0,104572000.0,,794955000.0,377306000.0,,84820000.0,3107779000.0,65912000.0,5673851000.0,1121493000.0,393685000.0,,896587000.0,163045000.0,1090363000.0,274366000.0,7617835000.0,1318153000.0,1088173000.0,1173823000.0,1318153000.0,1318153000.0,6299682000.0,7617835000.0,855811000.0,5125859000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q3,,2011-09-30,2011-10-25 18:05:53+00:00,907540000.0,758693000.0,,-396897000.0,115786000.0,,785865000.0,379239000.0,,86021000.0,2943235000.0,64462000.0,5455260000.0,1190812000.0,426849000.0,,697401000.0,159465000.0,1062460000.0,255359000.0,7445775000.0,1451428000.0,1098406000.0,1162899000.0,1451428000.0,1451428000.0,5994347000.0,7445775000.0,892109000.0,4831448000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q2,,2011-06-30,2011-07-27 15:13:19+00:00,891298000.0,752863000.0,,-346479000.0,130156000.0,,778477000.0,381499000.0,,85975000.0,2947899000.0,64884000.0,5450476000.0,1159365000.0,420878000.0,,692566000.0,157558000.0,1027281000.0,293882000.0,7444289000.0,1459279000.0,1105461000.0,1185180000.0,1459279000.0,1459279000.0,5985010000.0,7444289000.0,888352000.0,4799830000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q1,,2011-03-31,2011-04-26 17:21:46+00:00,466955000.0,679336000.0,445470000.0,-349300000.0,155640000.0,,767007000.0,378746000.0,,82006000.0,2341142000.0,62914000.0,5073476000.0,1135461000.0,402843000.0,,684905000.0,147222000.0,1022569000.0,467974000.0,6982183000.0,1440276000.0,1045112000.0,1380399000.0,1440276000.0,1440276000.0,5541907000.0,6982183000.0,863595000.0,4161508000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2012.0,Q3,,2012-09-30,2012-10-23 17:13:30+00:00,890204000.0,784121000.0,,-524588000.0,95687000.0,,819421000.0,384477000.0,,82432000.0,3444461000.0,67113000.0,6290366000.0,1181425000.0,423339000.0,,822002000.0,132085000.0,1183066000.0,443629000.0,8259620000.0,1477899000.0,1079006000.0,1333833000.0,1477899000.0,1477899000.0,6781721000.0,8259620000.0,890248000.0,5447888000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2012.0,Q2,,2012-06-30,2012-07-24 15:08:12+00:00,979995000.0,793599000.0,,-554556000.0,72559000.0,,813096000.0,377539000.0,,80706000.0,3364087000.0,63826000.0,6183105000.0,1144068000.0,416322000.0,,862839000.0,129302000.0,1125868000.0,381561000.0,8116958000.0,1384408000.0,1059286000.0,1361556000.0,1384408000.0,1384408000.0,6732550000.0,8116958000.0,874567000.0,5370994000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2012.0,Q1,,2012-03-31,2012-04-24 17:08:47+00:00,1174876000.0,789256000.0,,-539674000.0,113621000.0,,809745000.0,377829000.0,,83126000.0,3006302000.0,67283000.0,6155297000.0,1117929000.0,410049000.0,,891283000.0,152181000.0,1101309000.0,586872000.0,8148642000.0,1371380000.0,1122341000.0,1761748000.0,1371380000.0,1371380000.0,6777262000.0,8148642000.0,871004000.0,5015514000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2013.0,FY,,2013-12-31,2015-02-13 16:26:42+00:00,971701000.0,777370000.0,,-438248000.0,61562000.0,,944206000.0,383719000.0,,72406000.0,3929987000.0,64298000.0,633826000.0,1429637000.0,460501000.0,6490837000.0,616305000.0,159263000.0,1390756000.0,259438000.0,9103782000.0,1896714000.0,1062493000.0,1231139000.0,1896714000.0,1896714000.0,7207068000.0,9103782000.0,7407463000.0,5975929000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2013.0,Q3,,2013-09-30,2013-10-22 17:14:35+00:00,923313000.0,798066000.0,,-593556000.0,74936000.0,,904837000.0,384010000.0,,74335000.0,3686038000.0,64035000.0,6799007000.0,1260497000.0,450959000.0,,931544000.0,162454000.0,1344175000.0,350954000.0,8807802000.0,1655456000.0,1099491000.0,1274267000.0,1655456000.0,1655456000.0,7152346000.0,8807802000.0,909304000.0,5878079000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2013.0,Q2,,2013-06-30,2013-07-23 16:29:16+00:00,937929000.0,772262000.0,,-630459000.0,73429000.0,,886813000.0,383371000.0,,75520000.0,3655710000.0,61672000.0,6614735000.0,1220970000.0,424386000.0,,939682000.0,154972000.0,1291005000.0,258697000.0,8560347000.0,1547359000.0,1062335000.0,1196626000.0,1547359000.0,1547359000.0,7012988000.0,8560347000.0,883277000.0,5816362000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2013.0,Q1,,2013-03-31,2013-04-23 17:11:48+00:00,919137000.0,774441000.0,,-615904000.0,76489000.0,,862093000.0,383515000.0,,77711000.0,3585890000.0,63028000.0,6434710000.0,1187684000.0,425311000.0,,948513000.0,156897000.0,1244956000.0,259733000.0,8392102000.0,1491145000.0,1070855000.0,1178870000.0,1491145000.0,1491145000.0,6900957000.0,8392102000.0,886537000.0,5722087000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2014.0,FY,,2014-12-31,2015-10-22 14:45:30+00:00,1074531000.0,794864000.0,,-620270000.0,50092000.0,,988848000.0,393029000.0,,66619000.0,4694335000.0,66007000.0,699594000.0,1475845000.0,446099000.0,7201886000.0,783342000.0,165234000.0,1450509000.0,36284000.0,9883424000.0,1819087000.0,1076197000.0,1110815000.0,1819087000.0,1819087000.0,8064337000.0,9883424000.0,8107633000.0,6953522000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2014.0,Q3,,2014-09-30,2014-10-22 16:04:36+00:00,1013261000.0,821446000.0,,-466423000.0,75002000.0,,978423000.0,394256000.0,,68211000.0,4045245000.0,64805000.0,7544881000.0,1526002000.0,474652000.0,,575043000.0,161109000.0,1470499000.0,462312000.0,9604362000.0,1982499000.0,1122362000.0,1475573000.0,1982499000.0,1982499000.0,7621863000.0,9604362000.0,937119000.0,6146290000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2014.0,Q2,,2014-06-30,2014-07-23 15:47:36+00:00,958999000.0,827274000.0,,-422495000.0,86888000.0,,970597000.0,383879000.0,,69224000.0,4159472000.0,65490000.0,7618179000.0,1480313000.0,478915000.0,,566242000.0,157818000.0,1416858000.0,557681000.0,9687667000.0,1964960000.0,1137470000.0,1516680000.0,1964960000.0,1964960000.0,7722707000.0,9687667000.0,932018000.0,6206027000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2014.0,Q1,,2014-03-31,2014-04-23 15:00:29+00:00,971776000.0,822010000.0,,-449713000.0,72786000.0,,957944000.0,383200000.0,,70411000.0,4045751000.0,64758000.0,7324608000.0,1433288000.0,472148000.0,,617281000.0,157562000.0,1390310000.0,400846000.0,9367483000.0,1898541000.0,1117116000.0,1372622000.0,1898541000.0,1898541000.0,7468942000.0,9367483000.0,925759000.0,6096320000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2015.0,FY,,2015-12-31,2017-02-14 16:45:03+00:00,1045725000.0,835489000.0,,-712735000.0,60945000.0,,1032766000.0,389135000.0,,55192000.0,4868097000.0,63725000.0,714970000.0,1587522000.0,510246000.0,8184735000.0,829595000.0,138143000.0,1667080000.0,634530000.0,10952580000.0,1987111000.0,1098302000.0,1680255000.0,1987111000.0,1987111000.0,8965469000.0,10952580000.0,9139308000.0,7285214000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2015.0,Q3,,2015-09-30,2015-10-22 14:45:30+00:00,1061503000.0,814160000.0,,-685145000.0,75387000.0,,1024465000.0,390853000.0,,60551000.0,5144938000.0,64087000.0,712169000.0,1575507000.0,502376000.0,8036710000.0,780415000.0,163893000.0,1612744000.0,305759000.0,10820186000.0,1952064000.0,1117527000.0,1367262000.0,1952064000.0,1952064000.0,8868122000.0,10820186000.0,8990490000.0,7500860000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2015.0,Q2,,2015-06-30,2015-08-07 11:05:13+00:00,1175915000.0,831441000.0,,-646858000.0,73353000.0,,1016250000.0,392260000.0,,62874000.0,4869208000.0,64684000.0,707886000.0,1532470000.0,485291000.0,7854037000.0,799415000.0,166438000.0,1544047000.0,347817000.0,10638264000.0,1913439000.0,1135916000.0,1523732000.0,1913439000.0,1913439000.0,8724825000.0,10638264000.0,8794462000.0,7201093000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2016.0,FY,,2016-12-31,2018-02-16 21:38:20+00:00,952659000.0,831947000.0,,-834032000.0,58801000.0,,1059281000.0,386772000.0,,48249000.0,4599864000.0,69529000.0,745870000.0,1688681000.0,472284000.0,8147722000.0,817565000.0,141280000.0,1827026000.0,791410000.0,10902454000.0,2052275000.0,1101557000.0,1744069000.0,2052275000.0,2052275000.0,8850179000.0,10902454000.0,9055027000.0,7106110000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2016.0,Q3,,2016-09-30,2016-10-25 15:14:57+00:00,974705000.0,856763000.0,,-747445000.0,74994000.0,,1049041000.0,387730000.0,,49994000.0,4464495000.0,67335000.0,740375000.0,1700154000.0,518283000.0,8274832000.0,817232000.0,138467000.0,1795445000.0,1055146000.0,11108773000.0,2097041000.0,1137559000.0,2029851000.0,2097041000.0,2097041000.0,9011732000.0,11108773000.0,9230839000.0,6981881000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2016.0,Q2,,2016-06-30,2016-07-27 12:12:56+00:00,970852000.0,850504000.0,,-732653000.0,65964000.0,,1042912000.0,388278000.0,,51618000.0,4586806000.0,66553000.0,741022000.0,1655982000.0,528853000.0,8300108000.0,828181000.0,143227000.0,1736839000.0,1047208000.0,11136127000.0,2047098000.0,1126248000.0,2018060000.0,2047098000.0,2047098000.0,9089029000.0,11136127000.0,9268857000.0,7070969000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2016.0,Q1,,2016-03-31,2016-04-26 12:15:11+00:00,981317000.0,822556000.0,,-694336000.0,56806000.0,,1038838000.0,389382000.0,,53588000.0,4987217000.0,65542000.0,717444000.0,1621894000.0,524477000.0,8275093000.0,806561000.0,149642000.0,1700816000.0,612223000.0,11054530000.0,2045318000.0,1094546000.0,1593540000.0,2045318000.0,2045318000.0,9009212000.0,11054530000.0,9242540000.0,7415672000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2017.0,FY,,2017-12-31,2019-02-20 19:23:13+00:00,1188903000.0,1010908000.0,,-707501000.0,78348000.0,,1077495000.0,395504000.0,,42930000.0,4583582000.0,73543000.0,776704000.0,1211100000.0,570700000.0,8355262000.0,812642000.0,160094000.0,2471700000.0,826069000.0,11463999000.0,2841694000.0,1322893000.0,2014975000.0,2841671000.0,2841671000.0,8622300000.0,11463999000.0,9364396000.0,6607324000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2017.0,Q3,,2017-09-30,2017-10-24 22:00:00+00:00,1086387000.0,981702000.0,,-746814000.0,65256000.0,,1066072000.0,395120000.0,,44381000.0,5205284000.0,71328000.0,778879000.0,1776226000.0,538697000.0,8249317000.0,872071000.0,134294000.0,1855806000.0,143942000.0,11258974000.0,2175064000.0,1252580000.0,1230329000.0,2175064000.0,2175064000.0,9083910000.0,11258974000.0,9227515000.0,7853581000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2017.0,Q2,,2017-06-30,2017-07-26 16:42:31+00:00,1028512000.0,916631000.0,,-780220000.0,55363000.0,,1059180000.0,387922000.0,,45676000.0,4795992000.0,67239000.0,762404000.0,1739326000.0,545253000.0,8206841000.0,866003000.0,137455000.0,1827139000.0,588852000.0,11124784000.0,2106099000.0,1176688000.0,1617364000.0,2106099000.0,2106099000.0,9018685000.0,11124784000.0,9185692000.0,7401321000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2017.0,Q1,,2017-03-31,2017-04-25 15:18:14+00:00,1004684000.0,862862000.0,,-813226000.0,37951000.0,,1063908000.0,387096000.0,,46905000.0,4353110000.0,67732000.0,754307000.0,1710267000.0,500983000.0,8171176000.0,852835000.0,144795000.0,1829114000.0,973115000.0,10973807000.0,2079796000.0,1113340000.0,1977799000.0,2079796000.0,2079796000.0,8894011000.0,10973807000.0,9106160000.0,6916212000.0,0.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2018.0,FY,,2018-12-31,2020-02-27 17:27:10+00:00,1579615000.0,1242058000.0,,-911634000.0,68111000.0,0.0,1110950000.0,475206000.0,,59075000.0,5712146000.0,79228000.0,862054000.0,1179723000.0,967802000.0,9415961000.0,1402625000.0,178313000.0,2337252000.0,937131000.0,13347808000.0,2536568000.0,1567710000.0,2516746000.0,2536600000.0,2536600000.0,10811240000.0,13347808000.0,10918044000.0,8294494000.0,0.0
