company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2008.0,FY,2008-01-01,2008-12-31,2011-02-14 20:00:01+00:00,-246993000.0,14941000.0,836149000.0,1735000.0,151122000.0,54713000.0,744004000.0,-148152000.0,-1103468000.0,1248169000.0,-2478000.0,678000.0,7362000.0,-150630000.0,-1102790000.0,1255531000.0,3846000.0,199881000.0,257579000.0,-57698000.0,-11622000.0,6471000.0,112520000.0,,-52238000.0,-1230401000.0,-644970000.0,-256132000.0,261406000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2009.0,Q3,2009-07-01,2009-09-30,,-199000.0,11911000.0,220258000.0,-334000.0,-5317000.0,2459000.0,-63201000.0,-204271000.0,-50101000.0,256428000.0,-4227000.0,9844000.0,-850000.0,-208498000.0,-40257000.0,255578000.0,6489000.0,23971000.0,28439000.0,-4468000.0,1137000.0,220000.0,16048000.0,,-14019000.0,-117340000.0,-129730000.0,,51390000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-21 17:16:55+00:00,-85698000.0,30611000.0,665392000.0,1251000.0,2847000.0,5475000.0,153759000.0,-386883000.0,-377795000.0,768736000.0,-7500000.0,13627000.0,-20727000.0,-394383000.0,-364168000.0,748009000.0,-9291000.0,53697000.0,66447000.0,-12750000.0,3439000.0,449000.0,65719000.0,,-39752000.0,-508586000.0,-506814000.0,,150770000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-23 15:00:12+00:00,-85499000.0,18700000.0,445134000.0,1585000.0,8164000.0,3016000.0,216960000.0,-182612000.0,-327694000.0,512308000.0,-3273000.0,3783000.0,-19877000.0,-185885000.0,-323911000.0,492431000.0,-15780000.0,29726000.0,38008000.0,-8282000.0,2302000.0,229000.0,49671000.0,,-25733000.0,-391246000.0,-377084000.0,0.0,99380000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q4,2010-10-01,2010-12-31,,-205108000.0,13336000.0,206146000.0,1605000.0,-30694000.0,5904000.0,174597000.0,174174000.0,-318067000.0,223872000.0,-14000.0,53000.0,-3266000.0,174160000.0,-318014000.0,220606000.0,78357000.0,37121000.0,41462000.0,-4341000.0,-6378000.0,113000.0,23377000.0,,-13871000.0,-209190000.0,38805000.0,-31374000.0,72854000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,FY,2010-01-01,2010-12-31,2013-02-14 16:42:56+00:00,-211897000.0,40900000.0,833841000.0,1346000.0,40869000.0,17028000.0,489108000.0,78166000.0,-982464000.0,1028034000.0,-2955000.0,1677000.0,-9276000.0,75211000.0,-980787000.0,1018758000.0,114528000.0,118170000.0,124608000.0,-6438000.0,-12184000.0,754000.0,64838000.0,,-54474000.0,-1070092000.0,-250950000.0,-123300000.0,234687000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q3,2010-07-01,2010-09-30,,-4380000.0,7997000.0,209929000.0,3393000.0,18085000.0,4183000.0,113223000.0,6016000.0,-255839000.0,272967000.0,-1000.0,80000.0,-334000.0,6015000.0,-255759000.0,272633000.0,26282000.0,38835000.0,39674000.0,-839000.0,-2718000.0,108000.0,6662000.0,,-14049000.0,-316513000.0,-63188000.0,-34261000.0,58392000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-25 18:05:53+00:00,-6789000.0,27564000.0,627695000.0,-259000.0,71563000.0,11124000.0,314511000.0,-96008000.0,-664397000.0,804162000.0,-2941000.0,1624000.0,-6010000.0,-98949000.0,-662773000.0,798152000.0,36171000.0,81049000.0,83146000.0,-2097000.0,-5806000.0,641000.0,41461000.0,,-40603000.0,-860902000.0,-289755000.0,-91926000.0,161833000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q2,2010-04-01,2010-06-30,,,9301000.0,206761000.0,-1871000.0,15549000.0,4950000.0,200578000.0,12871000.0,-273374000.0,259700000.0,-3974000.0,412000.0,-477000.0,8897000.0,-272962000.0,259223000.0,-6713000.0,29841000.0,30600000.0,-759000.0,-2511000.0,232000.0,16432000.0,,-13170000.0,-344288000.0,-147128000.0,-32591000.0,54482000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-27 15:13:19+00:00,-2409000.0,19567000.0,417766000.0,-3652000.0,53478000.0,6941000.0,201288000.0,-102024000.0,-408558000.0,531195000.0,-2940000.0,1544000.0,-5676000.0,-104964000.0,-407014000.0,525519000.0,9889000.0,42214000.0,43472000.0,-1258000.0,-3088000.0,533000.0,34799000.0,,-26554000.0,-544389000.0,-226567000.0,-57665000.0,103441000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q1,2010-01-01,2010-03-31,2011-04-26 17:21:46+00:00,-2409000.0,10266000.0,211005000.0,-1781000.0,37929000.0,1991000.0,710000.0,-114895000.0,-135184000.0,271495000.0,1034000.0,1132000.0,-5199000.0,-113861000.0,-134052000.0,266296000.0,16602000.0,12373000.0,12872000.0,-499000.0,-577000.0,301000.0,18367000.0,,-13384000.0,-200101000.0,-79439000.0,-25074000.0,48959000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q4,2011-10-01,2011-12-31,,263000.0,11957000.0,227001000.0,-610000.0,-15153000.0,6787000.0,46752000.0,132064000.0,-402734000.0,259653000.0,3000.0,,410000.0,132067000.0,-402734000.0,260063000.0,-11214000.0,48095000.0,47664000.0,431000.0,-11816000.0,135000.0,16745000.0,,-14815000.0,-533454000.0,101110000.0,-8264000.0,113712000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,FY,2011-01-01,2011-12-31,2014-02-13 17:39:24+00:00,-361921000.0,39928000.0,872262000.0,3173000.0,3854000.0,33000000.0,1013151000.0,504202000.0,-1657172000.0,1041956000.0,-140000.0,,-500000.0,504062000.0,-1657172000.0,1041456000.0,-108481000.0,169777000.0,171368000.0,-1591000.0,-45456000.0,1710000.0,65702000.0,,-57504000.0,-1698589000.0,-426825000.0,-59689000.0,337636000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q3TTM,2010-10-01,2011-09-30,,-567292000.0,41307000.0,851407000.0,5388000.0,-11687000.0,32117000.0,1140996000.0,546312000.0,-1572505000.0,1006175000.0,-157000.0,53000.0,-4176000.0,546155000.0,-1572452000.0,1001999000.0,-18910000.0,158803000.0,165166000.0,-6363000.0,-40018000.0,1688000.0,72334000.0,,-56560000.0,-1374325000.0,-489130000.0,-82799000.0,296778000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q3,2011-07-01,2011-09-30,,-13600000.0,9205000.0,224466000.0,891000.0,32879000.0,5956000.0,101462000.0,-61351000.0,-263943000.0,309510000.0,-170000.0,,693000.0,-61521000.0,-263943000.0,310203000.0,-14370000.0,56524000.0,56933000.0,-409000.0,-13973000.0,177000.0,16249000.0,,-14864000.0,-347758000.0,-144704000.0,-9378000.0,81166000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-23 17:13:30+00:00,-362184000.0,27971000.0,645261000.0,3783000.0,19007000.0,26213000.0,966399000.0,372138000.0,-1254438000.0,782303000.0,-143000.0,0.0,-910000.0,371995000.0,-1254438000.0,781393000.0,-97267000.0,121682000.0,123704000.0,-2022000.0,-33640000.0,1575000.0,48957000.0,,-42689000.0,-1165135000.0,-527935000.0,-51425000.0,223924000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q2TTM,2010-07-01,2011-06-30,,-558072000.0,40099000.0,836870000.0,7890000.0,-26481000.0,30344000.0,1152757000.0,613679000.0,-1564401000.0,969632000.0,12000.0,133000.0,-5203000.0,613691000.0,-1564268000.0,964429000.0,21742000.0,141114000.0,147907000.0,-6793000.0,-28763000.0,1619000.0,62747000.0,,-55745000.0,-1343080000.0,-407614000.0,-107682000.0,274004000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q2,2011-04-01,2011-06-30,,-264808000.0,11042000.0,214858000.0,2537000.0,-162000.0,15035000.0,515070000.0,396517000.0,-679228000.0,255229000.0,16000.0,,-555000.0,396533000.0,-679228000.0,254674000.0,-25484000.0,40033000.0,40914000.0,-881000.0,-11423000.0,850000.0,18161000.0,,-13880000.0,-504159000.0,-90547000.0,-30011000.0,71578000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-24 15:08:12+00:00,-348584000.0,18766000.0,420795000.0,2892000.0,-13872000.0,20257000.0,864937000.0,433489000.0,-990495000.0,472793000.0,27000.0,0.0,-1603000.0,433516000.0,-990495000.0,471190000.0,-82897000.0,65158000.0,66771000.0,-1613000.0,-19667000.0,1398000.0,32708000.0,,-27825000.0,-817377000.0,-383231000.0,-42047000.0,142758000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q1TTM,2010-04-01,2011-03-31,,-293264000.0,38358000.0,828773000.0,3482000.0,-10770000.0,20259000.0,838265000.0,230033000.0,-1158547000.0,974103000.0,-3978000.0,545000.0,-5125000.0,226055000.0,-1158002000.0,968978000.0,40513000.0,130922000.0,137593000.0,-6671000.0,-19851000.0,1001000.0,61018000.0,,-55035000.0,-1183209000.0,-464195000.0,-110262000.0,256908000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q1,2011-01-01,2011-03-31,2012-04-24 17:08:47+00:00,-83776000.0,7724000.0,205937000.0,355000.0,-13710000.0,5222000.0,349867000.0,36972000.0,-311267000.0,217564000.0,11000.0,0.0,-1048000.0,36983000.0,-311267000.0,216516000.0,-57413000.0,25125000.0,25857000.0,-732000.0,-8244000.0,548000.0,14547000.0,,-13945000.0,-313218000.0,-292684000.0,-12036000.0,71180000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2012.0,Q4,2012-10-01,2012-12-31,,-1333000.0,12184000.0,241161000.0,-188000.0,75055000.0,9883000.0,22000.0,-79021000.0,-316197000.0,366599000.0,,,2692000.0,-79021000.0,-316197000.0,369291000.0,-29295000.0,53844000.0,54945000.0,-1101000.0,-16746000.0,355000.0,20704000.0,-3180000.0,-15808000.0,-438413000.0,-73515000.0,42000.0,102845000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2012.0,FY,2012-01-01,2012-12-31,2015-02-13 16:26:42+00:00,-5113000.0,49209000.0,939677000.0,1344000.0,14583000.0,28386000.0,745777000.0,333805000.0,-1504273000.0,1134124000.0,,,,333805000.0,-1504273000.0,1134124000.0,-38180000.0,209979000.0,200899000.0,9080000.0,-70244000.0,1341000.0,91101000.0,-3180000.0,-61266000.0,-2133235000.0,-353555000.0,-26878000.0,542974000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2012.0,Q3TTM,2011-10-01,2012-09-30,,-3517000.0,48982000.0,925517000.0,922000.0,-75625000.0,25290000.0,792507000.0,544890000.0,-1590810000.0,1027178000.0,3000.0,,-2282000.0,544893000.0,-1590810000.0,1024896000.0,-20099000.0,204230000.0,193618000.0,10612000.0,-65314000.0,1121000.0,87142000.0,,-60273000.0,-2228276000.0,-178930000.0,-35184000.0,553841000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2012.0,Q3,2012-07-01,2012-09-30,,-1354000.0,12152000.0,238435000.0,291000.0,-1348000.0,2732000.0,179820000.0,90780000.0,-363029000.0,295504000.0,,,-418000.0,90780000.0,-363029000.0,295086000.0,23128000.0,75091000.0,64311000.0,10780000.0,-18046000.0,18000.0,18505000.0,,-15802000.0,-490837000.0,-72358000.0,-3630000.0,110657000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-22 17:14:35+00:00,-3780000.0,37025000.0,698516000.0,1532000.0,-60472000.0,18503000.0,745755000.0,412826000.0,-1188076000.0,767525000.0,,,-2692000.0,412826000.0,-1188076000.0,764833000.0,-8885000.0,156135000.0,145954000.0,10181000.0,-53498000.0,986000.0,70397000.0,,-45458000.0,-1694822000.0,-280040000.0,-26920000.0,440129000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2012.0,Q2TTM,2011-07-01,2012-06-30,,-15763000.0,46035000.0,911548000.0,1522000.0,-41398000.0,28514000.0,714149000.0,392759000.0,-1491724000.0,1041184000.0,-167000.0,,-1171000.0,392592000.0,-1491724000.0,1040013000.0,-57597000.0,185663000.0,186240000.0,-577000.0,-61241000.0,1280000.0,84886000.0,,-59335000.0,-2085197000.0,-251276000.0,-40932000.0,524350000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2012.0,Q2,2012-04-01,2012-06-30,,-350000.0,15772000.0,233473000.0,-435000.0,7631000.0,2615000.0,196015000.0,134247000.0,-459278000.0,285745000.0,,,-1341000.0,134247000.0,-459278000.0,284404000.0,-41062000.0,46723000.0,46767000.0,-44000.0,-17898000.0,179000.0,38855000.0,,-14803000.0,-733016000.0,-38389000.0,-11370000.0,235233000.0
