company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2008.0,FY,2008-01-01,2008-12-31,2011-02-14 20:00:01+00:00,3.52,3.52,0.92,836149000.0,3.5,151709000.0,199881000.0,257579000.0,-57698000.0,199881000.0,4616132000.0,5999041000.0,-2564000.0,,-39020000.0,21480000.0,,4616132000.0,1382909000.0,152448000.0,818609000.0,564300000.0,-155012000.0,409288000.0,5999041000.0,56800000.0,56800000.0,57100000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2009.0,FY,2009-01-01,2009-12-31,2012-03-19 16:04:27+00:00,1.11,1.11,0.96,,1.11,53652000.0,61945000.0,90117000.0,-28172000.0,61945000.0,3819628000.0,4887254000.0,3657000.0,163534000.0,-12292000.0,6406000.0,625524000.0,3819628000.0,1067626000.0,144342000.0,783172000.0,284454000.0,-140685000.0,143769000.0,4887254000.0,55035000.0,55035000.0,55035000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2009.0,Q3,2009-07-01,2009-09-30,2010-10-21 17:16:55+00:00,0.43,0.43,0.25,220258000.0,0.43,15768000.0,23971000.0,28439000.0,-4468000.0,23971000.0,955639000.0,1253854000.0,2394000.0,,-3326000.0,3740000.0,,955639000.0,298215000.0,35730000.0,220672000.0,77543000.0,-33336000.0,44207000.0,1253854000.0,55700000.0,55700000.0,55700000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2009.0,Q2,2009-04-01,2009-06-30,2010-07-23 15:00:12+00:00,0.41,0.41,0.23,223549000.0,0.41,18264000.0,22888000.0,27068000.0,-4180000.0,22888000.0,910458000.0,1212036000.0,1366000.0,,-2363000.0,-154000.0,,910458000.0,301578000.0,36580000.0,221032000.0,80546000.0,-35214000.0,45332000.0,1212036000.0,55800000.0,55800000.0,55800000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q4,2010-10-01,2010-12-31,,0.71,0.71,0.27,-627695000.0,0.72,8146000.0,37121000.0,41462000.0,-4341000.0,37121000.0,1081612000.0,1313426000.0,2589000.0,134224000.0,-10718000.0,,655375000.0,1081612000.0,231814000.0,33609000.0,151186000.0,80628000.0,-31020000.0,49608000.0,1313426000.0,51717000.0,51717000.0,51717000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,FY,2010-01-01,2010-12-31,2013-02-14 16:42:56+00:00,2.25,2.25,1.04,,2.25,61697000.0,118170000.0,124608000.0,-6438000.0,118170000.0,4066378000.0,5136435000.0,7114000.0,134224000.0,-28727000.0,0.0,655375000.0,4066378000.0,1070057000.0,129994000.0,760872000.0,309185000.0,-122880000.0,186305000.0,5136435000.0,51717000.0,51717000.0,51717000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.54,1.54,0.77,627695000.0,1.53,53551000.0,81049000.0,83146000.0,-2097000.0,81049000.0,2984766000.0,3823009000.0,4525000.0,,-18009000.0,,,2984766000.0,838243000.0,96385000.0,609686000.0,228557000.0,-91860000.0,136697000.0,3823009000.0,51409000.0,51409000.0,51409000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q3,2010-07-01,2010-09-30,2011-10-25 18:05:53+00:00,0.74,0.74,0.27,209929000.0,0.74,22324000.0,38835000.0,39674000.0,-839000.0,38835000.0,1022713000.0,1316948000.0,2685000.0,,-6904000.0,,,1022713000.0,294235000.0,31897000.0,203025000.0,91210000.0,-29212000.0,61998000.0,1316948000.0,51409000.0,51409000.0,51409000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.8,0.8,0.5,417766000.0,0.79,31227000.0,42214000.0,43472000.0,-1258000.0,42214000.0,1962053000.0,2506061000.0,1840000.0,,-11105000.0,,,1962053000.0,544008000.0,64488000.0,406661000.0,137347000.0,-62648000.0,74699000.0,2506061000.0,52044000.0,52044000.0,52044000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q2,2010-04-01,2010-06-30,2011-07-27 15:13:19+00:00,0.57,0.57,0.25,206761000.0,0.56,21607000.0,29841000.0,30600000.0,-759000.0,29841000.0,1002935000.0,1286123000.0,345000.0,,-6587000.0,,,1002935000.0,283188000.0,31152000.0,200174000.0,83014000.0,-30807000.0,52207000.0,1286123000.0,52044000.0,52044000.0,52044000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2010.0,Q1,2010-01-01,2010-03-31,2011-04-26 17:21:46+00:00,0.23,0.23,0.25,211005000.0,0.23,9620000.0,12373000.0,12872000.0,-499000.0,12373000.0,959118000.0,1219938000.0,1495000.0,,-4518000.0,,,959118000.0,260820000.0,33336000.0,206487000.0,54333000.0,-31841000.0,22492000.0,1219938000.0,53800000.0,53800000.0,53800000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q4,2011-10-01,2011-12-31,,0.94,0.94,0.29,,0.93,25448000.0,48095000.0,47664000.0,431000.0,48095000.0,1214325000.0,1541094000.0,2634000.0,34109000.0,-16602000.0,2887000.0,202871000.0,1214325000.0,326769000.0,33026000.0,223265000.0,103504000.0,-30392000.0,73112000.0,1541094000.0,50500000.0,50500000.0,50500000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,FY,2011-01-01,2011-12-31,2014-02-13 17:39:24+00:00,3.31,3.31,1.12,,3.28,108019000.0,169777000.0,171368000.0,-1591000.0,169777000.0,4805876000.0,6050534000.0,9093000.0,129180000.0,-62879000.0,3655000.0,771244000.0,4805876000.0,1244658000.0,133164000.0,841200000.0,403458000.0,-124071000.0,279387000.0,6050534000.0,50500000.0,50500000.0,50500000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.37,2.37,0.83,,2.35,82571000.0,121682000.0,123704000.0,-2022000.0,121682000.0,3591551000.0,4509440000.0,6459000.0,95071000.0,-46277000.0,768000.0,568373000.0,3591551000.0,917889000.0,100138000.0,617935000.0,299954000.0,-93679000.0,206275000.0,4509440000.0,50426000.0,50426000.0,50426000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q3TTM,2010-10-01,2011-09-30,,3.08,3.08,1.1,-627695000.0,3.07,90717000.0,158803000.0,165166000.0,-6363000.0,158803000.0,4673163000.0,5822866000.0,9048000.0,229295000.0,-56995000.0,768000.0,1223748000.0,4673163000.0,1149703000.0,133747000.0,769121000.0,380582000.0,-124699000.0,255883000.0,5822866000.0,50426000.0,50426000.0,50426000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q3,2011-07-01,2011-09-30,2012-10-23 17:13:30+00:00,1.1,1.1,0.29,,1.1,30722000.0,56524000.0,56933000.0,-409000.0,56524000.0,1239948000.0,1570720000.0,1722000.0,30268000.0,-18270000.0,0.0,200096000.0,1239948000.0,330772000.0,32745000.0,212094000.0,118678000.0,-31023000.0,87655000.0,1570720000.0,50426000.0,50426000.0,50426000.0
Ryder System Inc,R,ZXJ6Y2OSPZXIVGRILD15,85961,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.27,1.27,0.54,,1.25,51849000.0,65158000.0,66771000.0,-1613000.0,65158000.0,2351603000.0,2938720000.0,4737000.0,64803000.0,-28007000.0,768000.0,368277000.0,2351603000.0,587117000.0,67393000.0,405841000.0,181276000.0,-62656000.0,118620000.0,2938720000.0,50546000.0,50546000.0,50546000.0
