company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commonequity,customerandotherreceivables,goodwill,intangibleassets,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,othershorttermpayables,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Charles Schwab Corp,SCHW,,316709,2008.0,FY,,2008-12-31,2010-02-25 14:43:13+00:00,,-553000000.0,5442000000.0,2228000000.0,759000000.0,528000000.0,,6044000000.0,41000000.0,883000000.0,6044000000.0,661000000.0,23841000000.0,8200000000.0,1534000000.0,14685000000.0,6735000000.0,21356000000.0,51675000000.0,4061000000.0,4061000000.0,4061000000.0,47614000000.0,51675000000.0,0.0,15315000000.0,-4349000000.0
Charles Schwab Corp,SCHW,,316709,2009.0,FY,,2009-12-31,2011-02-25 13:03:00+00:00,,-191000000.0,8241000000.0,2312000000.0,560000000.0,528000000.0,,7348000000.0,104000000.0,1512000000.0,7348000000.0,641000000.0,38820000000.0,9761000000.0,1407000000.0,18373000000.0,7243000000.0,28619000000.0,75431000000.0,5073000000.0,5073000000.0,5073000000.0,70358000000.0,75431000000.0,0.0,29875000000.0,-4291000000.0
Charles Schwab Corp,SCHW,,316709,2009.0,Q3,,2009-09-30,2009-11-05 00:00:00+00:00,,-246000000.0,8116000000.0,2292000000.0,572000000.0,528000000.0,,6913000000.0,66000000.0,1516000000.0,6913000000.0,646000000.0,35500000000.0,8760000000.0,1377000000.0,17439000000.0,7149000000.0,24688000000.0,67984000000.0,4903000000.0,4903000000.0,4903000000.0,63081000000.0,67984000000.0,0.0,24944000000.0,-4292000000.0
Charles Schwab Corp,SCHW,,316709,2009.0,Q2,,2009-06-30,2009-08-06 14:57:11+00:00,1315000000.0,-362000000.0,9362000000.0,2267000000.0,490000000.0,528000000.0,,6539000000.0,169000000.0,1560000000.0,6539000000.0,650000000.0,31705000000.0,8689000000.0,,15524000000.0,7019000000.0,23067000000.0,62261000000.0,4614000000.0,4614000000.0,4614000000.0,57647000000.0,62261000000.0,0.0,20310000000.0,-4310000000.0
Charles Schwab Corp,SCHW,,316709,2010.0,FY,,2010-12-31,2012-02-24 15:33:46+00:00,,16000000.0,4931000000.0,3048000000.0,11650000000.0,631000000.0,54000000.0,8725000000.0,185000000.0,2006000000.0,8725000000.0,624000000.0,50590000000.0,927000000.0,1496000000.0,22749000000.0,7409000000.0,32250000000.0,92568000000.0,6226000000.0,6226000000.0,6226000000.0,86342000000.0,92568000000.0,0.0,42092000000.0,-4247000000.0
Charles Schwab Corp,SCHW,,316709,2010.0,Q3,,2010-09-30,2010-11-08 15:45:36+00:00,,3000000.0,5701000000.0,2926000000.0,510000000.0,528000000.0,,8178000000.0,121000000.0,2008000000.0,8178000000.0,610000000.0,48836000000.0,10836000000.0,1260000000.0,20066000000.0,7363000000.0,29159000000.0,87298000000.0,6035000000.0,6035000000.0,6035000000.0,81263000000.0,87298000000.0,0.0,40748000000.0,-4257000000.0
Charles Schwab Corp,SCHW,,316709,2010.0,Q2,,2010-06-30,2010-08-13 14:44:03+00:00,,-65000000.0,9510000000.0,2902000000.0,506000000.0,528000000.0,,7825000000.0,49000000.0,1308000000.0,7825000000.0,617000000.0,45887000000.0,10813000000.0,1400000000.0,18873000000.0,7310000000.0,27821000000.0,82295000000.0,5879000000.0,5879000000.0,5879000000.0,76416000000.0,82295000000.0,0.0,33574000000.0,-4268000000.0
Charles Schwab Corp,SCHW,,316709,2010.0,Q1,,2010-03-31,2010-05-07 12:46:02+00:00,,-111000000.0,6294000000.0,2880000000.0,890000000.0,528000000.0,,7601000000.0,65000000.0,1309000000.0,7601000000.0,628000000.0,42055000000.0,10117000000.0,1336000000.0,19506000000.0,7177000000.0,27966000000.0,78337000000.0,5671000000.0,5671000000.0,5671000000.0,72666000000.0,78337000000.0,0.0,32708000000.0,-4275000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,FY,,2011-12-31,2013-02-22 16:58:36+00:00,,8000000.0,8679000000.0,3841000000.0,11302000000.0,1161000000.0,326000000.0,9812000000.0,70000000.0,2001000000.0,9812000000.0,685000000.0,60854000000.0,818000000.0,1397000000.0,26034000000.0,7978000000.0,36587000000.0,108553000000.0,7714000000.0,7714000000.0,7714000000.0,100839000000.0,108553000000.0,,49666000000.0,-4113000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,Q3,,2011-09-30,2011-11-07 15:50:47+00:00,,56000000.0,6376000000.0,3837000000.0,562000000.0,1138000000.0,332000000.0,9700000000.0,84000000.0,2002000000.0,9700000000.0,665000000.0,54078000000.0,11855000000.0,1218000000.0,27009000000.0,7892000000.0,37953000000.0,102906000000.0,7655000000.0,7655000000.0,7655000000.0,95251000000.0,102906000000.0,0.0,45185000000.0,-4130000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,Q2,,2011-06-30,2011-08-05 13:56:45+00:00,,45000000.0,6466000000.0,3101000000.0,456000000.0,631000000.0,,9471000000.0,49000000.0,2004000000.0,9471000000.0,639000000.0,52339000000.0,12601000000.0,1222000000.0,23842000000.0,7745000000.0,35273000000.0,97572000000.0,6734000000.0,6734000000.0,6734000000.0,90838000000.0,97572000000.0,0.0,43417000000.0,-4157000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,Q1,,2011-03-31,2011-05-06 13:12:05+00:00,,34000000.0,5548000000.0,3075000000.0,495000000.0,631000000.0,,9130000000.0,34000000.0,2005000000.0,9130000000.0,627000000.0,51259000000.0,12269000000.0,1400000000.0,23071000000.0,7580000000.0,33732000000.0,94883000000.0,6487000000.0,6487000000.0,6487000000.0,88396000000.0,94883000000.0,0.0,43078000000.0,-4202000000.0
Charles Schwab Corp,SCHW,,316709,2012.0,FY,,2012-12-31,2014-02-24 15:26:41+00:00,,298000000.0,12663000000.0,3896000000.0,13791000000.0,1228000000.0,319000000.0,10726000000.0,,1632000000.0,10726000000.0,675000000.0,79377000000.0,813000000.0,1641000000.0,28469000000.0,8554000000.0,41398000000.0,133637000000.0,8724000000.0,9589000000.0,9589000000.0,124048000000.0,133637000000.0,865000000.0,64953000000.0,-4024000000.0
Charles Schwab Corp,SCHW,,316709,2012.0,Q3,,2012-09-30,2012-11-06 12:50:30+00:00,,312000000.0,8523000000.0,3905000000.0,12521000000.0,1159000000.0,292000000.0,10102000000.0,0.0,1776000000.0,10102000000.0,672000000.0,68756000000.0,775000000.0,1455000000.0,25041000000.0,8442000000.0,36206000000.0,117658000000.0,8601000000.0,9465000000.0,9465000000.0,108193000000.0,117658000000.0,864000000.0,58573000000.0,-4058000000.0
Charles Schwab Corp,SCHW,,316709,2012.0,Q2,,2012-06-30,2012-08-06 14:39:32+00:00,,154000000.0,8089000000.0,3885000000.0,12272000000.0,1165000000.0,304000000.0,9837000000.0,2000000.0,1999000000.0,9837000000.0,677000000.0,66257000000.0,767000000.0,1285000000.0,22723000000.0,8280000000.0,33165000000.0,111816000000.0,8247000000.0,9110000000.0,9110000000.0,102706000000.0,111816000000.0,863000000.0,55980000000.0,-4072000000.0
