company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,provisionforcreditlosses,salariesandemployeebenefitsexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Charles Schwab Corp,SCHW,,316709,2010.0,Q4,2010-10-01,2010-12-31,,0.11,0.11,,38000000.0,0.11,110000000.0,462000000.0,30000000.0,57000000.0,119000000.0,119000000.0,,119000000.0,432000000.0,70000000.0,189000000.0,,336000000.0,533000000.0,,,27000000.0,397000000.0,30000000.0,462000000.0,898000000.0,722000000.0,229000000.0,1154000000.0,1194700000.0,1194700000.0,1194000000.0
Charles Schwab Corp,SCHW,,316709,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 16:58:36+00:00,0.38,0.38,,146000000.0,0.38,325000000.0,1723000000.0,199000000.0,196000000.0,454000000.0,454000000.0,,454000000.0,1524000000.0,272000000.0,794000000.0,,1150000000.0,1957000000.0,132000000.0,,27000000.0,1573000000.0,199000000.0,1723000000.0,3469000000.0,2751000000.0,779000000.0,4275000000.0,1194700000.0,1194700000.0,1194000000.0
Charles Schwab Corp,SCHW,,316709,2010.0,Q3,2010-07-01,2010-09-30,2010-11-08 15:45:36+00:00,0.1,0.1,,35000000.0,0.1,75000000.0,442000000.0,58000000.0,34000000.0,124000000.0,124000000.0,,124000000.0,384000000.0,66000000.0,179000000.0,,216000000.0,500000000.0,132000000.0,,,381000000.0,58000000.0,442000000.0,864000000.0,679000000.0,199000000.0,1063000000.0,1240000000.0,1240000000.0,1194000000.0
Charles Schwab Corp,SCHW,,316709,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.27,0.27,,108000000.0,0.27,215000000.0,1261000000.0,169000000.0,139000000.0,335000000.0,335000000.0,,335000000.0,1092000000.0,202000000.0,605000000.0,,814000000.0,1424000000.0,132000000.0,,,1176000000.0,169000000.0,1261000000.0,2571000000.0,2029000000.0,550000000.0,3121000000.0,1240000000.0,1240000000.0,1194000000.0
Charles Schwab Corp,SCHW,,316709,2010.0,Q3TTM,2009-10-01,2010-09-30,,0.41,0.41,0.18,146000000.0,0.41,317000000.0,1626000000.0,229000000.0,189000000.0,499000000.0,499000000.0,,499000000.0,1397000000.0,275000000.0,807000000.0,,1002000000.0,1903000000.0,132000000.0,,,1547000000.0,229000000.0,1626000000.0,3291000000.0,2710000000.0,816000000.0,4107000000.0,1240000000.0,1240000000.0,1194000000.0
Charles Schwab Corp,SCHW,,316709,2010.0,Q2,2010-04-01,2010-06-30,2010-08-13 14:44:03+00:00,0.17,0.17,,36000000.0,0.17,133000000.0,428000000.0,46000000.0,43000000.0,205000000.0,205000000.0,,205000000.0,382000000.0,68000000.0,225000000.0,,202000000.0,473000000.0,,,,393000000.0,46000000.0,428000000.0,742000000.0,698000000.0,338000000.0,1080000000.0,1205900000.0,1205900000.0,1195000000.0
Charles Schwab Corp,SCHW,,316709,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.17,0.17,,73000000.0,0.17,140000000.0,819000000.0,111000000.0,105000000.0,211000000.0,211000000.0,,211000000.0,708000000.0,136000000.0,426000000.0,,598000000.0,924000000.0,,,,795000000.0,111000000.0,819000000.0,1707000000.0,1350000000.0,351000000.0,2058000000.0,1205900000.0,1205900000.0,1195000000.0
Charles Schwab Corp,SCHW,,316709,2010.0,Q2TTM,2009-07-01,2010-06-30,,0.48,0.48,0.18,149000000.0,0.48,362000000.0,1540000000.0,233000000.0,189000000.0,575000000.0,575000000.0,,575000000.0,1307000000.0,276000000.0,858000000.0,,967000000.0,1890000000.0,,,,1537000000.0,233000000.0,1540000000.0,3118000000.0,2748000000.0,937000000.0,4055000000.0,1205900000.0,1205900000.0,1195000000.0
Charles Schwab Corp,SCHW,,316709,2010.0,Q1,2010-01-01,2010-03-31,2010-05-07 12:46:02+00:00,0.0,0.0,,37000000.0,0.0,7000000.0,391000000.0,65000000.0,62000000.0,6000000.0,6000000.0,,6000000.0,326000000.0,68000000.0,201000000.0,,396000000.0,451000000.0,,,,402000000.0,65000000.0,391000000.0,965000000.0,652000000.0,13000000.0,978000000.0,,,1188000000.0
Charles Schwab Corp,SCHW,,316709,2010.0,Q1TTM,2009-04-01,2010-03-31,,0.49,0.49,0.24,154000000.0,0.49,359000000.0,1473000000.0,246000000.0,195000000.0,575000000.0,575000000.0,,575000000.0,1227000000.0,305000000.0,892000000.0,,951000000.0,1941000000.0,,,,1521000000.0,246000000.0,1473000000.0,3126000000.0,2833000000.0,934000000.0,4060000000.0,,,1188000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,FY,2011-01-01,2011-12-31,2014-02-24 15:26:41+00:00,0.7,0.7,0.24,155000000.0,0.7,528000000.0,1900000000.0,175000000.0,228000000.0,864000000.0,864000000.0,,864000000.0,1725000000.0,301000000.0,896000000.0,,883000000.0,2088000000.0,,0.0,18000000.0,1732000000.0,175000000.0,1900000000.0,3299000000.0,2984000000.0,1392000000.0,4709000000.0,1234300000.0,1234300000.0,1229000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,Q4,2011-10-01,2011-12-31,,0.12,0.12,0.24,48000000.0,0.12,89000000.0,436000000.0,41000000.0,69000000.0,163000000.0,163000000.0,,163000000.0,395000000.0,79000000.0,224000000.0,,223000000.0,499000000.0,,,5000000.0,442000000.0,41000000.0,436000000.0,861000000.0,723000000.0,252000000.0,1118000000.0,1234300000.0,1234300000.0,1229000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,Q3,2011-07-01,2011-09-30,2011-11-07 15:50:47+00:00,0.18,0.18,,39000000.0,0.18,140000000.0,487000000.0,44000000.0,48000000.0,220000000.0,220000000.0,,220000000.0,443000000.0,78000000.0,235000000.0,,233000000.0,511000000.0,0.0,,8000000.0,423000000.0,44000000.0,487000000.0,821000000.0,746000000.0,360000000.0,1189000000.0,1222200000.0,1222200000.0,1229000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.58,0.58,,107000000.0,0.58,439000000.0,1464000000.0,134000000.0,159000000.0,701000000.0,701000000.0,,701000000.0,1330000000.0,222000000.0,672000000.0,,660000000.0,1589000000.0,,,13000000.0,1290000000.0,134000000.0,1464000000.0,2438000000.0,2261000000.0,1140000000.0,3591000000.0,1222200000.0,1222200000.0,1229000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,Q3TTM,2010-10-01,2011-09-30,,0.69,0.69,,145000000.0,0.69,549000000.0,1926000000.0,164000000.0,216000000.0,820000000.0,820000000.0,,820000000.0,1762000000.0,292000000.0,861000000.0,,996000000.0,2122000000.0,,,40000000.0,1687000000.0,164000000.0,1926000000.0,3336000000.0,2983000000.0,1369000000.0,4745000000.0,1222200000.0,1222200000.0,1229000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,Q2,2011-04-01,2011-06-30,2011-08-05 13:56:45+00:00,0.2,0.2,,33000000.0,0.2,148000000.0,496000000.0,45000000.0,51000000.0,238000000.0,238000000.0,,238000000.0,451000000.0,73000000.0,203000000.0,,217000000.0,537000000.0,,,1000000.0,430000000.0,45000000.0,496000000.0,804000000.0,740000000.0,386000000.0,1191000000.0,1190000000.0,1190000000.0,1210000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.4,0.4,,68000000.0,0.4,299000000.0,977000000.0,90000000.0,111000000.0,481000000.0,481000000.0,,481000000.0,887000000.0,144000000.0,437000000.0,,427000000.0,1078000000.0,,,5000000.0,867000000.0,90000000.0,977000000.0,1617000000.0,1515000000.0,780000000.0,2402000000.0,1190000000.0,1190000000.0,1210000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,Q2TTM,2010-07-01,2011-06-30,,0.61,0.61,,141000000.0,0.61,484000000.0,1881000000.0,178000000.0,202000000.0,724000000.0,724000000.0,,724000000.0,1703000000.0,280000000.0,805000000.0,,979000000.0,2111000000.0,132000000.0,,32000000.0,1645000000.0,178000000.0,1881000000.0,3379000000.0,2916000000.0,1208000000.0,4619000000.0,1190000000.0,1190000000.0,1210000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,Q1,2011-01-01,2011-03-31,2011-05-06 13:12:05+00:00,0.2,0.2,,35000000.0,0.2,151000000.0,481000000.0,45000000.0,60000000.0,243000000.0,243000000.0,,243000000.0,436000000.0,71000000.0,234000000.0,,210000000.0,541000000.0,,,4000000.0,437000000.0,45000000.0,481000000.0,813000000.0,775000000.0,394000000.0,1211000000.0,1215000000.0,1215000000.0,1207000000.0
Charles Schwab Corp,SCHW,,316709,2011.0,Q1TTM,2010-04-01,2011-03-31,,0.58,0.58,,144000000.0,0.58,469000000.0,1813000000.0,179000000.0,194000000.0,691000000.0,691000000.0,,691000000.0,1634000000.0,275000000.0,827000000.0,,964000000.0,2047000000.0,132000000.0,,31000000.0,1608000000.0,179000000.0,1813000000.0,3317000000.0,2874000000.0,1160000000.0,4508000000.0,1215000000.0,1215000000.0,1207000000.0
Charles Schwab Corp,SCHW,,316709,2012.0,FY,2012-01-01,2012-12-31,2014-02-24 15:26:41+00:00,0.69,0.69,0.24,196000000.0,0.69,522000000.0,1914000000.0,150000000.0,241000000.0,928000000.0,928000000.0,,883000000.0,1764000000.0,311000000.0,836000000.0,,882000000.0,2299000000.0,,45000000.0,16000000.0,1803000000.0,150000000.0,1914000000.0,3433000000.0,3135000000.0,1450000000.0,4899000000.0,1279700000.0,1279700000.0,1275000000.0
Charles Schwab Corp,SCHW,,316709,2012.0,Q4,2012-10-01,2012-12-31,,0.15,0.15,0.24,50000000.0,0.15,133000000.0,467000000.0,34000000.0,68000000.0,211000000.0,211000000.0,,189000000.0,433000000.0,78000000.0,198000000.0,,225000000.0,586000000.0,,22000000.0,2000000.0,450000000.0,34000000.0,467000000.0,871000000.0,784000000.0,344000000.0,1217000000.0,1279700000.0,1279700000.0,1275000000.0
Charles Schwab Corp,SCHW,,316709,2012.0,Q3,2012-07-01,2012-09-30,2012-11-06 12:50:30+00:00,0.19,0.19,,50000000.0,0.19,114000000.0,478000000.0,39000000.0,49000000.0,247000000.0,247000000.0,,238000000.0,439000000.0,77000000.0,201000000.0,,217000000.0,566000000.0,,9000000.0,10000000.0,442000000.0,39000000.0,478000000.0,835000000.0,767000000.0,361000000.0,1206000000.0,1252600000.0,1252600000.0,1275000000.0
Charles Schwab Corp,SCHW,,316709,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.54,0.54,,146000000.0,0.54,389000000.0,1447000000.0,116000000.0,173000000.0,717000000.0,717000000.0,,694000000.0,1331000000.0,233000000.0,638000000.0,,657000000.0,1713000000.0,,23000000.0,14000000.0,1353000000.0,116000000.0,1447000000.0,2562000000.0,2351000000.0,1106000000.0,3682000000.0,1252600000.0,1252600000.0,1275000000.0
Charles Schwab Corp,SCHW,,316709,2012.0,Q3TTM,2011-10-01,2012-09-30,,0.66,0.66,0.24,194000000.0,0.66,478000000.0,1883000000.0,157000000.0,242000000.0,880000000.0,880000000.0,,857000000.0,1726000000.0,312000000.0,862000000.0,,880000000.0,2212000000.0,,23000000.0,19000000.0,1795000000.0,157000000.0,1883000000.0,3423000000.0,3074000000.0,1358000000.0,4800000000.0,1252600000.0,1252600000.0,1275000000.0
Charles Schwab Corp,SCHW,,316709,2012.0,Q2,2012-04-01,2012-06-30,2012-08-06 14:39:32+00:00,0.2,0.2,,48000000.0,0.2,157000000.0,497000000.0,39000000.0,57000000.0,275000000.0,275000000.0,,261000000.0,458000000.0,80000000.0,212000000.0,,220000000.0,617000000.0,,14000000.0,4000000.0,446000000.0,39000000.0,497000000.0,851000000.0,829000000.0,432000000.0,1287000000.0,1305000000.0,1305000000.0,1274000000.0
Charles Schwab Corp,SCHW,,316709,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.35,0.35,,96000000.0,0.35,275000000.0,969000000.0,77000000.0,124000000.0,470000000.0,470000000.0,,456000000.0,892000000.0,156000000.0,437000000.0,,440000000.0,1147000000.0,,14000000.0,4000000.0,911000000.0,77000000.0,969000000.0,1727000000.0,1584000000.0,745000000.0,2476000000.0,1305000000.0,1305000000.0,1274000000.0
Charles Schwab Corp,SCHW,,316709,2012.0,Q2TTM,2011-07-01,2012-06-30,,0.65,0.65,0.24,183000000.0,0.65,504000000.0,1892000000.0,162000000.0,241000000.0,853000000.0,853000000.0,,839000000.0,1730000000.0,313000000.0,896000000.0,,896000000.0,2157000000.0,,14000000.0,17000000.0,1776000000.0,162000000.0,1892000000.0,3409000000.0,3053000000.0,1357000000.0,4783000000.0,1305000000.0,1305000000.0,1274000000.0
Charles Schwab Corp,SCHW,,316709,2012.0,Q1,2012-01-01,2012-03-31,2012-05-07 14:31:23+00:00,0.15,0.15,,48000000.0,0.15,118000000.0,472000000.0,38000000.0,67000000.0,195000000.0,195000000.0,,195000000.0,434000000.0,76000000.0,225000000.0,,220000000.0,530000000.0,,,0.0,465000000.0,38000000.0,472000000.0,876000000.0,755000000.0,313000000.0,1189000000.0,1300000000.0,1300000000.0,1273000000.0
Charles Schwab Corp,SCHW,,316709,2012.0,Q1TTM,2011-04-01,2012-03-31,,0.65,0.65,0.24,168000000.0,0.65,495000000.0,1891000000.0,168000000.0,235000000.0,816000000.0,816000000.0,,816000000.0,1723000000.0,306000000.0,887000000.0,,893000000.0,2077000000.0,,,14000000.0,1760000000.0,168000000.0,1891000000.0,3362000000.0,2964000000.0,1311000000.0,4687000000.0,1300000000.0,1300000000.0,1273000000.0
Charles Schwab Corp,SCHW,,316709,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 17:17:09+00:00,0.78,0.78,0.24,202000000.0,0.78,634000000.0,2085000000.0,105000000.0,257000000.0,1071000000.0,1071000000.0,,1010000000.0,1980000000.0,309000000.0,-10000000.0,914000000.0,935000000.0,2551000000.0,,61000000.0,,2027000000.0,105000000.0,2085000000.0,3730000000.0,3455000000.0,1705000000.0,5435000000.0,1294900000.0,1285000000.0,1293000000.0
Charles Schwab Corp,SCHW,,316709,2013.0,Q4,2013-10-01,2013-12-31,,0.23,0.23,0.24,49000000.0,0.23,179000000.0,558000000.0,26000000.0,59000000.0,319000000.0,319000000.0,,297000000.0,532000000.0,78000000.0,-684000000.0,914000000.0,236000000.0,672000000.0,,22000000.0,-1000000.0,515000000.0,26000000.0,558000000.0,937000000.0,902000000.0,498000000.0,1434000000.0,1294900000.0,1285000000.0,1293000000.0
Charles Schwab Corp,SCHW,,316709,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.55,0.55,,153000000.0,0.55,455000000.0,1527000000.0,79000000.0,198000000.0,752000000.0,752000000.0,,713000000.0,1448000000.0,231000000.0,674000000.0,,699000000.0,1879000000.0,,39000000.0,1000000.0,1512000000.0,79000000.0,1527000000.0,2793000000.0,2553000000.0,1207000000.0,4001000000.0,1281800000.0,1281800000.0,1296000000.0
Charles Schwab Corp,SCHW,,316709,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.7,0.7,0.24,203000000.0,0.7,588000000.0,1994000000.0,113000000.0,266000000.0,963000000.0,963000000.0,,902000000.0,1881000000.0,309000000.0,872000000.0,,924000000.0,2465000000.0,,61000000.0,3000000.0,1962000000.0,113000000.0,1994000000.0,3664000000.0,3337000000.0,1551000000.0,5218000000.0,1281800000.0,1281800000.0,1296000000.0
Charles Schwab Corp,SCHW,,316709,2013.0,Q3,2013-07-01,2013-09-30,2014-11-06 15:13:57+00:00,0.22,0.22,,51000000.0,0.22,174000000.0,531000000.0,25000000.0,57000000.0,290000000.0,290000000.0,,282000000.0,506000000.0,77000000.0,223000000.0,,242000000.0,640000000.0,,8000000.0,-4000000.0,482000000.0,25000000.0,531000000.0,909000000.0,863000000.0,464000000.0,1369000000.0,1281800000.0,1281800000.0,1296000000.0
Charles Schwab Corp,SCHW,,316709,2013.0,Q2,2013-04-01,2013-06-30,2014-08-07 14:22:29+00:00,0.18,0.18,,51000000.0,0.18,156000000.0,499000000.0,26000000.0,67000000.0,256000000.0,256000000.0,,233000000.0,473000000.0,77000000.0,232000000.0,,236000000.0,631000000.0,,23000000.0,-1000000.0,494000000.0,26000000.0,499000000.0,925000000.0,863000000.0,412000000.0,1336000000.0,1294400000.0,1294400000.0,1288000000.0
Charles Schwab Corp,SCHW,,316709,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.33,0.33,,102000000.0,0.33,281000000.0,996000000.0,54000000.0,141000000.0,462000000.0,462000000.0,,431000000.0,942000000.0,154000000.0,451000000.0,,457000000.0,1239000000.0,,31000000.0,5000000.0,1030000000.0,54000000.0,996000000.0,1884000000.0,1690000000.0,743000000.0,2632000000.0,1294400000.0,1294400000.0,1288000000.0
Charles Schwab Corp,SCHW,,316709,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.67,0.67,0.24,202000000.0,0.67,528000000.0,1941000000.0,127000000.0,258000000.0,920000000.0,920000000.0,,858000000.0,1814000000.0,309000000.0,850000000.0,,899000000.0,2391000000.0,,62000000.0,17000000.0,1922000000.0,127000000.0,1941000000.0,3590000000.0,3241000000.0,1448000000.0,5055000000.0,1294400000.0,1294400000.0,1288000000.0
Charles Schwab Corp,SCHW,,316709,2013.0,Q1,2013-01-01,2013-03-31,2014-05-07 14:45:34+00:00,0.15,0.15,,51000000.0,0.15,125000000.0,497000000.0,28000000.0,74000000.0,206000000.0,206000000.0,,198000000.0,469000000.0,77000000.0,219000000.0,,221000000.0,608000000.0,,8000000.0,6000000.0,536000000.0,28000000.0,497000000.0,959000000.0,827000000.0,331000000.0,1296000000.0,1320000000.0,1320000000.0,1282000000.0
Charles Schwab Corp,SCHW,,316709,2013.0,Q1TTM,2012-04-01,2013-03-31,,0.69,0.69,0.24,199000000.0,0.69,529000000.0,1939000000.0,140000000.0,248000000.0,939000000.0,939000000.0,,886000000.0,1799000000.0,312000000.0,830000000.0,,883000000.0,2377000000.0,,53000000.0,22000000.0,1874000000.0,140000000.0,1939000000.0,3516000000.0,3207000000.0,1468000000.0,5006000000.0,1320000000.0,1320000000.0,1282000000.0
Charles Schwab Corp,SCHW,,316709,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 17:22:58+00:00,0.96,0.96,0.24,199000000.0,0.95,794000000.0,2374000000.0,102000000.0,245000000.0,1321000000.0,1321000000.0,,1261000000.0,2272000000.0,324000000.0,-1000000.0,907000000.0,991000000.0,2876000000.0,,60000000.0,-4000000.0,2184000000.0,102000000.0,2374000000.0,3943000000.0,3782000000.0,2115000000.0,6054000000.0,1313500000.0,1303000000.0,1315000000.0
Charles Schwab Corp,SCHW,,316709,2014.0,Q4,2014-10-01,2014-12-31,,0.25,0.25,0.24,54000000.0,0.24,204000000.0,607000000.0,23000000.0,58000000.0,350000000.0,350000000.0,,329000000.0,584000000.0,82000000.0,-255000000.0,486000000.0,260000000.0,731000000.0,,21000000.0,-5000000.0,543000000.0,23000000.0,607000000.0,997000000.0,962000000.0,554000000.0,1546000000.0,1313500000.0,1303000000.0,1315000000.0
Charles Schwab Corp,SCHW,,316709,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.71,0.71,,145000000.0,0.71,590000000.0,1767000000.0,79000000.0,187000000.0,971000000.0,971000000.0,,932000000.0,1688000000.0,242000000.0,254000000.0,421000000.0,731000000.0,2145000000.0,,39000000.0,1000000.0,1641000000.0,79000000.0,1767000000.0,2946000000.0,2820000000.0,1561000000.0,4508000000.0,1300000000.0,1300000000.0,1316000000.0
Charles Schwab Corp,SCHW,,316709,2014.0,Q3TTM,2013-10-01,2014-09-30,,0.94,0.94,0.24,194000000.0,0.94,769000000.0,2325000000.0,105000000.0,246000000.0,1290000000.0,1290000000.0,,1229000000.0,2220000000.0,320000000.0,-430000000.0,1335000000.0,967000000.0,2817000000.0,,61000000.0,,2156000000.0,105000000.0,2325000000.0,3883000000.0,3722000000.0,2059000000.0,5942000000.0,1300000000.0,1300000000.0,1316000000.0
Charles Schwab Corp,SCHW,,316709,2014.0,Q3,2014-07-01,2014-09-30,2015-11-05 16:28:22+00:00,0.24,0.24,,49000000.0,0.24,197000000.0,600000000.0,27000000.0,59000000.0,321000000.0,321000000.0,,312000000.0,573000000.0,82000000.0,0.0,209000000.0,250000000.0,769000000.0,,9000000.0,,593000000.0,27000000.0,600000000.0,1033000000.0,978000000.0,518000000.0,1551000000.0,1300000000.0,1300000000.0,1316000000.0
Charles Schwab Corp,SCHW,,316709,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.47,0.47,,96000000.0,0.47,393000000.0,1167000000.0,52000000.0,128000000.0,650000000.0,650000000.0,,620000000.0,1115000000.0,160000000.0,254000000.0,212000000.0,481000000.0,1376000000.0,,30000000.0,1000000.0,1048000000.0,52000000.0,1167000000.0,1913000000.0,1842000000.0,1043000000.0,2957000000.0,1313000000.0,1313000000.0,1313000000.0
Charles Schwab Corp,SCHW,,316709,2014.0,Q2TTM,2013-07-01,2014-06-30,,0.92,0.92,0.24,196000000.0,0.92,746000000.0,2256000000.0,103000000.0,244000000.0,1259000000.0,1259000000.0,,1199000000.0,2153000000.0,315000000.0,-207000000.0,1126000000.0,959000000.0,2688000000.0,,60000000.0,-4000000.0,2045000000.0,103000000.0,2256000000.0,3759000000.0,3607000000.0,2005000000.0,5760000000.0,1313000000.0,1313000000.0,1313000000.0
Charles Schwab Corp,SCHW,,316709,2014.0,Q2,2014-04-01,2014-06-30,2015-08-06 16:24:05+00:00,0.23,0.23,,48000000.0,0.23,197000000.0,588000000.0,26000000.0,65000000.0,324000000.0,324000000.0,,302000000.0,562000000.0,80000000.0,7000000.0,212000000.0,244000000.0,697000000.0,,22000000.0,,520000000.0,26000000.0,588000000.0,957000000.0,916000000.0,521000000.0,1478000000.0,1313000000.0,1313000000.0,1313000000.0
